UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,GS,GS CANDIDATE,GS CANDIDATE GENDER,GS CANDIDATE AGE,GS VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE GENDER,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,VERIFY_ISSUED
P.128_N.10_128/10/10_10,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/10,BANDAR BARU NILAI,SEKOLAH MENENGAH KEBANGSAAN TAMAN SEMARAK,10,577,MCA,AH CHONG @ CHONG SIN WOON,MALE,,81,DAP,LOKE SIEW FOOK,MALE,,354,PAS,HAJI SHARIFFUDDIN,MALE,,142,,,,,,,,,,,,,,,,,,,,,,,,,,577,0,0,TRUE
P.128_N.11_128/11/01_1,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/01,KG LOBAK,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HUA,1,292,MCA,AH CHONG @ CHONG SIN WOON,MALE,,60,DAP,LOKE SIEW FOOK,MALE,,216,PAS,HAJI SHARIFFUDDIN,MALE,,8,,,,,,,,,,,,,,,,,,,,,,,,,,284,8,0,TRUE
P.128_N.11_128/11/01_2,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/01,KG LOBAK,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HUA,2,552,MCA,AH CHONG @ CHONG SIN WOON,MALE,,120,DAP,LOKE SIEW FOOK,MALE,,407,PAS,HAJI SHARIFFUDDIN,MALE,,15,,,,,,,,,,,,,,,,,,,,,,,,,,542,10,0,TRUE
P.128_N.11_128/11/01_3,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/01,KG LOBAK,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HUA,3,559,MCA,AH CHONG @ CHONG SIN WOON,MALE,,65,DAP,LOKE SIEW FOOK,MALE,,482,PAS,HAJI SHARIFFUDDIN,MALE,,9,,,,,,,,,,,,,,,,,,,,,,,,,,556,3,0,TRUE
P.128_N.11_128/11/01_4,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/01,KG LOBAK,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HUA,4,514,MCA,AH CHONG @ CHONG SIN WOON,MALE,,72,DAP,LOKE SIEW FOOK,MALE,,431,PAS,HAJI SHARIFFUDDIN,MALE,,8,,,,,,,,,,,,,,,,,,,,,,,,,,511,3,0,TRUE
P.128_N.11_128/11/01_5,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/01,KG LOBAK,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HUA,5,519,MCA,AH CHONG @ CHONG SIN WOON,MALE,,71,DAP,LOKE SIEW FOOK,MALE,,435,PAS,HAJI SHARIFFUDDIN,MALE,,13,,,,,,,,,,,,,,,,,,,,,,,,,,519,0,0,TRUE
P.128_N.11_128/11/02_1,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/02,ULU TEMIANG,SEKOLAH JENIS KEBANGSAAN (CINA) CHI HWA,1,226,MCA,AH CHONG @ CHONG SIN WOON,MALE,,43,DAP,LOKE SIEW FOOK,MALE,,178,PAS,HAJI SHARIFFUDDIN,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,224,2,0,TRUE
P.128_N.11_128/11/02_2,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/02,ULU TEMIANG,SEKOLAH JENIS KEBANGSAAN (CINA) CHI HWA,2,487,MCA,AH CHONG @ CHONG SIN WOON,MALE,,59,DAP,LOKE SIEW FOOK,MALE,,412,PAS,HAJI SHARIFFUDDIN,MALE,,8,,,,,,,,,,,,,,,,,,,,,,,,,,479,8,0,TRUE
P.128_N.11_128/11/02_3,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/02,ULU TEMIANG,SEKOLAH JENIS KEBANGSAAN (CINA) CHI HWA,3,493,MCA,AH CHONG @ CHONG SIN WOON,MALE,,59,DAP,LOKE SIEW FOOK,MALE,,425,PAS,HAJI SHARIFFUDDIN,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,485,8,0,TRUE
P.128_N.11_128/11/02_4,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/02,ULU TEMIANG,SEKOLAH JENIS KEBANGSAAN (CINA) CHI HWA,4,504,MCA,AH CHONG @ CHONG SIN WOON,MALE,,61,DAP,LOKE SIEW FOOK,MALE,,433,PAS,HAJI SHARIFFUDDIN,MALE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,499,5,0,TRUE
P.128_N.11_128/11/02_5,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/02,ULU TEMIANG,SEKOLAH JENIS KEBANGSAAN (CINA) CHI HWA,5,493,MCA,AH CHONG @ CHONG SIN WOON,MALE,,47,DAP,LOKE SIEW FOOK,MALE,,437,PAS,HAJI SHARIFFUDDIN,MALE,,6,,,,,,,,,,,,,,,,,,,,,,,,,,490,2,1,TRUE
P.128_N.11_128/11/02_6,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/02,ULU TEMIANG,SEKOLAH JENIS KEBANGSAAN (CINA) CHI HWA,6,492,MCA,AH CHONG @ CHONG SIN WOON,MALE,,33,DAP,LOKE SIEW FOOK,MALE,,455,PAS,HAJI SHARIFFUDDIN,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,490,2,0,TRUE
P.128_N.11_128/11/02_7,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/02,ULU TEMIANG,SEKOLAH JENIS KEBANGSAAN (CINA) CHI HWA,7,473,MCA,AH CHONG @ CHONG SIN WOON,MALE,,32,DAP,LOKE SIEW FOOK,MALE,,438,PAS,HAJI SHARIFFUDDIN,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,472,1,0,TRUE
P.128_N.11_128/11/03_1,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/03,JALAN MANICKAVASAGAM,SEK JENIS KEB (TAMIL)JALAN TAN SRI MANIKAVASAGAM SEREMBAN,1,223,MCA,AH CHONG @ CHONG SIN WOON,MALE,,51,DAP,LOKE SIEW FOOK,MALE,,163,PAS,HAJI SHARIFFUDDIN,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,217,6,0,TRUE
P.128_N.11_128/11/03_2,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/03,JALAN MANICKAVASAGAM,SEK JENIS KEB (TAMIL)JALAN TAN SRI MANIKAVASAGAM SEREMBAN,2,551,MCA,AH CHONG @ CHONG SIN WOON,MALE,,96,DAP,LOKE SIEW FOOK,MALE,,445,PAS,HAJI SHARIFFUDDIN,MALE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,545,6,0,TRUE
P.128_N.11_128/11/03_3,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/03,JALAN MANICKAVASAGAM,SEK JENIS KEB (TAMIL)JALAN TAN SRI MANIKAVASAGAM SEREMBAN,3,548,MCA,AH CHONG @ CHONG SIN WOON,MALE,,53,DAP,LOKE SIEW FOOK,MALE,,490,PAS,HAJI SHARIFFUDDIN,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,545,3,0,TRUE
P.128_N.11_128/11/03_4,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/03,JALAN MANICKAVASAGAM,SEK JENIS KEB (TAMIL)JALAN TAN SRI MANIKAVASAGAM SEREMBAN,4,549,MCA,AH CHONG @ CHONG SIN WOON,MALE,,51,DAP,LOKE SIEW FOOK,MALE,,492,PAS,HAJI SHARIFFUDDIN,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,545,4,0,TRUE
P.128_N.11_128/11/04_1,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/04,LOBAK,SEK JENIS KEB (CINA) CHUNG HUA JALAN TUNKU MUNAWIR SEREMBAN,1,244,MCA,AH CHONG @ CHONG SIN WOON,MALE,,43,DAP,LOKE SIEW FOOK,MALE,,195,PAS,HAJI SHARIFFUDDIN,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,240,4,0,TRUE
P.128_N.11_128/11/04_2,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/04,LOBAK,SEK JENIS KEB (CINA) CHUNG HUA JALAN TUNKU MUNAWIR SEREMBAN,2,503,MCA,AH CHONG @ CHONG SIN WOON,MALE,,79,DAP,LOKE SIEW FOOK,MALE,,415,PAS,HAJI SHARIFFUDDIN,MALE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,499,4,0,TRUE
P.128_N.11_128/11/04_3,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/04,LOBAK,SEK JENIS KEB (CINA) CHUNG HUA JALAN TUNKU MUNAWIR SEREMBAN,3,493,MCA,AH CHONG @ CHONG SIN WOON,MALE,,45,DAP,LOKE SIEW FOOK,MALE,,440,PAS,HAJI SHARIFFUDDIN,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,487,6,0,TRUE
P.128_N.11_128/11/04_4,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/04,LOBAK,SEK JENIS KEB (CINA) CHUNG HUA JALAN TUNKU MUNAWIR SEREMBAN,4,479,MCA,AH CHONG @ CHONG SIN WOON,MALE,,39,DAP,LOKE SIEW FOOK,MALE,,432,PAS,HAJI SHARIFFUDDIN,MALE,,6,,,,,,,,,,,,,,,,,,,,,,,,,,477,2,0,TRUE
P.128_N.11_128/11/04_5,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/04,LOBAK,SEK JENIS KEB (CINA) CHUNG HUA JALAN TUNKU MUNAWIR SEREMBAN,5,504,MCA,AH CHONG @ CHONG SIN WOON,MALE,,46,DAP,LOKE SIEW FOOK,MALE,,450,PAS,HAJI SHARIFFUDDIN,MALE,,6,,,,,,,,,,,,,,,,,,,,,,,,,,502,2,0,TRUE
P.128_N.11_128/11/04_6,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/04,LOBAK,SEK JENIS KEB (CINA) CHUNG HUA JALAN TUNKU MUNAWIR SEREMBAN,6,504,MCA,AH CHONG @ CHONG SIN WOON,MALE,,29,DAP,LOKE SIEW FOOK,MALE,,470,PAS,HAJI SHARIFFUDDIN,MALE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,503,1,0,TRUE
P.128_N.11_128/11/05_1,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/05,TAMAN TEMPLER,SEK JENIS KEB (CINA) CHAN WA JALAN TAN SRI MANIKAVASAGAM SEREMBAN,1,209,MCA,AH CHONG @ CHONG SIN WOON,MALE,,39,DAP,LOKE SIEW FOOK,MALE,,160,PAS,HAJI SHARIFFUDDIN,MALE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,204,5,0,TRUE
P.128_N.11_128/11/05_2,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/05,TAMAN TEMPLER,SEK JENIS KEB (CINA) CHAN WA JALAN TAN SRI MANIKAVASAGAM SEREMBAN,2,522,MCA,AH CHONG @ CHONG SIN WOON,MALE,,84,DAP,LOKE SIEW FOOK,MALE,,427,PAS,HAJI SHARIFFUDDIN,MALE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,515,7,0,TRUE
P.128_N.11_128/11/05_3,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/05,TAMAN TEMPLER,SEK JENIS KEB (CINA) CHAN WA JALAN TAN SRI MANIKAVASAGAM SEREMBAN,3,547,MCA,AH CHONG @ CHONG SIN WOON,MALE,,72,DAP,LOKE SIEW FOOK,MALE,,464,PAS,HAJI SHARIFFUDDIN,MALE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,541,6,0,TRUE
P.128_N.11_128/11/05_4,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/05,TAMAN TEMPLER,SEK JENIS KEB (CINA) CHAN WA JALAN TAN SRI MANIKAVASAGAM SEREMBAN,4,545,MCA,AH CHONG @ CHONG SIN WOON,MALE,,52,DAP,LOKE SIEW FOOK,MALE,,487,PAS,HAJI SHARIFFUDDIN,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,540,4,1,TRUE
P.128_N.11_128/11/05_5,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/05,TAMAN TEMPLER,SEK JENIS KEB (CINA) CHAN WA JALAN TAN SRI MANIKAVASAGAM SEREMBAN,5,557,MCA,AH CHONG @ CHONG SIN WOON,MALE,,50,DAP,LOKE SIEW FOOK,MALE,,505,PAS,HAJI SHARIFFUDDIN,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,556,1,0,TRUE
P.128_N.11_128/11/05_6,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/05,TAMAN TEMPLER,SEK JENIS KEB (CINA) CHAN WA JALAN TAN SRI MANIKAVASAGAM SEREMBAN,6,535,MCA,AH CHONG @ CHONG SIN WOON,MALE,,35,DAP,LOKE SIEW FOOK,MALE,,493,PAS,HAJI SHARIFFUDDIN,MALE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,533,2,0,TRUE
P.128_N.11_128/11/06_1,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/06,KAMPONG NEE YAN,SEK JENIS KEB (CINA) KUO MIN JALAN TUN DR ISMAIL SEREMBAN,1,231,MCA,AH CHONG @ CHONG SIN WOON,MALE,,36,DAP,LOKE SIEW FOOK,MALE,,186,PAS,HAJI SHARIFFUDDIN,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,224,7,0,TRUE
P.128_N.11_128/11/06_2,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/06,KAMPONG NEE YAN,SEK JENIS KEB (CINA) KUO MIN JALAN TUN DR ISMAIL SEREMBAN,2,478,MCA,AH CHONG @ CHONG SIN WOON,MALE,,58,DAP,LOKE SIEW FOOK,MALE,,412,PAS,HAJI SHARIFFUDDIN,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,473,5,0,TRUE
P.128_N.11_128/11/06_3,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/06,KAMPONG NEE YAN,SEK JENIS KEB (CINA) KUO MIN JALAN TUN DR ISMAIL SEREMBAN,3,474,MCA,AH CHONG @ CHONG SIN WOON,MALE,,46,DAP,LOKE SIEW FOOK,MALE,,420,PAS,HAJI SHARIFFUDDIN,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,468,6,0,TRUE
P.128_N.11_128/11/06_4,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/06,KAMPONG NEE YAN,SEK JENIS KEB (CINA) KUO MIN JALAN TUN DR ISMAIL SEREMBAN,4,472,MCA,AH CHONG @ CHONG SIN WOON,MALE,,34,DAP,LOKE SIEW FOOK,MALE,,432,PAS,HAJI SHARIFFUDDIN,MALE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,471,1,0,TRUE
P.128_N.11_128/11/06_5,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/06,KAMPONG NEE YAN,SEK JENIS KEB (CINA) KUO MIN JALAN TUN DR ISMAIL SEREMBAN,5,466,MCA,AH CHONG @ CHONG SIN WOON,MALE,,28,DAP,LOKE SIEW FOOK,MALE,,435,PAS,HAJI SHARIFFUDDIN,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,464,2,0,TRUE
P.128_N.11_128/11/06_6,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/06,KAMPONG NEE YAN,SEK JENIS KEB (CINA) KUO MIN JALAN TUN DR ISMAIL SEREMBAN,6,467,MCA,AH CHONG @ CHONG SIN WOON,MALE,,38,DAP,LOKE SIEW FOOK,MALE,,425,PAS,HAJI SHARIFFUDDIN,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,466,1,0,TRUE
P.128_N.12_128/12/01_1,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/01,TAMAN TEMIANG JAYA,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHEIKH HJ MOHD SAID,1,299,MCA,AH CHONG @ CHONG SIN WOON,MALE,,128,DAP,LOKE SIEW FOOK,MALE,,139,PAS,HAJI SHARIFFUDDIN,MALE,,28,,,,,,,,,,,,,,,,,,,,,,,,,,295,4,0,TRUE
P.128_N.12_128/12/01_2,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/01,TAMAN TEMIANG JAYA,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHEIKH HJ MOHD SAID,2,601,MCA,AH CHONG @ CHONG SIN WOON,MALE,,220,DAP,LOKE SIEW FOOK,MALE,,320,PAS,HAJI SHARIFFUDDIN,MALE,,60,,,,,,,,,,,,,,,,,,,,,,,,,,600,1,0,TRUE
P.128_N.12_128/12/01_3,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/01,TAMAN TEMIANG JAYA,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHEIKH HJ MOHD SAID,3,569,MCA,AH CHONG @ CHONG SIN WOON,MALE,,154,DAP,LOKE SIEW FOOK,MALE,,343,PAS,HAJI SHARIFFUDDIN,MALE,,69,,,,,,,,,,,,,,,,,,,,,,,,,,566,3,0,TRUE
P.128_N.12_128/12/01_4,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/01,TAMAN TEMIANG JAYA,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHEIKH HJ MOHD SAID,4,535,MCA,AH CHONG @ CHONG SIN WOON,MALE,,122,DAP,LOKE SIEW FOOK,MALE,,314,PAS,HAJI SHARIFFUDDIN,MALE,,94,,,,,,,,,,,,,,,,,,,,,,,,,,530,5,0,TRUE
P.128_N.12_128/12/01_5,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/01,TAMAN TEMIANG JAYA,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHEIKH HJ MOHD SAID,5,532,MCA,AH CHONG @ CHONG SIN WOON,MALE,,128,DAP,LOKE SIEW FOOK,MALE,,323,PAS,HAJI SHARIFFUDDIN,MALE,,81,,,,,,,,,,,,,,,,,,,,,,,,,,532,0,0,TRUE
P.128_N.12_128/12/02_1,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/02,TEMIANG,SEKOLAH MEN JENIS KEBANGSAAN (CINA) CHAN WA,1,212,MCA,AH CHONG @ CHONG SIN WOON,MALE,,50,DAP,LOKE SIEW FOOK,MALE,,151,PAS,HAJI SHARIFFUDDIN,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,202,10,0,TRUE
P.128_N.12_128/12/02_2,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/02,TEMIANG,SEKOLAH MEN JENIS KEBANGSAAN (CINA) CHAN WA,2,526,MCA,AH CHONG @ CHONG SIN WOON,MALE,,114,DAP,LOKE SIEW FOOK,MALE,,396,PAS,HAJI SHARIFFUDDIN,MALE,,11,,,,,,,,,,,,,,,,,,,,,,,,,,521,5,0,TRUE
P.128_N.12_128/12/02_3,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/02,TEMIANG,SEKOLAH MEN JENIS KEBANGSAAN (CINA) CHAN WA,3,524,MCA,AH CHONG @ CHONG SIN WOON,MALE,,103,DAP,LOKE SIEW FOOK,MALE,,397,PAS,HAJI SHARIFFUDDIN,MALE,,18,,,,,,,,,,,,,,,,,,,,,,,,,,518,6,0,TRUE
P.128_N.12_128/12/02_4,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/02,TEMIANG,SEKOLAH MEN JENIS KEBANGSAAN (CINA) CHAN WA,4,523,MCA,AH CHONG @ CHONG SIN WOON,MALE,,85,DAP,LOKE SIEW FOOK,MALE,,417,PAS,HAJI SHARIFFUDDIN,MALE,,15,,,,,,,,,,,,,,,,,,,,,,,,,,517,6,0,TRUE
P.128_N.12_128/12/02_5,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/02,TEMIANG,SEKOLAH MEN JENIS KEBANGSAAN (CINA) CHAN WA,5,526,MCA,AH CHONG @ CHONG SIN WOON,MALE,,109,DAP,LOKE SIEW FOOK,MALE,,380,PAS,HAJI SHARIFFUDDIN,MALE,,31,,,,,,,,,,,,,,,,,,,,,,,,,,520,6,0,TRUE
P.128_N.12_128/12/02_6,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/02,TEMIANG,SEKOLAH MEN JENIS KEBANGSAAN (CINA) CHAN WA,6,481,MCA,AH CHONG @ CHONG SIN WOON,MALE,,96,DAP,LOKE SIEW FOOK,MALE,,350,PAS,HAJI SHARIFFUDDIN,MALE,,32,,,,,,,,,,,,,,,,,,,,,,,,,,478,3,0,TRUE
P.128_N.12_128/12/03_1,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/03,LIMBOK,SEKOLAH KEBANGSAAN TEMIANG,1,258,MCA,AH CHONG @ CHONG SIN WOON,MALE,,41,DAP,LOKE SIEW FOOK,MALE,,205,PAS,HAJI SHARIFFUDDIN,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,248,10,0,TRUE
P.128_N.12_128/12/03_2,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/03,LIMBOK,SEKOLAH KEBANGSAAN TEMIANG,2,507,MCA,AH CHONG @ CHONG SIN WOON,MALE,,61,DAP,LOKE SIEW FOOK,MALE,,444,PAS,HAJI SHARIFFUDDIN,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,506,1,0,TRUE
P.128_N.12_128/12/03_3,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/03,LIMBOK,SEKOLAH KEBANGSAAN TEMIANG,3,516,MCA,AH CHONG @ CHONG SIN WOON,MALE,,49,DAP,LOKE SIEW FOOK,MALE,,461,PAS,HAJI SHARIFFUDDIN,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,513,3,0,TRUE
P.128_N.12_128/12/04_1,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/04,JALAN YAZID AHMAD,SEKOLAH KEBANGSAAN SERI KELANA,1,236,MCA,AH CHONG @ CHONG SIN WOON,MALE,,66,DAP,LOKE SIEW FOOK,MALE,,160,PAS,HAJI SHARIFFUDDIN,MALE,,7,,,,,,,,,,,,,,,,,,,,,,,,,,233,3,0,TRUE
P.128_N.12_128/12/04_2,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/04,JALAN YAZID AHMAD,SEKOLAH KEBANGSAAN SERI KELANA,2,257,MCA,AH CHONG @ CHONG SIN WOON,MALE,,67,DAP,LOKE SIEW FOOK,MALE,,151,PAS,HAJI SHARIFFUDDIN,MALE,,37,,,,,,,,,,,,,,,,,,,,,,,,,,255,2,0,TRUE
P.128_N.12_128/12/05_1,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/05,JALAN HAN HUI FOONG,SEKOLAH KEBANGSAAN DATO KLANA MAAMOR,1,215,MCA,AH CHONG @ CHONG SIN WOON,MALE,,32,DAP,LOKE SIEW FOOK,MALE,,171,PAS,HAJI SHARIFFUDDIN,MALE,,10,,,,,,,,,,,,,,,,,,,,,,,,,,213,2,0,TRUE
P.128_N.12_128/12/05_2,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/05,JALAN HAN HUI FOONG,SEKOLAH KEBANGSAAN DATO KLANA MAAMOR,2,340,MCA,AH CHONG @ CHONG SIN WOON,MALE,,63,DAP,LOKE SIEW FOOK,MALE,,267,PAS,HAJI SHARIFFUDDIN,MALE,,10,,,,,,,,,,,,,,,,,,,,,,,,,,340,0,0,TRUE
P.128_N.12_128/12/05_3,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/05,JALAN HAN HUI FOONG,SEKOLAH KEBANGSAAN DATO KLANA MAAMOR,3,336,MCA,AH CHONG @ CHONG SIN WOON,MALE,,48,DAP,LOKE SIEW FOOK,MALE,,269,PAS,HAJI SHARIFFUDDIN,MALE,,18,,,,,,,,,,,,,,,,,,,,,,,,,,335,1,0,TRUE
P.128_N.13_128/13/01_1,NEGERI SEMBILAN,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/01,TAMAN PAROI JAYA,SEKOLAH KEBANGSAAN TAMAN PAROI JAYA,1,269,MCA,AH CHONG @ CHONG SIN WOON,MALE,,133,DAP,LOKE SIEW FOOK,MALE,,91,PAS,HAJI SHARIFFUDDIN,MALE,,42,,,,,,,,,,,,,,,,,,,,,,,,,,266,3,0,TRUE
