ID,NAME,AGE,MATCH_NAME,RAW_AGE,MATCH_URL
12600/1,IR MUSTAFAR KADIR,,ir-mustafar-kadir,,http://pru.sinarharian.com.my/calon/5244/mustafar-ab-kadir
12600/2,JALALUDDIN BIN ALIAS,55,jalaluddin-bin-alias,1963,http://pru.sinarharian.com.my/calon/1165/jalaluddin-alias
12600/3,NORMAN IPIN,,norman-ipin,,http://pru.sinarharian.com.my/calon/2121/norman-ipin
12700/1,KAMARULZAMAN KAMDIAS,,kamarulzaman-kamdias,,http://pru.sinarharian.com.my/calon/5895/kamarulzaman-kamdias
12700/2,MUSTAFFA BIN DAHARUN,,mustaffa-bin-daharun,,http://pru.sinarharian.com.my/calon/5896/mustaffa-daharun
12700/3,DATO' HJ SALIM SHARIF,53,dato'-hj-salim-sharif,1965,http://pru.sinarharian.com.my/calon/5898/mohd-salim-shariff-mohd-sharif
12800/1,AH CHONG @ CHONG SIN WOON,44,ah-chong-@-chong-sin-woon,1974,http://pru.sinarharian.com.my/calon/5755/chong-sin-woon
12800/2,HAJI SHARIFFUDDIN,,haji-shariffuddin,,http://pru.sinarharian.com.my/calon/5759/shariffuddin-ahmad
12800/3,LOKE SIEW FOOK,42,loke-siew-fook,1976,http://pru.sinarharian.com.my/calon/3723/loke-siew-fook
12900/1,HAJI RAFIEI,65,haji-rafiei,1953,http://pru.sinarharian.com.my/calon/5800/rafiei-mustapha
12900/2,HASAN BIN MALEK,72,hasan-bin-malek,1946,http://pru.sinarharian.com.my/calon/285/hasan-malek
12900/3,EDDIN SYAZLEE SHITH,44,eddin-syazlee-shith,1974,http://pru.sinarharian.com.my/calon/5802/eddin-syazlee-shith
13000/1,USTAZ KHAIRIL ANUAR WAFA,,ustaz-khairil-anuar-wafa,,http://pru.sinarharian.com.my/calon/5834/mohd-khairil-anuar-mohd-wafa
13000/2,NG KIAN NAM,39,ng-kian-nam,1979,http://pru.sinarharian.com.my/calon/5831/ng-kian-nam
13000/3,DAVID DASS ASEERPATHAM,,david-dass-aseerpatham,,http://pru.sinarharian.com.my/calon/5836/david-dass
13000/4,CHA KEE CHIN,44,cha-kee-chin,1974,http://pru.sinarharian.com.my/calon/3791/cha-kee-chin
13100/1,MUSTAFA,,mustafa,,http://pru.sinarharian.com.my/calon/5869/mustafa-dolah
13100/2,KHAIRY JAMALUDDIN,42,khairy-jamaluddin,1976,http://pru.sinarharian.com.my/calon/286/khairy-jamaluddin-abu-bakar
13100/3,LT KOL ROSELI BIN ABDUL GANI (B),,lt-kol-roseli-bin-abdul-gani-(b),,http://pru.sinarharian.com.my/calon/5873/roseli-abdul-ghani
13200/1,USTAZ MAHFUZ ROSLAN,,ustaz-mahfuz-roslan,,http://pru.sinarharian.com.my/calon/4868/mahfuz-roslan
13200/2,DATO DANYAL,,dato-danyal,,http://pru.sinarharian.com.my/calon/6398/danyal-balagopal-abdullah
13200/3,DATO VS MOGAN,,dato-vs-mogan,,http://pru.sinarharian.com.my/calon/6394/v-s-mogan
13300/1,DR HASAN BAHROM,62,dr-hasan-bahrom,1956,http://pru.sinarharian.com.my/calon/5986/hasan-bahrom
13300/2,SHAZIMAN BIN ABU MANSOR,54,shaziman-bin-abu-mansor,1964,http://pru.sinarharian.com.my/calon/75/shaziman-abu-mansor
13300/3,MEJAR ABDUL HALIM BIN ABU BAKAR (BERSARA),,mejar-abdul-halim-bin-abu-bakar-(bersara),,http://pru.sinarharian.com.my/calon/5991/abdul-halim-abu-bakar
