UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,GS,GS CANDIDATE,GS CANDIDATE GENDER,GS CANDIDATE AGE,GS VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE GENDER,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,VERIFY_ISSUED
P.004_P.004/POSTAL VOTE_UNDI POS_1,KEDAH,POSTAL VOTE,P.004,LANGKAWI,P.004/POSTAL VOTE,POSTAL VOTE,UNDI POS,UNDI POS,,1,915,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,397,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,265,PAS,ZUBIR BIN AHMAD,MALE,,81,,,,,,,,,,,,,,,,,,,,,,,,,,743,99,73,TRUE
P.004_P.004/EARLY VOTE_004/01/00_1,KEDAH,EARLY VOTE,P.004,LANGKAWI,P.004/EARLY VOTE,EARLY VOTE,004/01/00,UNDI AWAL,"PUSAT LATIHAN POLIS (PULAPOL), PANTAI CHENANG",1,208,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,98,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,82,PAS,ZUBIR BIN AHMAD,MALE,,27,,,,,,,,,,,,,,,,,,,,,,,,,,207,1,0,TRUE
P.004_P.004/EARLY VOTE_004/02/00_1,KEDAH,EARLY VOTE,P.004,LANGKAWI,P.004/EARLY VOTE,EARLY VOTE,004/02/00,UNDI AWAL,"PUSAT LATIHAN POLIS (PULAPOL), PANTAI CHENANG",1,359,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,239,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,86,PAS,ZUBIR BIN AHMAD,MALE,,23,,,,,,,,,,,,,,,,,,,,,,,,,,348,11,0,TRUE
P.004_P.004/EARLY VOTE_004/02/00_1,KEDAH,EARLY VOTE,P.004,LANGKAWI,P.004/EARLY VOTE,EARLY VOTE,004/02/00,UNDI AWAL,"DEWAN TUN RAHAH, TENTERA LAUT DIRAJA MALAYSIA",1,391,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,91,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,205,PAS,ZUBIR BIN AHMAD,MALE,,91,,,,,,,,,,,,,,,,,,,,,,,,,,387,4,0,TRUE
P.004_N.01_004/01/01_1,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/01,KUALA TERIANG,"SEKOLAH KEBANGSAAN KUALA TERIANG, LANGKAWI",1,314,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,149,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,85,PAS,ZUBIR BIN AHMAD,MALE,,76,,,,,,,,,,,,,,,,,,,,,,,,,,310,4,0,TRUE
P.004_N.01_004/01/01_2,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/01,KUALA TERIANG,"SEKOLAH KEBANGSAAN KUALA TERIANG, LANGKAWI",2,469,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,118,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,209,PAS,ZUBIR BIN AHMAD,MALE,,134,,,,,,,,,,,,,,,,,,,,,,,,,,461,8,0,TRUE
P.004_N.01_004/01/01_3,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/01,KUALA TERIANG,"SEKOLAH KEBANGSAAN KUALA TERIANG, LANGKAWI",3,426,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,113,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,195,PAS,ZUBIR BIN AHMAD,MALE,,115,,,,,,,,,,,,,,,,,,,,,,,,,,423,3,0,TRUE
P.004_N.01_004/01/02_1,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/02,EWA,"SEKOLAH KEBANGSAAN EWA, LANGKAWI",1,277,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,89,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,144,PAS,ZUBIR BIN AHMAD,MALE,,36,,,,,,,,,,,,,,,,,,,,,,,,,,269,8,0,TRUE
P.004_N.01_004/01/02_2,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/02,EWA,"SEKOLAH KEBANGSAAN EWA, LANGKAWI",2,511,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,125,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,298,PAS,ZUBIR BIN AHMAD,MALE,,84,,,,,,,,,,,,,,,,,,,,,,,,,,507,4,0,TRUE
P.004_N.01_004/01/02_3,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/02,EWA,"SEKOLAH KEBANGSAAN EWA, LANGKAWI",3,475,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,72,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,321,PAS,ZUBIR BIN AHMAD,MALE,,79,,,,,,,,,,,,,,,,,,,,,,,,,,472,3,0,TRUE
P.004_N.01_004/01/03_1,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/03,PADANG LALANG,"SEKOLAH KEBANGSAAN PENGHULU AHMAD, LANGKAWI",1,280,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,111,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,99,PAS,ZUBIR BIN AHMAD,MALE,,61,,,,,,,,,,,,,,,,,,,,,,,,,,271,9,0,TRUE
P.004_N.01_004/01/03_2,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/03,PADANG LALANG,"SEKOLAH KEBANGSAAN PENGHULU AHMAD, LANGKAWI",2,618,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,182,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,327,PAS,ZUBIR BIN AHMAD,MALE,,93,,,,,,,,,,,,,,,,,,,,,,,,,,602,16,0,TRUE
P.004_N.01_004/01/03_3,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/03,PADANG LALANG,"SEKOLAH KEBANGSAAN PENGHULU AHMAD, LANGKAWI",3,578,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,120,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,331,PAS,ZUBIR BIN AHMAD,MALE,,117,,,,,,,,,,,,,,,,,,,,,,,,,,568,10,0,TRUE
P.004_N.01_004/01/03_4,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/03,PADANG LALANG,"SEKOLAH KEBANGSAAN PENGHULU AHMAD, LANGKAWI",4,529,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,92,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,341,PAS,ZUBIR BIN AHMAD,MALE,,94,,,,,,,,,,,,,,,,,,,,,,,,,,527,2,0,TRUE
P.004_N.01_004/01/03_5,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/03,PADANG LALANG,"SEKOLAH KEBANGSAAN PENGHULU AHMAD, LANGKAWI",5,499,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,76,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,320,PAS,ZUBIR BIN AHMAD,MALE,,101,,,,,,,,,,,,,,,,,,,,,,,,,,497,2,0,TRUE
P.004_N.01_004/01/04_1,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/04,KILIM,"SEKOLAH KEBANGSAAN KILIM, LANGKAWI",1,304,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,132,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,138,PAS,ZUBIR BIN AHMAD,MALE,,26,,,,,,,,,,,,,,,,,,,,,,,,,,296,8,0,TRUE
P.004_N.01_004/01/04_2,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/04,KILIM,"SEKOLAH KEBANGSAAN KILIM, LANGKAWI",2,308,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,99,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,162,PAS,ZUBIR BIN AHMAD,MALE,,47,,,,,,,,,,,,,,,,,,,,,,,,,,308,0,0,TRUE
P.004_N.01_004/01/04_3,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/04,KILIM,"SEKOLAH KEBANGSAAN KILIM, LANGKAWI",3,294,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,52,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,201,PAS,ZUBIR BIN AHMAD,MALE,,40,,,,,,,,,,,,,,,,,,,,,,,,,,293,1,0,TRUE
P.004_N.01_004/01/05_1,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/05,LADANG SUNGAI RAYA,"SEKOLAH KEBANGSAAN SERI LAGENDA, LANGKAWI",1,298,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,126,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,131,PAS,ZUBIR BIN AHMAD,MALE,,26,,,,,,,,,,,,,,,,,,,,,,,,,,283,15,0,TRUE
P.004_N.01_004/01/05_2,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/05,LADANG SUNGAI RAYA,"SEKOLAH KEBANGSAAN SERI LAGENDA, LANGKAWI",2,444,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,148,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,224,PAS,ZUBIR BIN AHMAD,MALE,,37,,,,,,,,,,,,,,,,,,,,,,,,,,409,35,0,TRUE
P.004_N.01_004/01/05_3,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/05,LADANG SUNGAI RAYA,"SEKOLAH KEBANGSAAN SERI LAGENDA, LANGKAWI",3,413,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,141,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,236,PAS,ZUBIR BIN AHMAD,MALE,,27,,,,,,,,,,,,,,,,,,,,,,,,,,404,0,9,TRUE
P.004_N.01_004/01/05_4,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/05,LADANG SUNGAI RAYA,"SEKOLAH KEBANGSAAN SERI LAGENDA, LANGKAWI",4,396,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,111,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,218,PAS,ZUBIR BIN AHMAD,MALE,,59,,,,,,,,,,,,,,,,,,,,,,,,,,388,8,0,TRUE
P.004_N.01_004/01/06_1,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/06,WANG TOK RENDONG,"DEWAN HOMESTAY DESA WANG TOK RENDONG, LANGKAWI",1,325,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,150,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,150,PAS,ZUBIR BIN AHMAD,MALE,,19,,,,,,,,,,,,,,,,,,,,,,,,,,319,6,0,TRUE
P.004_N.01_004/01/06_2,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/06,WANG TOK RENDONG,"DEWAN HOMESTAY DESA WANG TOK RENDONG, LANGKAWI",2,331,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,104,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,202,PAS,ZUBIR BIN AHMAD,MALE,,23,,,,,,,,,,,,,,,,,,,,,,,,,,329,2,0,TRUE
P.004_N.01_004/01/07_1,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/07,ULU MELAKA,"SEKOLAH KEBANGSAAN ULU MELAKA, LANGKAWI",1,289,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,124,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,125,PAS,ZUBIR BIN AHMAD,MALE,,35,,,,,,,,,,,,,,,,,,,,,,,,,,284,5,0,TRUE
P.004_N.01_004/01/07_2,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/07,ULU MELAKA,"SEKOLAH KEBANGSAAN ULU MELAKA, LANGKAWI",2,455,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,123,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,274,PAS,ZUBIR BIN AHMAD,MALE,,56,,,,,,,,,,,,,,,,,,,,,,,,,,453,2,0,TRUE
P.004_N.01_004/01/07_3,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/07,ULU MELAKA,"SEKOLAH KEBANGSAAN ULU MELAKA, LANGKAWI",3,402,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,76,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,258,PAS,ZUBIR BIN AHMAD,MALE,,65,,,,,,,,,,,,,,,,,,,,,,,,,,399,3,0,TRUE
P.004_N.01_004/01/07_4,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/07,ULU MELAKA,"SEKOLAH KEBANGSAAN ULU MELAKA, LANGKAWI",4,391,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,59,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,268,PAS,ZUBIR BIN AHMAD,MALE,,60,,,,,,,,,,,,,,,,,,,,,,,,,,387,4,0,TRUE
P.004_N.01_004/01/08_1,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/08,NYIOR CHABANG,"SEKOLAH KEBANGSAAN NYIOR CHABANG, LANGKAWI",1,309,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,141,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,95,PAS,ZUBIR BIN AHMAD,MALE,,55,,,,,,,,,,,,,,,,,,,,,,,,,,291,18,0,TRUE
P.004_N.01_004/01/08_2,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/08,NYIOR CHABANG,"SEKOLAH KEBANGSAAN NYIOR CHABANG, LANGKAWI",2,560,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,180,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,270,PAS,ZUBIR BIN AHMAD,MALE,,106,,,,,,,,,,,,,,,,,,,,,,,,,,556,4,0,TRUE
P.004_N.01_004/01/08_3,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/08,NYIOR CHABANG,"SEKOLAH KEBANGSAAN NYIOR CHABANG, LANGKAWI",3,501,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,118,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,278,PAS,ZUBIR BIN AHMAD,MALE,,103,,,,,,,,,,,,,,,,,,,,,,,,,,499,2,0,TRUE
P.004_N.01_004/01/09_1,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/09,PADANG KANDANG,"SEKOLAH JENIS KEBANGSAAN (CINA) MIN NAM, LANGKAWI",1,350,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,107,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,37,PAS,ZUBIR BIN AHMAD,MALE,,158,,,,,,,,,,,,,,,,,,,,,,,,,,302,14,34,TRUE
P.004_N.01_004/01/09_2,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/09,PADANG KANDANG,"SEKOLAH JENIS KEBANGSAAN (CINA) MIN NAM, LANGKAWI",2,530,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,140,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,144,PAS,ZUBIR BIN AHMAD,MALE,,244,,,,,,,,,,,,,,,,,,,,,,,,,,528,2,0,TRUE
P.004_N.01_004/01/09_3,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/09,PADANG KANDANG,"SEKOLAH JENIS KEBANGSAAN (CINA) MIN NAM, LANGKAWI",3,501,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,102,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,154,PAS,ZUBIR BIN AHMAD,MALE,,243,,,,,,,,,,,,,,,,,,,,,,,,,,499,2,0,TRUE
P.004_N.01_004/01/09_4,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/09,PADANG KANDANG,"SEKOLAH JENIS KEBANGSAAN (CINA) MIN NAM, LANGKAWI",4,470,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,90,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,175,PAS,ZUBIR BIN AHMAD,MALE,,202,,,,,,,,,,,,,,,,,,,,,,,,,,467,3,0,TRUE
P.004_N.01_004/01/10_1,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/10,PADANG MATSIRAT,"SEKOLAH KEBANGSAAN PADANG MATSIRAT, LANGKAWI",1,589,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,129,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,335,PAS,ZUBIR BIN AHMAD,MALE,,121,,,,,,,,,,,,,,,,,,,,,,,,,,585,4,0,TRUE
P.004_N.01_004/01/11_1,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/11,KAMPUNG ATAS,"SEKOLAH MENENGAH KEBANGSAAN TUNKU PUTRA, LANGKAWI",1,284,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,103,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,142,PAS,ZUBIR BIN AHMAD,MALE,,37,,,,,,,,,,,,,,,,,,,,,,,,,,282,2,0,TRUE
P.004_N.01_004/01/11_2,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/11,KAMPUNG ATAS,"SEKOLAH MENENGAH KEBANGSAAN TUNKU PUTRA, LANGKAWI",2,515,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,113,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,308,PAS,ZUBIR BIN AHMAD,MALE,,92,,,,,,,,,,,,,,,,,,,,,,,,,,513,2,0,TRUE
P.004_N.01_004/01/12_1,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/12,BUKIT KEMBOJA,MAKTAB MAHMUD LANGKAWI,1,298,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,126,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,112,PAS,ZUBIR BIN AHMAD,MALE,,45,,,,,,,,,,,,,,,,,,,,,,,,,,283,15,0,TRUE
P.004_N.01_004/01/12_2,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/12,BUKIT KEMBOJA,MAKTAB MAHMUD LANGKAWI,2,559,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,179,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,282,PAS,ZUBIR BIN AHMAD,MALE,,91,,,,,,,,,,,,,,,,,,,,,,,,,,552,7,0,TRUE
P.004_N.01_004/01/12_3,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/12,BUKIT KEMBOJA,MAKTAB MAHMUD LANGKAWI,3,510,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,103,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,306,PAS,ZUBIR BIN AHMAD,MALE,,100,,,,,,,,,,,,,,,,,,,,,,,,,,509,0,1,TRUE
P.004_N.01_004/01/12_4,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/12,BUKIT KEMBOJA,MAKTAB MAHMUD LANGKAWI,4,497,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,96,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,307,PAS,ZUBIR BIN AHMAD,MALE,,93,,,,,,,,,,,,,,,,,,,,,,,,,,496,1,0,TRUE
P.004_N.01_004/01/13_5,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/13,MAKAM MAHSURI,MAKTAB MAHMUD LANGKAWI,5,303,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,126,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,126,PAS,ZUBIR BIN AHMAD,MALE,,39,,,,,,,,,,,,,,,,,,,,,,,,,,291,12,0,TRUE
P.004_N.01_004/01/13_6,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/13,MAKAM MAHSURI,MAKTAB MAHMUD LANGKAWI,6,439,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,112,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,256,PAS,ZUBIR BIN AHMAD,MALE,,62,,,,,,,,,,,,,,,,,,,,,,,,,,430,9,0,TRUE
P.004_N.01_004/01/13_7,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/13,MAKAM MAHSURI,MAKTAB MAHMUD LANGKAWI,7,395,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,80,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,265,PAS,ZUBIR BIN AHMAD,MALE,,49,,,,,,,,,,,,,,,,,,,,,,,,,,394,1,0,TRUE
P.004_N.02_004/02/01_1,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/01,BENDANG BARU,"SEKOLAH KEBANGSAAN SERI NEGERI, LANGKAWI",1,268,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,78,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,149,PAS,ZUBIR BIN AHMAD,MALE,,39,,,,,,,,,,,,,,,,,,,,,,,,,,266,2,0,TRUE
P.004_N.02_004/02/01_2,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/01,BENDANG BARU,"SEKOLAH KEBANGSAAN SERI NEGERI, LANGKAWI",2,335,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,58,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,240,PAS,ZUBIR BIN AHMAD,MALE,,34,,,,,,,,,,,,,,,,,,,,,,,,,,332,3,0,TRUE
P.004_N.02_004/02/01_3,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/01,BENDANG BARU,"SEKOLAH KEBANGSAAN SERI NEGERI, LANGKAWI",3,290,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,44,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,208,PAS,ZUBIR BIN AHMAD,MALE,,36,,,,,,,,,,,,,,,,,,,,,,,,,,288,2,0,TRUE
P.004_N.02_004/02/02_1,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/02,KAMPUNG GELAM,"SEKOLAH MENENGAH KEBANGSAAN KEDAWANG, LANGKAWI",1,304,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,141,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,98,PAS,ZUBIR BIN AHMAD,MALE,,62,,,,,,,,,,,,,,,,,,,,,,,,,,301,3,0,TRUE
P.004_N.02_004/02/02_2,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/02,KAMPUNG GELAM,"SEKOLAH MENENGAH KEBANGSAAN KEDAWANG, LANGKAWI",2,371,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,89,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,177,PAS,ZUBIR BIN AHMAD,MALE,,102,,,,,,,,,,,,,,,,,,,,,,,,,,368,2,1,TRUE
P.004_N.02_004/02/02_3,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/02,KAMPUNG GELAM,"SEKOLAH MENENGAH KEBANGSAAN KEDAWANG, LANGKAWI",3,331,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,72,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,178,PAS,ZUBIR BIN AHMAD,MALE,,78,,,,,,,,,,,,,,,,,,,,,,,,,,328,3,0,TRUE
P.004_N.02_004/02/03_1,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/03,KEDAWANG,"SEKOLAH KEBANGSAAN KEDAWANG, LANGKAWI",1,310,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,132,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,134,PAS,ZUBIR BIN AHMAD,MALE,,39,,,,,,,,,,,,,,,,,,,,,,,,,,305,5,0,TRUE
P.004_N.02_004/02/03_2,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/03,KEDAWANG,"SEKOLAH KEBANGSAAN KEDAWANG, LANGKAWI",2,396,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,100,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,232,PAS,ZUBIR BIN AHMAD,MALE,,60,,,,,,,,,,,,,,,,,,,,,,,,,,392,4,0,TRUE
P.004_N.02_004/02/03_3,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/03,KEDAWANG,"SEKOLAH KEBANGSAAN KEDAWANG, LANGKAWI",3,361,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,66,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,237,PAS,ZUBIR BIN AHMAD,MALE,,57,,,,,,,,,,,,,,,,,,,,,,,,,,360,1,0,TRUE
P.004_N.02_004/02/04_1,KEDAH,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/04,PANTAI CHENANG,"LANGKAWI LANGKAWI TOURISM ACADEMY @ KOLEJ KOMUNITI LANGKAWI, JALAN PANTAI CHENANG,",1,297,UMNO,DATO' IR. NAWAWI BIN AHMAD,MALE,,115,PPBM,DR MAHATHIR BIN MOHAMAD,MALE,,110,PAS,ZUBIR BIN AHMAD,MALE,,56,,,,,,,,,,,,,,,,,,,,,,,,,,281,16,0,TRUE
