UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,GS,GS CANDIDATE,GS CANDIDATE GENDER,GS CANDIDATE AGE,GS VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE GENDER,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,VERIFY_ISSUED
P.135_N.09_135/09/03_6,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/03,BUKIT TAMBUN,SEKOLAH KEBANGSAAN DURIAN TUNGGAL,6,470,MCA,WONG NAI CHEE,MALE,,137,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,261,PAS,NAZREE ARIS,MALE,,68,,,,,,,,,,,,,,,,,,,,,,,,,,466,4,0,TRUE
P.135_N.09_135/09/04_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/04,PEKAN DURIAN TUNGGAL,SEKOLAH MENENGAH KEBANGSAAN DURIAN TUNGGAL,1,281,MCA,WONG NAI CHEE,MALE,,118,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,133,PAS,NAZREE ARIS,MALE,,14,,,,,,,,,,,,,,,,,,,,,,,,,,265,16,0,TRUE
P.135_N.09_135/09/04_2,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/04,PEKAN DURIAN TUNGGAL,SEKOLAH MENENGAH KEBANGSAAN DURIAN TUNGGAL,2,555,MCA,WONG NAI CHEE,MALE,,191,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,315,PAS,NAZREE ARIS,MALE,,34,,,,,,,,,,,,,,,,,,,,,,,,,,540,15,0,TRUE
P.135_N.09_135/09/04_3,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/04,PEKAN DURIAN TUNGGAL,SEKOLAH MENENGAH KEBANGSAAN DURIAN TUNGGAL,3,523,MCA,WONG NAI CHEE,MALE,,137,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,326,PAS,NAZREE ARIS,MALE,,59,,,,,,,,,,,,,,,,,,,,,,,,,,522,1,0,TRUE
P.135_N.09_135/09/04_4,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/04,PEKAN DURIAN TUNGGAL,SEKOLAH MENENGAH KEBANGSAAN DURIAN TUNGGAL,4,500,MCA,WONG NAI CHEE,MALE,,148,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,300,PAS,NAZREE ARIS,MALE,,51,,,,,,,,,,,,,,,,,,,,,,,,,,499,1,0,TRUE
P.135_N.09_135/09/05_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/05,GANGSA,SEKOLAH KEBANGSAAN GANGSA,1,273,MCA,WONG NAI CHEE,MALE,,123,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,111,PAS,NAZREE ARIS,MALE,,22,,,,,,,,,,,,,,,,,,,,,,,,,,256,17,0,TRUE
P.135_N.09_135/09/05_2,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/05,GANGSA,SEKOLAH KEBANGSAAN GANGSA,2,582,MCA,WONG NAI CHEE,MALE,,246,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,253,PAS,NAZREE ARIS,MALE,,79,,,,,,,,,,,,,,,,,,,,,,,,,,578,4,0,TRUE
P.135_N.09_135/09/05_3,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/05,GANGSA,SEKOLAH KEBANGSAAN GANGSA,3,567,MCA,WONG NAI CHEE,MALE,,169,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,296,PAS,NAZREE ARIS,MALE,,100,,,,,,,,,,,,,,,,,,,,,,,,,,565,2,0,TRUE
P.135_N.09_135/09/05_4,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/05,GANGSA,SEKOLAH KEBANGSAAN GANGSA,4,560,MCA,WONG NAI CHEE,MALE,,127,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,340,PAS,NAZREE ARIS,MALE,,91,,,,,,,,,,,,,,,,,,,,,,,,,,558,2,0,TRUE
P.135_N.09_135/09/05_5,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/05,GANGSA,SEKOLAH KEBANGSAAN GANGSA,5,526,MCA,WONG NAI CHEE,MALE,,131,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,317,PAS,NAZREE ARIS,MALE,,77,,,,,,,,,,,,,,,,,,,,,,,,,,525,1,0,TRUE
P.135_N.09_135/09/05_6,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.09,DURIAN TUNGGAL,135/09/05,GANGSA,SEKOLAH KEBANGSAAN GANGSA,6,530,MCA,WONG NAI CHEE,MALE,,125,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,306,PAS,NAZREE ARIS,MALE,,96,,,,,,,,,,,,,,,,,,,,,,,,,,527,3,0,TRUE
P.135_N.10_135/10/01_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/01,SIMPANG TEBONG,SEKOLAH JENIS KEBANGSAAN (CINA) ON LOK,1,313,MCA,WONG NAI CHEE,MALE,,97,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,198,PAS,NAZREE ARIS,MALE,,6,,,,,,,,,,,,,,,,,,,,,,,,,,301,12,0,TRUE
P.135_N.10_135/10/01_2,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/01,SIMPANG TEBONG,SEKOLAH JENIS KEBANGSAAN (CINA) ON LOK,2,413,MCA,WONG NAI CHEE,MALE,,96,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,310,PAS,NAZREE ARIS,MALE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,411,2,0,TRUE
P.135_N.10_135/10/02_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/02,PEKAN SELANDAR,SEKOLAH JENIS KEBANGSAAN (CINA) CHIAO CHEE,1,274,MCA,WONG NAI CHEE,MALE,,121,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,128,PAS,NAZREE ARIS,MALE,,13,,,,,,,,,,,,,,,,,,,,,,,,,,262,12,0,TRUE
P.135_N.10_135/10/02_2,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/02,PEKAN SELANDAR,SEKOLAH JENIS KEBANGSAAN (CINA) CHIAO CHEE,2,483,MCA,WONG NAI CHEE,MALE,,185,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,254,PAS,NAZREE ARIS,MALE,,34,,,,,,,,,,,,,,,,,,,,,,,,,,473,10,0,TRUE
P.135_N.10_135/10/02_3,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/02,PEKAN SELANDAR,SEKOLAH JENIS KEBANGSAAN (CINA) CHIAO CHEE,3,438,MCA,WONG NAI CHEE,MALE,,125,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,279,PAS,NAZREE ARIS,MALE,,30,,,,,,,,,,,,,,,,,,,,,,,,,,434,4,0,TRUE
P.135_N.10_135/10/02_4,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/02,PEKAN SELANDAR,SEKOLAH JENIS KEBANGSAAN (CINA) CHIAO CHEE,4,429,MCA,WONG NAI CHEE,MALE,,99,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,270,PAS,NAZREE ARIS,MALE,,50,,,,,,,,,,,,,,,,,,,,,,,,,,419,9,1,TRUE
P.135_N.10_135/10/03_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/03,BUKIT SEDANAN,SEKOLAH KEBANGSAAN SERI MACHAP BUKIT SEDANAN,1,308,MCA,WONG NAI CHEE,MALE,,213,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,49,PAS,NAZREE ARIS,MALE,,38,,,,,,,,,,,,,,,,,,,,,,,,,,300,8,0,TRUE
P.135_N.10_135/10/03_2,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/03,BUKIT SEDANAN,SEKOLAH KEBANGSAAN SERI MACHAP BUKIT SEDANAN,2,434,MCA,WONG NAI CHEE,MALE,,218,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,151,PAS,NAZREE ARIS,MALE,,62,,,,,,,,,,,,,,,,,,,,,,,,,,431,2,1,TRUE
P.135_N.10_135/10/04_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/04,BATANG MELAKA,SEKOLAH KEBANGSAAN BATANG MELAKA,1,272,MCA,WONG NAI CHEE,MALE,,157,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,97,PAS,NAZREE ARIS,MALE,,13,,,,,,,,,,,,,,,,,,,,,,,,,,267,5,0,TRUE
P.135_N.10_135/10/04_2,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/04,BATANG MELAKA,SEKOLAH KEBANGSAAN BATANG MELAKA,2,433,MCA,WONG NAI CHEE,MALE,,175,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,218,PAS,NAZREE ARIS,MALE,,31,,,,,,,,,,,,,,,,,,,,,,,,,,424,9,0,TRUE
P.135_N.10_135/10/04_3,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/04,BATANG MELAKA,SEKOLAH KEBANGSAAN BATANG MELAKA,3,395,MCA,WONG NAI CHEE,MALE,,138,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,226,PAS,NAZREE ARIS,MALE,,27,,,,,,,,,,,,,,,,,,,,,,,,,,391,4,0,TRUE
P.135_N.10_135/10/04_4,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/04,BATANG MELAKA,SEKOLAH KEBANGSAAN BATANG MELAKA,4,404,MCA,WONG NAI CHEE,MALE,,138,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,213,PAS,NAZREE ARIS,MALE,,52,,,,,,,,,,,,,,,,,,,,,,,,,,403,1,0,TRUE
P.135_N.10_135/10/05_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/05,JUS,SEKOLAH KEBANGSAAN JUS,1,390,MCA,WONG NAI CHEE,MALE,,183,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,149,PAS,NAZREE ARIS,MALE,,43,,,,,,,,,,,,,,,,,,,,,,,,,,375,15,0,TRUE
P.135_N.10_135/10/06_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/06,BUKIT SENGGEH,SEKOLAH KEBANGSAAN BUKIT SENGGEH,1,287,MCA,WONG NAI CHEE,MALE,,199,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,64,PAS,NAZREE ARIS,MALE,,20,,,,,,,,,,,,,,,,,,,,,,,,,,283,4,0,TRUE
P.135_N.10_135/10/06_2,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/06,BUKIT SENGGEH,SEKOLAH KEBANGSAAN BUKIT SENGGEH,2,291,MCA,WONG NAI CHEE,MALE,,150,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,95,PAS,NAZREE ARIS,MALE,,41,,,,,,,,,,,,,,,,,,,,,,,,,,286,5,0,TRUE
P.135_N.10_135/10/06_3,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/06,BUKIT SENGGEH,SEKOLAH KEBANGSAAN BUKIT SENGGEH,3,279,MCA,WONG NAI CHEE,MALE,,122,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,107,PAS,NAZREE ARIS,MALE,,44,,,,,,,,,,,,,,,,,,,,,,,,,,273,6,0,TRUE
P.135_N.10_135/10/07_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/07,PEKAN NYALAS,SEKOLAH KEBANGSAAN NYALAS,1,292,MCA,WONG NAI CHEE,MALE,,171,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,84,PAS,NAZREE ARIS,MALE,,27,,,,,,,,,,,,,,,,,,,,,,,,,,282,10,0,TRUE
P.135_N.10_135/10/07_2,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/07,PEKAN NYALAS,SEKOLAH KEBANGSAAN NYALAS,2,517,MCA,WONG NAI CHEE,MALE,,257,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,163,PAS,NAZREE ARIS,MALE,,92,,,,,,,,,,,,,,,,,,,,,,,,,,512,5,0,TRUE
P.135_N.10_135/10/07_3,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/07,PEKAN NYALAS,SEKOLAH KEBANGSAAN NYALAS,3,472,MCA,WONG NAI CHEE,MALE,,147,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,222,PAS,NAZREE ARIS,MALE,,91,,,,,,,,,,,,,,,,,,,,,,,,,,460,12,0,TRUE
P.135_N.10_135/10/07_4,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/07,PEKAN NYALAS,SEKOLAH KEBANGSAAN NYALAS,4,464,MCA,WONG NAI CHEE,MALE,,170,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,211,PAS,NAZREE ARIS,MALE,,77,,,,,,,,,,,,,,,,,,,,,,,,,,458,6,0,TRUE
P.135_N.10_135/10/08_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/08,FELDA BUKIT SENGGEH,SEKOLAH KEBANGSAAN FELDA BUKIT SENGGEH,1,303,MCA,WONG NAI CHEE,MALE,,207,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,53,PAS,NAZREE ARIS,MALE,,32,,,,,,,,,,,,,,,,,,,,,,,,,,292,11,0,TRUE
P.135_N.10_135/10/08_2,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/08,FELDA BUKIT SENGGEH,SEKOLAH KEBANGSAAN FELDA BUKIT SENGGEH,2,540,MCA,WONG NAI CHEE,MALE,,312,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,143,PAS,NAZREE ARIS,MALE,,79,,,,,,,,,,,,,,,,,,,,,,,,,,534,6,0,TRUE
P.135_N.10_135/10/08_3,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/08,FELDA BUKIT SENGGEH,SEKOLAH KEBANGSAAN FELDA BUKIT SENGGEH,3,501,MCA,WONG NAI CHEE,MALE,,222,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,183,PAS,NAZREE ARIS,MALE,,95,,,,,,,,,,,,,,,,,,,,,,,,,,500,1,0,TRUE
P.135_N.10_135/10/08_4,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/08,FELDA BUKIT SENGGEH,SEKOLAH KEBANGSAAN FELDA BUKIT SENGGEH,4,493,MCA,WONG NAI CHEE,MALE,,209,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,188,PAS,NAZREE ARIS,MALE,,91,,,,,,,,,,,,,,,,,,,,,,,,,,488,5,0,TRUE
P.135_N.10_135/10/09_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/09,PONDOK BATANG,SEKOLAH KEBANGSAAN MASJID BARU,1,291,MCA,WONG NAI CHEE,MALE,,173,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,77,PAS,NAZREE ARIS,MALE,,29,,,,,,,,,,,,,,,,,,,,,,,,,,279,12,0,TRUE
P.135_N.10_135/10/09_2,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/09,PONDOK BATANG,SEKOLAH KEBANGSAAN MASJID BARU,2,451,MCA,WONG NAI CHEE,MALE,,243,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,125,PAS,NAZREE ARIS,MALE,,75,,,,,,,,,,,,,,,,,,,,,,,,,,443,8,0,TRUE
P.135_N.10_135/10/09_3,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/09,PONDOK BATANG,SEKOLAH KEBANGSAAN MASJID BARU,3,405,MCA,WONG NAI CHEE,MALE,,137,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,194,PAS,NAZREE ARIS,MALE,,68,,,,,,,,,,,,,,,,,,,,,,,,,,399,6,0,TRUE
P.135_N.10_135/10/09_4,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/09,PONDOK BATANG,SEKOLAH KEBANGSAAN MASJID BARU,4,419,MCA,WONG NAI CHEE,MALE,,170,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,190,PAS,NAZREE ARIS,MALE,,54,,,,,,,,,,,,,,,,,,,,,,,,,,414,5,0,TRUE
P.135_N.10_135/10/10_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/10,LADANG BUKIT ASAHAN,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG BUKIT ASAHAN,1,396,MCA,WONG NAI CHEE,MALE,,122,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,251,PAS,NAZREE ARIS,MALE,,9,,,,,,,,,,,,,,,,,,,,,,,,,,382,14,0,TRUE
P.135_N.10_135/10/11_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/11,PEKAN ASAHAN,SEKOLAH KEBANGSAAN ASAHAN,1,294,MCA,WONG NAI CHEE,MALE,,119,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,149,PAS,NAZREE ARIS,MALE,,15,,,,,,,,,,,,,,,,,,,,,,,,,,283,11,0,TRUE
P.135_N.10_135/10/11_2,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/11,PEKAN ASAHAN,SEKOLAH KEBANGSAAN ASAHAN,2,420,MCA,WONG NAI CHEE,MALE,,123,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,260,PAS,NAZREE ARIS,MALE,,32,,,,,,,,,,,,,,,,,,,,,,,,,,415,5,0,TRUE
P.135_N.10_135/10/11_3,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/11,PEKAN ASAHAN,SEKOLAH KEBANGSAAN ASAHAN,3,422,MCA,WONG NAI CHEE,MALE,,97,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,278,PAS,NAZREE ARIS,MALE,,45,,,,,,,,,,,,,,,,,,,,,,,,,,420,2,0,TRUE
P.135_N.10_135/10/11_4,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/11,PEKAN ASAHAN,SEKOLAH KEBANGSAAN ASAHAN,4,412,MCA,WONG NAI CHEE,MALE,,122,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,,236,PAS,NAZREE ARIS,MALE,,51,,,,,,,,,,,,,,,,,,,,,,,,,,409,2,1,TRUE
P.136_P.136/POSTAL VOTE_UNDI POS_1,MELAKA,POSTAL VOTE,P.136,TANGGA BATU,P.136/POSTAL VOTE,POSTAL VOTE,UNDI POS,UNDI POS,,1,2681,UMNO,DATUK ZALI MAT YASIN.,MALE,,1373,PKR,PROF. MADYA RUSNAH,FEMALE,,437,PAS,TUAN GURU UST ZULKIFLI ISMAIL,MALE,,473,,,,,,,,,,,,,,,,,,,,,,,,,,2283,241,157,TRUE
P.136_P.136/EARLY VOTE_136/11/00_1,MELAKA,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL,BILIK TAKLIMAT BALAI POLIS SUNGAI UDANG,1,16,UMNO,DATUK ZALI MAT YASIN.,MALE,,14,PKR,PROF. MADYA RUSNAH,FEMALE,,1,PAS,TUAN GURU UST ZULKIFLI ISMAIL,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,0,TRUE
P.136_P.136/EARLY VOTE_136/11/00_1,MELAKA,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK 1,1,394,UMNO,DATUK ZALI MAT YASIN.,MALE,,195,PKR,PROF. MADYA RUSNAH,FEMALE,,110,PAS,TUAN GURU UST ZULKIFLI ISMAIL,MALE,,81,,,,,,,,,,,,,,,,,,,,,,,,,,386,8,0,TRUE
P.136_P.136/EARLY VOTE_136/11/00_2,MELAKA,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK 1,2,426,UMNO,DATUK ZALI MAT YASIN.,MALE,,197,PKR,PROF. MADYA RUSNAH,FEMALE,,113,PAS,TUAN GURU UST ZULKIFLI ISMAIL,MALE,,109,,,,,,,,,,,,,,,,,,,,,,,,,,419,7,0,TRUE
P.136_P.136/EARLY VOTE_136/11/00_3,MELAKA,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK 1,3,397,UMNO,DATUK ZALI MAT YASIN.,MALE,,226,PKR,PROF. MADYA RUSNAH,FEMALE,,79,PAS,TUAN GURU UST ZULKIFLI ISMAIL,MALE,,73,,,,,,,,,,,,,,,,,,,,,,,,,,378,19,0,TRUE
P.136_P.136/EARLY VOTE_136/11/00_1,MELAKA,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK II,1,528,UMNO,DATUK ZALI MAT YASIN.,MALE,,271,PKR,PROF. MADYA RUSNAH,FEMALE,,145,PAS,TUAN GURU UST ZULKIFLI ISMAIL,MALE,,97,,,,,,,,,,,,,,,,,,,,,,,,,,513,14,1,TRUE
P.136_P.136/EARLY VOTE_136/11/00_2,MELAKA,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK II,2,533,UMNO,DATUK ZALI MAT YASIN.,MALE,,263,PKR,PROF. MADYA RUSNAH,FEMALE,,101,PAS,TUAN GURU UST ZULKIFLI ISMAIL,MALE,,151,,,,,,,,,,,,,,,,,,,,,,,,,,515,18,0,TRUE
P.136_P.136/EARLY VOTE_136/11/00_3,MELAKA,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK II,3,547,UMNO,DATUK ZALI MAT YASIN.,MALE,,235,PKR,PROF. MADYA RUSNAH,FEMALE,,118,PAS,TUAN GURU UST ZULKIFLI ISMAIL,MALE,,184,,,,,,,,,,,,,,,,,,,,,,,,,,537,10,0,TRUE
P.136_P.136/EARLY VOTE_136/11/00_4,MELAKA,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK II,4,538,UMNO,DATUK ZALI MAT YASIN.,MALE,,331,PKR,PROF. MADYA RUSNAH,FEMALE,,101,PAS,TUAN GURU UST ZULKIFLI ISMAIL,MALE,,100,,,,,,,,,,,,,,,,,,,,,,,,,,532,6,0,TRUE
P.136_P.136/EARLY VOTE_136/11/00_5,MELAKA,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK II,5,471,UMNO,DATUK ZALI MAT YASIN.,MALE,,263,PKR,PROF. MADYA RUSNAH,FEMALE,,95,PAS,TUAN GURU UST ZULKIFLI ISMAIL,MALE,,96,,,,,,,,,,,,,,,,,,,,,,,,,,454,17,0,TRUE
P.136_P.136/EARLY VOTE_136/11/00_6,MELAKA,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK II,6,468,UMNO,DATUK ZALI MAT YASIN.,MALE,,241,PKR,PROF. MADYA RUSNAH,FEMALE,,92,PAS,TUAN GURU UST ZULKIFLI ISMAIL,MALE,,115,,,,,,,,,,,,,,,,,,,,,,,,,,448,20,0,TRUE
P.136_P.136/EARLY VOTE_136/11/00_1,MELAKA,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL,SEKOLAH MENENGAH KEBANGSAAN KEM TERENDAK,1,330,UMNO,DATUK ZALI MAT YASIN.,MALE,,170,PKR,PROF. MADYA RUSNAH,FEMALE,,84,PAS,TUAN GURU UST ZULKIFLI ISMAIL,MALE,,70,,,,,,,,,,,,,,,,,,,,,,,,,,324,6,0,TRUE
P.136_P.136/EARLY VOTE_136/11/00_2,MELAKA,EARLY VOTE,P.136,TANGGA BATU,P.136/EARLY VOTE,EARLY VOTE,136/11/00,UNDI AWAL,SEKOLAH MENENGAH KEBANGSAAN KEM TERENDAK,2,316,UMNO,DATUK ZALI MAT YASIN.,MALE,,143,PKR,PROF. MADYA RUSNAH,FEMALE,,71,PAS,TUAN GURU UST ZULKIFLI ISMAIL,MALE,,88,,,,,,,,,,,,,,,,,,,,,,,,,,302,14,0,TRUE
