21460,21400,N.60,KAKUS,D,14342,74,0,711,1627,1656,1552,1039,479,134,43,651,1623,1712,1427,961,528,158,115
21561,21500,N.61,PELAGUS,D,7894,0,0,412,925,841,807,487,240,70,27,446,973,855,798,462,319,160,72
21562,21500,N.62,KATIBAS,D,10452,78,0,407,1159,1069,1123,781,364,107,48,395,1133,1095,1161,829,500,255,104
21563,21500,N.63,BUKIT GORAM,D,12053,96,1,455,1228,1256,1308,806,371,120,35,559,1461,1436,1431,862,514,199,109
21664,21600,N.64,BALEH,D,10137,0,0,382,1145,1071,1036,667,368,126,68,403,1142,1087,1034,654,521,292,141
21665,21600,N.65,BELAGA,D,7941,62,0,356,876,934,917,519,253,91,70,337,884,829,860,558,251,153,115
21666,21600,N.66,MURUM,D,9738,0,0,557,1095,1073,1048,608,297,128,78,516,1096,1117,995,593,278,160,99
21767,21700,N.67,JEPAK,D,14598,45,0,545,1623,1724,1635,1241,441,92,23,630,1573,1687,1590,1103,487,168,81
21768,21700,N.68,TANJONG BATU,D,22391,349,3,1281,2773,2263,2602,1830,534,127,16,1347,2722,2507,2519,1565,482,152,23
21769,21700,N.69,KEMENA,D,14252,0,0,509,1401,1598,1701,1159,600,141,59,518,1368,1577,1578,1039,637,221,146
21770,21700,N.70,SAMALAJU,D,17541,440,0,1338,2281,1914,2003,1294,348,80,32,1296,2254,1959,1782,922,349,85,44
21871,21800,N.71,BEKENU,D,12643,31,0,333,1160,1270,1393,1508,639,149,43,395,1279,1311,1241,1182,551,165,55
21872,21800,N.72,LAMBIR,D,19208,696,3,1111,2631,2195,2056,1454,624,130,37,942,2577,2219,1934,1287,527,137,46
21973,21900,N.73,PIASAU,D,20978,399,0,530,1698,1787,2198,2465,1226,425,165,561,1590,1939,2371,2453,1279,526,164
21974,21900,N.74,PUJUT,D,27559,0,8,815,2768,2851,3055,2623,991,271,66,894,2871,3164,3103,2639,1014,342,100
21975,21900,N.75,SENADIN,D,33479,636,2,1734,4185,3990,3454,2291,792,152,29,1917,4570,4439,3619,2002,723,170,50
22076,22000,N.76,MARUDI,D,16395,82,1,707,1610,1702,1841,1419,605,248,110,617,1561,1716,1789,1357,709,303,184
22077,22000,N.77,TELANG USAN,D,11455,10,0,451,1128,1144,1338,988,358,246,203,404,1008,1110,1250,914,410,282,231
22078,22000,N.78,MULU,D,9572,0,0,305,863,978,1173,894,375,200,108,313,782,897,1094,769,408,240,173
22179,22100,N.79,BUKIT KOTA,D,16576,399,0,734,2017,1829,1781,1625,595,183,57,662,1893,1843,1621,1259,555,250,71
22180,22100,N.80,BATU DANAU,D,9368,5,2,293,980,1064,1147,885,314,81,38,315,983,1035,1040,712,324,123,41
22281,22200,N.81,BA'KELALAN,D,8503,0,0,373,993,1003,1065,680,248,87,37,397,803,863,904,611,264,127,48
22282,22200,N.82,BUKIT SARI,D,12935,119,0,612,1614,1475,1353,1093,389,121,52,625,1533,1351,1210,995,404,170,57
