BN,CIKGU BAKRI,MALE,,247,PH,DATO' D,MALE,,80,PAS,DATO' SRI IKMAL HISHAM,MALE,,1304,PUTRA,LAWYER NASIR ABDULLAH,MALE,,1,,,,,,,,,,,,,,,,,,,,
BN,CIKGU BAKRI,MALE,,67,PH,DATO' D,MALE,,4,PAS,DATO' SRI IKMAL HISHAM,MALE,,149,PUTRA,LAWYER NASIR ABDULLAH,MALE,,1,,,,,,,,,,,,,,,,,,,,
BN,CIKGU BAKRI,MALE,,4,PH,DATO' D,MALE,,0,PAS,DATO' SRI IKMAL HISHAM,MALE,,13,PUTRA,LAWYER NASIR ABDULLAH,MALE,,0,,,,,,,,,,,,,,,,,,,,
BN,CIKGU BAKRI,MALE,,2,PH,DATO' D,MALE,,1,PAS,DATO' SRI IKMAL HISHAM,MALE,,6,PUTRA,LAWYER NASIR ABDULLAH,MALE,,0,,,,,,,,,,,,,,,,,,,,
BN,CIKGU BAKRI,MALE,,58,PH,DATO' D,MALE,,14,PAS,DATO' SRI IKMAL HISHAM,MALE,,215,PUTRA,LAWYER NASIR ABDULLAH,MALE,,0,,,,,,,,,,,,,,,,,,,,
BN,CIKGU BAKRI,MALE,,38,PH,DATO' D,MALE,,19,PAS,DATO' SRI IKMAL HISHAM,MALE,,230,PUTRA,LAWYER NASIR ABDULLAH,MALE,,2,,,,,,,,,,,,,,,,,,,,
BN,CIKGU BAKRI,MALE,,70,PH,DATO' D,MALE,,29,PAS,DATO' SRI IKMAL HISHAM,MALE,,424,PUTRA,LAWYER NASIR ABDULLAH,MALE,,1,,,,,,,,,,,,,,,,,,,,
BN,CIKGU BAKRI,MALE,,61,PH,DATO' D,MALE,,17,PAS,DATO' SRI IKMAL HISHAM,MALE,,398,PUTRA,LAWYER NASIR ABDULLAH,MALE,,1,,,,,,,,,,,,,,,,,,,,
BN,CIKGU BAKRI,MALE,,40,PH,DATO' D,MALE,,17,PAS,DATO' SRI IKMAL HISHAM,MALE,,400,PUTRA,LAWYER NASIR ABDULLAH,MALE,,0,,,,,,,,,,,,,,,,,,,,
BN,CIKGU BAKRI,MALE,,42,PH,DATO' D,MALE,,23,PAS,DATO' SRI IKMAL HISHAM,MALE,,495,PUTRA,LAWYER NASIR ABDULLAH,MALE,,1,,,,,,,,,,,,,,,,,,,,
BN,CIKGU BAKRI,MALE,,18,PH,DATO' D,MALE,,10,PAS,DATO' SRI IKMAL HISHAM,MALE,,320,PUTRA,LAWYER NASIR ABDULLAH,MALE,,0,,,,,,,,,,,,,,,,,,,,
BN,CIKGU BAKRI,MALE,,17,PH,DATO' D,MALE,,17,PAS,DATO' SRI IKMAL HISHAM,MALE,,399,PUTRA,LAWYER NASIR ABDULLAH,MALE,,1,,,,,,,,,,,,,,,,,,,,
BN,CIKGU BAKRI,MALE,,19,PH,DATO' D,MALE,,11,PAS,DATO' SRI IKMAL HISHAM,MALE,,409,PUTRA,LAWYER NASIR ABDULLAH,MALE,,0,,,,,,,,,,,,,,,,,,,,
BN,CIKGU BAKRI,MALE,,34,PH,DATO' D,MALE,,33,PAS,DATO' SRI IKMAL HISHAM,MALE,,192,PUTRA,LAWYER NASIR ABDULLAH,MALE,,0,,,,,,,,,,,,,,,,,,,,
