BN,TAN CHEE HIONG,MALE,,188,PH,SIMON OOI TZE MIN,MALE,,344,PN,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,MALE,,1189,PEJUANG,NUHAIRI RAHMAT,MALE,,73,,,,,,,,,,,WARISAN,FADZIL BIN HANAFI,MALE,,3,,,,,
BN,TAN CHEE HIONG,MALE,,83,PH,SIMON OOI TZE MIN,MALE,,11,PN,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,MALE,,199,PEJUANG,NUHAIRI RAHMAT,MALE,,5,,,,,,,,,,,WARISAN,FADZIL BIN HANAFI,MALE,,0,,,,,
BN,TAN CHEE HIONG,MALE,,94,PH,SIMON OOI TZE MIN,MALE,,10,PN,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,MALE,,220,PEJUANG,NUHAIRI RAHMAT,MALE,,8,,,,,,,,,,,WARISAN,FADZIL BIN HANAFI,MALE,,3,,,,,
BN,TAN CHEE HIONG,MALE,,67,PH,SIMON OOI TZE MIN,MALE,,49,PN,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,MALE,,168,PEJUANG,NUHAIRI RAHMAT,MALE,,20,,,,,,,,,,,WARISAN,FADZIL BIN HANAFI,MALE,,5,,,,,
BN,TAN CHEE HIONG,MALE,,46,PH,SIMON OOI TZE MIN,MALE,,57,PN,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,MALE,,204,PEJUANG,NUHAIRI RAHMAT,MALE,,14,,,,,,,,,,,WARISAN,FADZIL BIN HANAFI,MALE,,1,,,,,
BN,TAN CHEE HIONG,MALE,,34,PH,SIMON OOI TZE MIN,MALE,,59,PN,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,MALE,,237,PEJUANG,NUHAIRI RAHMAT,MALE,,14,,,,,,,,,,,WARISAN,FADZIL BIN HANAFI,MALE,,3,,,,,
BN,TAN CHEE HIONG,MALE,,41,PH,SIMON OOI TZE MIN,MALE,,73,PN,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,MALE,,278,PEJUANG,NUHAIRI RAHMAT,MALE,,8,,,,,,,,,,,WARISAN,FADZIL BIN HANAFI,MALE,,0,,,,,
BN,TAN CHEE HIONG,MALE,,23,PH,SIMON OOI TZE MIN,MALE,,219,PN,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,MALE,,35,PEJUANG,NUHAIRI RAHMAT,MALE,,6,,,,,,,,,,,WARISAN,FADZIL BIN HANAFI,MALE,,1,,,,,
BN,TAN CHEE HIONG,MALE,,17,PH,SIMON OOI TZE MIN,MALE,,196,PN,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,MALE,,55,PEJUANG,NUHAIRI RAHMAT,MALE,,8,,,,,,,,,,,WARISAN,FADZIL BIN HANAFI,MALE,,3,,,,,
BN,TAN CHEE HIONG,MALE,,18,PH,SIMON OOI TZE MIN,MALE,,172,PN,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,MALE,,53,PEJUANG,NUHAIRI RAHMAT,MALE,,6,,,,,,,,,,,WARISAN,FADZIL BIN HANAFI,MALE,,1,,,,,
BN,TAN CHEE HIONG,MALE,,16,PH,SIMON OOI TZE MIN,MALE,,191,PN,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,MALE,,67,PEJUANG,NUHAIRI RAHMAT,MALE,,5,,,,,,,,,,,WARISAN,FADZIL BIN HANAFI,MALE,,0,,,,,
BN,TAN CHEE HIONG,MALE,,14,PH,SIMON OOI TZE MIN,MALE,,184,PN,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,MALE,,76,PEJUANG,NUHAIRI RAHMAT,MALE,,2,,,,,,,,,,,WARISAN,FADZIL BIN HANAFI,MALE,,1,,,,,
BN,TAN CHEE HIONG,MALE,,69,PH,SIMON OOI TZE MIN,MALE,,65,PN,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,MALE,,143,PEJUANG,NUHAIRI RAHMAT,MALE,,28,,,,,,,,,,,WARISAN,FADZIL BIN HANAFI,MALE,,4,,,,,
BN,TAN CHEE HIONG,MALE,,38,PH,SIMON OOI TZE MIN,MALE,,87,PN,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,MALE,,185,PEJUANG,NUHAIRI RAHMAT,MALE,,42,,,,,,,,,,,WARISAN,FADZIL BIN HANAFI,MALE,,1,,,,,
