INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,350,9,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,465,4,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,492,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,3,,,,,,,,,,,,,,,,,,333,15,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,547,8,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,482,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,465,9,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,533,0,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,357,4,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,439,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,316,6,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,480,4,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,443,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,464,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,479,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,374,5,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,535,5,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,479,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,555,11,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,376,7,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,402,4,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,600,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,564,1,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,603,0,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,320,4,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,447,4,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,308,4,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,363,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,354,0,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,3,,,,,,,,,,,,,,,,,,318,14,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,372,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,437,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,409,1,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,410,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,503,1,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,347,9,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,557,7,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,586,1,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,283,1,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,359,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,321,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,379,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,346,7,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,478,0,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,486,4,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,359,4,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,453,1,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,387,0,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,425,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,318,6,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,502,7,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,479,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,555,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,3,,,,,,,,,,,,,,,,,,383,4,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,443,8,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,439,1,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,332,6,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,497,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,493,1,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,296,6,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,331,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,463,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,406,0,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,353,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,395,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,401,0,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,448,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,5,,,,,,,,,,,,,,,,,,295,4,1
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,327,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,449,9,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,395,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,390,0,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,462,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,270,5,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,290,4,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,382,0,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,360,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,423,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,163,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,166,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,194,10,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,252,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,357,11,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,349,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,377,17,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,245,4,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,305,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,513,6,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,454,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,387,1,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,406,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,519,0,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,248,19,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,3,,,,,,,,,,,,,,,,,,401,5,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,425,7,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,401,2,0
,,,,89,,,,,,,,,,,,,,,,,,,,
