INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,4,,,,,,,,,,,,,,,,,,878,36,134
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,232,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,305,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,290,0,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,36,0,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,361,8,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,3,,,,,,,,,,,,,,,,,,426,4,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,387,0,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,406,1,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,3,,,,,,,,,,,,,,,,,,326,10,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,495,6,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,452,5,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,515,4,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,289,14,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,349,9,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,492,10,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,465,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,426,3,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,450,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,495,2,0
INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,526,2,0
