P.008_N.11_008/11/01_4,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/01,TAMAN PKNK ,"SEKOLAH KEBANGSAAN TAMAN RAKYAT, ALOR SETAR",4,381
P.008_N.11_008/11/01_5,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/01,TAMAN PKNK ,"SEKOLAH KEBANGSAAN TAMAN RAKYAT, ALOR SETAR",5,368
P.008_N.11_008/11/01_6,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/01,TAMAN PKNK ,"SEKOLAH KEBANGSAAN TAMAN RAKYAT, ALOR SETAR",6,386
P.008_N.11_008/11/01_7,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/01,TAMAN PKNK ,"SEKOLAH KEBANGSAAN TAMAN RAKYAT, ALOR SETAR",7,499
P.008_N.11_008/11/02_1,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/02,ALOR MALAI ,"MADA RICE TRAINING CENTER (MRTC), JALAN LANGGAR",1,329
P.008_N.11_008/11/02_2,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/02,ALOR MALAI ,"MADA RICE TRAINING CENTER (MRTC), JALAN LANGGAR",2,337
P.008_N.11_008/11/03_1,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/03,"KAMPUNG TELOK SENA
","KOLEJ VOKASIONAL ALOR SETAR, JALAN STADIUM",1,292
P.008_N.11_008/11/03_2,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/03,"KAMPUNG TELOK SENA
","KOLEJ VOKASIONAL ALOR SETAR, JALAN STADIUM",2,322
P.008_N.11_008/11/03_3,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/03,"KAMPUNG TELOK SENA
","KOLEJ VOKASIONAL ALOR SETAR, JALAN STADIUM",3,316
P.008_N.11_008/11/04_1,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/04,JALAN STADIUM ,"SEKOLAH KEBANGSAAN TUNKU ABDUL HALIM, JALAN STADIUM",1,306
P.008_N.11_008/11/04_2,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/04,JALAN STADIUM ,"SEKOLAH KEBANGSAAN TUNKU ABDUL HALIM, JALAN STADIUM",2,312
P.008_N.11_008/11/04_3,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/04,JALAN STADIUM ,"SEKOLAH KEBANGSAAN TUNKU ABDUL HALIM, JALAN STADIUM",3,350
P.008_N.11_008/11/05_1,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/05,SENTOSA ,"SEKOLAH MENENGAH KEBANGSAAN SULTANAH ASMA, JALAN LANGGAR",1,276
P.008_N.11_008/11/05_2,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/05,SENTOSA ,"SEKOLAH MENENGAH KEBANGSAAN SULTANAH ASMA, JALAN LANGGAR",2,329
P.008_N.11_008/11/05_3,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/05,SENTOSA ,"SEKOLAH MENENGAH KEBANGSAAN SULTANAH ASMA, JALAN LANGGAR",3,401
P.008_N.11_008/11/06_4,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/06,JALAN AMBAR ,"SEKOLAH MENENGAH KEBANGSAAN SULTANAH ASMA, JALAN LANGGAR",4,275
P.008_N.11_008/11/06_5,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/06,JALAN AMBAR ,"SEKOLAH MENENGAH KEBANGSAAN SULTANAH ASMA, JALAN LANGGAR",5,347
P.008_N.11_008/11/06_6,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/06,JALAN AMBAR ,"SEKOLAH MENENGAH KEBANGSAAN SULTANAH ASMA, JALAN LANGGAR",6,455
P.008_N.11_008/11/07_1,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/07,DERGA ,"SEKOLAH KEBANGSAAN TUNKU RAUDZAH, JALAN LANGGAR",1,311
P.008_N.11_008/11/07_2,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/07,DERGA ,"SEKOLAH KEBANGSAAN TUNKU RAUDZAH, JALAN LANGGAR",2,350
P.008_N.11_008/11/07_3,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/07,DERGA ,"SEKOLAH KEBANGSAAN TUNKU RAUDZAH, JALAN LANGGAR",3,302
P.008_N.11_008/11/07_4,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/07,DERGA ,"SEKOLAH KEBANGSAAN TUNKU RAUDZAH, JALAN LANGGAR",4,338
P.008_N.11_008/11/08_1,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/08,JALAN SHERIFF ,"SEKOLAH JENIS KEBANGSAAN (CINA) KEE CHEE, JALAN LANGGAR",1,272
P.008_N.11_008/11/08_2,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/08,JALAN SHERIFF ,"SEKOLAH JENIS KEBANGSAAN (CINA) KEE CHEE, JALAN LANGGAR",2,335
P.008_N.11_008/11/08_3,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/08,JALAN SHERIFF ,"SEKOLAH JENIS KEBANGSAAN (CINA) KEE CHEE, JALAN LANGGAR",3,399
P.008_N.11_008/11/08_4,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/08,JALAN SHERIFF ,"SEKOLAH JENIS KEBANGSAAN (CINA) KEE CHEE, JALAN LANGGAR",4,372
P.008_N.11_008/11/08_5,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/08,JALAN SHERIFF ,"SEKOLAH JENIS KEBANGSAAN (CINA) KEE CHEE, JALAN LANGGAR",5,375
P.008_N.11_008/11/09_1,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/09,ALOR SEGAMAT ,"SEKOLAH KEBANGSAAN SULTANAH ASMA, JALAN LANGGAR",1,273
P.008_N.11_008/11/09_2,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/09,ALOR SEGAMAT ,"SEKOLAH KEBANGSAAN SULTANAH ASMA, JALAN LANGGAR",2,350
P.008_N.11_008/11/09_3,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/09,ALOR SEGAMAT ,"SEKOLAH KEBANGSAAN SULTANAH ASMA, JALAN LANGGAR",3,438
P.008_N.11_008/11/09_4,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/09,ALOR SEGAMAT ,"SEKOLAH KEBANGSAAN SULTANAH ASMA, JALAN LANGGAR",4,368
P.008_N.11_008/11/09_5,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/09,ALOR SEGAMAT ,"SEKOLAH KEBANGSAAN SULTANAH ASMA, JALAN LANGGAR",5,403
P.008_N.11_008/11/09_6,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/09,ALOR SEGAMAT ,"SEKOLAH KEBANGSAAN SULTANAH ASMA, JALAN LANGGAR",6,396
P.008_N.11_008/11/09_7,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/09,ALOR SEGAMAT ,"SEKOLAH KEBANGSAAN SULTANAH ASMA, JALAN LANGGAR",7,523
P.008_N.11_008/11/10_1,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/10,TAMAN MEWAH ,"SEKOLAH MENENGAH KEBANGSAAN TUNKU SOFIAH, JALAN LANGGAR",1,315
P.008_N.11_008/11/10_2,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/10,TAMAN MEWAH ,"SEKOLAH MENENGAH KEBANGSAAN TUNKU SOFIAH, JALAN LANGGAR",2,349
P.008_N.11_008/11/10_3,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/10,TAMAN MEWAH ,"SEKOLAH MENENGAH KEBANGSAAN TUNKU SOFIAH, JALAN LANGGAR",3,331
P.008_N.11_008/11/10_4,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/10,TAMAN MEWAH ,"SEKOLAH MENENGAH KEBANGSAAN TUNKU SOFIAH, JALAN LANGGAR",4,332
P.008_N.11_008/11/10_5,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/10,TAMAN MEWAH ,"SEKOLAH MENENGAH KEBANGSAAN TUNKU SOFIAH, JALAN LANGGAR",5,454
P.008_N.11_008/11/11_1,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/11,TAMAN NURI ,"SEKOLAH KEBANGSAAN CONVENT, ALOR SETAR",1,317
P.008_N.11_008/11/11_2,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/11,TAMAN NURI ,"SEKOLAH KEBANGSAAN CONVENT, ALOR SETAR",2,357
P.008_N.11_008/11/11_3,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/11,TAMAN NURI ,"SEKOLAH KEBANGSAAN CONVENT, ALOR SETAR",3,477
P.008_N.11_008/11/11_4,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/11,TAMAN NURI ,"SEKOLAH KEBANGSAAN CONVENT, ALOR SETAR",4,486
P.008_N.11_008/11/11_5,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/11,TAMAN NURI ,"SEKOLAH KEBANGSAAN CONVENT, ALOR SETAR",5,434
P.008_N.11_008/11/11_6,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/11,TAMAN NURI ,"SEKOLAH KEBANGSAAN CONVENT, ALOR SETAR",6,475
P.008_N.11_008/11/11_7,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/11,TAMAN NURI ,"SEKOLAH KEBANGSAAN CONVENT, ALOR SETAR",7,520
P.008_N.11_008/11/12_1,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/12,TAMAN INTAN ,"SEKOLAH KEBANGSAAN JALAN DATUK KUMBAR, ALOR SETAR",1,308
P.008_N.11_008/11/12_2,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/12,TAMAN INTAN ,"SEKOLAH KEBANGSAAN JALAN DATUK KUMBAR, ALOR SETAR",2,359
P.008_N.11_008/11/12_3,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/12,TAMAN INTAN ,"SEKOLAH KEBANGSAAN JALAN DATUK KUMBAR, ALOR SETAR",3,541
P.008_N.11_008/11/12_4,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/12,TAMAN INTAN ,"SEKOLAH KEBANGSAAN JALAN DATUK KUMBAR, ALOR SETAR",4,473
P.008_N.11_008/11/12_5,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/12,TAMAN INTAN ,"SEKOLAH KEBANGSAAN JALAN DATUK KUMBAR, ALOR SETAR",5,475
P.008_N.11_008/11/12_6,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/12,TAMAN INTAN ,"SEKOLAH KEBANGSAAN JALAN DATUK KUMBAR, ALOR SETAR",6,570
P.008_N.11_008/11/13_1,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/13,TANJUNG SERI ,"SEKOLAH KEBANGSAAN ALOR SETAR, JALAN LANGGAR",1,321
P.008_N.11_008/11/13_2,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/13,TANJUNG SERI ,"SEKOLAH KEBANGSAAN ALOR SETAR, JALAN LANGGAR",2,349
P.008_N.11_008/11/13_3,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/13,TANJUNG SERI ,"SEKOLAH KEBANGSAAN ALOR SETAR, JALAN LANGGAR",3,335
P.008_N.11_008/11/13_4,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/13,TANJUNG SERI ,"SEKOLAH KEBANGSAAN ALOR SETAR, JALAN LANGGAR",4,379
P.008_N.11_008/11/14_1,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/14,TAMAN DERGA JAYA ,"SEKOLAH RENDAH ISLAM ALOR SETAR, JALAN DATUK KUMBAR",1,311
P.008_N.11_008/11/14_2,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/14,TAMAN DERGA JAYA ,"SEKOLAH RENDAH ISLAM ALOR SETAR, JALAN DATUK KUMBAR",2,388
P.008_N.11_008/11/14_3,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/14,TAMAN DERGA JAYA ,"SEKOLAH RENDAH ISLAM ALOR SETAR, JALAN DATUK KUMBAR",3,564
P.008_N.11_008/11/14_4,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/14,TAMAN DERGA JAYA ,"SEKOLAH RENDAH ISLAM ALOR SETAR, JALAN DATUK KUMBAR",4,483
P.008_N.11_008/11/14_5,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/14,TAMAN DERGA JAYA ,"SEKOLAH RENDAH ISLAM ALOR SETAR, JALAN DATUK KUMBAR",5,446
P.008_N.11_008/11/14_6,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/14,TAMAN DERGA JAYA ,"SEKOLAH RENDAH ISLAM ALOR SETAR, JALAN DATUK KUMBAR",6,435
P.008_N.11_008/11/14_7,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/14,TAMAN DERGA JAYA ,"SEKOLAH RENDAH ISLAM ALOR SETAR, JALAN DATUK KUMBAR",7,493
P.008_N.11_008/11/14_8,,NORMAL VOTE,P.008,POKOK SENA,N.11,DERGA,008/11/14,TAMAN DERGA JAYA ,"SEKOLAH RENDAH ISLAM ALOR SETAR, JALAN DATUK KUMBAR",8,569
,,,,,,,,,,,
P.009_P.009/POSTAL VOTE_UNDI POS_1,,POSTAL VOTE,P.009,ALOR SETAR,P.009/POSTAL VOTE,UNDI POS,UNDI POS,UNDI POS,UNDI POS,1,2095
P.009_P.009/EARLY VOTE_009/13/00_1,,EARLY VOTE,P.009,ALOR SETAR,P.009/EARLY VOTE,EARLY VOTE,009/13/00,UNDI AWAL ,DEWAN SERBAGUNA PERUMAHAN POLIS JALAN KOLAM AIR,1,300
P.009_P.009/EARLY VOTE_009/13/00_2,,EARLY VOTE,P.009,ALOR SETAR,P.009/EARLY VOTE,EARLY VOTE,009/13/00,UNDI AWAL ,DEWAN SERBAGUNA PERUMAHAN POLIS JALAN KOLAM AIR,2,337
P.009_N.12_009/12/01_1,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/01,TAMAN MALAYSIA ,"SEKOLAH KEBANGSAAN SERI AMAR DIRAJA, ALOR MERAH",1,315
P.009_N.12_009/12/01_2,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/01,TAMAN MALAYSIA ,"SEKOLAH KEBANGSAAN SERI AMAR DIRAJA, ALOR MERAH",2,324
P.009_N.12_009/12/01_3,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/01,TAMAN MALAYSIA ,"SEKOLAH KEBANGSAAN SERI AMAR DIRAJA, ALOR MERAH",3,351
P.009_N.12_009/12/01_4,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/01,TAMAN MALAYSIA ,"SEKOLAH KEBANGSAAN SERI AMAR DIRAJA, ALOR MERAH",4,403
P.009_N.12_009/12/02_1,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/02,TAMAN GOLF ,"JABATAN KEBUDAYAAN DAN KESENIAN NEGARA, KEDAH",1,289
P.009_N.12_009/12/02_2,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/02,TAMAN GOLF ,"JABATAN KEBUDAYAAN DAN KESENIAN NEGARA, KEDAH",2,282
P.009_N.12_009/12/02_3,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/02,TAMAN GOLF ,"JABATAN KEBUDAYAAN DAN KESENIAN NEGARA, KEDAH",3,252
P.009_N.12_009/12/02_4,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/02,TAMAN GOLF ,"JABATAN KEBUDAYAAN DAN KESENIAN NEGARA, KEDAH",4,282
P.009_N.12_009/12/02_5,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/02,TAMAN GOLF ,"JABATAN KEBUDAYAAN DAN KESENIAN NEGARA, KEDAH",5,280
P.009_N.12_009/12/03_1,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/03,TAMAN UDA ,"SEKOLAH KEBANGSAAN TAMAN UDA, LEBUHRAYA SULTANAH BAHIYAH",1,313
P.009_N.12_009/12/03_2,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/03,TAMAN UDA ,"SEKOLAH KEBANGSAAN TAMAN UDA, LEBUHRAYA SULTANAH BAHIYAH",2,359
P.009_N.12_009/12/03_3,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/03,TAMAN UDA ,"SEKOLAH KEBANGSAAN TAMAN UDA, LEBUHRAYA SULTANAH BAHIYAH",3,389
P.009_N.12_009/12/03_4,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/03,TAMAN UDA ,"SEKOLAH KEBANGSAAN TAMAN UDA, LEBUHRAYA SULTANAH BAHIYAH",4,436
P.009_N.12_009/12/04_1,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/04,JALAN SULTANAH ,"SEKOLAH MENENGAH KEBANGSAAN SULTANAH BAHIYAH, LEBUHRAYA SULTANAH BAHIYAH",1,223
P.009_N.12_009/12/04_2,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/04,JALAN SULTANAH ,"SEKOLAH MENENGAH KEBANGSAAN SULTANAH BAHIYAH, LEBUHRAYA SULTANAH BAHIYAH",2,237
P.009_N.12_009/12/04_3,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/04,JALAN SULTANAH ,"SEKOLAH MENENGAH KEBANGSAAN SULTANAH BAHIYAH, LEBUHRAYA SULTANAH BAHIYAH",3,273
P.009_N.12_009/12/05_1,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/05,ALOR SEMADOM ,"SEKOLAH KEBANGSAAN HJ MOHD SHARIFF, JALAN STADIUM",1,260
P.009_N.12_009/12/05_2,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/05,ALOR SEMADOM ,"SEKOLAH KEBANGSAAN HJ MOHD SHARIFF, JALAN STADIUM",2,323
P.009_N.12_009/12/05_3,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/05,ALOR SEMADOM ,"SEKOLAH KEBANGSAAN HJ MOHD SHARIFF, JALAN STADIUM",3,308
P.009_N.12_009/12/06_1,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/06,SEBERANG PUMPONG ,"SEKOLAH JENIS KEBANGSAAN (CINA) PUMPONG, JALAN SUKA MENANTI",1,321
P.009_N.12_009/12/06_2,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/06,SEBERANG PUMPONG ,"SEKOLAH JENIS KEBANGSAAN (CINA) PUMPONG, JALAN SUKA MENANTI",2,367
P.009_N.12_009/12/06_3,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/06,SEBERANG PUMPONG ,"SEKOLAH JENIS KEBANGSAAN (CINA) PUMPONG, JALAN SUKA MENANTI",3,469
P.009_N.12_009/12/06_4,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/06,SEBERANG PUMPONG ,"SEKOLAH JENIS KEBANGSAAN (CINA) PUMPONG, JALAN SUKA MENANTI",4,385
P.009_N.12_009/12/06_5,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/06,SEBERANG PUMPONG ,"SEKOLAH JENIS KEBANGSAAN (CINA) PUMPONG, JALAN SUKA MENANTI",5,458
P.009_N.12_009/12/06_6,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/06,SEBERANG PUMPONG ,"SEKOLAH JENIS KEBANGSAAN (CINA) PUMPONG, JALAN SUKA MENANTI",6,555
P.009_N.12_009/12/07_1,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/07,SUKA MENANTI ,"SEKOLAH KEBANGSAAN SUKA MENANTI, JALAN SUKA MENANTI",1,322
P.009_N.12_009/12/07_2,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/07,SUKA MENANTI ,"SEKOLAH KEBANGSAAN SUKA MENANTI, JALAN SUKA MENANTI",2,375
P.009_N.12_009/12/07_3,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/07,SUKA MENANTI ,"SEKOLAH KEBANGSAAN SUKA MENANTI, JALAN SUKA MENANTI",3,447
P.009_N.12_009/12/07_4,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/07,SUKA MENANTI ,"SEKOLAH KEBANGSAAN SUKA MENANTI, JALAN SUKA MENANTI",4,445
P.009_N.12_009/12/08_1,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/08,TAMAN WIRA ,"SEKOLAH MENENGAH KEBANGSAAN MERGONG, LEBUHRAYA SULTANAH BAHIYAH",1,275
P.009_N.12_009/12/08_2,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/08,TAMAN WIRA ,"SEKOLAH MENENGAH KEBANGSAAN MERGONG, LEBUHRAYA SULTANAH BAHIYAH",2,348
P.009_N.12_009/12/08_3,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/08,TAMAN WIRA ,"SEKOLAH MENENGAH KEBANGSAAN MERGONG, LEBUHRAYA SULTANAH BAHIYAH",3,363
P.009_N.12_009/12/08_4,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/08,TAMAN WIRA ,"SEKOLAH MENENGAH KEBANGSAAN MERGONG, LEBUHRAYA SULTANAH BAHIYAH",4,355
P.009_N.12_009/12/08_5,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/08,TAMAN WIRA ,"SEKOLAH MENENGAH KEBANGSAAN MERGONG, LEBUHRAYA SULTANAH BAHIYAH",5,409
P.009_N.12_009/12/08_6,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/08,TAMAN WIRA ,"SEKOLAH MENENGAH KEBANGSAAN MERGONG, LEBUHRAYA SULTANAH BAHIYAH",6,490
P.009_N.12_009/12/08_7,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/08,TAMAN WIRA ,"SEKOLAH MENENGAH KEBANGSAAN MERGONG, LEBUHRAYA SULTANAH BAHIYAH",7,487
P.009_N.12_009/12/08_8,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/08,TAMAN WIRA ,"SEKOLAH MENENGAH KEBANGSAAN MERGONG, LEBUHRAYA SULTANAH BAHIYAH",8,470
P.009_N.12_009/12/08_9,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/08,TAMAN WIRA ,"SEKOLAH MENENGAH KEBANGSAAN MERGONG, LEBUHRAYA SULTANAH BAHIYAH",9,458
P.009_N.12_009/12/08_10,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/08,TAMAN WIRA ,"SEKOLAH MENENGAH KEBANGSAAN MERGONG, LEBUHRAYA SULTANAH BAHIYAH",10,460
P.009_N.12_009/12/08_11,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/08,TAMAN WIRA ,"SEKOLAH MENENGAH KEBANGSAAN MERGONG, LEBUHRAYA SULTANAH BAHIYAH",11,495
P.009_N.12_009/12/08_12,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/08,TAMAN WIRA ,"SEKOLAH MENENGAH KEBANGSAAN MERGONG, LEBUHRAYA SULTANAH BAHIYAH",12,589
P.009_N.12_009/12/09_1,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/09,GUNONG SALI ,"SEKOLAH KEBANGSAAN SERI PERDANA, LEBUHRAYA SULTANAH BAHIYAH",1,293
P.009_N.12_009/12/09_2,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/09,GUNONG SALI ,"SEKOLAH KEBANGSAAN SERI PERDANA, LEBUHRAYA SULTANAH BAHIYAH",2,362
P.009_N.12_009/12/09_3,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/09,GUNONG SALI ,"SEKOLAH KEBANGSAAN SERI PERDANA, LEBUHRAYA SULTANAH BAHIYAH",3,447
P.009_N.12_009/12/09_4,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/09,GUNONG SALI ,"SEKOLAH KEBANGSAAN SERI PERDANA, LEBUHRAYA SULTANAH BAHIYAH",4,386
P.009_N.12_009/12/09_5,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/09,GUNONG SALI ,"SEKOLAH KEBANGSAAN SERI PERDANA, LEBUHRAYA SULTANAH BAHIYAH",5,409
P.009_N.12_009/12/09_6,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/09,GUNONG SALI ,"SEKOLAH KEBANGSAAN SERI PERDANA, LEBUHRAYA SULTANAH BAHIYAH",6,454
P.009_N.12_009/12/10_1,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/10,KAMPUNG BERJAYA ,"SEKOLAH JENIS KEBANGSAAN (CINA) LONG CHUAN, MERGONG",1,297
P.009_N.12_009/12/10_2,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/10,KAMPUNG BERJAYA ,"SEKOLAH JENIS KEBANGSAAN (CINA) LONG CHUAN, MERGONG",2,343
P.009_N.12_009/12/10_3,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/10,KAMPUNG BERJAYA ,"SEKOLAH JENIS KEBANGSAAN (CINA) LONG CHUAN, MERGONG",3,344
P.009_N.12_009/12/10_4,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/10,KAMPUNG BERJAYA ,"SEKOLAH JENIS KEBANGSAAN (CINA) LONG CHUAN, MERGONG",4,343
P.009_N.12_009/12/11_5,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/11,TELOK YAN ,"SEKOLAH JENIS KEBANGSAAN (CINA) LONG CHUAN, MERGONG",5,314
P.009_N.12_009/12/11_6,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/11,TELOK YAN ,"SEKOLAH JENIS KEBANGSAAN (CINA) LONG CHUAN, MERGONG",6,317
P.009_N.12_009/12/11_7,,NORMAL VOTE,P.009,ALOR SETAR,N.12,SUKA MENANTI,009/12/11,TELOK YAN ,"SEKOLAH JENIS KEBANGSAAN (CINA) LONG CHUAN, MERGONG",7,301
