P.013_N.24_013/24/16_5,,NORMAL VOTE,P.013,SIK,N.24,JENERI,013/24/16,BERIS JAYA ,"SEKOLAH KEBANGSAAN BANDAR BARU BERIS JAYA, JENIANG",5,473
,,,,,,,,,,,
P.014_P.014/POSTAL VOTE_UNDI POS_1,,POSTAL VOTE,P.014,MERBOK,P.014/POSTAL VOTE,UNDI POS,UNDI POS,UNDI POS,UNDI POS,1,3414
P.014_P.014/EARLY VOTE_014/25/00_1,,EARLY VOTE,P.014,MERBOK,P.014/EARLY VOTE,EARLY VOTE,014/25/00,UNDI AWAL,"BILIK KULIAH 1, SEKOLAH LATIHAN ASAS KEPOLISAN DAERAH KUALA MUDA",1,269
P.014_P.014/EARLY VOTE_014/26/00_1,,EARLY VOTE,P.014,MERBOK,P.014/EARLY VOTE,EARLY VOTE,014/26/00,UNDI AWAL,"BILIK KULIAH 1, SEKOLAH LATIHAN ASAS KEPOLISAN DAERAH KUALA MUDA",1,30
P.014_P.014/EARLY VOTE_014/26/00_1,,EARLY VOTE,P.014,MERBOK,P.014/EARLY VOTE,EARLY VOTE,014/26/00,UNDI AWAL,"SEKOLAH KEBANGSAAN KEM LAPANGAN TERBANG, SUNGAI PETANI",1,375
P.014_P.014/EARLY VOTE_014/26/00_2,,EARLY VOTE,P.014,MERBOK,P.014/EARLY VOTE,EARLY VOTE,014/26/00,UNDI AWAL ,"SEKOLAH KEBANGSAAN KEM LAPANGAN TERBANG, SUNGAI PETANI",2,359
P.014_P.014/EARLY VOTE_014/26/00_3,,EARLY VOTE,P.014,MERBOK,P.014/EARLY VOTE,EARLY VOTE,014/26/00,UNDI AWAL,"SEKOLAH KEBANGSAAN KEM LAPANGAN TERBANG, SUNGAI PETANI",3,375
P.014_P.014/EARLY VOTE_014/26/00_4,,EARLY VOTE,P.014,MERBOK,P.014/EARLY VOTE,EARLY VOTE,014/26/00,UNDI AWAL ,"SEKOLAH KEBANGSAAN KEM LAPANGAN TERBANG, SUNGAI PETANI",4,395
P.014_P.014/EARLY VOTE_014/26/00_5,,EARLY VOTE,P.014,MERBOK,P.014/EARLY VOTE,EARLY VOTE,014/26/00,UNDI AWAL,"SEKOLAH KEBANGSAAN KEM LAPANGAN TERBANG, SUNGAI PETANI",5,312
P.014_P.014/EARLY VOTE_014/26/00_6,,EARLY VOTE,P.014,MERBOK,P.014/EARLY VOTE,EARLY VOTE,014/26/00,UNDI AWAL ,"SEKOLAH KEBANGSAAN KEM LAPANGAN TERBANG, SUNGAI PETANI",6,366
P.014_P.014/EARLY VOTE_014/26/00_7,,EARLY VOTE,P.014,MERBOK,P.014/EARLY VOTE,EARLY VOTE,014/26/00,UNDI AWAL,"SEKOLAH KEBANGSAAN KEM LAPANGAN TERBANG, SUNGAI PETANI",7,436
P.014_P.014/EARLY VOTE_014/26/00_8,,EARLY VOTE,P.014,MERBOK,P.014/EARLY VOTE,EARLY VOTE,014/26/00,UNDI AWAL ,"SEKOLAH KEBANGSAAN KEM LAPANGAN TERBANG, SUNGAI PETANI",8,496
P.014_P.014/EARLY VOTE_014/26/00_9,,EARLY VOTE,P.014,MERBOK,P.014/EARLY VOTE,EARLY VOTE,014/26/00,UNDI AWAL,"SEKOLAH KEBANGSAAN KEM LAPANGAN TERBANG, SUNGAI PETANI",9,496
P.014_N.25_014/25/01_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/01,KUALA SIN ,"SEKOLAH KEBANGSAAN KAMPUNG KUALA SIN, BUKIT SELAMBAU",1,381
P.014_N.25_014/25/01_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/01,KUALA SIN ,"SEKOLAH KEBANGSAAN KAMPUNG KUALA SIN, BUKIT SELAMBAU",2,367
P.014_N.25_014/25/01_3,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/01,KUALA SIN ,"SEKOLAH KEBANGSAAN KAMPUNG KUALA SIN, BUKIT SELAMBAU",3,405
P.014_N.25_014/25/02_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/02,KAMPUNG SUNGKAP ,"SEKOLAH KEBANGSAAN BUKIT SELAMBAU, BUKIT SELAMBAU",1,349
P.014_N.25_014/25/02_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/02,KAMPUNG SUNGKAP ,"SEKOLAH KEBANGSAAN BUKIT SELAMBAU, BUKIT SELAMBAU",2,526
P.014_N.25_014/25/03_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/03,BUKIT LEMBU ,"SEKOLAH KEBANGSAAN AMAN JAYA, SUNGAI LALANG",1,333
P.014_N.25_014/25/03_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/03,BUKIT LEMBU ,"SEKOLAH KEBANGSAAN AMAN JAYA, SUNGAI LALANG",2,363
P.014_N.25_014/25/03_3,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/03,BUKIT LEMBU ,"SEKOLAH KEBANGSAAN AMAN JAYA, SUNGAI LALANG",3,339
P.014_N.25_014/25/04_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
",SEKOLAH KEBANGSAAN BANDAR BARU SUNGAI LALANG,1,356
P.014_N.25_014/25/04_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
",SEKOLAH KEBANGSAAN BANDAR BARU SUNGAI LALANG,2,616
P.014_N.25_014/25/04_3,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
",SEKOLAH KEBANGSAAN BANDAR BARU SUNGAI LALANG,3,540
P.014_N.25_014/25/04_4,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
",SEKOLAH KEBANGSAAN BANDAR BARU SUNGAI LALANG,4,452
P.014_N.25_014/25/04_5,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
",SEKOLAH KEBANGSAAN BANDAR BARU SUNGAI LALANG,5,504
P.014_N.25_014/25/04_6,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
",SEKOLAH KEBANGSAAN BANDAR BARU SUNGAI LALANG,6,535
P.014_N.25_014/25/04_7,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
",SEKOLAH KEBANGSAAN BANDAR BARU SUNGAI LALANG,7,593
P.014_N.25_014/25/04_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
","SEKOLAH MENENGAH KEBANGSAAN AMAN JAYA, SUNGAI LALANG",1,299
P.014_N.25_014/25/04_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
","SEKOLAH MENENGAH KEBANGSAAN AMAN JAYA, SUNGAI LALANG",2,364
P.014_N.25_014/25/04_3,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
","SEKOLAH MENENGAH KEBANGSAAN AMAN JAYA, SUNGAI LALANG",3,371
P.014_N.25_014/25/04_4,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
","SEKOLAH MENENGAH KEBANGSAAN AMAN JAYA, SUNGAI LALANG",4,357
P.014_N.25_014/25/04_5,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
","SEKOLAH MENENGAH KEBANGSAAN AMAN JAYA, SUNGAI LALANG",5,565
P.014_N.25_014/25/04_6,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
","SEKOLAH MENENGAH KEBANGSAAN AMAN JAYA, SUNGAI LALANG",6,540
P.014_N.25_014/25/04_7,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
","SEKOLAH MENENGAH KEBANGSAAN AMAN JAYA, SUNGAI LALANG",7,505
P.014_N.25_014/25/04_8,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
","SEKOLAH MENENGAH KEBANGSAAN AMAN JAYA, SUNGAI LALANG",8,483
P.014_N.25_014/25/04_9,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
","SEKOLAH MENENGAH KEBANGSAAN AMAN JAYA, SUNGAI LALANG",9,484
P.014_N.25_014/25/04_10,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
","SEKOLAH MENENGAH KEBANGSAAN AMAN JAYA, SUNGAI LALANG",10,530
P.014_N.25_014/25/04_11,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
","SEKOLAH MENENGAH KEBANGSAAN AMAN JAYA, SUNGAI LALANG",11,519
P.014_N.25_014/25/04_12,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/04,"TAMAN BANDAR BARU
","SEKOLAH MENENGAH KEBANGSAAN AMAN JAYA, SUNGAI LALANG",12,567
P.014_N.25_014/25/05_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/05,SUNGAI LALANG ,"SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA, SUNGAI LALANG",1,287
P.014_N.25_014/25/05_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/05,SUNGAI LALANG ,"SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA, SUNGAI LALANG",2,374
P.014_N.25_014/25/05_3,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/05,SUNGAI LALANG ,"SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA, SUNGAI LALANG",3,371
P.014_N.25_014/25/05_4,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/05,SUNGAI LALANG ,"SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA, SUNGAI LALANG",4,505
P.014_N.25_014/25/05_5,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/05,SUNGAI LALANG ,"SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA, SUNGAI LALANG",5,448
P.014_N.25_014/25/05_6,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/05,SUNGAI LALANG ,"SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA, SUNGAI LALANG",6,422
P.014_N.25_014/25/05_7,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/05,SUNGAI LALANG ,"SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA, SUNGAI LALANG",7,512
P.014_N.25_014/25/05_8,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/05,SUNGAI LALANG ,"SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA, SUNGAI LALANG",8,562
P.014_N.25_014/25/06_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/06,TAMAN DESA AMAN ,"SEKOLAH KEBANGSAAN SUNGAI LALANG, SUNGAI LALANG",1,321
P.014_N.25_014/25/06_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/06,TAMAN DESA AMAN ,"SEKOLAH KEBANGSAAN SUNGAI LALANG, SUNGAI LALANG",2,384
P.014_N.25_014/25/06_3,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/06,TAMAN DESA AMAN ,"SEKOLAH KEBANGSAAN SUNGAI LALANG, SUNGAI LALANG",3,402
P.014_N.25_014/25/06_4,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/06,TAMAN DESA AMAN ,"SEKOLAH KEBANGSAAN SUNGAI LALANG, SUNGAI LALANG",4,553
P.014_N.25_014/25/06_5,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/06,TAMAN DESA AMAN ,"SEKOLAH KEBANGSAAN SUNGAI LALANG, SUNGAI LALANG",5,522
P.014_N.25_014/25/06_6,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/06,TAMAN DESA AMAN ,"SEKOLAH KEBANGSAAN SUNGAI LALANG, SUNGAI LALANG",6,492
P.014_N.25_014/25/06_7,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/06,TAMAN DESA AMAN ,"SEKOLAH KEBANGSAAN SUNGAI LALANG, SUNGAI LALANG",7,483
P.014_N.25_014/25/06_8,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/06,TAMAN DESA AMAN ,"SEKOLAH KEBANGSAAN SUNGAI LALANG, SUNGAI LALANG",8,484
P.014_N.25_014/25/06_9,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/06,TAMAN DESA AMAN ,"SEKOLAH KEBANGSAAN SUNGAI LALANG, SUNGAI LALANG",9,523
P.014_N.25_014/25/06_10,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/06,TAMAN DESA AMAN ,"SEKOLAH KEBANGSAAN SUNGAI LALANG, SUNGAI LALANG",10,568
P.014_N.25_014/25/07_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/07,BANDAR LAGUNA MERBOK ,SEKOLAH KEBANGSAAN BANDAR LAGUNA MERBOK,1,340
P.014_N.25_014/25/07_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/07,BANDAR LAGUNA MERBOK ,SEKOLAH KEBANGSAAN BANDAR LAGUNA MERBOK,2,373
P.014_N.25_014/25/07_3,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/07,BANDAR LAGUNA MERBOK ,SEKOLAH KEBANGSAAN BANDAR LAGUNA MERBOK,3,571
P.014_N.25_014/25/07_4,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/07,BANDAR LAGUNA MERBOK ,SEKOLAH KEBANGSAAN BANDAR LAGUNA MERBOK,4,497
P.014_N.25_014/25/07_5,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/07,BANDAR LAGUNA MERBOK ,SEKOLAH KEBANGSAAN BANDAR LAGUNA MERBOK,5,450
P.014_N.25_014/25/07_6,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/07,BANDAR LAGUNA MERBOK ,SEKOLAH KEBANGSAAN BANDAR LAGUNA MERBOK,6,433
P.014_N.25_014/25/07_7,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/07,BANDAR LAGUNA MERBOK ,SEKOLAH KEBANGSAAN BANDAR LAGUNA MERBOK,7,437
P.014_N.25_014/25/07_8,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/07,BANDAR LAGUNA MERBOK ,SEKOLAH KEBANGSAAN BANDAR LAGUNA MERBOK,8,491
P.014_N.25_014/25/07_9,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/07,BANDAR LAGUNA MERBOK ,SEKOLAH KEBANGSAAN BANDAR LAGUNA MERBOK,9,498
P.014_N.25_014/25/07_10,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/07,BANDAR LAGUNA MERBOK ,SEKOLAH KEBANGSAAN BANDAR LAGUNA MERBOK,10,517
P.014_N.25_014/25/07_11,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/07,BANDAR LAGUNA MERBOK ,SEKOLAH KEBANGSAAN BANDAR LAGUNA MERBOK,11,547
P.014_N.25_014/25/08_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/08,TASEK APONG ,"SEKOLAH KEBANGSAAN TASEK APONG, SUNGAI PETANI",1,340
P.014_N.25_014/25/08_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/08,TASEK APONG ,"SEKOLAH KEBANGSAAN TASEK APONG, SUNGAI PETANI",2,373
P.014_N.25_014/25/08_3,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/08,TASEK APONG ,"SEKOLAH KEBANGSAAN TASEK APONG, SUNGAI PETANI",3,521
P.014_N.25_014/25/08_4,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/08,TASEK APONG ,"SEKOLAH KEBANGSAAN TASEK APONG, SUNGAI PETANI",4,476
P.014_N.25_014/25/08_5,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/08,TASEK APONG ,"SEKOLAH KEBANGSAAN TASEK APONG, SUNGAI PETANI",5,470
P.014_N.25_014/25/08_6,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/08,TASEK APONG ,"SEKOLAH KEBANGSAAN TASEK APONG, SUNGAI PETANI",6,443
P.014_N.25_014/25/08_7,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/08,TASEK APONG ,"SEKOLAH KEBANGSAAN TASEK APONG, SUNGAI PETANI",7,484
P.014_N.25_014/25/08_8,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/08,TASEK APONG ,"SEKOLAH KEBANGSAAN TASEK APONG, SUNGAI PETANI",8,525
P.014_N.25_014/25/09_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/09,AIR MENIDEH ,"SEKOLAH JENIS KEBANGSAAN (TAMIL) SARASWATHY, JALAN TIONG",1,282
P.014_N.25_014/25/09_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/09,AIR MENIDEH ,"SEKOLAH JENIS KEBANGSAAN (TAMIL) SARASWATHY, JALAN TIONG",2,359
P.014_N.25_014/25/09_3,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/09,AIR MENIDEH ,"SEKOLAH JENIS KEBANGSAAN (TAMIL) SARASWATHY, JALAN TIONG",3,413
P.014_N.25_014/25/09_4,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/09,AIR MENIDEH ,"SEKOLAH JENIS KEBANGSAAN (TAMIL) SARASWATHY, JALAN TIONG",4,347
P.014_N.25_014/25/09_5,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/09,AIR MENIDEH ,"SEKOLAH JENIS KEBANGSAAN (TAMIL) SARASWATHY, JALAN TIONG",5,366
P.014_N.25_014/25/10_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/10,JALAN BADLISHAH ,"DEWAN KOMPLEKS PENYAYANG, JABATAN KEBAJIKAN MASYARAKAT DAERAH KUALA MUDA",1,169
P.014_N.25_014/25/10_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/10,JALAN BADLISHAH ,"DEWAN KOMPLEKS PENYAYANG, JABATAN KEBAJIKAN MASYARAKAT DAERAH KUALA MUDA",2,186
P.014_N.25_014/25/11_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/11,TAMAN PERUDA ,SEKOLAH MENENGAH KEBANGSAAN BANDAR SUNGAI PETANI,1,329
P.014_N.25_014/25/11_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/11,TAMAN PERUDA ,SEKOLAH MENENGAH KEBANGSAAN BANDAR SUNGAI PETANI,2,373
P.014_N.25_014/25/11_3,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/11,TAMAN PERUDA ,SEKOLAH MENENGAH KEBANGSAAN BANDAR SUNGAI PETANI,3,374
P.014_N.25_014/25/11_4,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/11,TAMAN PERUDA ,SEKOLAH MENENGAH KEBANGSAAN BANDAR SUNGAI PETANI,4,460
P.014_N.25_014/25/11_5,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/11,TAMAN PERUDA ,SEKOLAH MENENGAH KEBANGSAAN BANDAR SUNGAI PETANI,5,430
P.014_N.25_014/25/11_6,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/11,TAMAN PERUDA ,SEKOLAH MENENGAH KEBANGSAAN BANDAR SUNGAI PETANI,6,454
P.014_N.25_014/25/11_7,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/11,TAMAN PERUDA ,SEKOLAH MENENGAH KEBANGSAAN BANDAR SUNGAI PETANI,7,532
P.014_N.25_014/25/12_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/12,TAMAN RIA UTARA ,"SEKOLAH KEBANGSAAN TAMAN RIA, SUNGAI PETANI",1,312
P.014_N.25_014/25/12_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/12,TAMAN RIA UTARA ,"SEKOLAH KEBANGSAAN TAMAN RIA, SUNGAI PETANI",2,379
P.014_N.25_014/25/12_3,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/12,TAMAN RIA UTARA ,"SEKOLAH KEBANGSAAN TAMAN RIA, SUNGAI PETANI",3,363
P.014_N.25_014/25/12_4,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/12,TAMAN RIA UTARA ,"SEKOLAH KEBANGSAAN TAMAN RIA, SUNGAI PETANI",4,472
P.014_N.25_014/25/12_5,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/12,TAMAN RIA UTARA ,"SEKOLAH KEBANGSAAN TAMAN RIA, SUNGAI PETANI",5,416
P.014_N.25_014/25/12_6,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/12,TAMAN RIA UTARA ,"SEKOLAH KEBANGSAAN TAMAN RIA, SUNGAI PETANI",6,433
P.014_N.25_014/25/12_7,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/12,TAMAN RIA UTARA ,"SEKOLAH KEBANGSAAN TAMAN RIA, SUNGAI PETANI",7,447
P.014_N.25_014/25/12_8,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/12,TAMAN RIA UTARA ,"SEKOLAH KEBANGSAAN TAMAN RIA, SUNGAI PETANI",8,503
P.014_N.25_014/25/13_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/13,UNITED PETANI ,"SEKOLAH JENIS KEBANGSAAN (TAMIL) ARUMUGUM PILLAI, SUNGAI PETANI",1,319
P.014_N.25_014/25/13_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/13,UNITED PETANI ,"SEKOLAH JENIS KEBANGSAAN (TAMIL) ARUMUGUM PILLAI, SUNGAI PETANI",2,343
P.014_N.25_014/25/13_3,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/13,UNITED PETANI ,"SEKOLAH JENIS KEBANGSAAN (TAMIL) ARUMUGUM PILLAI, SUNGAI PETANI",3,304
P.014_N.25_014/25/13_4,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/13,UNITED PETANI ,"SEKOLAH JENIS KEBANGSAAN (TAMIL) ARUMUGUM PILLAI, SUNGAI PETANI",4,365
P.014_N.25_014/25/14_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/14,PETANI PARA ,"SEKOLAH KEBANGSAAN PATANI PARA, SUNGAI PETANI",1,187
P.014_N.25_014/25/15_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/15,BUKIT RUSA ,"SEKOLAH JENIS KEBANGSAAN (TAMIL) PALANISAMY KUMARAN, BAHAGIAN SUNGAI",1,364
P.014_N.25_014/25/15_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/15,BUKIT RUSA ,"SEKOLAH JENIS KEBANGSAAN (TAMIL) PALANISAMY KUMARAN, BAHAGIAN SUNGAI",2,347
P.014_N.25_014/25/15_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/15,BUKIT RUSA ,"SEKOLAH MENENGAH KEBANGSAAN TAMAN RIA, SUNGAI PETANI",1,360
P.014_N.25_014/25/15_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/15,BUKIT RUSA ,"SEKOLAH MENENGAH KEBANGSAAN TAMAN RIA, SUNGAI PETANI",2,645
P.014_N.25_014/25/15_3,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/15,BUKIT RUSA ,"SEKOLAH MENENGAH KEBANGSAAN TAMAN RIA, SUNGAI PETANI",3,527
P.014_N.25_014/25/15_4,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/15,BUKIT RUSA ,"SEKOLAH MENENGAH KEBANGSAAN TAMAN RIA, SUNGAI PETANI",4,491
P.014_N.25_014/25/15_5,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/15,BUKIT RUSA ,"SEKOLAH MENENGAH KEBANGSAAN TAMAN RIA, SUNGAI PETANI",5,524
P.014_N.25_014/25/15_6,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/15,BUKIT RUSA ,"SEKOLAH MENENGAH KEBANGSAAN TAMAN RIA, SUNGAI PETANI",6,568
P.014_N.25_014/25/15_7,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/15,BUKIT RUSA ,"SEKOLAH MENENGAH KEBANGSAAN TAMAN RIA, SUNGAI PETANI",7,605
P.014_N.25_014/25/15_8,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/15,BUKIT RUSA ,"SEKOLAH MENENGAH KEBANGSAAN TAMAN RIA, SUNGAI PETANI",8,629
P.014_N.25_014/25/16_1,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/16,PEKAN BUKIT SELAMBAU ,"SEKOLAH JENIS KEBANGSAAN (CINA) FUH SUN, BUKIT SELAMBAU",1,318
P.014_N.25_014/25/16_2,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/16,PEKAN BUKIT SELAMBAU ,"SEKOLAH JENIS KEBANGSAAN (CINA) FUH SUN, BUKIT SELAMBAU",2,365
P.014_N.25_014/25/16_3,,NORMAL VOTE,P.014,MERBOK,N.25,BUKIT SELAMBAU,014/25/16,PEKAN BUKIT SELAMBAU ,"SEKOLAH JENIS KEBANGSAAN (CINA) FUH SUN, BUKIT SELAMBAU",3,473
