BN,DATO' ARMISHAH SIRAJ (DAS),MALE,,193,PH,ZABIDI YAHYA,MALE,,78,PN,MOHD SUHAIMI BIN ABDULLAH,MALE,,518,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,,85,,,,,,,,,,,,,,,,,,,,
BN,DATO' ARMISHAH SIRAJ (DAS),MALE,,92,PH,ZABIDI YAHYA,MALE,,8,PN,MOHD SUHAIMI BIN ABDULLAH,MALE,,123,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,,9,,,,,,,,,,,,,,,,,,,,
BN,DATO' ARMISHAH SIRAJ (DAS),MALE,,221,PH,ZABIDI YAHYA,MALE,,8,PN,MOHD SUHAIMI BIN ABDULLAH,MALE,,71,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,,5,,,,,,,,,,,,,,,,,,,,
BN,DATO' ARMISHAH SIRAJ (DAS),MALE,,63,PH,ZABIDI YAHYA,MALE,,19,PN,MOHD SUHAIMI BIN ABDULLAH,MALE,,196,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,,12,,,,,,,,,,,,,,,,,,,,
BN,DATO' ARMISHAH SIRAJ (DAS),MALE,,6,PH,ZABIDI YAHYA,MALE,,1,PN,MOHD SUHAIMI BIN ABDULLAH,MALE,,27,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,,1,,,,,,,,,,,,,,,,,,,,
BN,DATO' ARMISHAH SIRAJ (DAS),MALE,,150,PH,ZABIDI YAHYA,MALE,,24,PN,MOHD SUHAIMI BIN ABDULLAH,MALE,,157,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,,29,,,,,,,,,,,,,,,,,,,,
BN,DATO' ARMISHAH SIRAJ (DAS),MALE,,111,PH,ZABIDI YAHYA,MALE,,29,PN,MOHD SUHAIMI BIN ABDULLAH,MALE,,253,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,,30,,,,,,,,,,,,,,,,,,,,
BN,DATO' ARMISHAH SIRAJ (DAS),MALE,,91,PH,ZABIDI YAHYA,MALE,,12,PN,MOHD SUHAIMI BIN ABDULLAH,MALE,,267,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,,17,,,,,,,,,,,,,,,,,,,,
BN,DATO' ARMISHAH SIRAJ (DAS),MALE,,81,PH,ZABIDI YAHYA,MALE,,22,PN,MOHD SUHAIMI BIN ABDULLAH,MALE,,292,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,,10,,,,,,,,,,,,,,,,,,,,
BN,DATO' ARMISHAH SIRAJ (DAS),MALE,,127,PH,ZABIDI YAHYA,MALE,,44,PN,MOHD SUHAIMI BIN ABDULLAH,MALE,,133,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,,19,,,,,,,,,,,,,,,,,,,,
BN,DATO' ARMISHAH SIRAJ (DAS),MALE,,130,PH,ZABIDI YAHYA,MALE,,40,PN,MOHD SUHAIMI BIN ABDULLAH,MALE,,288,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,,37,,,,,,,,,,,,,,,,,,,,
BN,DATO' ARMISHAH SIRAJ (DAS),MALE,,74,PH,ZABIDI YAHYA,MALE,,33,PN,MOHD SUHAIMI BIN ABDULLAH,MALE,,322,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,,23,,,,,,,,,,,,,,,,,,,,
BN,DATO' ARMISHAH SIRAJ (DAS),MALE,,65,PH,ZABIDI YAHYA,MALE,,24,PN,MOHD SUHAIMI BIN ABDULLAH,MALE,,410,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,,16,,,,,,,,,,,,,,,,,,,,
