BN,ZUKI,MALE,,287,PH,SYAM GHAZ,MALE,,80,PAS,USTAZ LATIFF,MALE,,810,PEJUANG,NORASHIKIN,FEMALE,,11,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,131,PH,SYAM GHAZ,MALE,,2,PAS,USTAZ LATIFF,MALE,,90,PEJUANG,NORASHIKIN,FEMALE,,0,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,13,PH,SYAM GHAZ,MALE,,2,PAS,USTAZ LATIFF,MALE,,9,PEJUANG,NORASHIKIN,FEMALE,,0,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,13,PH,SYAM GHAZ,MALE,,1,PAS,USTAZ LATIFF,MALE,,0,PEJUANG,NORASHIKIN,FEMALE,,0,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,170,PH,SYAM GHAZ,MALE,,17,PAS,USTAZ LATIFF,MALE,,154,PEJUANG,NORASHIKIN,FEMALE,,0,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,153,PH,SYAM GHAZ,MALE,,18,PAS,USTAZ LATIFF,MALE,,225,PEJUANG,NORASHIKIN,FEMALE,,0,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,142,PH,SYAM GHAZ,MALE,,18,PAS,USTAZ LATIFF,MALE,,230,PEJUANG,NORASHIKIN,FEMALE,,0,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,124,PH,SYAM GHAZ,MALE,,14,PAS,USTAZ LATIFF,MALE,,203,PEJUANG,NORASHIKIN,FEMALE,,2,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,89,PH,SYAM GHAZ,MALE,,6,PAS,USTAZ LATIFF,MALE,,230,PEJUANG,NORASHIKIN,FEMALE,,0,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,80,PH,SYAM GHAZ,MALE,,21,PAS,USTAZ LATIFF,MALE,,243,PEJUANG,NORASHIKIN,FEMALE,,0,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,119,PH,SYAM GHAZ,MALE,,28,PAS,USTAZ LATIFF,MALE,,168,PEJUANG,NORASHIKIN,FEMALE,,3,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,137,PH,SYAM GHAZ,MALE,,49,PAS,USTAZ LATIFF,MALE,,256,PEJUANG,NORASHIKIN,FEMALE,,1,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,80,PH,SYAM GHAZ,MALE,,45,PAS,USTAZ LATIFF,MALE,,248,PEJUANG,NORASHIKIN,FEMALE,,1,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,76,PH,SYAM GHAZ,MALE,,40,PAS,USTAZ LATIFF,MALE,,259,PEJUANG,NORASHIKIN,FEMALE,,0,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,127,PH,SYAM GHAZ,MALE,,34,PAS,USTAZ LATIFF,MALE,,307,PEJUANG,NORASHIKIN,FEMALE,,1,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,130,PH,SYAM GHAZ,MALE,,26,PAS,USTAZ LATIFF,MALE,,177,PEJUANG,NORASHIKIN,FEMALE,,2,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,106,PH,SYAM GHAZ,MALE,,35,PAS,USTAZ LATIFF,MALE,,253,PEJUANG,NORASHIKIN,FEMALE,,1,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,86,PH,SYAM GHAZ,MALE,,24,PAS,USTAZ LATIFF,MALE,,244,PEJUANG,NORASHIKIN,FEMALE,,0,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,88,PH,SYAM GHAZ,MALE,,28,PAS,USTAZ LATIFF,MALE,,263,PEJUANG,NORASHIKIN,FEMALE,,4,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,90,PH,SYAM GHAZ,MALE,,27,PAS,USTAZ LATIFF,MALE,,156,PEJUANG,NORASHIKIN,FEMALE,,0,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,101,PH,SYAM GHAZ,MALE,,20,PAS,USTAZ LATIFF,MALE,,218,PEJUANG,NORASHIKIN,FEMALE,,1,,,,,,,,,,,,,,,,,,,,
BN,ZUKI,MALE,,101,PH,SYAM GHAZ,MALE,,22,PAS,USTAZ LATIFF,MALE,,252,PEJUANG,NORASHIKIN,FEMALE,,3,,,,,,,,,,,,,,,,,,,,
