,,,,,,,,,,,,,,,,,,,,,,2375,252,271
,,,,,,,,,,,,,,,,,,,,,,101,1,0
,,,,,,,,,,,,,,,,,,,,,,221,2,1
,,,,,,,,,,,,,,,,,,,,,,13,0,0
,,,,,,,,,,,,,,,,,,,,,,36,0,0
,,,,,,,,,,,,,,,,,,,,,,149,3,0
,,,,,,,,,,,,,,,,,,,,,,225,1,0
,,,,,,,,,,,,,,,,,,,,,,368,4,0
,,,,,,,,,,,,,,,,,,,,,,342,9,0
,,,,,,,,,,,,,,,,,,,,,,335,2,0
,,,,,,,,,,,,,,,,,,,,,,438,3,0
,,,,,,,,,,,,,,,,,,,,,,139,5,0
,,,,,,,,,,,,,,,,,,,,,,166,4,0
,,,,,,,,,,,,,,,,,,,,,,229,1,0
,,,,,,,,,,,,,,,,,,,,,,407,6,0
,,,,,,,,,,,,,,,,,,,,,,412,14,0
,,,,,,,,,,,,,,,,,,,,,,431,6,0
,,,,,,,,,,,,,,,,,,,,,,453,9,0
,,,,,,,,,,,,,,,,,,,,,,528,3,0
,,,,,,,,,,,,,,,,,,,,,,206,8,0
,,,,,,,,,,,,,,,,,,,,,,278,3,0
,,,,,,,,,,,,,,,,,,,,,,464,3,0
,,,,,,,,,,,,,,,,,,,,,,524,4,0
,,,,,,,,,,,,,,,,,,,,,,181,6,0
,,,,,,,,,,,,,,,,,,,,,,281,5,0
,,,,,,,,,,,,,,,,,,,,,,493,5,0
,,,,,,,,,,,,,,,,,,,,,,442,7,0
,,,,,,,,,,,,,,,,,,,,,,456,3,0
,,,,,,,,,,,,,,,,,,,,,,471,3,0
,,,,,,,,,,,,,,,,,,,,,,478,6,0
,,,,,,,,,,,,,,,,,,,,,,547,3,0
,,,,,,,,,,,,,,,,,,,,,,199,5,0
,,,,,,,,,,,,,,,,,,,,,,294,0,0
,,,,,,,,,,,,,,,,,,,,,,487,5,0
,,,,,,,,,,,,,,,,,,,,,,543,6,0
,,,,,,,,,,,,,,,,,,,,,,261,5,0
,,,,,,,,,,,,,,,,,,,,,,334,2,0
,,,,,,,,,,,,,,,,,,,,,,466,9,0
,,,,,,,,,,,,,,,,,,,,,,399,6,0
,,,,,,,,,,,,,,,,,,,,,,404,5,0
,,,,,,,,,,,,,,,,,,,,,,402,2,0
,,,,,,,,,,,,,,,,,,,,,,443,2,0
,,,,,,,,,,,,,,,,,,,,,,494,0,0
,,,,,,,,,,,,,,,,,,,,,,287,4,0
,,,,,,,,,,,,,,,,,,,,,,486,3,0
,,,,,,,,,,,,,,,,,,,,,,449,3,0
,,,,,,,,,,,,,,,,,,,,,,477,4,0
,,,,,,,,,,,,,,,,,,,,,,282,4,0
,,,,,,,,,,,,,,,,,,,,,,409,3,0
,,,,,,,,,,,,,,,,,,,,,,386,3,0
,,,,,,,,,,,,,,,,,,,,,,428,15,0
,,,,,,,,,,,,,,,,,,,,,,268,4,0
,,,,,,,,,,,,,,,,,,,,,,301,1,0
,,,,,,,,,,,,,,,,,,,,,,279,1,0
,,,,,,,,,,,,,,,,,,,,,,194,2,0
,,,,,,,,,,,,,,,,,,,,,,244,5,0
,,,,,,,,,,,,,,,,,,,,,,414,4,0
,,,,,,,,,,,,,,,,,,,,,,437,2,0
,,,,,,,,,,,,,,,,,,,,,,437,2,0
,,,,,,,,,,,,,,,,,,,,,,437,1,0
,,,,,,,,,,,,,,,,,,,,,,500,3,0
,,,,,,,,,,,,,,,,,,,,,,300,4,0
,,,,,,,,,,,,,,,,,,,,,,394,1,0
,,,,,,,,,,,,,,,,,,,,,,296,15,0
,,,,,,,,,,,,,,,,,,,,,,461,10,0
,,,,,,,,,,,,,,,,,,,,,,439,4,0
,,,,,,,,,,,,,,,,,,,,,,476,1,0
,,,,,,,,,,,,,,,,,,,,,,289,6,0
,,,,,,,,,,,,,,,,,,,,,,319,4,0
,,,,,,,,,,,,,,,,,,,,,,409,2,0
,,,,,,,,,,,,,,,,,,,,,,386,2,0
,,,,,,,,,,,,,,,,,,,,,,397,2,0
,,,,,,,,,,,,,,,,,,,,,,465,1,0
,,,,,,,,,,,,,,,,,,,,,,232,8,0
,,,,,,,,,,,,,,,,,,,,,,285,1,0
,,,,,,,,,,,,,,,,,,,,,,395,0,0
,,,,,,,,,,,,,,,,,,,,,,364,3,0
,,,,,,,,,,,,,,,,,,,,,,371,0,0
,,,,,,,,,,,,,,,,,,,,,,430,2,0
,,,,,,,,,,,,,,,,,,,,,,221,1,0
,,,,,,,,,,,,,,,,,,,,,,279,2,0
,,,,,,,,,,,,,,,,,,,,,,406,1,0
,,,,,,,,,,,,,,,,,,,,,,365,2,0
,,,,,,,,,,,,,,,,,,,,,,429,8,0
,,,,,,,,,,,,,,,,,,,,,,259,8,0
,,,,,,,,,,,,,,,,,,,,,,394,0,0
,,,,,,,,,,,,,,,,,,,,,,343,0,0
,,,,,,,,,,,,,,,,,,,,,,431,4,0
,,,,,,,,,,,,,,,,,,,,,,287,3,0
,,,,,,,,,,,,,,,,,,,,,,340,3,0
