BN,MAIZA,FEMALE,,213,PH,DATO' LATIFAH,FEMALE,,51,PN,AHMAD TARMIZI SULAIMAN,MALE,,759,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,80,PH,DATO' LATIFAH,FEMALE,,1,PN,AHMAD TARMIZI SULAIMAN,MALE,,68,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,2,PH,DATO' LATIFAH,FEMALE,,0,PN,AHMAD TARMIZI SULAIMAN,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,119,PH,DATO' LATIFAH,FEMALE,,14,PN,AHMAD TARMIZI SULAIMAN,MALE,,227,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,62,PH,DATO' LATIFAH,FEMALE,,5,PN,AHMAD TARMIZI SULAIMAN,MALE,,309,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,149,PH,DATO' LATIFAH,FEMALE,,13,PN,AHMAD TARMIZI SULAIMAN,MALE,,216,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,136,PH,DATO' LATIFAH,FEMALE,,9,PN,AHMAD TARMIZI SULAIMAN,MALE,,222,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,116,PH,DATO' LATIFAH,FEMALE,,11,PN,AHMAD TARMIZI SULAIMAN,MALE,,321,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,106,PH,DATO' LATIFAH,FEMALE,,9,PN,AHMAD TARMIZI SULAIMAN,MALE,,302,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,113,PH,DATO' LATIFAH,FEMALE,,13,PN,AHMAD TARMIZI SULAIMAN,MALE,,373,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,127,PH,DATO' LATIFAH,FEMALE,,23,PN,AHMAD TARMIZI SULAIMAN,MALE,,198,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,115,PH,DATO' LATIFAH,FEMALE,,14,PN,AHMAD TARMIZI SULAIMAN,MALE,,232,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,121,PH,DATO' LATIFAH,FEMALE,,35,PN,AHMAD TARMIZI SULAIMAN,MALE,,350,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,85,PH,DATO' LATIFAH,FEMALE,,26,PN,AHMAD TARMIZI SULAIMAN,MALE,,362,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,86,PH,DATO' LATIFAH,FEMALE,,21,PN,AHMAD TARMIZI SULAIMAN,MALE,,364,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,83,PH,DATO' LATIFAH,FEMALE,,17,PN,AHMAD TARMIZI SULAIMAN,MALE,,385,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,115,PH,DATO' LATIFAH,FEMALE,,96,PN,AHMAD TARMIZI SULAIMAN,MALE,,139,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,103,PH,DATO' LATIFAH,FEMALE,,97,PN,AHMAD TARMIZI SULAIMAN,MALE,,179,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,76,PH,DATO' LATIFAH,FEMALE,,92,PN,AHMAD TARMIZI SULAIMAN,MALE,,233,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,101,PH,DATO' LATIFAH,FEMALE,,10,PN,AHMAD TARMIZI SULAIMAN,MALE,,285,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,95,PH,DATO' LATIFAH,FEMALE,,15,PN,AHMAD TARMIZI SULAIMAN,MALE,,369,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,71,PH,DATO' LATIFAH,FEMALE,,17,PN,AHMAD TARMIZI SULAIMAN,MALE,,367,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,65,PH,DATO' LATIFAH,FEMALE,,18,PN,AHMAD TARMIZI SULAIMAN,MALE,,415,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,129,PH,DATO' LATIFAH,FEMALE,,18,PN,AHMAD TARMIZI SULAIMAN,MALE,,179,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,194,PH,DATO' LATIFAH,FEMALE,,44,PN,AHMAD TARMIZI SULAIMAN,MALE,,285,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,120,PH,DATO' LATIFAH,FEMALE,,44,PN,AHMAD TARMIZI SULAIMAN,MALE,,342,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,92,PH,DATO' LATIFAH,FEMALE,,49,PN,AHMAD TARMIZI SULAIMAN,MALE,,338,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,100,PH,DATO' LATIFAH,FEMALE,,33,PN,AHMAD TARMIZI SULAIMAN,MALE,,323,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,102,PH,DATO' LATIFAH,FEMALE,,59,PN,AHMAD TARMIZI SULAIMAN,MALE,,329,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,153,PH,DATO' LATIFAH,FEMALE,,6,PN,AHMAD TARMIZI SULAIMAN,MALE,,229,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,163,PH,DATO' LATIFAH,FEMALE,,20,PN,AHMAD TARMIZI SULAIMAN,MALE,,409,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,164,PH,DATO' LATIFAH,FEMALE,,10,PN,AHMAD TARMIZI SULAIMAN,MALE,,438,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,91,PH,DATO' LATIFAH,FEMALE,,10,PN,AHMAD TARMIZI SULAIMAN,MALE,,182,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,84,PH,DATO' LATIFAH,FEMALE,,12,PN,AHMAD TARMIZI SULAIMAN,MALE,,217,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,81,PH,DATO' LATIFAH,FEMALE,,12,PN,AHMAD TARMIZI SULAIMAN,MALE,,255,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,118,PH,DATO' LATIFAH,FEMALE,,27,PN,AHMAD TARMIZI SULAIMAN,MALE,,223,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,73,PH,DATO' LATIFAH,FEMALE,,27,PN,AHMAD TARMIZI SULAIMAN,MALE,,325,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,76,PH,DATO' LATIFAH,FEMALE,,28,PN,AHMAD TARMIZI SULAIMAN,MALE,,322,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,110,PH,DATO' LATIFAH,FEMALE,,31,PN,AHMAD TARMIZI SULAIMAN,MALE,,212,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,74,PH,DATO' LATIFAH,FEMALE,,31,PN,AHMAD TARMIZI SULAIMAN,MALE,,251,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,64,PH,DATO' LATIFAH,FEMALE,,40,PN,AHMAD TARMIZI SULAIMAN,MALE,,304,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,66,PH,DATO' LATIFAH,FEMALE,,67,PN,AHMAD TARMIZI SULAIMAN,MALE,,99,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,57,PH,DATO' LATIFAH,FEMALE,,88,PN,AHMAD TARMIZI SULAIMAN,MALE,,113,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,67,PH,DATO' LATIFAH,FEMALE,,64,PN,AHMAD TARMIZI SULAIMAN,MALE,,178,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,109,PH,DATO' LATIFAH,FEMALE,,18,PN,AHMAD TARMIZI SULAIMAN,MALE,,200,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,56,PH,DATO' LATIFAH,FEMALE,,11,PN,AHMAD TARMIZI SULAIMAN,MALE,,255,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,71,PH,DATO' LATIFAH,FEMALE,,21,PN,AHMAD TARMIZI SULAIMAN,MALE,,261,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,167,PH,DATO' LATIFAH,FEMALE,,12,PN,AHMAD TARMIZI SULAIMAN,MALE,,207,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,140,PH,DATO' LATIFAH,FEMALE,,13,PN,AHMAD TARMIZI SULAIMAN,MALE,,309,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,75,PH,DATO' LATIFAH,FEMALE,,13,PN,AHMAD TARMIZI SULAIMAN,MALE,,335,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,95,PH,DATO' LATIFAH,FEMALE,,20,PN,AHMAD TARMIZI SULAIMAN,MALE,,337,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,131,PH,DATO' LATIFAH,FEMALE,,17,PN,AHMAD TARMIZI SULAIMAN,MALE,,195,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,130,PH,DATO' LATIFAH,FEMALE,,22,PN,AHMAD TARMIZI SULAIMAN,MALE,,233,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,118,PH,DATO' LATIFAH,FEMALE,,31,PN,AHMAD TARMIZI SULAIMAN,MALE,,427,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,88,PH,DATO' LATIFAH,FEMALE,,34,PN,AHMAD TARMIZI SULAIMAN,MALE,,374,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,100,PH,DATO' LATIFAH,FEMALE,,50,PN,AHMAD TARMIZI SULAIMAN,MALE,,447,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,171,PH,DATO' LATIFAH,FEMALE,,65,PN,AHMAD TARMIZI SULAIMAN,MALE,,135,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,173,PH,DATO' LATIFAH,FEMALE,,119,PN,AHMAD TARMIZI SULAIMAN,MALE,,269,,,,,,,,,,,,,,,,,,,,,,,,,
BN,MAIZA,FEMALE,,143,PH,DATO' LATIFAH,FEMALE,,87,PN,AHMAD TARMIZI SULAIMAN,MALE,,314,,,,,,,,,,,,,,,,,,,,,,,,,
