Bil,No. Kod Daerah Mengundi,Nama Pusat Mengundi,Nombor Tempat Mengundi (saluran),Jumlah kertas undi yang patut berada di dalam peti undi (A),Bilangan undian oleh pemilih bagi setiap orang calon yang bertanding(B) DATO' WIRA DR KU ABD RAHMAN BIN KU ISMAIL,Bilangan undian oleh pemilih bagi setiap orang calon yang bertanding(B) AIZUDDIN ARIFFIN,Bilangan undian oleh pemilih bagi setiap orang calon yang bertanding(B) AMIRUDDIN HAMZAH (TOK MET),Bilangan undian oleh pemilih bagi setiap orang calon yang bertanding(B) HASMUNI BIN HASSAN (TOK MUNI),Bilangan undian oleh pemilih bagi setiap orang calon yang bertanding(B) Jumlah undian oleh pemilih,Bilangan kertas undi yang ditolak(C),Jumlah kertas undi yang dikeluarkan kepada pengundi tetapi tidak dimasukkan ke dalam peti undi(D),Nama Daerah Mengundi,Jenis Undi,RAW_DM
30,006/06/05,"SEKOLAH KEBANGSAAN PENGHULU HJ DARUS, WANG TEPUS",1,360,146,31,23,154,354,6,0,WANG TEPUS ,UNDI BIASA,WANG TEPUS 006/06/05
30,006/06/05,"SEKOLAH KEBANGSAAN PENGHULU HJ DARUS, WANG TEPUS",2,495,317,38,25,114,494,1,0,WANG TEPUS ,UNDI BIASA,WANG TEPUS 006/06/05
30,006/06/05,"SEKOLAH KEBANGSAAN PENGHULU HJ DARUS, WANG TEPUS",3,522,341,35,18,124,518,4,0,WANG TEPUS ,UNDI BIASA,WANG TEPUS 006/06/05
31,006/06/06,"SEKOLAH KEBANGSAAN JITRA, JITRA",1,326,79,157,23,63,322,4,0,TAMAN JITRA JAYA ,UNDI BIASA,TAMAN JITRA JAYA 006/06/06
31,006/06/06,"SEKOLAH KEBANGSAAN JITRA, JITRA",2,366,96,200,23,46,365,1,0,TAMAN JITRA JAYA ,UNDI BIASA,TAMAN JITRA JAYA 006/06/06
31,006/06/06,"SEKOLAH KEBANGSAAN JITRA, JITRA",3,470,182,212,36,38,468,2,0,TAMAN JITRA JAYA ,UNDI BIASA,TAMAN JITRA JAYA 006/06/06
31,006/06/06,"SEKOLAH KEBANGSAAN JITRA, JITRA",4,464,174,237,16,35,462,0,2,TAMAN JITRA JAYA ,UNDI BIASA,TAMAN JITRA JAYA 006/06/06
32,006/06/07,"SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA, JITRA",1,335,125,89,32,81,327,8,0,TAMAN RASA SAYANG ,UNDI BIASA,TAMAN RASA SAYANG 006/06/07
32,006/06/07,"SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA, JITRA",2,333,119,135,28,47,329,4,0,TAMAN RASA SAYANG ,UNDI BIASA,TAMAN RASA SAYANG 006/06/07
32,006/06/07,"SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA, JITRA",3,382,186,120,26,49,381,1,0,TAMAN RASA SAYANG ,UNDI BIASA,TAMAN RASA SAYANG 006/06/07
32,006/06/07,"SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA, JITRA",4,382,185,157,5,34,381,1,0,TAMAN RASA SAYANG ,UNDI BIASA,TAMAN RASA SAYANG 006/06/07
33,006/06/08,"SEKOLAH KEBANGSAAN SULTAN AHMAD TAJUDDIN, JITRA",1,300,95,98,31,72,296,4,0,TAMAN PASU ,UNDI BIASA,TAMAN PASU 006/06/08
33,006/06/08,"SEKOLAH KEBANGSAAN SULTAN AHMAD TAJUDDIN, JITRA",2,355,116,113,38,85,352,3,0,TAMAN PASU ,UNDI BIASA,TAMAN PASU 006/06/08
33,006/06/08,"SEKOLAH KEBANGSAAN SULTAN AHMAD TAJUDDIN, JITRA",3,433,173,152,34,70,429,4,0,TAMAN PASU ,UNDI BIASA,TAMAN PASU 006/06/08
33,006/06/08,"SEKOLAH KEBANGSAAN SULTAN AHMAD TAJUDDIN, JITRA",4,413,195,109,48,61,413,0,0,TAMAN PASU ,UNDI BIASA,TAMAN PASU 006/06/08
33,006/06/08,"SEKOLAH KEBANGSAAN SULTAN AHMAD TAJUDDIN, JITRA",5,420,230,100,34,56,420,0,0,TAMAN PASU ,UNDI BIASA,TAMAN PASU 006/06/08
33,006/06/08,"SEKOLAH KEBANGSAAN SULTAN AHMAD TAJUDDIN, JITRA",6,441,214,156,29,41,440,1,0,TAMAN PASU ,UNDI BIASA,TAMAN PASU 006/06/08
33,006/06/08,"SEKOLAH KEBANGSAAN SULTAN AHMAD TAJUDDIN, JITRA",7,513,274,162,36,39,511,2,0,TAMAN PASU ,UNDI BIASA,TAMAN PASU 006/06/08
34,006/06/09,"SEKOLAH KEBANGSAAN JITRA 3, JITRA",1,295,95,62,39,85,281,14,0,KAMPUNG TELOK NIBONG  ,UNDI BIASA,KAMPUNG TELOK NIBONG  006/06/09
34,006/06/09,"SEKOLAH KEBANGSAAN JITRA 3, JITRA",2,377,183,80,54,57,374,3,0,KAMPUNG TELOK NIBONG  ,UNDI BIASA,KAMPUNG TELOK NIBONG  006/06/09
34,006/06/09,"SEKOLAH KEBANGSAAN JITRA 3, JITRA",3,564,281,126,48,104,559,5,0,KAMPUNG TELOK NIBONG  ,UNDI BIASA,KAMPUNG TELOK NIBONG  006/06/09
34,006/06/09,"SEKOLAH KEBANGSAAN JITRA 3, JITRA",4,489,277,114,41,55,487,2,0,KAMPUNG TELOK NIBONG  ,UNDI BIASA,KAMPUNG TELOK NIBONG  006/06/09
34,006/06/09,"SEKOLAH KEBANGSAAN JITRA 3, JITRA",5,503,297,125,36,44,502,1,0,KAMPUNG TELOK NIBONG  ,UNDI BIASA,KAMPUNG TELOK NIBONG  006/06/09
34,006/06/09,"SEKOLAH KEBANGSAAN JITRA 3, JITRA",6,544,294,174,34,41,543,1,0,KAMPUNG TELOK NIBONG  ,UNDI BIASA,KAMPUNG TELOK NIBONG  006/06/09
34,006/06/09,"SEKOLAH KEBANGSAAN JITRA 3, JITRA",7,596,356,154,34,45,589,7,0,KAMPUNG TELOK NIBONG  ,UNDI BIASA,KAMPUNG TELOK NIBONG  006/06/09
35,006/06/10,"SEKOLAH MENENGAH KEBANGSAAN PAYA KEMUNTING, JITRA",1,315,116,86,26,81,309,6,0,KAMPUNG BATU 13 ,UNDI BIASA,KAMPUNG BATU 13 006/06/10
35,006/06/10,"SEKOLAH MENENGAH KEBANGSAAN PAYA KEMUNTING, JITRA",2,433,198,142,29,62,431,2,0,KAMPUNG BATU 13 ,UNDI BIASA,KAMPUNG BATU 13 006/06/10
35,006/06/10,"SEKOLAH MENENGAH KEBANGSAAN PAYA KEMUNTING, JITRA",3,473,218,187,23,43,471,2,0,KAMPUNG BATU 13 ,UNDI BIASA,KAMPUNG BATU 13 006/06/10
36,006/06/11,"SEKOLAH MENENGAH KEBANGSAAN JITRA, JITRA",1,328,78,149,20,78,325,3,0,TAMAN JITRA ,UNDI BIASA,TAMAN JITRA 006/06/11
36,006/06/11,"SEKOLAH MENENGAH KEBANGSAAN JITRA, JITRA",2,349,94,181,25,48,348,1,0,TAMAN JITRA ,UNDI BIASA,TAMAN JITRA 006/06/11
36,006/06/11,"SEKOLAH MENENGAH KEBANGSAAN JITRA, JITRA",3,443,162,185,36,58,441,2,0,TAMAN JITRA ,UNDI BIASA,TAMAN JITRA 006/06/11
36,006/06/11,"SEKOLAH MENENGAH KEBANGSAAN JITRA, JITRA",4,412,157,202,26,24,409,3,0,TAMAN JITRA ,UNDI BIASA,TAMAN JITRA 006/06/11
36,006/06/11,"SEKOLAH MENENGAH KEBANGSAAN JITRA, JITRA",5,457,167,242,12,34,455,2,0,TAMAN JITRA ,UNDI BIASA,TAMAN JITRA 006/06/11
37,006/06/12,"SEKOLAH KEBANGSAAN BANDAR BARU DARULAMAN, JITRA",1,325,111,100,19,87,317,8,0,PANTAI HALBAN ,UNDI BIASA,PANTAI HALBAN 006/06/12
37,006/06/12,"SEKOLAH KEBANGSAAN BANDAR BARU DARULAMAN, JITRA",2,376,139,135,34,67,375,1,0,PANTAI HALBAN ,UNDI BIASA,PANTAI HALBAN 006/06/12
37,006/06/12,"SEKOLAH KEBANGSAAN BANDAR BARU DARULAMAN, JITRA",3,512,204,187,55,65,511,1,0,PANTAI HALBAN ,UNDI BIASA,PANTAI HALBAN 006/06/12
37,006/06/12,"SEKOLAH KEBANGSAAN BANDAR BARU DARULAMAN, JITRA",4,448,179,168,34,63,444,4,0,PANTAI HALBAN ,UNDI BIASA,PANTAI HALBAN 006/06/12
37,006/06/12,"SEKOLAH KEBANGSAAN BANDAR BARU DARULAMAN, JITRA",5,416,203,154,21,38,416,0,0,PANTAI HALBAN ,UNDI BIASA,PANTAI HALBAN 006/06/12
37,006/06/12,"SEKOLAH KEBANGSAAN BANDAR BARU DARULAMAN, JITRA",6,428,196,159,26,47,428,0,0,PANTAI HALBAN ,UNDI BIASA,PANTAI HALBAN 006/06/12
37,006/06/12,"SEKOLAH KEBANGSAAN BANDAR BARU DARULAMAN, JITRA",7,455,215,179,26,32,452,3,0,PANTAI HALBAN ,UNDI BIASA,PANTAI HALBAN 006/06/12
37,006/06/12,"SEKOLAH KEBANGSAAN BANDAR BARU DARULAMAN, JITRA",8,495,234,195,30,35,494,1,0,PANTAI HALBAN ,UNDI BIASA,PANTAI HALBAN 006/06/12
37,006/06/12,"SEKOLAH KEBANGSAAN BANDAR BARU DARULAMAN, JITRA",9,601,297,198,47,57,599,2,0,PANTAI HALBAN ,UNDI BIASA,PANTAI HALBAN 006/06/12
38,006/06/13,"SEKOLAH KEBANGSAAN JITRA 2, JITRA",1,317,99,122,25,70,316,1,0,KAMPUNG TOK KESOP ,UNDI BIASA,KAMPUNG TOK KESOP 006/06/13
38,006/06/13,"SEKOLAH KEBANGSAAN JITRA 2, JITRA",2,366,150,125,30,57,362,4,0,KAMPUNG TOK KESOP ,UNDI BIASA,KAMPUNG TOK KESOP 006/06/13
38,006/06/13,"SEKOLAH KEBANGSAAN JITRA 2, JITRA",3,329,188,74,29,36,327,2,0,KAMPUNG TOK KESOP ,UNDI BIASA,KAMPUNG TOK KESOP 006/06/13
38,006/06/13,"SEKOLAH KEBANGSAAN JITRA 2, JITRA",4,377,259,62,21,31,373,4,0,KAMPUNG TOK KESOP ,UNDI BIASA,KAMPUNG TOK KESOP 006/06/13
39,006/06/14,"SEKOLAH MENENGAH KEBANGSAAN TANJUNG PAUH, JITRA",1,311,131,88,15,72,306,5,0,TANAH MERAH ,UNDI BIASA,TANAH MERAH 006/06/14
39,006/06/14,"SEKOLAH MENENGAH KEBANGSAAN TANJUNG PAUH, JITRA",2,383,190,83,29,78,380,3,0,TANAH MERAH ,UNDI BIASA,TANAH MERAH 006/06/14
39,006/06/14,"SEKOLAH MENENGAH KEBANGSAAN TANJUNG PAUH, JITRA",3,547,315,131,24,74,544,3,0,TANAH MERAH ,UNDI BIASA,TANAH MERAH 006/06/14
39,006/06/14,"SEKOLAH MENENGAH KEBANGSAAN TANJUNG PAUH, JITRA",4,473,303,94,19,56,472,1,0,TANAH MERAH ,UNDI BIASA,TANAH MERAH 006/06/14
39,006/06/14,"SEKOLAH MENENGAH KEBANGSAAN TANJUNG PAUH, JITRA",5,480,321,86,26,47,480,0,0,TANAH MERAH ,UNDI BIASA,TANAH MERAH 006/06/14
39,006/06/14,"SEKOLAH MENENGAH KEBANGSAAN TANJUNG PAUH, JITRA",6,560,398,98,12,48,556,4,0,TANAH MERAH ,UNDI BIASA,TANAH MERAH 006/06/14
40,006/06/15,"SEKOLAH KEBANGSAAN TELOK MALEK, JITRA",1,368,195,24,17,125,361,7,0,"KAMPUNG TELOK MALIK
",UNDI BIASA,"KAMPUNG TELOK MALIK
006/06/15"
40,006/06/15,"SEKOLAH KEBANGSAAN TELOK MALEK, JITRA",2,401,273,26,31,71,401,0,0,"KAMPUNG TELOK MALIK
",UNDI BIASA,"KAMPUNG TELOK MALIK
006/06/15"
40,006/06/15,"SEKOLAH KEBANGSAAN TELOK MALEK, JITRA",3,370,267,16,23,63,369,1,0,"KAMPUNG TELOK MALIK
",UNDI BIASA,"KAMPUNG TELOK MALIK
006/06/15"
40,006/06/15,"SEKOLAH KEBANGSAAN TELOK MALEK, JITRA",4,448,332,39,10,66,447,1,0,"KAMPUNG TELOK MALIK
",UNDI BIASA,"KAMPUNG TELOK MALIK
006/06/15"
41,006/06/16,"SEKOLAH KEBANGSAAN PADANG PEKAN, JITRA",1,371,215,20,25,109,369,2,0,KAMPUNG NAGA ,UNDI BIASA,KAMPUNG NAGA 006/06/16
41,006/06/16,"SEKOLAH KEBANGSAAN PADANG PEKAN, JITRA",2,390,229,21,39,98,387,3,0,KAMPUNG NAGA ,UNDI BIASA,KAMPUNG NAGA 006/06/16
41,006/06/16,"SEKOLAH KEBANGSAAN PADANG PEKAN, JITRA",3,465,330,29,36,69,464,1,0,KAMPUNG NAGA ,UNDI BIASA,KAMPUNG NAGA 006/06/16
41,006/06/16,"SEKOLAH KEBANGSAAN PADANG PEKAN, JITRA",4,478,371,22,22,62,477,1,0,KAMPUNG NAGA ,UNDI BIASA,KAMPUNG NAGA 006/06/16
41,006/06/16,"SEKOLAH KEBANGSAAN PADANG PEKAN, JITRA",5,553,430,48,23,51,552,1,0,KAMPUNG NAGA ,UNDI BIASA,KAMPUNG NAGA 006/06/16
42,006/06/17,"SEKOLAH MENENGAH SULTAN ABDUL HALIM, JITRA",1,362,207,44,21,88,360,2,0,LUBUK KAWAH ,UNDI BIASA,LUBUK KAWAH 006/06/17
42,006/06/17,"SEKOLAH MENENGAH SULTAN ABDUL HALIM, JITRA",2,416,289,40,18,63,410,6,0,LUBUK KAWAH ,UNDI BIASA,LUBUK KAWAH 006/06/17
42,006/06/17,"SEKOLAH MENENGAH SULTAN ABDUL HALIM, JITRA",3,388,258,67,15,47,387,1,0,LUBUK KAWAH ,UNDI BIASA,LUBUK KAWAH 006/06/17
42,006/06/17,"SEKOLAH MENENGAH SULTAN ABDUL HALIM, JITRA",4,472,297,113,18,44,472,0,0,LUBUK KAWAH ,UNDI BIASA,LUBUK KAWAH 006/06/17
43,006/06/18,"SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU DARULAMAN, JITRA",1,312,120,85,21,76,302,10,0,TAMAN MAHSURI ,UNDI BIASA,TAMAN MAHSURI 006/06/18
43,006/06/18,"SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU DARULAMAN, JITRA",2,388,184,100,30,73,387,1,0,TAMAN MAHSURI ,UNDI BIASA,TAMAN MAHSURI 006/06/18
43,006/06/18,"SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU DARULAMAN, JITRA",3,446,190,149,41,64,444,2,0,TAMAN MAHSURI ,UNDI BIASA,TAMAN MAHSURI 006/06/18
43,006/06/18,"SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU DARULAMAN, JITRA",4,421,269,94,20,38,421,0,0,TAMAN MAHSURI ,UNDI BIASA,TAMAN MAHSURI 006/06/18
43,006/06/18,"SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU DARULAMAN, JITRA",5,407,261,92,16,34,403,4,0,TAMAN MAHSURI ,UNDI BIASA,TAMAN MAHSURI 006/06/18
43,006/06/18,"SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU DARULAMAN, JITRA",6,449,249,112,24,51,436,13,0,TAMAN MAHSURI ,UNDI BIASA,TAMAN MAHSURI 006/06/18
43,006/06/18,"SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU DARULAMAN, JITRA",7,492,277,139,13,63,492,0,0,TAMAN MAHSURI ,UNDI BIASA,TAMAN MAHSURI 006/06/18
44,006/06/19,"SEKOLAH MENENGAH KEBANGSAAN TUNKU ANUM TUNKU ABDUL RAHMAN, JITRA",1,348,167,47,24,103,341,7,0,ALOR RAMBAI ,UNDI BIASA,ALOR RAMBAI 006/06/19
44,006/06/19,"SEKOLAH MENENGAH KEBANGSAAN TUNKU ANUM TUNKU ABDUL RAHMAN, JITRA",2,417,249,59,41,66,415,2,0,ALOR RAMBAI ,UNDI BIASA,ALOR RAMBAI 006/06/19
44,006/06/19,"SEKOLAH MENENGAH KEBANGSAAN TUNKU ANUM TUNKU ABDUL RAHMAN, JITRA",3,366,254,54,16,41,365,1,0,ALOR RAMBAI ,UNDI BIASA,ALOR RAMBAI 006/06/19
44,006/06/19,"SEKOLAH MENENGAH KEBANGSAAN TUNKU ANUM TUNKU ABDUL RAHMAN, JITRA",4,420,295,81,12,31,419,0,1,ALOR RAMBAI ,UNDI BIASA,ALOR RAMBAI 006/06/19
45,006/06/20,"SEKOLAH KEBANGSAAN SERI BANAI, JITRA",1,343,166,46,22,105,339,4,0,LUBOK BATU ,UNDI BIASA,LUBOK BATU 006/06/20
45,006/06/20,"SEKOLAH KEBANGSAAN SERI BANAI, JITRA",2,396,203,51,25,116,395,1,0,LUBOK BATU ,UNDI BIASA,LUBOK BATU 006/06/20
45,006/06/20,"SEKOLAH KEBANGSAAN SERI BANAI, JITRA",3,581,332,106,51,85,574,7,0,LUBOK BATU ,UNDI BIASA,LUBOK BATU 006/06/20
45,006/06/20,"SEKOLAH KEBANGSAAN SERI BANAI, JITRA",4,528,359,72,41,56,528,0,0,LUBOK BATU ,UNDI BIASA,LUBOK BATU 006/06/20
45,006/06/20,"SEKOLAH KEBANGSAAN SERI BANAI, JITRA",5,478,300,107,26,45,478,0,0,LUBOK BATU ,UNDI BIASA,LUBOK BATU 006/06/20
45,006/06/20,"SEKOLAH KEBANGSAAN SERI BANAI, JITRA",6,505,285,147,21,52,505,0,0,LUBOK BATU ,UNDI BIASA,LUBOK BATU 006/06/20
45,006/06/20,"SEKOLAH KEBANGSAAN SERI BANAI, JITRA",7,599,358,150,30,58,596,3,0,LUBOK BATU ,UNDI BIASA,LUBOK BATU 006/06/20
45,006/06/20,"SEKOLAH KEBANGSAAN SERI BANAI, JITRA",8,626,419,124,37,43,623,3,0,LUBOK BATU ,UNDI BIASA,LUBOK BATU 006/06/20
46,006/06/21,"SEKOLAH KEBANGSAAN BUKIT TINGGI, KEPALA BATAS",1,341,134,46,37,124,341,0,0,BUKIT TINGGI ,UNDI BIASA,BUKIT TINGGI 006/06/21
46,006/06/21,"SEKOLAH KEBANGSAAN BUKIT TINGGI, KEPALA BATAS",2,460,278,53,46,79,456,4,0,BUKIT TINGGI ,UNDI BIASA,BUKIT TINGGI 006/06/21
46,006/06/21,"SEKOLAH KEBANGSAAN BUKIT TINGGI, KEPALA BATAS",3,432,279,61,23,68,431,1,0,BUKIT TINGGI ,UNDI BIASA,BUKIT TINGGI 006/06/21
46,006/06/21,"SEKOLAH KEBANGSAAN BUKIT TINGGI, KEPALA BATAS",4,480,333,69,31,46,479,1,0,BUKIT TINGGI ,UNDI BIASA,BUKIT TINGGI 006/06/21
47,006/06/22,"SEKOLAH KEBANGSAAN KEPALA BATAS, KEPALA BATAS",1,322,128,69,26,92,315,7,0,KEPALA BATAS ,UNDI BIASA,KEPALA BATAS 006/06/22
47,006/06/22,"SEKOLAH KEBANGSAAN KEPALA BATAS, KEPALA BATAS",2,360,202,67,32,56,357,3,0,KEPALA BATAS ,UNDI BIASA,KEPALA BATAS 006/06/22
47,006/06/22,"SEKOLAH KEBANGSAAN KEPALA BATAS, KEPALA BATAS",3,419,291,61,21,43,416,3,0,KEPALA BATAS ,UNDI BIASA,KEPALA BATAS 006/06/22
47,006/06/22,"SEKOLAH KEBANGSAAN KEPALA BATAS, KEPALA BATAS",4,466,357,53,25,31,466,0,0,KEPALA BATAS ,UNDI BIASA,KEPALA BATAS 006/06/22
,,,,,,,,,,,,,,
JUMLAH,JUMLAH,JUMLAH,200,84486,47584,16000,5329,14489,83402,837,247,END,END,END
