id,kno,sid,pid,t,pb
00100,P.001,09,00100,PADANG BESAR,0
00200,P.002,09,00200,KANGAR,0
00300,P.003,09,00300,ARAU,0
00400,P.004,02,00400,LANGKAWI,0
00500,P.005,02,00500,JERLUN,0
00600,P.006,02,00600,KUBANG PASU,0
00700,P.007,02,00700,PADANG TERAP,0
00800,P.008,02,00800,POKOK SENA,0
00900,P.009,02,00900,ALOR SETAR,0
01000,P.010,02,01000,KUALA KEDAH,0
01100,P.011,02,01100,PENDANG,0
01200,P.012,02,01200,JERAI,0
01300,P.013,02,01300,SIK,0
01400,P.014,02,01400,MERBOK,0
01500,P.015,02,01500,SUNGAI PETANI,0
01600,P.016,02,01600,BALING,0
01700,P.017,02,01700,PADANG SERAI,0
01800,P.018,02,01800,KULIM-BANDAR BAHARU,0
01900,P.019,03,01900,TUMPAT,0
02000,P.020,03,02000,PENGKALAN CHEPA,0
02100,P.021,03,02100,KOTA BHARU,0
02200,P.022,03,02200,PASIR MAS,0
02300,P.023,03,02300,RANTAU PANJANG,0
02400,P.024,03,02400,KUBANG KERIAN,0
02500,P.025,03,02500,BACHOK,0
02600,P.026,03,02600,KETEREH,0
02700,P.027,03,02700,TANAH MERAH,0
02800,P.028,03,02800,PASIR PUTEH,0
02900,P.029,03,02900,MACHANG,0
03000,P.030,03,03000,JELI,0
03100,P.031,03,03100,KUALA KRAI,0
03200,P.032,03,03200,GUA MUSANG,0
03300,P.033,11,03300,BESUT,0
03400,P.034,11,03400,SETIU,0
03500,P.035,11,03500,KUALA NERUS,0
03600,P.036,11,03600,KUALA TERENGGANU,0
03700,P.037,11,03700,MARANG,0
03800,P.038,11,03800,HULU TERENGGANU,0
03900,P.039,11,03900,DUNGUN,0
04000,P.040,11,04000,KEMAMAN,0
04100,P.041,07,04100,KEPALA BATAS,0
04200,P.042,07,04200,TASEK GELUGOR,0
04300,P.043,07,04300,BAGAN,0
04400,P.044,07,04400,PERMATANG PAUH,0
04500,P.045,07,04500,BUKIT MERTAJAM,0
04600,P.046,07,04600,BATU KAWAN,0
04700,P.047,07,04700,NIBONG TEBAL,0
04800,P.048,07,04800,BUKIT BENDERA,0
04900,P.049,07,04900,TANJONG,0
05000,P.050,07,05000,JELUTONG,0
05100,P.051,07,05100,BUKIT GELUGOR,0
05200,P.052,07,05200,BAYAN BARU,0
05300,P.053,07,05300,BALIK PULAU,0
05400,P.054,08,05400,GERIK,0
05500,P.055,08,05500,LENGGONG,0
05600,P.056,08,05600,LARUT,0
05700,P.057,08,05700,PARIT BUNTAR,0
05800,P.058,08,05800,BAGAN SERAI,0
05900,P.059,08,05900,BUKIT GANTANG,0
06000,P.060,08,06000,TAIPING,0
06100,P.061,08,06100,PADANG RENGAS,0
06200,P.062,08,06200,SUNGAI SIPUT,0
06300,P.063,08,06300,TAMBUN,0
06400,P.064,08,06400,IPOH TIMOR,0
06500,P.065,08,06500,IPOH BARAT,0
06600,P.066,08,06600,BATU GAJAH,0
06700,P.067,08,06700,KUALA KANGSAR,0
06800,P.068,08,06800,BERUAS,0
06900,P.069,08,06900,PARIT,0
07000,P.070,08,07000,KAMPAR,0
07100,P.071,08,07100,GOPENG,0
07200,P.072,08,07200,TAPAH,0
07300,P.073,08,07300,PASIR SALAK,0
07400,P.074,08,07400,LUMUT,0
07500,P.075,08,07500,BAGAN DATUK,0
07600,P.076,08,07600,TELUK INTAN,0
07700,P.077,08,07700,TANJONG MALIM,0
07800,P.078,06,07800,CAMERON HIGHLANDS,0
07900,P.079,06,07900,LIPIS,0
08000,P.080,06,08000,RAUB,0
08100,P.081,06,08100,JERANTUT,0
08200,P.082,06,08200,INDERA MAHKOTA,0
08300,P.083,06,08300,KUANTAN,0
08400,P.084,06,08400,PAYA BESAR,0
08500,P.085,06,08500,PEKAN,0
08600,P.086,06,08600,MARAN,0
08700,P.087,06,08700,KUALA KRAU,0
08800,P.088,06,08800,TEMERLOH,0
08900,P.089,06,08900,BENTONG,0
09000,P.090,06,09000,BERA,0
09100,P.091,06,09100,ROMPIN,0
09200,P.092,10,09200,SABAK BERNAM,0
09300,P.093,10,09300,SUNGAI BESAR,0
09400,P.094,10,09400,HULU SELANGOR,0
09500,P.095,10,09500,TANJONG KARANG,0
09600,P.096,10,09600,KUALA SELANGOR,0
09700,P.097,10,09700,SELAYANG,0
09800,P.098,10,09800,GOMBAK,0
09900,P.099,10,09900,AMPANG,0
10000,P.100,10,10000,PANDAN,0
10100,P.101,10,10100,HULU LANGAT,0
10200,P.102,10,10200,BANGI,0
10300,P.103,10,10300,PUCHONG,0
10400,P.104,10,10400,SUBANG,0
10500,P.105,10,10500,PETALING JAYA,0
10600,P.106,10,10600,DAMANSARA,0
10700,P.107,10,10700,SUNGAI BULOH,0
10800,P.108,10,10800,SHAH ALAM,0
10900,P.109,10,10900,KAPAR,0
11000,P.110,10,11000,KLANG,0
11100,P.111,10,11100,KOTA RAJA,0
11200,P.112,10,11200,KUALA LANGAT,0
11300,P.113,10,11300,SEPANG,0
11400,P.114,14,11400,KEPONG,0
11500,P.115,14,11500,BATU,0
11600,P.116,14,11600,WANGSA MAJU,0
11700,P.117,14,11700,SEGAMBUT,0
11800,P.118,14,11800,SETIAWANGSA,0
11900,P.119,14,11900,TITIWANGSA,0
12000,P.120,14,12000,BUKIT BINTANG,0
12100,P.121,14,12100,LEMBAH PANTAI,0
12200,P.122,14,12200,SEPUTEH,0
12300,P.123,14,12300,CHERAS,0
12400,P.124,14,12400,BANDAR TUN RAZAK,0
12500,P.125,16,12500,PUTRAJAYA,0
12600,P.126,05,12600,JELEBU,0
12700,P.127,05,12700,JEMPOL,0
12800,P.128,05,12800,SEREMBAN,0
12900,P.129,05,12900,KUALA PILAH,0
13000,P.130,05,13000,RASAH,0
13100,P.131,05,13100,REMBAU,0
13200,P.132,05,13200,PORT DICKSON,0
13300,P.133,05,13300,TAMPIN,0
13400,P.134,04,13400,MASJID TANAH,0
13500,P.135,04,13500,ALOR GAJAH,0
13600,P.136,04,13600,TANGGA BATU,0
13700,P.137,04,13700,HANG TUAH JAYA,0
13800,P.138,04,13800,KOTA MELAKA,0
13900,P.139,04,13900,JASIN,0
14000,P.140,01,14000,SEGAMAT,0
14100,P.141,01,14100,SEKIJANG,0
14200,P.142,01,14200,LABIS,0
14300,P.143,01,14300,PAGOH,0
14400,P.144,01,14400,LEDANG,0
14500,P.145,01,14500,BAKRI,0
14600,P.146,01,14600,MUAR,0
14700,P.147,01,14700,PARIT SULONG,0
14800,P.148,01,14800,AYER HITAM,0
14900,P.149,01,14900,SRI GADING,0
15000,P.150,01,15000,BATU PAHAT,0
15100,P.151,01,15100,SIMPANG RENGGAM,0
15200,P.152,01,15200,KLUANG,0
15300,P.153,01,15300,SEMBRONG,0
15400,P.154,01,15400,MERSING,0
15500,P.155,01,15500,TENGGARA,0
15600,P.156,01,15600,KOTA TINGGI,0
15700,P.157,01,15700,PENGERANG,0
15800,P.158,01,15800,TEBRAU,0
15900,P.159,01,15900,PASIR GUDANG,0
16000,P.160,01,16000,JOHOR BAHRU,0
16100,P.161,01,16100,PULAI,0
16200,P.162,01,16200,ISKANDAR PUTERI,0
16300,P.163,01,16300,KULAI,0
16400,P.164,01,16400,PONTIAN,0
16500,P.165,01,16500,TANJUNG PIAI,0
16600,P.166,15,16600,LABUAN,0
16700,P.167,12,16700,KUDAT,0
16800,P.168,12,16800,KOTA MARUDU,0
16900,P.169,12,16900,KOTA BELUD,0
17000,P.170,12,17000,TUARAN,0
17100,P.171,12,17100,SEPANGGAR,0
17200,P.172,12,17200,KOTA KINABALU,0
17300,P.173,12,17300,PUTATAN,0
17400,P.174,12,17400,PENAMPANG,0
17500,P.175,12,17500,PAPAR,0
17600,P.176,12,17600,KIMANIS,0
17700,P.177,12,17700,BEAUFORT,0
17800,P.178,12,17800,SIPITANG,0
17900,P.179,12,17900,RANAU,0
18000,P.180,12,18000,KENINGAU,0
18100,P.181,12,18100,TENOM,0
18200,P.182,12,18200,PENSIANGAN,0
18300,P.183,12,18300,BELURAN,0
18400,P.184,12,18400,LIBARAN,0
18500,P.185,12,18500,BATU SAPI,0
18600,P.186,12,18600,SANDAKAN,0
18700,P.187,12,18700,KINABATANGAN,0
18800,P.188,12,18800,LAHAD DATU,0
18900,P.189,12,18900,SEMPORNA,0
19000,P.190,12,19000,TAWAU,0
19100,P.191,12,19100,KALABAKAN,0
19200,P.192,13,19200,MAS GADING,0
19300,P.193,13,19300,SANTUBONG,0
19400,P.194,13,19400,PETRA JAYA,0
19500,P.195,13,19500,BANDAR KUCHING,0
19600,P.196,13,19600,STAMPIN,0
19700,P.197,13,19700,KOTA SAMARAHAN,0
19800,P.198,13,19800,PUNCAK BORNEO,0
19900,P.199,13,19900,SERIAN,0
20000,P.200,13,20000,BATANG SADONG,0
20100,P.201,13,20100,BATANG LUPAR,0
20200,P.202,13,20200,SRI AMAN,0
20300,P.203,13,20300,LUBOK ANTU,0
20400,P.204,13,20400,BETONG,0
20500,P.205,13,20500,SARATOK,0
20600,P.206,13,20600,TANJONG MANIS,0
20700,P.207,13,20700,IGAN,0
20800,P.208,13,20800,SARIKEI,0
20900,P.209,13,20900,JULAU,0
21000,P.210,13,21000,KANOWIT,0
21100,P.211,13,21100,LANANG,0
21200,P.212,13,21200,SIBU,0
21300,P.213,13,21300,MUKAH,0
21400,P.214,13,21400,SELANGAU,0
21500,P.215,13,21500,KAPIT,0
21600,P.216,13,21600,HULU RAJANG,0
21700,P.217,13,21700,BINTULU,0
21800,P.218,13,21800,SIBUTI,0
21900,P.219,13,21900,MIRI,0
22000,P.220,13,22000,BARAM,0
22100,P.221,13,22100,LIMBANG,0
22200,P.222,13,22200,LAWAS,0
