BN,MAHDZIR BIN KHALID,MALE,,332,PH,MUAZ ABDULLAH,MALE,,53,PN,USTAZ NURUL AMIN,MALE,,742,PEJUANG,RAZALI BIN LEBAI SALLEH,MALE,,8,,,,,,,,,,,,,,,,,,,,
BN,MAHDZIR BIN KHALID,MALE,,109,PH,MUAZ ABDULLAH,MALE,,7,PN,USTAZ NURUL AMIN,MALE,,57,PEJUANG,RAZALI BIN LEBAI SALLEH,MALE,,0,,,,,,,,,,,,,,,,,,,,
BN,MAHDZIR BIN KHALID,MALE,,12,PH,MUAZ ABDULLAH,MALE,,0,PN,USTAZ NURUL AMIN,MALE,,6,PEJUANG,RAZALI BIN LEBAI SALLEH,MALE,,0,,,,,,,,,,,,,,,,,,,,
BN,MAHDZIR BIN KHALID,MALE,,194,PH,MUAZ ABDULLAH,MALE,,22,PN,USTAZ NURUL AMIN,MALE,,158,PEJUANG,RAZALI BIN LEBAI SALLEH,MALE,,3,,,,,,,,,,,,,,,,,,,,
BN,MAHDZIR BIN KHALID,MALE,,127,PH,MUAZ ABDULLAH,MALE,,13,PN,USTAZ NURUL AMIN,MALE,,195,PEJUANG,RAZALI BIN LEBAI SALLEH,MALE,,3,,,,,,,,,,,,,,,,,,,,
BN,MAHDZIR BIN KHALID,MALE,,130,PH,MUAZ ABDULLAH,MALE,,8,PN,USTAZ NURUL AMIN,MALE,,292,PEJUANG,RAZALI BIN LEBAI SALLEH,MALE,,2,,,,,,,,,,,,,,,,,,,,
BN,MAHDZIR BIN KHALID,MALE,,176,PH,MUAZ ABDULLAH,MALE,,20,PN,USTAZ NURUL AMIN,MALE,,182,PEJUANG,RAZALI BIN LEBAI SALLEH,MALE,,5,,,,,,,,,,,,,,,,,,,,
BN,MAHDZIR BIN KHALID,MALE,,121,PH,MUAZ ABDULLAH,MALE,,9,PN,USTAZ NURUL AMIN,MALE,,221,PEJUANG,RAZALI BIN LEBAI SALLEH,MALE,,1,,,,,,,,,,,,,,,,,,,,
BN,MAHDZIR BIN KHALID,MALE,,146,PH,MUAZ ABDULLAH,MALE,,16,PN,USTAZ NURUL AMIN,MALE,,295,PEJUANG,RAZALI BIN LEBAI SALLEH,MALE,,0,,,,,,,,,,,,,,,,,,,,
BN,MAHDZIR BIN KHALID,MALE,,132,PH,MUAZ ABDULLAH,MALE,,13,PN,USTAZ NURUL AMIN,MALE,,159,PEJUANG,RAZALI BIN LEBAI SALLEH,MALE,,6,,,,,,,,,,,,,,,,,,,,
BN,MAHDZIR BIN KHALID,MALE,,79,PH,MUAZ ABDULLAH,MALE,,18,PN,USTAZ NURUL AMIN,MALE,,196,PEJUANG,RAZALI BIN LEBAI SALLEH,MALE,,3,,,,,,,,,,,,,,,,,,,,
BN,MAHDZIR BIN KHALID,MALE,,93,PH,MUAZ ABDULLAH,MALE,,14,PN,USTAZ NURUL AMIN,MALE,,249,PEJUANG,RAZALI BIN LEBAI SALLEH,MALE,,2,,,,,,,,,,,,,,,,,,,,
BN,MAHDZIR BIN KHALID,MALE,,165,PH,MUAZ ABDULLAH,MALE,,12,PN,USTAZ NURUL AMIN,MALE,,161,PEJUANG,RAZALI BIN LEBAI SALLEH,MALE,,4,,,,,,,,,,,,,,,,,,,,
BN,MAHDZIR BIN KHALID,MALE,,125,PH,MUAZ ABDULLAH,MALE,,10,PN,USTAZ NURUL AMIN,MALE,,225,PEJUANG,RAZALI BIN LEBAI SALLEH,MALE,,1,,,,,,,,,,,,,,,,,,,,
