BN,DATO' SHAIFUL HAZIZY,MALE,,655,PH,NURIN AINA,FEMALE,,565,PN,MOHD NAZRI,MALE,,1655,PEJUANG,DATUK MOSIN RAZAK,MALE,,37,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,16,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,126,PH,NURIN AINA,FEMALE,,15,PN,MOHD NAZRI,MALE,,125,PEJUANG,DATUK MOSIN RAZAK,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,9,PH,NURIN AINA,FEMALE,,3,PN,MOHD NAZRI,MALE,,18,PEJUANG,DATUK MOSIN RAZAK,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,92,PH,NURIN AINA,FEMALE,,20,PN,MOHD NAZRI,MALE,,258,PEJUANG,DATUK MOSIN RAZAK,MALE,,2,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,76,PH,NURIN AINA,FEMALE,,21,PN,MOHD NAZRI,MALE,,252,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,72,PH,NURIN AINA,FEMALE,,11,PN,MOHD NAZRI,MALE,,281,PEJUANG,DATUK MOSIN RAZAK,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,79,PH,NURIN AINA,FEMALE,,16,PN,MOHD NAZRI,MALE,,297,PEJUANG,DATUK MOSIN RAZAK,MALE,,1,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,80,PH,NURIN AINA,FEMALE,,4,PN,MOHD NAZRI,MALE,,223,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,101,PH,NURIN AINA,FEMALE,,19,PN,MOHD NAZRI,MALE,,238,PEJUANG,DATUK MOSIN RAZAK,MALE,,1,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,4,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,110,PH,NURIN AINA,FEMALE,,38,PN,MOHD NAZRI,MALE,,279,PEJUANG,DATUK MOSIN RAZAK,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,101,PH,NURIN AINA,FEMALE,,14,PN,MOHD NAZRI,MALE,,374,PEJUANG,DATUK MOSIN RAZAK,MALE,,2,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,100,PH,NURIN AINA,FEMALE,,28,PN,MOHD NAZRI,MALE,,358,PEJUANG,DATUK MOSIN RAZAK,MALE,,5,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,154,PH,NURIN AINA,FEMALE,,34,PN,MOHD NAZRI,MALE,,180,PEJUANG,DATUK MOSIN RAZAK,MALE,,6,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,100,PH,NURIN AINA,FEMALE,,17,PN,MOHD NAZRI,MALE,,241,PEJUANG,DATUK MOSIN RAZAK,MALE,,8,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,97,PH,NURIN AINA,FEMALE,,25,PN,MOHD NAZRI,MALE,,277,PEJUANG,DATUK MOSIN RAZAK,MALE,,2,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,143,PH,NURIN AINA,FEMALE,,71,PN,MOHD NAZRI,MALE,,127,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,86,PH,NURIN AINA,FEMALE,,85,PN,MOHD NAZRI,MALE,,345,PEJUANG,DATUK MOSIN RAZAK,MALE,,6,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,112,PH,NURIN AINA,FEMALE,,155,PN,MOHD NAZRI,MALE,,32,PEJUANG,DATUK MOSIN RAZAK,MALE,,5,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,11,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,87,PH,NURIN AINA,FEMALE,,183,PN,MOHD NAZRI,MALE,,75,PEJUANG,DATUK MOSIN RAZAK,MALE,,2,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,9,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,65,PH,NURIN AINA,FEMALE,,167,PN,MOHD NAZRI,MALE,,106,PEJUANG,DATUK MOSIN RAZAK,MALE,,0,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,96,PH,NURIN AINA,FEMALE,,81,PN,MOHD NAZRI,MALE,,165,PEJUANG,DATUK MOSIN RAZAK,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,3,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,137,PH,NURIN AINA,FEMALE,,78,PN,MOHD NAZRI,MALE,,389,PEJUANG,DATUK MOSIN RAZAK,MALE,,6,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,2,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,81,PH,NURIN AINA,FEMALE,,94,PN,MOHD NAZRI,MALE,,356,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,4,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,46,PH,NURIN AINA,FEMALE,,99,PN,MOHD NAZRI,MALE,,299,PEJUANG,DATUK MOSIN RAZAK,MALE,,5,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,3,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,49,PH,NURIN AINA,FEMALE,,87,PN,MOHD NAZRI,MALE,,360,PEJUANG,DATUK MOSIN RAZAK,MALE,,6,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,50,PH,NURIN AINA,FEMALE,,80,PN,MOHD NAZRI,MALE,,402,PEJUANG,DATUK MOSIN RAZAK,MALE,,2,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,40,PH,NURIN AINA,FEMALE,,70,PN,MOHD NAZRI,MALE,,479,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,108,PH,NURIN AINA,FEMALE,,119,PN,MOHD NAZRI,MALE,,60,PEJUANG,DATUK MOSIN RAZAK,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,7,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,129,PH,NURIN AINA,FEMALE,,104,PN,MOHD NAZRI,MALE,,123,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,1,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,117,PH,NURIN AINA,FEMALE,,118,PN,MOHD NAZRI,MALE,,121,PEJUANG,DATUK MOSIN RAZAK,MALE,,4,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,7,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,67,PH,NURIN AINA,FEMALE,,171,PN,MOHD NAZRI,MALE,,96,PEJUANG,DATUK MOSIN RAZAK,MALE,,3,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,7,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,95,PH,NURIN AINA,FEMALE,,298,PN,MOHD NAZRI,MALE,,155,PEJUANG,DATUK MOSIN RAZAK,MALE,,5,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,9,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,80,PH,NURIN AINA,FEMALE,,262,PN,MOHD NAZRI,MALE,,190,PEJUANG,DATUK MOSIN RAZAK,MALE,,5,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,3,,,,,
BN,DATO' SHAIFUL HAZIZY,MALE,,75,PH,NURIN AINA,FEMALE,,235,PN,MOHD NAZRI,MALE,,176,PEJUANG,DATUK MOSIN RAZAK,MALE,,5,,,,,,,,,,,WARISAN,KHAIRUL ANUAR,MALE,,0,,,,,
