UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,GTA,GTA CANDIDATE,GTA CANDIDATE GENDER,GTA CANDIDATE AGE,GTA VOTE,GPS,GPS CANDIDATE,GPS CANDIDATE GENDER,GPS CANDIDATE AGE,GPS VOTE,GRS,GRS CANDIDATE,GRS CANDIDATE GENDER,GRS CANDIDATE AGE,GRS VOTE,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE GENDER,WARISAN CANDIDATE AGE,WARISAN VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE GENDER,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,INDEPENDENT 3,INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE GENDER,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,INDEPENDENT 4,INDEPENDENT 4 CANDIDATE,INDEPENDENT 4 CANDIDATE GENDER,INDEPENDENT 4 CANDIDATE AGE,INDEPENDENT 4 VOTE,XXX,YYY,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,VERIFY
P.004_N.01_004/01/07_5,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/07,ULU MELAKA,"SEKOLAH KEBANGSAAN ULU MELAKA, LANGKAWI",5,482,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,73,PAN,ZABIDI YAHYA,MALE,,36,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,341,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,479,3,0,TRUE
P.004_N.01_004/01/08_1,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/08,NYIOR CHABANG,"SEKOLAH KEBANGSAAN NYIOR CHABANG, LANGKAWI",1,379,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,164,PAN,ZABIDI YAHYA,MALE,,25,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,155,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,374,5,0,TRUE
P.004_N.01_004/01/08_2,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/08,NYIOR CHABANG,"SEKOLAH KEBANGSAAN NYIOR CHABANG, LANGKAWI",2,540,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,151,PAN,ZABIDI YAHYA,MALE,,30,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,303,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,535,5,0,TRUE
P.004_N.01_004/01/08_3,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/08,NYIOR CHABANG,"SEKOLAH KEBANGSAAN NYIOR CHABANG, LANGKAWI",3,481,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,104,PAN,ZABIDI YAHYA,MALE,,20,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,316,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,479,2,0,TRUE
P.004_N.01_004/01/08_4,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/08,NYIOR CHABANG,"SEKOLAH KEBANGSAAN NYIOR CHABANG, LANGKAWI",4,566,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,107,PAN,ZABIDI YAHYA,MALE,,36,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,386,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,555,11,0,TRUE
P.004_N.01_004/01/09_1,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/09,PADANG KANDANG,"SEKOLAH JENIS KEBANGSAAN (CINA) MIN NAM, LANGKAWI",1,383,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,108,PAN,ZABIDI YAHYA,MALE,,19,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,230,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,376,7,0,TRUE
P.004_N.01_004/01/09_2,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/09,PADANG KANDANG,"SEKOLAH JENIS KEBANGSAAN (CINA) MIN NAM, LANGKAWI",2,406,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,89,PAN,ZABIDI YAHYA,MALE,,15,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,276,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,402,4,0,TRUE
P.004_N.01_004/01/09_3,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/09,PADANG KANDANG,"SEKOLAH JENIS KEBANGSAAN (CINA) MIN NAM, LANGKAWI",3,603,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,97,PAN,ZABIDI YAHYA,MALE,,23,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,451,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,600,3,0,TRUE
P.004_N.01_004/01/09_4,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/09,PADANG KANDANG,"SEKOLAH JENIS KEBANGSAAN (CINA) MIN NAM, LANGKAWI",4,565,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,85,PAN,ZABIDI YAHYA,MALE,,26,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,428,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,564,1,0,TRUE
P.004_N.01_004/01/09_5,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/09,PADANG KANDANG,"SEKOLAH JENIS KEBANGSAAN (CINA) MIN NAM, LANGKAWI",5,603,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,64,PAN,ZABIDI YAHYA,MALE,,23,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,495,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,603,0,0,TRUE
P.004_N.01_004/01/10_1,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/10,PADANG MATSIRAT,"SEKOLAH KEBANGSAAN PADANG MATSIRAT, LANGKAWI",1,324,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,79,PAN,ZABIDI YAHYA,MALE,,53,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,145,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,320,4,0,TRUE
P.004_N.01_004/01/10_2,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/10,PADANG MATSIRAT,"SEKOLAH KEBANGSAAN PADANG MATSIRAT, LANGKAWI",2,451,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,69,PAN,ZABIDI YAHYA,MALE,,47,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,309,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,447,4,0,TRUE
P.004_N.01_004/01/11_1,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/11,KAMPUNG ATAS,"SEKOLAH MENENGAH KEBANGSAAN TUNKU PUTRA, LANGKAWI",1,312,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,124,PAN,ZABIDI YAHYA,MALE,,41,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,114,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,308,4,0,TRUE
P.004_N.01_004/01/11_2,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/11,KAMPUNG ATAS,"SEKOLAH MENENGAH KEBANGSAAN TUNKU PUTRA, LANGKAWI",2,365,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,81,PAN,ZABIDI YAHYA,MALE,,32,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,199,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,363,2,0,TRUE
P.004_N.01_004/01/11_3,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/11,KAMPUNG ATAS,"SEKOLAH MENENGAH KEBANGSAAN TUNKU PUTRA, LANGKAWI",3,354,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,63,PAN,ZABIDI YAHYA,MALE,,35,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,227,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,354,0,0,TRUE
P.004_N.01_004/01/12_1,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/12,BUKIT KEMBOJA,MAKTAB MAHMUD LANGKAWI PINTU A,1,332,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,132,PAN,ZABIDI YAHYA,MALE,,22,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,127,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,3,,,,,,,,,,,,,,,,,,318,14,0,TRUE
P.004_N.01_004/01/12_2,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/12,BUKIT KEMBOJA,MAKTAB MAHMUD LANGKAWI PINTU A,2,374,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,110,PAN,ZABIDI YAHYA,MALE,,40,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,183,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,372,2,0,TRUE
P.004_N.01_004/01/12_3,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/12,BUKIT KEMBOJA,MAKTAB MAHMUD LANGKAWI PINTU A,3,439,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,81,PAN,ZABIDI YAHYA,MALE,,30,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,256,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,437,2,0,TRUE
P.004_N.01_004/01/12_4,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/12,BUKIT KEMBOJA,MAKTAB MAHMUD LANGKAWI PINTU A,4,410,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,79,PAN,ZABIDI YAHYA,MALE,,20,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,264,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,409,1,0,TRUE
P.004_N.01_004/01/12_5,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/12,BUKIT KEMBOJA,MAKTAB MAHMUD LANGKAWI PINTU A,5,412,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,60,PAN,ZABIDI YAHYA,MALE,,32,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,283,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,410,2,0,TRUE
P.004_N.01_004/01/12_6,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/12,BUKIT KEMBOJA,MAKTAB MAHMUD LANGKAWI PINTU A,6,504,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,72,PAN,ZABIDI YAHYA,MALE,,39,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,357,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,503,1,0,TRUE
P.004_N.01_004/01/13_1,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/13,MAKAM MAHSURI,MAKTAB MAHMUD LANGKAWI PINTU B,1,356,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,133,PAN,ZABIDI YAHYA,MALE,,33,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,120,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,347,9,0,TRUE
P.004_N.01_004/01/13_2,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/13,MAKAM MAHSURI,MAKTAB MAHMUD LANGKAWI PINTU B,2,564,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,132,PAN,ZABIDI YAHYA,MALE,,38,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,309,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,557,7,0,TRUE
P.004_N.01_004/01/13_3,,NORMAL VOTE,P.004,LANGKAWI,N.01,AYER HANGAT,004/01/13,MAKAM MAHSURI,MAKTAB MAHMUD LANGKAWI PINTU B,3,587,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,101,PAN,ZABIDI YAHYA,MALE,,41,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,386,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,586,1,0,TRUE
P.004_N.02_004/02/01_1,,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/01,BENDANG BARU,"SEKOLAH KEBANGSAAN SERI NEGERI, LANGKAWI",1,284,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,70,PAN,ZABIDI YAHYA,MALE,,53,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,115,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,283,1,0,TRUE
P.004_N.02_004/02/01_2,,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/01,BENDANG BARU,"SEKOLAH KEBANGSAAN SERI NEGERI, LANGKAWI",2,362,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,54,PAN,ZABIDI YAHYA,MALE,,85,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,164,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,359,3,0,TRUE
P.004_N.02_004/02/01_3,,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/01,BENDANG BARU,"SEKOLAH KEBANGSAAN SERI NEGERI, LANGKAWI",3,323,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,53,PAN,ZABIDI YAHYA,MALE,,44,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,186,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,321,2,0,TRUE
P.004_N.02_004/02/01_4,,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/01,BENDANG BARU,"SEKOLAH KEBANGSAAN SERI NEGERI, LANGKAWI",4,382,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,53,PAN,ZABIDI YAHYA,MALE,,56,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,239,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,379,3,0,TRUE
P.004_N.02_004/02/02_1,,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/02,KAMPUNG GELAM,"SEKOLAH MENENGAH KEBANGSAAN KEDAWANG, LANGKAWI",1,353,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,130,PAN,ZABIDI YAHYA,MALE,,29,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,157,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,346,7,0,TRUE
P.004_N.02_004/02/02_2,,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/02,KAMPUNG GELAM,"SEKOLAH MENENGAH KEBANGSAAN KEDAWANG, LANGKAWI",2,478,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,84,PAN,ZABIDI YAHYA,MALE,,19,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,333,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,478,0,0,TRUE
P.004_N.02_004/02/02_3,,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/02,KAMPUNG GELAM,"SEKOLAH MENENGAH KEBANGSAAN KEDAWANG, LANGKAWI",3,490,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,77,PAN,ZABIDI YAHYA,MALE,,32,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,346,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,486,4,0,TRUE
P.004_N.02_004/02/03_1,,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/03,KEDAWANG,"SEKOLAH KEBANGSAAN KEDAWANG, LANGKAWI",1,363,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,134,PAN,ZABIDI YAHYA,MALE,,27,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,155,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,359,4,0,TRUE
P.004_N.02_004/02/03_2,,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/03,KEDAWANG,"SEKOLAH KEBANGSAAN KEDAWANG, LANGKAWI",2,454,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,123,PAN,ZABIDI YAHYA,MALE,,17,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,264,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,1,,,,,,,,,,,,,,,,,,453,1,0,TRUE
P.004_N.02_004/02/03_3,,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/03,KEDAWANG,"SEKOLAH KEBANGSAAN KEDAWANG, LANGKAWI",3,387,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,51,PAN,ZABIDI YAHYA,MALE,,25,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,278,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,387,0,0,TRUE
P.004_N.02_004/02/03_4,,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/03,KEDAWANG,"SEKOLAH KEBANGSAAN KEDAWANG, LANGKAWI",4,427,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,77,PAN,ZABIDI YAHYA,MALE,,27,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,288,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,425,2,0,TRUE
P.004_N.02_004/02/04_1,,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/04,PANTAI CHENANG,"LANGKAWI TOURISM ACADEMY @ KOLEJ KOMUNITI LANGKAWI, JALAN PANTAI CHENANG, LANGKAWI",1,324,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,114,PAN,ZABIDI YAHYA,MALE,,32,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,127,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,2,,,,,,,,,,,,,,,,,,318,6,0,TRUE
P.004_N.02_004/02/04_2,,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/04,PANTAI CHENANG,"LANGKAWI TOURISM ACADEMY @ KOLEJ KOMUNITI LANGKAWI, JALAN PANTAI CHENANG, LANGKAWI",2,509,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,93,PAN,ZABIDI YAHYA,MALE,,35,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,307,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,502,7,0,TRUE
P.004_N.02_004/02/04_3,,NORMAL VOTE,P.004,LANGKAWI,N.02,KUAH,004/02/04,PANTAI CHENANG,"LANGKAWI TOURISM ACADEMY @ KOLEJ KOMUNITI LANGKAWI, JALAN PANTAI CHENANG, LANGKAWI",3,481,UMNO,DATO' ARMISHAH SIRAJ (DAS),MALE,58,73,PAN,ZABIDI YAHYA,MALE,,22,PPBM,MOHD SUHAIMI BIN ABDULLAH,MALE,,328,PEJUANG,MAHATHIR BIN MOHAMAD,MALE,97,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AIRPLANE,DATO PADUKA ABD KADIR,MALE,,0,,,,,,,,,,,,,,,,,,479,2,0,TRUE
