BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,422,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,391,PN,DATO' AHMAD YAHAYA,MALE,,1726,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,16,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,5,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,0,PN,DATO' AHMAD YAHAYA,MALE,,10,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,0,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,7,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,4,PN,DATO' AHMAD YAHAYA,MALE,,31,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,0,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,51,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,29,PN,DATO' AHMAD YAHAYA,MALE,,183,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,2,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,39,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,32,PN,DATO' AHMAD YAHAYA,MALE,,215,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,1,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,50,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,31,PN,DATO' AHMAD YAHAYA,MALE,,199,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,4,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,54,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,15,PN,DATO' AHMAD YAHAYA,MALE,,299,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,3,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,124,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,24,PN,DATO' AHMAD YAHAYA,MALE,,197,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,1,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,122,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,16,PN,DATO' AHMAD YAHAYA,MALE,,212,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,0,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,84,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,49,PN,DATO' AHMAD YAHAYA,MALE,,137,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,2,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,46,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,33,PN,DATO' AHMAD YAHAYA,MALE,,175,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,1,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,128,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,35,PN,DATO' AHMAD YAHAYA,MALE,,187,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,7,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,113,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,56,PN,DATO' AHMAD YAHAYA,MALE,,386,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,1,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,65,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,44,PN,DATO' AHMAD YAHAYA,MALE,,394,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,0,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,72,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,66,PN,DATO' AHMAD YAHAYA,MALE,,418,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,1,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,99,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,14,PN,DATO' AHMAD YAHAYA,MALE,,207,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,0,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,64,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,16,PN,DATO' AHMAD YAHAYA,MALE,,263,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,0,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,54,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,24,PN,DATO' AHMAD YAHAYA,MALE,,261,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,0,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,64,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,24,PN,DATO' AHMAD YAHAYA,MALE,,203,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,3,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,37,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,38,PN,DATO' AHMAD YAHAYA,MALE,,256,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,0,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,87,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,27,PN,DATO' AHMAD YAHAYA,MALE,,192,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,4,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,85,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,45,PN,DATO' AHMAD YAHAYA,MALE,,255,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,3,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,66,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,39,PN,DATO' AHMAD YAHAYA,MALE,,345,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,1,,,,,
BN,NORAN ZAMINI BIN JAMALUDDIN,MALE,,59,PH,DATO' WIRA HJ MAHFUZ OMAR,MALE,,35,PN,DATO' AHMAD YAHAYA,MALE,,329,,,,,,,,,,,,,,,,WARISAN,NORAINI BINTI MD SALLEH,FEMALE,,3,,,,,
