UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE SEX,PN CANDIDATE AGE,PN VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,INDEPENDENT 3,INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE SEX,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED),,,
P.138_N.23_138/23/06_5,MELAKA,NORMAL VOTE,P.138,KOTA MELAKA,N.23,TELOK MAS,138/23/06,PERNU,SEKOLAH MENENGAH KEBANGSAAN PERNU,5,440,UMNO,ABDUL RAZAK BIN ABDUL RAHMAN,MALE,48,164,PAN,DATUK ASHRAF MINGHAT,MALE,50,118,PPBM,DATUK WIRA MOHD RAFIQ NAIZAMOHIDEEN,MALE,35,144,,,,,,INDEPENDENT - BOOK,ARIFF ADLY,MALE,32,3,,,,,,,,,,,429,11,0,1,1,,,
P.138_N.23_138/23/06_6,MELAKA,NORMAL VOTE,P.138,KOTA MELAKA,N.23,TELOK MAS,138/23/06,PERNU,SEKOLAH MENENGAH KEBANGSAAN PERNU,6,406,UMNO,ABDUL RAZAK BIN ABDUL RAHMAN,MALE,48,160,PAN,DATUK ASHRAF MINGHAT,MALE,50,82,PPBM,DATUK WIRA MOHD RAFIQ NAIZAMOHIDEEN,MALE,35,151,,,,,,INDEPENDENT - BOOK,ARIFF ADLY,MALE,32,2,,,,,,,,,,,395,11,0,1,1,,,
P.138_N.23_138/23/06_7,MELAKA,NORMAL VOTE,P.138,KOTA MELAKA,N.23,TELOK MAS,138/23/06,PERNU,SEKOLAH MENENGAH KEBANGSAAN PERNU,7,370,UMNO,ABDUL RAZAK BIN ABDUL RAHMAN,MALE,48,160,PAN,DATUK ASHRAF MINGHAT,MALE,50,70,PPBM,DATUK WIRA MOHD RAFIQ NAIZAMOHIDEEN,MALE,35,132,,,,,,INDEPENDENT - BOOK,ARIFF ADLY,MALE,32,3,,,,,,,,,,,365,5,0,1,1,,,
P.138_N.23_138/23/06_8,MELAKA,NORMAL VOTE,P.138,KOTA MELAKA,N.23,TELOK MAS,138/23/06,PERNU,SEKOLAH MENENGAH KEBANGSAAN PERNU,8,343,UMNO,ABDUL RAZAK BIN ABDUL RAHMAN,MALE,48,147,PAN,DATUK ASHRAF MINGHAT,MALE,50,58,PPBM,DATUK WIRA MOHD RAFIQ NAIZAMOHIDEEN,MALE,35,131,,,,,,INDEPENDENT - BOOK,ARIFF ADLY,MALE,32,5,,,,,,,,,,,341,2,0,1,1,,,
P.138_N.23_138/23/06_9,MELAKA,NORMAL VOTE,P.138,KOTA MELAKA,N.23,TELOK MAS,138/23/06,PERNU,SEKOLAH MENENGAH KEBANGSAAN PERNU,9,414,UMNO,ABDUL RAZAK BIN ABDUL RAHMAN,MALE,48,174,PAN,DATUK ASHRAF MINGHAT,MALE,50,63,PPBM,DATUK WIRA MOHD RAFIQ NAIZAMOHIDEEN,MALE,35,170,,,,,,INDEPENDENT - BOOK,ARIFF ADLY,MALE,32,6,,,,,,,,,,,413,1,0,1,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,,JUMLAH,,NOT CHECKED,NOT CHECKED,47,14370,x,,,,6052,x,,,,3891,x,,,,3976,,,,,,x,,,,153,,,,,,,,,,,14072,245,53,x,x,x,x,
P.139_N.24_139/24/UNDI POS_1,MELAKA,POSTAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/UNDI POS,UNDI POS,UNDI POS,1,307,MCA,DATUK KOH CHIN HAN,MALE,51,79,DAP,TEY KOK KIEW,MALE,49,25,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,128,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,0,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,21,,,,,,253,18,36,1,1,,,
P.139_N.24_139/24/00_1,MELAKA,EARLY VOTE,P.139,JASIN,N.24,BEMBAN,139/24/00,UNDI AWAL,DEWAN SERBAGUNA IBU PEJABAT POLIS DAERAH JASIN,1,222,MCA,DATUK KOH CHIN HAN,MALE,51,71,DAP,TEY KOK KIEW,MALE,49,4,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,136,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,0,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,8,,,,,,219,3,0,1,1,,,
P.139_N.24_139/24/01_1,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/01,PONDOK KEMPAS,SEKOLAH JENIS KEBANGSAAN (CINA) PAY YAP,1,233,MCA,DATUK KOH CHIN HAN,MALE,51,114,DAP,TEY KOK KIEW,MALE,49,31,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,70,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,2,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,13,,,,,,230,3,0,1,1,,,
P.139_N.24_139/24/01_2,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/01,PONDOK KEMPAS,SEKOLAH JENIS KEBANGSAAN (CINA) PAY YAP,2,264,MCA,DATUK KOH CHIN HAN,MALE,51,92,DAP,TEY KOK KIEW,MALE,49,31,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,122,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,6,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,7,,,,,,258,6,0,1,1,,,
P.139_N.24_139/24/02_1,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/02,AYER KANGKONG,SEKOLAH RENDAH AGAMA (JAIM) FELDA TUN GHAFFAR AYER KANGKONG,1,418,MCA,DATUK KOH CHIN HAN,MALE,51,169,DAP,TEY KOK KIEW,MALE,49,52,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,180,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,5,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,5,,,,,,411,7,0,1,1,,,
P.139_N.24_139/24/03_1,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/03,KESANG TUA,SEKOLAH KEBANGSAAN KESANG TUA,1,204,MCA,DATUK KOH CHIN HAN,MALE,51,94,DAP,TEY KOK KIEW,MALE,49,41,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,49,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,6,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,12,,,,,,202,2,0,1,1,,,
P.139_N.24_139/24/03_2,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/03,KESANG TUA,SEKOLAH KEBANGSAAN KESANG TUA,2,267,MCA,DATUK KOH CHIN HAN,MALE,51,101,DAP,TEY KOK KIEW,MALE,49,57,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,90,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,2,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,13,,,,,,263,4,0,1,1,,,
P.139_N.24_139/24/03_3,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/03,KESANG TUA,SEKOLAH KEBANGSAAN KESANG TUA,3,269,MCA,DATUK KOH CHIN HAN,MALE,51,100,DAP,TEY KOK KIEW,MALE,49,78,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,71,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,1,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,14,,,,,,264,5,0,1,1,,,
P.139_N.24_139/24/03_4,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/03,KESANG TUA,SEKOLAH KEBANGSAAN KESANG TUA,4,338,MCA,DATUK KOH CHIN HAN,MALE,51,105,DAP,TEY KOK KIEW,MALE,49,86,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,112,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,2,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,20,,,,,,325,13,0,1,1,,,
P.139_N.24_139/24/03_5,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/03,KESANG TUA,SEKOLAH KEBANGSAAN KESANG TUA,5,300,MCA,DATUK KOH CHIN HAN,MALE,51,81,DAP,TEY KOK KIEW,MALE,49,59,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,138,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,4,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,13,,,,,,295,5,0,1,1,,,
P.139_N.24_139/24/03_6,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/03,KESANG TUA,SEKOLAH KEBANGSAAN KESANG TUA,6,304,MCA,DATUK KOH CHIN HAN,MALE,51,88,DAP,TEY KOK KIEW,MALE,49,43,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,143,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,5,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,24,,,,,,303,1,0,1,1,,,
P.139_N.24_139/24/04_1,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/04,KESANG JAYA,SEKOLAH RENDAH AGAMA (JAIM) KESANG TUA,1,259,MCA,DATUK KOH CHIN HAN,MALE,51,107,DAP,TEY KOK KIEW,MALE,49,48,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,79,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,0,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,22,,,,,,256,3,0,1,1,,,
P.139_N.24_139/24/04_2,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/04,KESANG JAYA,SEKOLAH RENDAH AGAMA (JAIM) KESANG TUA,2,334,MCA,DATUK KOH CHIN HAN,MALE,51,101,DAP,TEY KOK KIEW,MALE,49,94,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,109,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,3,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,21,,,,,,328,6,0,1,1,,,
P.139_N.24_139/24/04_3,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/04,KESANG JAYA,SEKOLAH RENDAH AGAMA (JAIM) KESANG TUA,3,258,MCA,DATUK KOH CHIN HAN,MALE,51,67,DAP,TEY KOK KIEW,MALE,49,76,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,98,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,5,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,11,,,,,,257,1,0,1,1,,,
P.139_N.24_139/24/04_4,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/04,KESANG JAYA,SEKOLAH RENDAH AGAMA (JAIM) KESANG TUA,4,279,MCA,DATUK KOH CHIN HAN,MALE,51,90,DAP,TEY KOK KIEW,MALE,49,47,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,127,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,5,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,8,,,,,,277,2,0,1,1,,,
P.139_N.24_139/24/05_1,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/05,AYER BAROK,SEKOLAH KEBANGSAAN AIR BARUK,1,145,MCA,DATUK KOH CHIN HAN,MALE,51,48,DAP,TEY KOK KIEW,MALE,49,55,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,28,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,0,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,13,,,,,,144,1,0,1,1,,,
P.139_N.24_139/24/05_2,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/05,AYER BAROK,SEKOLAH KEBANGSAAN AIR BARUK,2,200,MCA,DATUK KOH CHIN HAN,MALE,51,56,DAP,TEY KOK KIEW,MALE,49,66,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,66,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,1,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,10,,,,,,199,1,0,1,1,,,
P.139_N.24_139/24/05_3,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/05,AYER BAROK,SEKOLAH KEBANGSAAN AIR BARUK,3,211,MCA,DATUK KOH CHIN HAN,MALE,51,45,DAP,TEY KOK KIEW,MALE,49,74,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,75,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,0,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,14,,,,,,208,3,0,1,1,,,
P.139_N.24_139/24/05_4,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/05,AYER BAROK,SEKOLAH KEBANGSAAN AIR BARUK,4,271,MCA,DATUK KOH CHIN HAN,MALE,51,78,DAP,TEY KOK KIEW,MALE,49,77,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,100,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,0,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,11,,,,,,266,5,0,1,1,,,
P.139_N.24_139/24/05_5,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/05,AYER BAROK,SEKOLAH KEBANGSAAN AIR BARUK,5,236,MCA,DATUK KOH CHIN HAN,MALE,51,51,DAP,TEY KOK KIEW,MALE,49,67,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,107,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,3,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,5,,,,,,233,3,0,1,1,,,
P.139_N.24_139/24/06_1,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/06,TAMAN MAJU,SEKOLAH MENENGAH KEBANGSAAN TAN SRI HAJI ABDUL AZIZ TAPA,1,216,MCA,DATUK KOH CHIN HAN,MALE,51,91,DAP,TEY KOK KIEW,MALE,49,73,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,33,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,3,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,10,,,,,,210,6,0,1,1,,,
P.139_N.24_139/24/06_2,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/06,TAMAN MAJU,SEKOLAH MENENGAH KEBANGSAAN TAN SRI HAJI ABDUL AZIZ TAPA,2,248,MCA,DATUK KOH CHIN HAN,MALE,51,88,DAP,TEY KOK KIEW,MALE,49,74,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,71,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,0,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,12,,,,,,245,3,0,1,1,,,
P.139_N.24_139/24/06_3,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/06,TAMAN MAJU,SEKOLAH MENENGAH KEBANGSAAN TAN SRI HAJI ABDUL AZIZ TAPA,3,249,MCA,DATUK KOH CHIN HAN,MALE,51,90,DAP,TEY KOK KIEW,MALE,49,81,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,60,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,2,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,12,,,,,,245,4,0,1,1,,,
P.139_N.24_139/24/06_4,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/06,TAMAN MAJU,SEKOLAH MENENGAH KEBANGSAAN TAN SRI HAJI ABDUL AZIZ TAPA,4,351,MCA,DATUK KOH CHIN HAN,MALE,51,115,DAP,TEY KOK KIEW,MALE,49,128,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,85,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,2,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,13,,,,,,343,8,0,1,1,,,
P.139_N.24_139/24/06_5,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/06,TAMAN MAJU,SEKOLAH MENENGAH KEBANGSAAN TAN SRI HAJI ABDUL AZIZ TAPA,5,291,MCA,DATUK KOH CHIN HAN,MALE,51,73,DAP,TEY KOK KIEW,MALE,49,104,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,98,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,0,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,15,,,,,,290,0,1,1,1,,,
P.139_N.24_139/24/06_6,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/06,TAMAN MAJU,SEKOLAH MENENGAH KEBANGSAAN TAN SRI HAJI ABDUL AZIZ TAPA,6,278,MCA,DATUK KOH CHIN HAN,MALE,51,52,DAP,TEY KOK KIEW,MALE,49,119,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,89,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,1,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,13,,,,,,274,4,0,1,1,,,
P.139_N.24_139/24/06_7,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/06,TAMAN MAJU,SEKOLAH MENENGAH KEBANGSAAN TAN SRI HAJI ABDUL AZIZ TAPA,7,258,MCA,DATUK KOH CHIN HAN,MALE,51,64,DAP,TEY KOK KIEW,MALE,49,84,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,83,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,2,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,22,,,,,,255,3,0,1,1,,,
P.139_N.24_139/24/06_8,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/06,TAMAN MAJU,SEKOLAH MENENGAH KEBANGSAAN TAN SRI HAJI ABDUL AZIZ TAPA,8,242,MCA,DATUK KOH CHIN HAN,MALE,51,62,DAP,TEY KOK KIEW,MALE,49,74,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,88,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,4,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,12,,,,,,240,2,0,1,1,,,
P.139_N.24_139/24/06_9,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/06,TAMAN MAJU,SEKOLAH MENENGAH KEBANGSAAN TAN SRI HAJI ABDUL AZIZ TAPA,9,289,MCA,DATUK KOH CHIN HAN,MALE,51,78,DAP,TEY KOK KIEW,MALE,49,76,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,118,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,3,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,10,,,,,,285,4,0,1,1,,,
P.139_N.24_139/24/07_1,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/07,AYER PANAS,SEKOLAH MENENGAH KEBANGSAAN SERI BEMBAN,1,233,MCA,DATUK KOH CHIN HAN,MALE,51,94,DAP,TEY KOK KIEW,MALE,49,60,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,57,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,0,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,14,,,,,,225,8,0,1,1,,,
P.139_N.24_139/24/07_2,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/07,AYER PANAS,SEKOLAH MENENGAH KEBANGSAAN SERI BEMBAN,2,330,MCA,DATUK KOH CHIN HAN,MALE,51,92,DAP,TEY KOK KIEW,MALE,49,68,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,137,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,2,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,27,,,,,,326,4,0,1,1,,,
P.139_N.24_139/24/08_1,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/08,SERI BEMBAN,SEKOLAH KEBANGSAAN SERI BEMBAN,1,216,MCA,DATUK KOH CHIN HAN,MALE,51,91,DAP,TEY KOK KIEW,MALE,49,50,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,34,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,5,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,32,,,,,,212,4,0,1,1,,,
P.139_N.24_139/24/08_2,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/08,SERI BEMBAN,SEKOLAH KEBANGSAAN SERI BEMBAN,2,237,MCA,DATUK KOH CHIN HAN,MALE,51,98,DAP,TEY KOK KIEW,MALE,49,64,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,36,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,3,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,36,,,,,,237,0,0,1,1,,,
P.139_N.24_139/24/08_3,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/08,SERI BEMBAN,SEKOLAH KEBANGSAAN SERI BEMBAN,3,272,MCA,DATUK KOH CHIN HAN,MALE,51,78,DAP,TEY KOK KIEW,MALE,49,80,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,72,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,0,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,36,,,,,,266,6,0,1,1,,,
P.139_N.24_139/24/08_4,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/08,SERI BEMBAN,SEKOLAH KEBANGSAAN SERI BEMBAN,4,399,MCA,DATUK KOH CHIN HAN,MALE,51,110,DAP,TEY KOK KIEW,MALE,49,133,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,107,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,3,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,42,,,,,,395,4,0,1,1,,,
P.139_N.24_139/24/08_5,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/08,SERI BEMBAN,SEKOLAH KEBANGSAAN SERI BEMBAN,5,362,MCA,DATUK KOH CHIN HAN,MALE,51,86,DAP,TEY KOK KIEW,MALE,49,116,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,110,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,7,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,38,,,,,,357,5,0,1,1,,,
P.139_N.24_139/24/08_6,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/08,SERI BEMBAN,SEKOLAH KEBANGSAAN SERI BEMBAN,6,313,MCA,DATUK KOH CHIN HAN,MALE,51,78,DAP,TEY KOK KIEW,MALE,49,87,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,105,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,0,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,35,,,,,,305,8,0,1,1,,,
P.139_N.24_139/24/08_7,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/08,SERI BEMBAN,SEKOLAH KEBANGSAAN SERI BEMBAN,7,317,MCA,DATUK KOH CHIN HAN,MALE,51,66,DAP,TEY KOK KIEW,MALE,49,68,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,120,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,4,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,50,,,,,,308,9,0,1,1,,,
P.139_N.24_139/24/08_8,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/08,SERI BEMBAN,SEKOLAH KEBANGSAAN SERI BEMBAN,8,349,MCA,DATUK KOH CHIN HAN,MALE,51,84,DAP,TEY KOK KIEW,MALE,49,70,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,151,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,6,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,34,,,,,,345,4,0,1,1,,,
P.139_N.24_139/24/09_1,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/09,TEHEL,SEKOLAH KEBANGSAAN TEHEL,1,237,MCA,DATUK KOH CHIN HAN,MALE,51,99,DAP,TEY KOK KIEW,MALE,49,63,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,52,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,3,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,15,,,,,,232,5,0,1,1,,,
P.139_N.24_139/24/09_2,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/09,TEHEL,SEKOLAH KEBANGSAAN TEHEL,2,282,MCA,DATUK KOH CHIN HAN,MALE,51,114,DAP,TEY KOK KIEW,MALE,49,82,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,61,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,6,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,14,,,,,,277,5,0,1,1,,,
P.139_N.24_139/24/09_3,MELAKA,NORMAL VOTE,P.139,JASIN,N.24,BEMBAN,139/24/09,TEHEL,SEKOLAH KEBANGSAAN TEHEL,3,379,MCA,DATUK KOH CHIN HAN,MALE,51,100,DAP,TEY KOK KIEW,MALE,49,109,PPBM,DR MOHD YADZIL BIN YAAKUB,MALE,43,129,,,,,,INDEPENDENT - TRACTOR,AZMI KAMIS,MALE,57,5,INDEPENDENT - TREE,NG CHOON KOON,MALE,46,31,,,,,,374,5,0,1,1,,,
