UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE SEX,PN CANDIDATE AGE,PN VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,INDEPENDENT 3,INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE SEX,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED),,,
P.135_N.10_135/10/04_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/04,BATANG MELAKA,SEKOLAH KEBANGSAAN BATANG MELAKA,1,203,UMNO,FAIRUL NIZAM (ALONG),MALE,43,102,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,48,GERAKAN,DHANESH BASIL,MALE,29,18,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,3,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,1,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,7,179,24,0,1,1,,,
P.135_N.10_135/10/04_2,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/04,BATANG MELAKA,SEKOLAH KEBANGSAAN BATANG MELAKA,2,226,UMNO,FAIRUL NIZAM (ALONG),MALE,43,101,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,88,GERAKAN,DHANESH BASIL,MALE,29,22,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,2,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,0,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,8,221,5,0,1,1,,,
P.135_N.10_135/10/04_3,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/04,BATANG MELAKA,SEKOLAH KEBANGSAAN BATANG MELAKA,3,324,UMNO,FAIRUL NIZAM (ALONG),MALE,43,115,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,125,GERAKAN,DHANESH BASIL,MALE,29,56,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,0,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,1,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,19,316,8,0,1,1,,,
P.135_N.10_135/10/04_4,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/04,BATANG MELAKA,SEKOLAH KEBANGSAAN BATANG MELAKA,4,322,UMNO,FAIRUL NIZAM (ALONG),MALE,43,132,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,106,GERAKAN,DHANESH BASIL,MALE,29,66,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,0,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,1,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,11,316,6,0,1,1,,,
P.135_N.10_135/10/05_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/05,JUS,SEKOLAH KEBANGSAAN JUS,1,332,UMNO,FAIRUL NIZAM (ALONG),MALE,43,211,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,52,GERAKAN,DHANESH BASIL,MALE,29,46,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,0,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,1,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,0,310,22,0,1,1,,,
P.135_N.10_135/10/06_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/06,BUKIT SENGGEH,SEKOLAH KEBANGSAAN BUKIT SENGGEH,1,197,UMNO,FAIRUL NIZAM (ALONG),MALE,43,136,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,32,GERAKAN,DHANESH BASIL,MALE,29,22,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,2,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,0,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,1,193,4,0,1,1,,,
P.135_N.10_135/10/06_2,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/06,BUKIT SENGGEH,SEKOLAH KEBANGSAAN BUKIT SENGGEH,2,259,UMNO,FAIRUL NIZAM (ALONG),MALE,43,174,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,40,GERAKAN,DHANESH BASIL,MALE,29,33,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,0,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,0,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,0,247,12,0,1,1,,,
P.135_N.10_135/10/06_3,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/06,BUKIT SENGGEH,SEKOLAH KEBANGSAAN BUKIT SENGGEH,3,219,UMNO,FAIRUL NIZAM (ALONG),MALE,43,162,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,19,GERAKAN,DHANESH BASIL,MALE,29,28,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,0,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,1,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,4,214,5,0,1,1,,,
P.135_N.10_135/10/07_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/07,PEKAN NYALAS,SEKOLAH KEBANGSAAN NYALAS,1,227,UMNO,FAIRUL NIZAM (ALONG),MALE,43,139,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,47,GERAKAN,DHANESH BASIL,MALE,29,24,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,2,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,8,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,1,221,6,0,1,1,,,
P.135_N.10_135/10/07_2,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/07,PEKAN NYALAS,SEKOLAH KEBANGSAAN NYALAS,2,261,UMNO,FAIRUL NIZAM (ALONG),MALE,43,169,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,60,GERAKAN,DHANESH BASIL,MALE,29,28,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,1,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,2,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,0,260,1,0,1,1,,,
P.135_N.10_135/10/07_3,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/07,PEKAN NYALAS,SEKOLAH KEBANGSAAN NYALAS,3,313,UMNO,FAIRUL NIZAM (ALONG),MALE,43,187,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,68,GERAKAN,DHANESH BASIL,MALE,29,46,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,0,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,4,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,4,309,4,0,1,1,,,
P.135_N.10_135/10/07_4,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/07,PEKAN NYALAS,SEKOLAH KEBANGSAAN NYALAS,4,268,UMNO,FAIRUL NIZAM (ALONG),MALE,43,135,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,78,GERAKAN,DHANESH BASIL,MALE,29,46,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,0,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,4,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,2,265,3,0,1,1,,,
P.135_N.10_135/10/07_5,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/07,PEKAN NYALAS,SEKOLAH KEBANGSAAN NYALAS,5,297,UMNO,FAIRUL NIZAM (ALONG),MALE,43,164,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,49,GERAKAN,DHANESH BASIL,MALE,29,68,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,0,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,7,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,1,289,8,0,1,1,,,
P.135_N.10_135/10/08_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/08,FELDA BUKIT SENGGEH,SEKOLAH KEBANGSAAN FELDA BUKIT SENGGEH,1,253,UMNO,FAIRUL NIZAM (ALONG),MALE,43,187,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,27,GERAKAN,DHANESH BASIL,MALE,29,26,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,1,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,2,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,3,246,7,0,1,1,,,
P.135_N.10_135/10/08_2,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/08,FELDA BUKIT SENGGEH,SEKOLAH KEBANGSAAN FELDA BUKIT SENGGEH,2,252,UMNO,FAIRUL NIZAM (ALONG),MALE,43,180,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,34,GERAKAN,DHANESH BASIL,MALE,29,35,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,1,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,0,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,0,250,2,0,1,1,,,
P.135_N.10_135/10/08_3,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/08,FELDA BUKIT SENGGEH,SEKOLAH KEBANGSAAN FELDA BUKIT SENGGEH,3,323,UMNO,FAIRUL NIZAM (ALONG),MALE,43,186,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,53,GERAKAN,DHANESH BASIL,MALE,29,74,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,1,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,2,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,2,318,5,0,1,1,,,
P.135_N.10_135/10/08_4,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/08,FELDA BUKIT SENGGEH,SEKOLAH KEBANGSAAN FELDA BUKIT SENGGEH,4,330,UMNO,FAIRUL NIZAM (ALONG),MALE,43,206,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,32,GERAKAN,DHANESH BASIL,MALE,29,83,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,1,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,1,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,3,326,4,0,1,1,,,
P.135_N.10_135/10/08_5,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/08,FELDA BUKIT SENGGEH,SEKOLAH KEBANGSAAN FELDA BUKIT SENGGEH,5,302,UMNO,FAIRUL NIZAM (ALONG),MALE,43,185,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,27,GERAKAN,DHANESH BASIL,MALE,29,78,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,2,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,1,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,2,295,7,0,1,1,,,
P.135_N.10_135/10/09_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/09,PONDOK BATANG,SEKOLAH KEBANGSAAN MASJID BARU,1,240,UMNO,FAIRUL NIZAM (ALONG),MALE,43,156,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,50,GERAKAN,DHANESH BASIL,MALE,29,13,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,2,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,7,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,2,230,10,0,1,1,,,
P.135_N.10_135/10/09_2,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/09,PONDOK BATANG,SEKOLAH KEBANGSAAN MASJID BARU,2,272,UMNO,FAIRUL NIZAM (ALONG),MALE,43,203,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,46,GERAKAN,DHANESH BASIL,MALE,29,14,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,0,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,6,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,0,269,3,0,1,1,,,
P.135_N.10_135/10/09_3,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/09,PONDOK BATANG,SEKOLAH KEBANGSAAN MASJID BARU,3,272,UMNO,FAIRUL NIZAM (ALONG),MALE,43,170,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,51,GERAKAN,DHANESH BASIL,MALE,29,22,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,0,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,21,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,3,267,5,0,1,1,,,
P.135_N.10_135/10/09_4,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/09,PONDOK BATANG,SEKOLAH KEBANGSAAN MASJID BARU,4,247,UMNO,FAIRUL NIZAM (ALONG),MALE,43,155,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,45,GERAKAN,DHANESH BASIL,MALE,29,30,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,0,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,7,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,3,240,7,0,1,1,,,
P.135_N.10_135/10/09_5,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/09,PONDOK BATANG,SEKOLAH KEBANGSAAN MASJID BARU,5,261,UMNO,FAIRUL NIZAM (ALONG),MALE,43,203,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,22,GERAKAN,DHANESH BASIL,MALE,29,24,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,1,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,6,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,1,257,4,0,1,1,,,
P.135_N.10_135/10/10_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/10,LADANG BUKIT ASAHAN,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG BUKIT ASAHAN,1,318,UMNO,FAIRUL NIZAM (ALONG),MALE,43,97,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,176,GERAKAN,DHANESH BASIL,MALE,29,31,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,5,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,0,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,4,313,5,0,1,1,,,
P.135_N.10_135/10/11_1,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/11,PEKAN ASAHAN,SEKOLAH KEBANGSAAN ASAHAN,1,220,UMNO,FAIRUL NIZAM (ALONG),MALE,43,93,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,106,GERAKAN,DHANESH BASIL,MALE,29,9,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,0,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,3,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,1,212,8,0,1,1,,,
P.135_N.10_135/10/11_2,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/11,PEKAN ASAHAN,SEKOLAH KEBANGSAAN ASAHAN,2,229,UMNO,FAIRUL NIZAM (ALONG),MALE,43,108,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,96,GERAKAN,DHANESH BASIL,MALE,29,16,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,1,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,0,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,2,223,6,0,1,1,,,
P.135_N.10_135/10/11_3,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/11,PEKAN ASAHAN,SEKOLAH KEBANGSAAN ASAHAN,3,340,UMNO,FAIRUL NIZAM (ALONG),MALE,43,104,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,181,GERAKAN,DHANESH BASIL,MALE,29,36,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,2,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,2,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,4,329,11,0,1,1,,,
P.135_N.10_135/10/11_4,MELAKA,NORMAL VOTE,P.135,ALOR GAJAH,N.10,ASAHAN,135/10/11,PEKAN ASAHAN,SEKOLAH KEBANGSAAN ASAHAN,4,349,UMNO,FAIRUL NIZAM (ALONG),MALE,43,160,PKR,DATUK SERI IR. IDRIS HARON,MALE,55,131,GERAKAN,DHANESH BASIL,MALE,29,49,,,,,,INDEPENDENT - TREE,MOHD NOOR BIN SALLEH,MALE,43,3,INDEPENDENT - KEY,AZMAR B AB HAMID,MALE,49,0,INDEPENDENT - BOOK,MOHD AKHIR AYOB,MALE,50,1,344,5,0,1,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,x,,,JUMLAH,,NOT CHECKED,NOT CHECKED,39,10263,x,,,,5659,x,,,,2666,x,,,,1364,,,,,,x,,,,44,x,,,,99,x,,,,136,9968,262,33,x,x,x,x,
P.136_N.11_136/11/UNDI POS_1,MELAKA,POSTAL VOTE,P.136,TANGGA BATU,N.11,SUNGAI UDANG,136/11/UNDI POS,UNDI POS,UNDI POS,1,1088,UMNO,MOHAMAD ALI BIN MOHAMAD,MALE,41,408,PKR,HASMORNI BINTI TAMBY,FEMALE,46,48,PPBM,DR. MOHD ALEEF BIN YUSOF,MALE,35,484,,,,,,INDEPENDENT - BOOK,MOHD ZAHAR BIN HASHIM,MALE,63,90,,,,,,,,,,,1030,32,26,1,1,,,
P.136_N.11_136/11/00_1,MELAKA,EARLY VOTE,P.136,TANGGA BATU,N.11,SUNGAI UDANG,136/11/00,UNDI AWAL,BILIK TAKLIMAT BALAI POLIS SUNGAI UDANG,1,9,UMNO,MOHAMAD ALI BIN MOHAMAD,MALE,41,4,PKR,HASMORNI BINTI TAMBY,FEMALE,46,0,PPBM,DR. MOHD ALEEF BIN YUSOF,MALE,35,5,,,,,,INDEPENDENT - BOOK,MOHD ZAHAR BIN HASHIM,MALE,63,0,,,,,,,,,,,9,0,0,1,1,,,
P.136_N.11_136/11/00_1,MELAKA,EARLY VOTE,P.136,TANGGA BATU,N.11,SUNGAI UDANG,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK 1,1,363,UMNO,MOHAMAD ALI BIN MOHAMAD,MALE,41,149,PKR,HASMORNI BINTI TAMBY,FEMALE,46,19,PPBM,DR. MOHD ALEEF BIN YUSOF,MALE,35,176,,,,,,INDEPENDENT - BOOK,MOHD ZAHAR BIN HASHIM,MALE,63,7,,,,,,,,,,,351,12,0,1,1,,,
P.136_N.11_136/11/00_2,MELAKA,EARLY VOTE,P.136,TANGGA BATU,N.11,SUNGAI UDANG,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK 1,2,370,UMNO,MOHAMAD ALI BIN MOHAMAD,MALE,41,167,PKR,HASMORNI BINTI TAMBY,FEMALE,46,19,PPBM,DR. MOHD ALEEF BIN YUSOF,MALE,35,163,,,,,,INDEPENDENT - BOOK,MOHD ZAHAR BIN HASHIM,MALE,63,8,,,,,,,,,,,357,13,0,1,1,,,
P.136_N.11_136/11/00_3,MELAKA,EARLY VOTE,P.136,TANGGA BATU,N.11,SUNGAI UDANG,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK 1,3,378,UMNO,MOHAMAD ALI BIN MOHAMAD,MALE,41,143,PKR,HASMORNI BINTI TAMBY,FEMALE,46,13,PPBM,DR. MOHD ALEEF BIN YUSOF,MALE,35,199,,,,,,INDEPENDENT - BOOK,MOHD ZAHAR BIN HASHIM,MALE,63,7,,,,,,,,,,,362,16,0,1,1,,,
P.136_N.11_136/11/00_1,MELAKA,EARLY VOTE,P.136,TANGGA BATU,N.11,SUNGAI UDANG,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK II,1,463,UMNO,MOHAMAD ALI BIN MOHAMAD,MALE,41,137,PKR,HASMORNI BINTI TAMBY,FEMALE,46,23,PPBM,DR. MOHD ALEEF BIN YUSOF,MALE,35,248,,,,,,INDEPENDENT - BOOK,MOHD ZAHAR BIN HASHIM,MALE,63,25,,,,,,,,,,,433,30,0,1,1,,,
P.136_N.11_136/11/00_2,MELAKA,EARLY VOTE,P.136,TANGGA BATU,N.11,SUNGAI UDANG,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK II,2,467,UMNO,MOHAMAD ALI BIN MOHAMAD,MALE,41,154,PKR,HASMORNI BINTI TAMBY,FEMALE,46,24,PPBM,DR. MOHD ALEEF BIN YUSOF,MALE,35,260,,,,,,INDEPENDENT - BOOK,MOHD ZAHAR BIN HASHIM,MALE,63,17,,,,,,,,,,,455,12,0,1,1,,,
P.136_N.11_136/11/00_3,MELAKA,EARLY VOTE,P.136,TANGGA BATU,N.11,SUNGAI UDANG,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK II,3,471,UMNO,MOHAMAD ALI BIN MOHAMAD,MALE,41,157,PKR,HASMORNI BINTI TAMBY,FEMALE,46,20,PPBM,DR. MOHD ALEEF BIN YUSOF,MALE,35,267,,,,,,INDEPENDENT - BOOK,MOHD ZAHAR BIN HASHIM,MALE,63,12,,,,,,,,,,,456,15,0,1,1,,,
P.136_N.11_136/11/00_4,MELAKA,EARLY VOTE,P.136,TANGGA BATU,N.11,SUNGAI UDANG,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK II,4,471,UMNO,MOHAMAD ALI BIN MOHAMAD,MALE,41,153,PKR,HASMORNI BINTI TAMBY,FEMALE,46,27,PPBM,DR. MOHD ALEEF BIN YUSOF,MALE,35,267,,,,,,INDEPENDENT - BOOK,MOHD ZAHAR BIN HASHIM,MALE,63,9,,,,,,,,,,,456,15,0,1,1,,,
P.136_N.11_136/11/00_5,MELAKA,EARLY VOTE,P.136,TANGGA BATU,N.11,SUNGAI UDANG,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK II,5,457,UMNO,MOHAMAD ALI BIN MOHAMAD,MALE,41,154,PKR,HASMORNI BINTI TAMBY,FEMALE,46,28,PPBM,DR. MOHD ALEEF BIN YUSOF,MALE,35,236,,,,,,INDEPENDENT - BOOK,MOHD ZAHAR BIN HASHIM,MALE,63,23,,,,,,,,,,,441,16,0,1,1,,,
P.136_N.11_136/11/00_6,MELAKA,EARLY VOTE,P.136,TANGGA BATU,N.11,SUNGAI UDANG,136/11/00,UNDI AWAL,SEKOLAH KEBANGSAAN KEM TERENDAK II,6,464,UMNO,MOHAMAD ALI BIN MOHAMAD,MALE,41,161,PKR,HASMORNI BINTI TAMBY,FEMALE,46,32,PPBM,DR. MOHD ALEEF BIN YUSOF,MALE,35,251,,,,,,INDEPENDENT - BOOK,MOHD ZAHAR BIN HASHIM,MALE,63,10,,,,,,,,,,,454,10,0,1,1,,,
P.136_N.11_136/11/00_1,MELAKA,EARLY VOTE,P.136,TANGGA BATU,N.11,SUNGAI UDANG,136/11/00,UNDI AWAL,SEKOLAH MENENGAH KEBANGSAAN KEM TERENDAK,1,447,UMNO,MOHAMAD ALI BIN MOHAMAD,MALE,41,182,PKR,HASMORNI BINTI TAMBY,FEMALE,46,29,PPBM,DR. MOHD ALEEF BIN YUSOF,MALE,35,206,,,,,,INDEPENDENT - BOOK,MOHD ZAHAR BIN HASHIM,MALE,63,19,,,,,,,,,,,436,11,0,1,1,,,
P.136_N.11_136/11/00_2,MELAKA,EARLY VOTE,P.136,TANGGA BATU,N.11,SUNGAI UDANG,136/11/00,UNDI AWAL,SEKOLAH MENENGAH KEBANGSAAN KEM TERENDAK,2,443,UMNO,MOHAMAD ALI BIN MOHAMAD,MALE,41,178,PKR,HASMORNI BINTI TAMBY,FEMALE,46,19,PPBM,DR. MOHD ALEEF BIN YUSOF,MALE,35,222,,,,,,INDEPENDENT - BOOK,MOHD ZAHAR BIN HASHIM,MALE,63,17,,,,,,,,,,,436,7,0,1,1,,,
P.136_N.11_136/11/00_3,MELAKA,EARLY VOTE,P.136,TANGGA BATU,N.11,SUNGAI UDANG,136/11/00,UNDI AWAL,SEKOLAH MENENGAH KEBANGSAAN KEM TERENDAK,3,452,UMNO,MOHAMAD ALI BIN MOHAMAD,MALE,41,181,PKR,HASMORNI BINTI TAMBY,FEMALE,46,8,PPBM,DR. MOHD ALEEF BIN YUSOF,MALE,35,241,,,,,,INDEPENDENT - BOOK,MOHD ZAHAR BIN HASHIM,MALE,63,16,,,,,,,,,,,446,6,0,1,1,,,
P.136_N.11_136/11/00_4,MELAKA,EARLY VOTE,P.136,TANGGA BATU,N.11,SUNGAI UDANG,136/11/00,UNDI AWAL,SEKOLAH MENENGAH KEBANGSAAN KEM TERENDAK,4,423,UMNO,MOHAMAD ALI BIN MOHAMAD,MALE,41,189,PKR,HASMORNI BINTI TAMBY,FEMALE,46,12,PPBM,DR. MOHD ALEEF BIN YUSOF,MALE,35,195,,,,,,INDEPENDENT - BOOK,MOHD ZAHAR BIN HASHIM,MALE,63,15,,,,,,,,,,,411,12,0,1,1,,,
