id,t,jp,pid,s,kid,kt,i,st,mi,nc,ju,mj,ut
69,KAK MAZ,TIADA,50,P,13403,dun,,HD,2021-11-08T11:08:29.597Z,2,798,1085,80
100,DR. NORDINA,TIADA,44,P,13403,dun,,KLH,2021-11-08T11:08:29.597Z,3,2753,1085,80
102,DATUK HJ HAMEED BASHEER,TIADA,1,L,13403,dun,,MNG,2021-11-08T11:08:29.597Z,1,3838,1085,80
105,MEJAR HAJI MOHD JAINI BIN HAJI DIMON (BERSARA),,20,L,13613,dun,004,HD,2021-11-08T11:14:58.520Z,5,127,629,234
106,MOHAMAD HASHIDI BIN MOHD ZIN,,53,L,13613,dun,,HD,2021-11-08T11:14:58.520Z,4,81,629,234
83,DATUK RAIS BIN YASIN,,1,L,13613,dun,,MNG,2021-11-08T11:14:58.520Z,1,6830,629,234
40,SHAMSUL ISKANDAR MOHD AKIN,AHLI PARLIMEN,50,L,13613,dun,,KLH,2021-11-08T11:14:58.520Z,2,6201,629,234
56,MUHAMMAD FARIS IZWAN BIN MAZLAN,TIADA,44,L,13613,dun,,KLH,2021-11-08T11:14:58.520Z,3,3972,629,234
37,MUHAMMAD JAILANI BIN KHAMIS,,1,L,13506,dun,,MNG,2021-11-08T11:18:12.287Z,4,4224,860,182
30,ZAMZURI,AHLI PERNIAGAAN,44,L,13506,dun,,KLH,2021-11-08T11:18:12.287Z,5,2433,860,182
79,MURALI A/L KRISHNAN,BEKERJA SENDIRI,20,L,13506,dun,029,HD,2021-11-08T11:18:12.287Z,1,64,860,182
109,SABARUDIN BIN KUDUS,,20,L,13506,dun,025,HD,2021-11-08T11:18:12.287Z,3,67,860,182
111,ZAMRI BIN PAKIRI,,50,L,13506,dun,,KLH,2021-11-08T11:18:12.287Z,2,3364,860,182
112,MUHAMMAD AL AFIZ BIN YAHYA,,44,L,13717,dun,,KLH,2021-11-08T11:19:46.277Z,4,3715,1057,311
99,ADLY ZAHARI,,50,L,13717,dun,,MNG,2021-11-08T11:19:46.277Z,3,6805,1057,311
94,ABDUL HAMID,BERNIAGA,20,L,13717,dun,004,HD,2021-11-08T11:19:46.277Z,2,109,1057,311
97,DATUK WIRA HAJI HASNOOR BIN SDG HUSIN,,1,L,13717,dun,,KLH,2021-11-08T11:19:46.277Z,1,5748,1057,311
9,AHMAD MUAZ ,,20,L,13718,dun,025,HD,2021-11-08T11:20:34.040Z,2,90,2802,275
38,CIKGU RAFEE ,,50,L,13718,dun,,KLH,2021-11-08T11:20:34.040Z,4,2446,2802,275
42,MOHD FADLY SAMIN,AHLI PERNIAGAAN,44,L,13718,dun,,KLH,2021-11-08T11:20:34.040Z,3,3546,2802,275
71,DATUK RAHMAD BIN MARIMAN,TIADA,1,L,13718,dun,,MNG,2021-11-08T11:20:34.040Z,1,6348,2802,275
65,NAZATUL ASYRAF BIN MD.DOM,,53,L,13928,dun,,HD,2021-11-08T11:22:02.103Z,3,84,1137,189
27,FARZANA HAYANI NASIR,,50,P,13928,dun,,KLH,2021-11-08T11:22:02.103Z,2,1356,1137,189
28,SITI FAIZAH BINTI ABDUL AZIS,,1,P,13928,dun,,MNG,2021-11-08T11:22:02.103Z,4,3801,1137,189
107,MUHAMMAD JEFRI BIN SAFRY,TIADA,44,L,13928,dun,,KLH,2021-11-08T11:22:02.103Z,1,2664,1137,189
20,BAKRI BIN JAMALUDDIN,TIADA,44,L,13614,dun,,KLH,2021-11-08T11:22:40.197Z,1,3884,876,140
10,DATUK LIM BAN HONG,,1,L,13614,dun,,MNG,2021-11-08T11:22:40.197Z,2,5028,876,140
14,GUE TECK,PENIAGA,50,L,13614,dun,,KLH,2021-11-08T11:22:40.197Z,3,4152,876,140
17,MUHAMAD HAFIZ ISHAK,TIADA,20,L,13821,dun,025,HD,2021-11-08T11:23:34.253Z,6,57,200,173
36,MOHD NOOR HELMY,TIADA,1,L,13821,dun,,MNG,2021-11-08T11:23:34.253Z,3,4684,200,173
41,MOHD FAIZAL BIN AMZAH,,53,L,13821,dun,,HD,2021-11-08T11:23:34.253Z,2,52,200,173
86,DATUK KAMARUDIN BIN HJ. SIDEK,SENDIRI,44,L,13821,dun,,KLH,2021-11-08T11:23:34.253Z,5,2874,200,173
91,DAMIAN BABA YEO,,50,L,13821,dun,,KLH,2021-11-08T11:23:34.253Z,4,4484,200,173
110,GAN TIAN SOH,,20,L,13821,dun,001,HD,2021-11-08T11:23:34.253Z,1,60,200,173
89,MOHD AZRUDIN BIN MD IDRIS,,44,L,13715,dun,,KLH,2021-11-08T11:24:23.820Z,2,2681,131,261
96,DATUK HJH KALSOM NOORDIN,,1,P,13715,dun,,MNG,2021-11-08T11:24:23.820Z,5,4839,131,261
60,NORHIZAM BIN HASSAN BAKTEE,TIADA,20,L,13715,dun,025,HD,2021-11-08T11:24:23.820Z,3,1218,131,261
5,MOHD ALUWI BIN SARI,,53,L,13715,dun,,HD,2021-11-08T11:24:23.820Z,4,82,131,261
35,MUHAMAD DANISH ZAINUDIN,,50,L,13715,dun,,KLH,2021-11-08T11:24:23.820Z,1,4708,131,261
103,TUMINAH KADI,TIADA,1,P,13612,dun,,MNG,2021-11-08T11:25:18.323Z,3,3960,827,143
92,DATUK NOR AZMAN BIN HASSAN,,50,L,13612,dun,,KLH,2021-11-08T11:25:18.323Z,2,2799,827,143
77,Ts. MOHAMAD RIDZWAN BIN MUSTAFA,,44,L,13612,dun,,KLH,2021-11-08T11:25:18.323Z,1,3133,827,143
104,MOHD ERFAN MAHRILAR,,20,L,13509,dun,004,HD,2021-11-08T11:29:20.660Z,1,58,559,216
101,JA'AFAR BIN OTHMAN,PERUNDING KIMIA,44,L,13509,dun,,KLH,2021-11-08T11:29:20.660Z,4,2208,559,216
16,SOFI WAHAB,SENDIRI,50,L,13509,dun,,KLH,2021-11-08T11:29:20.660Z,3,3104,559,216
12,ZAHARI BIN ABD KALIL,TIADA,1,L,13509,dun,,MNG,2021-11-08T11:29:20.660Z,2,3663,559,216
57,NGWE HEE SEM,,1,L,13508,dun,,MNG,2021-11-08T11:30:34.600Z,1,3732,938,137
51,ABDUL AZIZ,,69,L,13508,dun,,HD,2021-11-08T11:30:34.600Z,3,167,938,137
88,LAW BING HAW,,50,L,13508,dun,,KLH,2021-11-08T11:30:34.600Z,2,2794,938,137
74,TAI SIONG JIUL,AHLI PERNIAGAAN,44,L,13508,dun,,KLH,2021-11-08T11:30:34.600Z,5,1202,938,137
80,AZLAN BIN DAUD,,20,L,13508,dun,004,HD,2021-11-08T11:30:34.600Z,4,101,938,137
85,DATO KAMISAN BIN PALIL,AHLI PERNIAGAAN,20,L,13401,dun,004,HD,2021-11-08T11:32:03.497Z,3,51,1836,162
49,AZIAH BINTI MOHD SA'AD,PESARA,44,P,13401,dun,,KLH,2021-11-08T11:32:03.497Z,4,1645,1836,162
66,ROSLI BIN ABDULLAH,TIADA,1,L,13401,dun,,MNG,2021-11-08T11:32:03.497Z,1,3554,1836,162
15,USTAZ JULAS,AHLI PERNIAGAAN,50,L,13401,dun,,KLH,2021-11-08T11:32:03.497Z,2,1718,1836,162
33,DATUK SERI Ir. IDRIS HARON,TIADA,50,L,13510,dun,,KLH,2021-11-08T11:51:14.373Z,5,2666,2993,262
61,DHANESH BASIL ,AHLI PERNIAGAAN,44,L,13510,dun,,KLH,2021-11-08T11:51:14.373Z,4,1364,2993,262
53,MOHD AKHIR AYOB,PESARA TENTERA,20,L,13510,dun,004,HD,2021-11-08T11:51:14.373Z,6,136,2993,262
98,AZMAR B AB HAMID,,20,L,13510,dun,025,HD,2021-11-08T11:51:14.373Z,3,99,2993,262
93,FAIRUL NIZAM (ALONG),TIADA,1,L,13510,dun,,MNG,2021-11-08T11:51:14.373Z,2,5659,2993,262
84,MOHD NOOR BIN SALLEH,AHLI PERNIAGAAN,20,L,13510,dun,029,HD,2021-11-08T11:51:14.373Z,1,44,2993,262
31,ABD ALIM BIN SHAPIE,BERSARA,44,L,13927,dun,,KLH,2021-11-08T11:51:53.580Z,3,1622,3248,122
25,DR AKMAL SALEH,TIADA,1,L,13927,dun,,MNG,2021-11-08T11:51:53.580Z,2,5633,3248,122
29,CIKGU AZRIN BIN AB MAJID,PESARA GURU,50,L,13927,dun,,KLH,2021-11-08T11:51:53.580Z,1,2385,3248,122
63,SULAIMAN MD ALI,,1,L,13404,dun,,MNG,2021-11-08T11:52:48.260Z,3,4486,3104,75
45,MEJAR DOLAH,,44,L,13404,dun,,KLH,2021-11-08T11:52:48.260Z,1,1382,3104,75
46,ASRI IBRAHIM,TIADA,50,L,13404,dun,,KLH,2021-11-08T11:52:48.260Z,2,1155,3104,75
73,AZAFEN,,20,L,13507,dun,004,HD,2021-11-08T12:14:26.493Z,2,60,559,175
87,VP SHANMUGAM (VP SHAN),TIADA,1,L,13507,dun,,MNG,2021-11-08T12:14:26.493Z,1,3022,559,175
75,G. SAMINATHAN,,50,L,13507,dun,,KLH,2021-11-08T12:14:26.493Z,6,2463,559,175
95,AMIR MUHARAM,AHLI PERNIAGAAN,44,L,13507,dun,,KLH,2021-11-08T12:14:26.493Z,5,2041,559,175
108,LAILA NORINDA BINTI MAON,,53,P,13507,dun,,HD,2021-11-08T12:14:26.493Z,3,68,559,175
114,MOHAN,,20,L,13507,dun,030,HD,2021-11-08T12:14:26.493Z,4,23,559,175
