P.194_N.21_199/21/POS_1,SARAWAK,POSTAL VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/POS,UNDI POS,UNDI POS,1,109,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,71,PKR,ALEX SABEN,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,1,34,,
P.194_N.21_199/21/00_1,SARAWAK,EARLY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/00,UNDI AWAL,"DEWAN MUTIARA TEBEDU, BALAI POLIS TEBEDU",1,14,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,14,PKR,ALEX SABEN,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,,
P.194_N.21_199/21/01_1a,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/01,BENTANG,SEK. KEB. ALL ST. PLAMAN NYABET,1,184,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,147,PKR,ALEX SABEN,MALE,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,1,0,,
P.194_N.21_199/21/01_1b,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/01,BENTANG,SEK. KEB. ST. JOHN TAEE,1,266,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,207,PKR,ALEX SABEN,MALE,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,3,0,,
P.194_N.21_199/21/01_2a,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/01,BENTANG,SEK. KEB. ST. JOHN TAEE,2,400,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,297,PKR,ALEX SABEN,MALE,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,3,0,,
P.194_N.21_199/21/01_1c,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/01,BENTANG,SEK. KEB. PARUN SUAN,1,248,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,187,PKR,ALEX SABEN,MALE,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,12,0,,
P.194_N.21_199/21/01_2b,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/01,BENTANG,SEK. KEB. PARUN SUAN,2,325,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,278,PKR,ALEX SABEN,MALE,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,1,0,,
P.194_N.21_199/21/02_1a,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/02,LANCHANG,SEK. KEB. ST. MATHEW LANCHANG,1,382,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,337,PKR,ALEX SABEN,MALE,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,3,0,,
P.194_N.21_199/21/02_1b,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/02,LANCHANG,SEK. KEB. ST. DOMINIC PICHIN,1,306,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,270,PKR,ALEX SABEN,MALE,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,10,0,,
P.194_N.21_199/21/02_2,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/02,LANCHANG,SEK. KEB. ST. DOMINIC PICHIN,2,321,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,301,PKR,ALEX SABEN,MALE,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,0,0,,
P.194_N.21_199/21/02_3,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/02,LANCHANG,SEK. KEB. ST. DOMINIC PICHIN,3,281,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,271,PKR,ALEX SABEN,MALE,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,0,0,,
P.194_N.21_199/21/03_1a,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/03,TEBEDU,SEK. KEB. TEPOI,1,186,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,125,PKR,ALEX SABEN,MALE,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,6,0,,
P.194_N.21_199/21/03_1b,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/03,TEBEDU,SEK. KEB. TEMONG,1,272,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,232,PKR,ALEX SABEN,MALE,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,5,0,,
P.194_N.21_199/21/03_2a,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/03,TEBEDU,SEK. KEB. TEMONG,2,398,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,338,PKR,ALEX SABEN,MALE,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,3,0,,
P.194_N.21_199/21/03_1c,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/03,TEBEDU,SEK. KEB. ENTUBUH,1,244,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,219,PKR,ALEX SABEN,MALE,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,7,1,,
P.194_N.21_199/21/03_1d,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/03,TEBEDU,SEK. KEB. SEJIJAK,1,199,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,190,PKR,ALEX SABEN,MALE,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,2,0,,
P.194_N.21_199/21/03_1e,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/03,TEBEDU,SEK. KEB. TEBEDU,1,271,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,230,PKR,ALEX SABEN,MALE,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,8,0,,
P.194_N.21_199/21/03_2b,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/03,TEBEDU,SEK. KEB. TEBEDU,2,402,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,355,PKR,ALEX SABEN,MALE,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,3,0,,
P.194_N.21_199/21/03_1f,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/03,TEBEDU,SEK. KEB. SUNGAN,1,164,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,153,PKR,ALEX SABEN,MALE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,6,0,,
P.194_N.21_199/21/03_1g,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/03,TEBEDU,SEK. KEB. TEMA,1,270,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,224,PKR,ALEX SABEN,MALE,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,4,0,,
P.194_N.21_199/21/03_1h,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/03,TEBEDU,SEK. KEB. SG. SEMARAN,1,459,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,404,PKR,ALEX SABEN,MALE,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,4,0,,
P.194_N.21_199/21/04_1a,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/04,AMO,SEK. KEB. GAHAT MAWANG,1,276,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,254,PKR,ALEX SABEN,MALE,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,5,0,,
P.194_N.21_199/21/04_1b,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/04,AMO,BANGUNAN KELAS TADIKA BIDAK,1,266,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,230,PKR,ALEX SABEN,MALE,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,7,0,,
P.194_N.21_199/21/04_1c,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/04,AMO,SEK. KEB. RETOH,1,178,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,170,PKR,ALEX SABEN,MALE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,4,0,,
P.194_N.21_199/21/04_1d,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.21,TEBEDU,199/21/04,AMO,SEK. KEB. MAWANG TAUP,1,148,PBB,DATO SRI MICHAEL MANYIN ANAK JAWONG,MALE,71,143,PKR,ALEX SABEN,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,2,1,,
