UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.213_N.56_213/56/POS_1,SARAWAK,POSTAL VOTE,P.213,MUKAH,N.56,DALAT,213/56/POS,UNDI POS,UNDI POS,1,103,PBB,FATIMAH BINTI ABDULLAH,FEMALE,59,51,PKR,SIM ENG HUA,MALE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3,45,,
P.213_N.56_213/56/00_1,SARAWAK,EARLY VOTE,P.213,MUKAH,N.56,DALAT,213/56/00,UNDI AWAL,"BILIK MESYUARAT, IPD DALAT",1,52,PBB,FATIMAH BINTI ABDULLAH,FEMALE,59,48,PKR,SIM ENG HUA,MALE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,0,,
P.213_N.56_213/56/01_1,SARAWAK,ORDINARY VOTE,P.213,MUKAH,N.56,DALAT,213/56/01,TANAM,SEK. KEB. KPG. TANAM DALAT,1,263,PBB,FATIMAH BINTI ABDULLAH,FEMALE,59,219,PKR,SIM ENG HUA,MALE,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,7,0,,
P.213_N.56_213/56/01_2,SARAWAK,ORDINARY VOTE,P.213,MUKAH,N.56,DALAT,213/56/01,TANAM,SEK. KEB. KPG. TANAM DALAT,2,453,PBB,FATIMAH BINTI ABDULLAH,FEMALE,59,387,PKR,SIM ENG HUA,MALE,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,5,0,,
P.213_N.56_213/56/02_1,SARAWAK,ORDINARY VOTE,P.213,MUKAH,N.56,DALAT,213/56/02,DALAT,SEK. JENIS KEB. CHIN HUA DALAT,1,226,PBB,FATIMAH BINTI ABDULLAH,FEMALE,59,183,PKR,SIM ENG HUA,MALE,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,1,0,,
P.213_N.56_213/56/02_2,SARAWAK,ORDINARY VOTE,P.213,MUKAH,N.56,DALAT,213/56/02,DALAT,SEK. JENIS KEB. CHIN HUA DALAT,2,326,PBB,FATIMAH BINTI ABDULLAH,FEMALE,59,230,PKR,SIM ENG HUA,MALE,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,4,0,,
P.213_N.56_213/56/03_1,SARAWAK,ORDINARY VOTE,P.213,MUKAH,N.56,DALAT,213/56/03,KUT,SEK. KEB. KUT TENGAH,1,175,PBB,FATIMAH BINTI ABDULLAH,FEMALE,59,163,PKR,SIM ENG HUA,MALE,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,2,0,,
P.213_N.56_213/56/04_1,SARAWAK,ORDINARY VOTE,P.213,MUKAH,N.56,DALAT,213/56/04,BALAN,SEK. KEB. KPG. BALAN,1,300,PBB,FATIMAH BINTI ABDULLAH,FEMALE,59,274,PKR,SIM ENG HUA,MALE,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,3,0,,
P.213_N.56_213/56/05_1,SARAWAK,ORDINARY VOTE,P.213,MUKAH,N.56,DALAT,213/56/05,UD,SEK. KEB. KPG. SG. UD,1,261,PBB,FATIMAH BINTI ABDULLAH,FEMALE,59,230,PKR,SIM ENG HUA,MALE,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,12,0,,
P.213_N.56_213/56/05_2,SARAWAK,ORDINARY VOTE,P.213,MUKAH,N.56,DALAT,213/56/05,UD,SEK. KEB. KPG. SG. UD,2,474,PBB,FATIMAH BINTI ABDULLAH,FEMALE,59,432,PKR,SIM ENG HUA,MALE,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,9,0,,
