UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.194_N.08_194/08/POS_1,SARAWAK,POSTAL VOTE,P.194,PETRA JAYA,N.08,SATOK,194/08/POS,UNDI POS,UNDI POS,1,191,PBB,DATUK AMAR ABG JOHARI TUN OPENG,MALE,66,133,PKR,MOHAMED SALLEH SHAWKATALI,MALE,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,11,43,,
P.194_N.08_194/08/00_1,SARAWAK,EARLY VOTE,P.194,PETRA JAYA,N.08,SATOK,194/08/00,UNDI AWAL,"RUANG C, DEWAN MES PEGAWAI KANAN, IBU PEJABAT POLIS KONTINJEN SARAWAK",1,268,PBB,DATUK AMAR ABG JOHARI TUN OPENG,MALE,66,257,PKR,MOHAMED SALLEH SHAWKATALI,MALE,35,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,3,0,,
P.194_N.08_194/08/00_2,SARAWAK,EARLY VOTE,P.194,PETRA JAYA,N.08,SATOK,194/08/00,UNDI AWAL,"RUANG C, DEWAN MES PEGAWAI KANAN, IBU PEJABAT POLIS KONTINJEN SARAWAK",2,326,PBB,DATUK AMAR ABG JOHARI TUN OPENG,MALE,66,321,PKR,MOHAMED SALLEH SHAWKATALI,MALE,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,1,0,,
P.194_N.08_194/08/01_1a,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.08,SATOK,194/08/01,SEGEDUP,TABIKA KEMAS KPG. SG. MAONG,1,258,PBB,DATUK AMAR ABG JOHARI TUN OPENG,MALE,66,252,PKR,MOHAMED SALLEH SHAWKATALI,MALE,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,3,0,,
P.194_N.08_194/08/01_1b,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.08,SATOK,194/08/01,SEGEDUP,DEWAN SERBAGUNA KPG. SEGEDUP,1,293,PBB,DATUK AMAR ABG JOHARI TUN OPENG,MALE,66,272,PKR,MOHAMED SALLEH SHAWKATALI,MALE,35,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,6,1,,
P.194_N.08_194/08/01_2,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.08,SATOK,194/08/01,SEGEDUP,DEWAN SERBAGUNA KPG. SEGEDUP,2,321,PBB,DATUK AMAR ABG JOHARI TUN OPENG,MALE,66,292,PKR,MOHAMED SALLEH SHAWKATALI,MALE,35,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,4,0,,
P.194_N.08_194/08/01_3,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.08,SATOK,194/08/01,SEGEDUP,DEWAN SERBAGUNA KPG. SEGEDUP,3,322,PBB,DATUK AMAR ABG JOHARI TUN OPENG,MALE,66,285,PKR,MOHAMED SALLEH SHAWKATALI,MALE,35,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,4,0,,
P.194_N.08_194/08/02_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.08,SATOK,194/08/02,PATINGAN,DEWAN DATUK MERPATI JEPANG,1,211,PBB,DATUK AMAR ABG JOHARI TUN OPENG,MALE,66,176,PKR,MOHAMED SALLEH SHAWKATALI,MALE,35,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,5,0,,
P.194_N.08_194/08/02_2,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.08,SATOK,194/08/02,PATINGAN,DEWAN DATUK MERPATI JEPANG,2,212,PBB,DATUK AMAR ABG JOHARI TUN OPENG,MALE,66,173,PKR,MOHAMED SALLEH SHAWKATALI,MALE,35,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,1,0,,
P.194_N.08_194/08/03_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.08,SATOK,194/08/03,SATOK,SEK. KEB. RAKYAT JLN. HAJI BOLHASSAN,1,191,PBB,DATUK AMAR ABG JOHARI TUN OPENG,MALE,66,163,PKR,MOHAMED SALLEH SHAWKATALI,MALE,35,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,7,0,,
P.194_N.08_194/08/03_2,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.08,SATOK,194/08/03,SATOK,SEK. KEB. RAKYAT JLN. HAJI BOLHASSAN,2,369,PBB,DATUK AMAR ABG JOHARI TUN OPENG,MALE,66,299,PKR,MOHAMED SALLEH SHAWKATALI,MALE,35,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,2,0,,
P.194_N.08_194/08/03_3,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.08,SATOK,194/08/03,SATOK,SEK. KEB. RAKYAT JLN. HAJI BOLHASSAN,3,349,PBB,DATUK AMAR ABG JOHARI TUN OPENG,MALE,66,286,PKR,MOHAMED SALLEH SHAWKATALI,MALE,35,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,2,0,,
P.194_N.08_194/08/03_4,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.08,SATOK,194/08/03,SATOK,SEK. KEB. RAKYAT JLN. HAJI BOLHASSAN,4,331,PBB,DATUK AMAR ABG JOHARI TUN OPENG,MALE,66,251,PKR,MOHAMED SALLEH SHAWKATALI,MALE,35,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,2,0,,
