UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.209_N.47_209/47/POS_1,SARAWAK,POSTAL VOTE,P.209,JULAU,N.47,PAKAN,209/47/POS,UNDI POS,UNDI POS,1,86,BN,WILLIAM MAWAN IKOM,MALE,67,42,DAP,RINDA ALEXANDER,FEMALE,31,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JAWIE ANAK JINGOT@JENGGOT,MALE,,28,,,,,,70,8,8,,
P.209_N.47_209/47/01_1,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.47,PAKAN,209/47/01,BAYONG,SEK. KEB. BALONG SG. RIAN,1,252,BN,WILLIAM MAWAN IKOM,MALE,67,121,DAP,RINDA ALEXANDER,FEMALE,31,14,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JAWIE ANAK JINGOT@JENGGOT,MALE,,116,,,,,,251,1,0,,
P.209_N.47_209/47/01_1,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.47,PAKAN,209/47/01,BAYONG,SEK. KEB. UDIN NG. BAYONG,1,314,BN,WILLIAM MAWAN IKOM,MALE,67,158,DAP,RINDA ALEXANDER,FEMALE,31,33,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JAWIE ANAK JINGOT@JENGGOT,MALE,,119,,,,,,310,4,0,,
P.209_N.47_209/47/01_1,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.47,PAKAN,209/47/01,BAYONG,RH. ANDREW MANGKA SG. RIBONG,1,119,BN,WILLIAM MAWAN IKOM,MALE,67,55,DAP,RINDA ALEXANDER,FEMALE,31,7,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JAWIE ANAK JINGOT@JENGGOT,MALE,,49,,,,,,111,8,0,,
P.209_N.47_209/47/01_1,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.47,PAKAN,209/47/01,BAYONG,RH. TIRAI SEBANGKOI,1,166,BN,WILLIAM MAWAN IKOM,MALE,67,77,DAP,RINDA ALEXANDER,FEMALE,31,6,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JAWIE ANAK JINGOT@JENGGOT,MALE,,83,,,,,,166,0,0,,
P.209_N.47_209/47/02_1,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.47,PAKAN,209/47/02,SUNGAI RUSA,SEK. KEB. ANDING SG. RUSA,1,390,BN,WILLIAM MAWAN IKOM,MALE,67,173,DAP,RINDA ALEXANDER,FEMALE,31,57,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JAWIE ANAK JINGOT@JENGGOT,MALE,,154,,,,,,384,6,0,,
P.209_N.47_209/47/02_1,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.47,PAKAN,209/47/02,SUNGAI RUSA,SEK. JENIS KEB. SU DOK,1,53,BN,WILLIAM MAWAN IKOM,MALE,67,28,DAP,RINDA ALEXANDER,FEMALE,31,7,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JAWIE ANAK JINGOT@JENGGOT,MALE,,16,,,,,,51,2,0,,
P.209_N.47_209/47/03_1,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.47,PAKAN,209/47/03,BABAI,RH. BUDUM NG. TUBAI BUAH,1,259,BN,WILLIAM MAWAN IKOM,MALE,67,175,DAP,RINDA ALEXANDER,FEMALE,31,8,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JAWIE ANAK JINGOT@JENGGOT,MALE,,71,,,,,,254,5,0,,
P.209_N.47_209/47/03_1,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.47,PAKAN,209/47/03,BABAI,SEK. KEB. ULU PEDANUM,1,337,BN,WILLIAM MAWAN IKOM,MALE,67,185,DAP,RINDA ALEXANDER,FEMALE,31,6,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JAWIE ANAK JINGOT@JENGGOT,MALE,,142,,,,,,333,4,0,,
P.209_N.47_209/47/03_1,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.47,PAKAN,209/47/03,BABAI,SEK. KEB. NG. BUKU,1,247,BN,WILLIAM MAWAN IKOM,MALE,67,105,DAP,RINDA ALEXANDER,FEMALE,31,4,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JAWIE ANAK JINGOT@JENGGOT,MALE,,136,,,,,,245,2,0,,
