UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.208_N.45_208/45/POS_1,SARAWAK,POSTAL VOTE,P.208,SARIKEI,N.45,REPOK,208/45/POS,UNDI POS,UNDI POS,1,137,SUPP,HUANG TIONG SII,MALE,47,89,DAP,YONG SIEW WEI,FEMALE,30,7,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,WONG CHIN KING,MALE,50,5,,,,,,101,10,26,,
P.208_N.45_208/45/00_1,SARAWAK,EARLY VOTE,P.208,SARIKEI,N.45,REPOK,208/45/00,UNDI AWAL,"RUANG A, DEWAN SERBAGUNA IPD SARIKEI",1,181,SUPP,HUANG TIONG SII,MALE,47,171,DAP,YONG SIEW WEI,FEMALE,30,4,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,WONG CHIN KING,MALE,50,0,,,,,,175,6,0,,
P.208_N.45_208/45/01_1a,SARAWAK,ORDINARY VOTE,P.208,SARIKEI,N.45,REPOK,208/45/01,BULAT,SEK. KEB. SELANGAN JLN. KWONG MING SARIKEI,1,296,SUPP,HUANG TIONG SII,MALE,47,217,DAP,YONG SIEW WEI,FEMALE,30,66,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,WONG CHIN KING,MALE,50,4,,,,,,287,9,0,,
P.208_N.45_208/45/01_2a,SARAWAK,ORDINARY VOTE,P.208,SARIKEI,N.45,REPOK,208/45/01,BULAT,SEK. KEB. SELANGAN JLN. KWONG MING SARIKEI,2,315,SUPP,HUANG TIONG SII,MALE,47,248,DAP,YONG SIEW WEI,FEMALE,30,58,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,WONG CHIN KING,MALE,50,1,,,,,,307,8,0,,
P.208_N.45_208/45/01_1b,SARAWAK,ORDINARY VOTE,P.208,SARIKEI,N.45,REPOK,208/45/01,BULAT,SEK. JENIS KEB. SIUNG HUA SG. SEBANYAK SARIKEI,1,352,SUPP,HUANG TIONG SII,MALE,47,177,DAP,YONG SIEW WEI,FEMALE,30,161,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,WONG CHIN KING,MALE,50,12,,,,,,350,2,0,,
P.208_N.45_208/45/01_1c,SARAWAK,ORDINARY VOTE,P.208,SARIKEI,N.45,REPOK,208/45/01,BULAT,SEK. JENIS KEB. BULAT BATU 3 JLN. BULAT SARIKEI,1,254,SUPP,HUANG TIONG SII,MALE,47,134,DAP,YONG SIEW WEI,FEMALE,30,116,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,WONG CHIN KING,MALE,50,3,,,,,,253,1,0,,
P.208_N.45_208/45/01_2b,SARAWAK,ORDINARY VOTE,P.208,SARIKEI,N.45,REPOK,208/45/01,BULAT,SEK. JENIS KEB. BULAT BATU 3 JLN. BULAT SARIKEI,2,417,SUPP,HUANG TIONG SII,MALE,47,198,DAP,YONG SIEW WEI,FEMALE,30,206,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,WONG CHIN KING,MALE,50,8,,,,,,412,3,2,,
P.208_N.45_208/45/01_3,SARAWAK,ORDINARY VOTE,P.208,SARIKEI,N.45,REPOK,208/45/01,BULAT,SEK. JENIS KEB. BULAT BATU 3 JLN. BULAT SARIKEI,3,390,SUPP,HUANG TIONG SII,MALE,47,189,DAP,YONG SIEW WEI,FEMALE,30,193,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,WONG CHIN KING,MALE,50,5,,,,,,387,3,0,,
P.208_N.45_208/45/01_4,SARAWAK,ORDINARY VOTE,P.208,SARIKEI,N.45,REPOK,208/45/01,BULAT,SEK. JENIS KEB. BULAT BATU 3 JLN. BULAT SARIKEI,4,388,SUPP,HUANG TIONG SII,MALE,47,232,DAP,YONG SIEW WEI,FEMALE,30,143,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,WONG CHIN KING,MALE,50,5,,,,,,380,8,0,,
P.208_N.45_208/45/02_1,SARAWAK,ORDINARY VOTE,P.208,SARIKEI,N.45,REPOK,208/45/02,PANTAK,SEK. MEN. KEB. TINGGI SARIKEI,1,226,SUPP,HUANG TIONG SII,MALE,47,128,DAP,YONG SIEW WEI,FEMALE,30,89,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,WONG CHIN KING,MALE,50,5,,,,,,222,4,0,,
