UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.219_N.73_219/73/POS_1,SARAWAK,POSTAL VOTE,P.219,MIRI,N.73,PIASAU,219/73/POS,UNDI POS,UNDI POS,1,111,SUPP,SEBASTIAN TING CHIEW YEW,MALE,61,82,DAP,ALAN LING SIE KIONG,MALE,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,25,,
P.219_N.73_219/73/00_1,SARAWAK,EARLY VOTE,P.219,MIRI,N.73,PIASAU,219/73/00,UNDI AWAL,"RUANG C, DEWAN RUAI KENYALANG, IPD MIRI",1,322,SUPP,SEBASTIAN TING CHIEW YEW,MALE,61,305,DAP,ALAN LING SIE KIONG,MALE,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,4,0,,
P.219_N.73_219/73/01_1,SARAWAK,ORDINARY VOTE,P.219,MIRI,N.73,PIASAU,219/73/01,KUBU,SEK. MEN. KEB. ST. COLUMBAS MIRI,1,282,SUPP,SEBASTIAN TING CHIEW YEW,MALE,61,149,DAP,ALAN LING SIE KIONG,MALE,33,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,0,0,,
P.219_N.73_219/73/02_1,SARAWAK,ORDINARY VOTE,P.219,MIRI,N.73,PIASAU,219/73/02,BAZAAR,SEK. JENIS KEB. CHUNG HUA MIRI,1,151,SUPP,SEBASTIAN TING CHIEW YEW,MALE,61,86,DAP,ALAN LING SIE KIONG,MALE,33,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,2,0,,
P.219_N.73_219/73/02_2,SARAWAK,ORDINARY VOTE,P.219,MIRI,N.73,PIASAU,219/73/02,BAZAAR,SEK. JENIS KEB. CHUNG HUA MIRI,2,339,SUPP,SEBASTIAN TING CHIEW YEW,MALE,61,163,DAP,ALAN LING SIE KIONG,MALE,33,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,8,0,,
P.219_N.73_219/73/02_3,SARAWAK,ORDINARY VOTE,P.219,MIRI,N.73,PIASAU,219/73/02,BAZAAR,SEK. JENIS KEB. CHUNG HUA MIRI,3,353,SUPP,SEBASTIAN TING CHIEW YEW,MALE,61,163,DAP,ALAN LING SIE KIONG,MALE,33,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,1,0,,
P.219_N.73_219/73/02_4,SARAWAK,ORDINARY VOTE,P.219,MIRI,N.73,PIASAU,219/73/02,BAZAAR,SEK. JENIS KEB. CHUNG HUA MIRI,4,357,SUPP,SEBASTIAN TING CHIEW YEW,MALE,61,161,DAP,ALAN LING SIE KIONG,MALE,33,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,2,0,,
P.219_N.73_219/73/02_5,SARAWAK,ORDINARY VOTE,P.219,MIRI,N.73,PIASAU,219/73/02,BAZAAR,SEK. JENIS KEB. CHUNG HUA MIRI,5,359,SUPP,SEBASTIAN TING CHIEW YEW,MALE,61,137,DAP,ALAN LING SIE KIONG,MALE,33,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,1,0,,
P.219_N.73_219/73/02_1,SARAWAK,ORDINARY VOTE,P.219,MIRI,N.73,PIASAU,219/73/02,BAZAAR,SEK. KEB. ST. JOSEPH MIRI,1,126,SUPP,SEBASTIAN TING CHIEW YEW,MALE,61,77,DAP,ALAN LING SIE KIONG,MALE,33,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,3,0,,
P.219_N.73_219/73/02_2,SARAWAK,ORDINARY VOTE,P.219,MIRI,N.73,PIASAU,219/73/02,BAZAAR,SEK. KEB. ST. JOSEPH MIRI,2,325,SUPP,SEBASTIAN TING CHIEW YEW,MALE,61,180,DAP,ALAN LING SIE KIONG,MALE,33,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,3,0,,
