P.206_N.41_206/41/05_1c,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/05,SEBERANG,SEK. KEB. AGAMA KPG. BARU SEBERANG SARIKEI,1,262,PBB,LEN TALIF SALLEH,MALE,63,245,PAN,SOPIAN BIN JULAIHI,MALE,38,11,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,1,,,,,,257,5,0,,
P.206_N.41_206/41/05_2b,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/05,SEBERANG,SEK. KEB. AGAMA KPG. BARU SEBERANG SARIKEI,2,325,PBB,LEN TALIF SALLEH,MALE,63,307,PAN,SOPIAN BIN JULAIHI,MALE,38,12,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,1,,,,,,320,5,0,,
P.206_N.41_206/41/05_3b,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/05,SEBERANG,SEK. KEB. AGAMA KPG. BARU SEBERANG SARIKEI,3,316,PBB,LEN TALIF SALLEH,MALE,63,267,PAN,SOPIAN BIN JULAIHI,MALE,38,38,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,3,,,,,,308,8,0,,
P.206_N.41_206/41/06_1,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,206/41/06,NANGA LEPA,RH. GABRIEL,1,91,PBB,LEN TALIF SALLEH,MALE,63,88,PAN,SOPIAN BIN JULAIHI,MALE,38,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,ASBOR BIN ABDULLAH,MALE,,2,,,,,,90,1,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.206_N.41__30,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.41,KUALA RAJANG,,,,30,7227,BN,TALIF @ LEN BIN SALLEH,MALE,63,6235,PH (1),SOPIAN BIN JULAIHI,MALE,38,649,,,,,,,,,,,,,,,,,,,,,,,,,802,,,,,,7037,153,37,,

P.206_N.42_206/42/POS_1,SARAWAK,POSTAL VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/POS,UNDI POS,UNDI POS,1,78,PBB,ABDULLAH SAIDOL,MALE,50,46,PAN,FADILLAH SABALI,MALE,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,8,23,,
P.206_N.42_206/42/01_1a,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/01,PALOH,SEK. KEB. KPG. SEBAKO,1,133,PBB,ABDULLAH SAIDOL,MALE,50,126,PAN,FADILLAH SABALI,MALE,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,3,0,,
P.206_N.42_206/42/01_1b,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/01,PALOH,SURAU KPG. SEDI,1,46,PBB,ABDULLAH SAIDOL,MALE,50,34,PAN,FADILLAH SABALI,MALE,35,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3,0,,
P.206_N.42_206/42/01_1c,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/01,PALOH,SEK. KEB. O.K.M. PAKERI PALOH,1,141,PBB,ABDULLAH SAIDOL,MALE,50,132,PAN,FADILLAH SABALI,MALE,35,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,0,0,,
P.206_N.42_206/42/01_2,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/01,PALOH,SEK. KEB. O.K.M. PAKERI PALOH,2,163,PBB,ABDULLAH SAIDOL,MALE,50,151,PAN,FADILLAH SABALI,MALE,35,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,0,0,,
P.206_N.42_206/42/01_1d,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/01,PALOH,"RH. PANJANG JAWING, BERANGAN PALOH",1,123,PBB,ABDULLAH SAIDOL,MALE,50,122,PAN,FADILLAH SABALI,MALE,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,1,0,,
P.206_N.42_206/42/01_1e,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/01,PALOH,TADIKA KEMAS KPG. KEDANG,1,93,PBB,ABDULLAH SAIDOL,MALE,50,83,PAN,FADILLAH SABALI,MALE,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,3,0,,
P.206_N.42_206/42/02_1a,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/02,MUPONG,SEK. KEB. MUPONG,1,219,PBB,ABDULLAH SAIDOL,MALE,50,193,PAN,FADILLAH SABALI,MALE,35,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,9,0,,
P.206_N.42_206/42/02_1b,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/02,MUPONG,SEK. KEB. MUPONG ULIN,1,68,PBB,ABDULLAH SAIDOL,MALE,50,63,PAN,FADILLAH SABALI,MALE,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,2,0,,
P.206_N.42_206/42/03_1a,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/03,SEMOP,SEK. KEB. KPG. SERDENG,1,161,PBB,ABDULLAH SAIDOL,MALE,50,155,PAN,FADILLAH SABALI,MALE,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,1,0,,
P.206_N.42_206/42/03_1b,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/03,SEMOP,SEK. KEB. TELOK GELAM,1,153,PBB,ABDULLAH SAIDOL,MALE,50,139,PAN,FADILLAH SABALI,MALE,35,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,3,0,,
P.206_N.42_206/42/03_1c,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/03,SEMOP,SEK. KEB. KPG. BEKAKONG,1,159,PBB,ABDULLAH SAIDOL,MALE,50,144,PAN,FADILLAH SABALI,MALE,35,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,1,0,,
P.206_N.42_206/42/03_1d,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/03,SEMOP,SEK. KEB. KPG. SEMOP,1,227,PBB,ABDULLAH SAIDOL,MALE,50,187,PAN,FADILLAH SABALI,MALE,35,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,10,0,,
P.206_N.42_206/42/03_2,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/03,SEMOP,SEK. KEB. KPG. SEMOP,2,223,PBB,ABDULLAH SAIDOL,MALE,50,179,PAN,FADILLAH SABALI,MALE,35,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,5,0,,
P.206_N.42_206/42/04_1a,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/04,SAAI,SEK. KEB. KPG. KUT,1,114,PBB,ABDULLAH SAIDOL,MALE,50,106,PAN,FADILLAH SABALI,MALE,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,6,0,,
P.206_N.42_206/42/04_1b,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/04,SAAI,SEK. KEB. MOHAMAD REDEH KPG. SAIE,1,145,PBB,ABDULLAH SAIDOL,MALE,50,128,PAN,FADILLAH SABALI,MALE,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,2,0,,
P.206_N.42_206/42/05_1a,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/05,TEKAJONG,SEK. KEB. PENIBONG,1,215,PBB,ABDULLAH SAIDOL,MALE,50,195,PAN,FADILLAH SABALI,MALE,35,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,0,0,,
P.206_N.42_206/42/05_1b,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/05,TEKAJONG,SEK. KEB. KPG. BETANAK,1,447,PBB,ABDULLAH SAIDOL,MALE,50,358,PAN,FADILLAH SABALI,MALE,35,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,14,1,,
P.206_N.42_206/42/05_1c,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/05,TEKAJONG,SEK. KEB. SALAH KECIL,1,163,PBB,ABDULLAH SAIDOL,MALE,50,140,PAN,FADILLAH SABALI,MALE,35,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,3,0,,
P.206_N.42_206/42/05_1d,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/05,TEKAJONG,SEK. KEB. KPG. PENIPAH,1,366,PBB,ABDULLAH SAIDOL,MALE,50,216,PAN,FADILLAH SABALI,MALE,35,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,7,0,,
P.206_N.42_206/42/05_1e,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/05,TEKAJONG,SEK. KEB. KPG. TEKAJONG,1,214,PBB,ABDULLAH SAIDOL,MALE,50,147,PAN,FADILLAH SABALI,MALE,35,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,5,0,,
P.206_N.42_206/42/05_2,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/05,TEKAJONG,SEK. KEB. KPG. TEKAJONG,2,153,PBB,ABDULLAH SAIDOL,MALE,50,89,PAN,FADILLAH SABALI,MALE,35,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,5,0,,
P.206_N.42_206/42/06_1,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/06,BRUIT,SEK. KEB. KPG. BRUIT,1,224,PBB,ABDULLAH SAIDOL,MALE,50,171,PAN,FADILLAH SABALI,MALE,35,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,3,0,,
P.206_N.42_206/42/06_2,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/06,BRUIT,SEK. KEB. KPG. BRUIT,2,201,PBB,ABDULLAH SAIDOL,MALE,50,152,PAN,FADILLAH SABALI,MALE,35,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,2,0,,
P.206_N.42_206/42/06_3,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/06,BRUIT,SEK. KEB. KPG. BRUIT,3,154,PBB,ABDULLAH SAIDOL,MALE,50,95,PAN,FADILLAH SABALI,MALE,35,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,6,0,,
P.206_N.42_206/42/07_1a,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/07,BUNUT,SEK. KEB. SELIDAP,1,282,PBB,ABDULLAH SAIDOL,MALE,50,256,PAN,FADILLAH SABALI,MALE,35,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,4,0,,
P.206_N.42_206/42/07_1b,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/07,BUNUT,SEK. JENIS KEB. MING SHING SG. SIAN,1,62,PBB,ABDULLAH SAIDOL,MALE,50,38,PAN,FADILLAH SABALI,MALE,35,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1,0,,
P.206_N.42_206/42/07_1c,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/07,BUNUT,SEK. KEB. SG. SIAN,1,225,PBB,ABDULLAH SAIDOL,MALE,50,205,PAN,FADILLAH SABALI,MALE,35,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,4,0,,
P.206_N.42_206/42/07_1d,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/07,BUNUT,SEK. KEB. TANJONG BUNDONG,1,162,PBB,ABDULLAH SAIDOL,MALE,50,155,PAN,FADILLAH SABALI,MALE,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,4,0,,
P.206_N.42_206/42/08_1,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/08,BINTANGOR,SEK. KEB. ABANG AMIN BINTANGOR,1,249,PBB,ABDULLAH SAIDOL,MALE,50,223,PAN,FADILLAH SABALI,MALE,35,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,12,0,,
P.206_N.42_206/42/08_2,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/08,BINTANGOR,SEK. KEB. ABANG AMIN BINTANGOR,2,373,PBB,ABDULLAH SAIDOL,MALE,50,346,PAN,FADILLAH SABALI,MALE,35,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,3,0,,
P.206_N.42_206/42/08_3,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/08,BINTANGOR,SEK. KEB. ABANG AMIN BINTANGOR,3,330,PBB,ABDULLAH SAIDOL,MALE,50,287,PAN,FADILLAH SABALI,MALE,35,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,5,0,,
P.206_N.42_206/42/08_4,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,206/42/08,BINTANGOR,SEK. KEB. ABANG AMIN BINTANGOR,4,265,PBB,ABDULLAH SAIDOL,MALE,50,229,PAN,FADILLAH SABALI,MALE,35,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,4,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.206_N.42__33,SARAWAK,ORDINARY VOTE,P.206,TANJONG MANIS,N.42,SEMOP,,,,33,6331,BN,ABDULLAH BIN SAIDOL,MALE,50,5290,PH (1),MOHAMAD FADILLAH BIN SABALI,MALE,35,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6168,139,24,,

P.207_N.43_207/43/POS_1,SARAWAK,POSTAL VOTE,P.207,IGAN,N.43,DARO,207/43/POS,UNDI POS,UNDI POS,1,66,PBB,SAFIEE BIN HAJI AHMAD,MALE,47,47,PAN,IBRAHIM BIN BAYAU,MALE,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,1,17,,
P.207_N.43_207/43/00_1,SARAWAK,EARLY VOTE,P.207,IGAN,N.43,DARO,207/43/00,UNDI AWAL,"RUMAH PERKEP, IPD MATU DARO",1,59,PBB,SAFIEE BIN HAJI AHMAD,MALE,47,56,PAN,IBRAHIM BIN BAYAU,MALE,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,0,,
P.207_N.43_207/43/01_1a,SARAWAK,ORDINARY VOTE,P.207,IGAN,N.43,DARO,207/43/01,SEMAH,RH. NYAIT SG. STUBAH,1,75,PBB,SAFIEE BIN HAJI AHMAD,MALE,47,68,PAN,IBRAHIM BIN BAYAU,MALE,50,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3,0,,
P.207_N.43_207/43/01_1b,SARAWAK,ORDINARY VOTE,P.207,IGAN,N.43,DARO,207/43/01,SEMAH,SEK. KEB. NG. SEMAH,1,159,PBB,SAFIEE BIN HAJI AHMAD,MALE,47,145,PAN,IBRAHIM BIN BAYAU,MALE,50,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,4,0,,
