P.218_N.71_218/71/03_1a,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/03,SAEH,SEK. KEB. RH. MENTALI,1,236,BN,ROSEY YUNUS,FEMALE,60,124,PKR,BILL KAYONG,MALE,43,35,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,3,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,72,234,2,0,,
P.218_N.71_218/71/03_1b,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/03,SAEH,SEK. KEB. SG. SAEH NIAH,1,436,BN,ROSEY YUNUS,FEMALE,60,276,PKR,BILL KAYONG,MALE,43,33,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,20,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,105,434,2,0,,
P.218_N.71_218/71/03_1c,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/03,SAEH,BALAI RAYA RH. DAUD,1,112,BN,ROSEY YUNUS,FEMALE,60,59,PKR,BILL KAYONG,MALE,43,20,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,29,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,3,111,1,0,,
P.218_N.71_218/71/03_1d,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/03,SAEH,"SEK.KEB.KPG.TG. BELIPAT,NIAH",1,291,BN,ROSEY YUNUS,FEMALE,60,255,PKR,BILL KAYONG,MALE,43,9,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,15,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,3,282,9,0,,
P.218_N.71_218/71/03_1e,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/03,SAEH,SEK.KEB.SG.TANGAP NIAH,1,249,BN,ROSEY YUNUS,FEMALE,60,116,PKR,BILL KAYONG,MALE,43,42,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,35,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,53,246,3,0,,
P.218_N.71_218/71/04_1a,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/04,KELULIT,BALAI RAYA KUALA SIBUTI,1,173,BN,ROSEY YUNUS,FEMALE,60,148,PKR,BILL KAYONG,MALE,43,12,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,11,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,1,172,1,0,,
P.218_N.71_218/71/04_1b,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/04,KELULIT,SEK. KEB. BELIAU ISA KELULIT,1,416,BN,ROSEY YUNUS,FEMALE,60,392,PKR,BILL KAYONG,MALE,43,12,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,5,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,0,409,6,1,,
P.218_N.71_218/71/05_1a,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/05,TIRIS,SEK. KEB. BELIAU AHAD SIBUTI,1,443,BN,ROSEY YUNUS,FEMALE,60,419,PKR,BILL KAYONG,MALE,43,16,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,2,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,1,438,5,0,,
P.218_N.71_218/71/05_1b,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/05,TIRIS,SEK. JENIS KEB. CHUNG HUA LUMUT SIBUTI,1,264,BN,ROSEY YUNUS,FEMALE,60,209,PKR,BILL KAYONG,MALE,43,43,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,3,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,7,262,2,0,,
P.218_N.71_218/71/06_1a,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/06,BUNGAI,SEK. KEB. KPG. ANGUS SIBUTI,1,210,BN,ROSEY YUNUS,FEMALE,60,191,PKR,BILL KAYONG,MALE,43,12,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,2,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,3,208,2,0,,
P.218_N.71_218/71/06_1b,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/06,BUNGAI,SEK. KEB. KPG. BUNGAI SIBUTI,1,389,BN,ROSEY YUNUS,FEMALE,60,378,PKR,BILL KAYONG,MALE,43,8,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,0,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,2,388,1,0,,
P.218_N.71_218/71/06_1c,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/06,BUNGAI,SEK.KEB. BEKENU,1,99,BN,ROSEY YUNUS,FEMALE,60,82,PKR,BILL KAYONG,MALE,43,14,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,0,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,1,97,2,0,,
P.218_N.71_218/71/06_1d,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/06,BUNGAI,SEK.KEB.SELANYAU,1,284,BN,ROSEY YUNUS,FEMALE,60,268,PKR,BILL KAYONG,MALE,43,10,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,1,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,2,281,3,0,,
P.218_N.71_218/71/07_1a,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/07,BEKANU,SEK. KEB. KPG. BULAU SIBUTI,1,189,BN,ROSEY YUNUS,FEMALE,60,176,PKR,BILL KAYONG,MALE,43,5,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,3,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,1,185,4,0,,
P.218_N.71_218/71/07_1b,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/07,BEKANU,SEK. JENIS KEB. CHUNG HUA BEKENU,1,214,BN,ROSEY YUNUS,FEMALE,60,168,PKR,BILL KAYONG,MALE,43,34,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,6,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,3,211,3,0,,
P.218_N.71_218/71/07_2,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/07,BEKANU,SEK. JENIS KEB. CHUNG HUA BEKENU,2,305,BN,ROSEY YUNUS,FEMALE,60,218,PKR,BILL KAYONG,MALE,43,74,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,6,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,2,300,5,0,,
P.218_N.71_218/71/07_3,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/07,BEKANU,SEK. JENIS KEB. CHUNG HUA BEKENU,3,257,BN,ROSEY YUNUS,FEMALE,60,187,PKR,BILL KAYONG,MALE,43,57,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,2,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,9,255,2,0,,
P.218_N.71_218/71/08_1a,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/08,BAKAS,"SEK. KEB. RH. TINGGI PAKUT, SIBUTI",1,223,BN,ROSEY YUNUS,FEMALE,60,97,PKR,BILL KAYONG,MALE,43,61,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,6,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,52,216,7,0,,
P.218_N.71_218/71/08_1b,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/08,BAKAS,SEK. KEB. SG. BAKAS SIBUTI,1,306,BN,ROSEY YUNUS,FEMALE,60,123,PKR,BILL KAYONG,MALE,43,76,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,41,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,62,302,4,0,,
P.218_N.71_218/71/08_1c,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/08,BAKAS,SEK. KEB. RH. ESSAU,1,167,BN,ROSEY YUNUS,FEMALE,60,100,PKR,BILL KAYONG,MALE,43,54,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,6,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,1,161,6,0,,
P.218_N.71_218/71/08_1d,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/08,BAKAS,SEK. KEB. KELAPA SAWIT NO.4 LADANG TIGA SIBUTI,1,92,BN,ROSEY YUNUS,FEMALE,60,77,PKR,BILL KAYONG,MALE,43,10,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,1,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,0,88,4,0,,
P.218_N.71_218/71/08_2,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/08,BAKAS,SEK. KEB. KELAPA SAWIT NO.4 LADANG TIGA SIBUTI,2,209,BN,ROSEY YUNUS,FEMALE,60,168,PKR,BILL KAYONG,MALE,43,28,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,1,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,2,199,10,0,,
P.218_N.71_218/71/08_3,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/08,BAKAS,SEK. KEB. KELAPA SAWIT NO.4 LADANG TIGA SIBUTI,3,380,BN,ROSEY YUNUS,FEMALE,60,255,PKR,BILL KAYONG,MALE,43,116,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,2,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,4,377,3,0,,
P.218_N.71_218/71/09_1,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,218/71/09,HULU SIBUTI,SEK. KEB. RH. BARAT,1,191,BN,ROSEY YUNUS,FEMALE,60,93,PKR,BILL KAYONG,MALE,43,63,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - RING,AUSTIN SIGI ANAK MELU,MALE,,9,INDEPENDENT - FLOWER,JOU @ PETER ANAK JELIN,MALE,,26,191,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.218_N.71__34,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.71,BEKENU,,,,34,8540,BN,ROSEY BINTI YUNUS,FEMALE,60,6009,PKR,BILL ANAK KAYONG,MALE,43,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

P.218_N.72_218/72/POS_1,SARAWAK,POSTAL VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/POS,UNDI POS,UNDI POS,1,91,PBB,RIPIN LAMAT,MALE,46,67,PKR,MOHDAR ISMAIL,MALE,,1,,,,,,PAS,ARIF PAIJO,MALE,32,2,,,,,,,,,,,,,,,,,,,,,70,8,13,,
P.218_N.72_218/72/00_1a,SARAWAK,EARLY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/00,UNDI AWAL,"DEWAN MAKAN PASUKAN, KEM SRI MIRI",1,471,PBB,RIPIN LAMAT,MALE,46,403,PKR,MOHDAR ISMAIL,MALE,,10,,,,,,PAS,ARIF PAIJO,MALE,32,50,,,,,,,,,,,,,,,,,,,,,463,8,0,,
P.218_N.72_218/72/00_1b,SARAWAK,EARLY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/00,UNDI AWAL,"RUANG B,BANGUNAN RUAI KENYALANG, IPD MIRI",1,20,PBB,RIPIN LAMAT,MALE,46,19,PKR,MOHDAR ISMAIL,MALE,,1,,,,,,PAS,ARIF PAIJO,MALE,32,0,,,,,,,,,,,,,,,,,,,,,20,0,0,,
P.218_N.72_218/72/01_1a,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/01,PENINJAU,SEK. MEN. KEB. LUAR BANDAR BEKENU SIBUTI,1,287,PBB,RIPIN LAMAT,MALE,46,204,PKR,MOHDAR ISMAIL,MALE,,48,,,,,,PAS,ARIF PAIJO,MALE,32,19,,,,,,,,,,,,,,,,,,,,,271,16,0,,
P.218_N.72_218/72/01_2,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/01,PENINJAU,SEK. MEN. KEB. LUAR BANDAR BEKENU SIBUTI,2,268,PBB,RIPIN LAMAT,MALE,46,211,PKR,MOHDAR ISMAIL,MALE,,48,,,,,,PAS,ARIF PAIJO,MALE,32,8,,,,,,,,,,,,,,,,,,,,,267,1,0,,
P.218_N.72_218/72/01_1b,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/01,PENINJAU,RH. DUAT SG. KELINTANG,1,158,PBB,RIPIN LAMAT,MALE,46,106,PKR,MOHDAR ISMAIL,MALE,,20,,,,,,PAS,ARIF PAIJO,MALE,32,27,,,,,,,,,,,,,,,,,,,,,153,5,0,,
P.218_N.72_218/72/01_1c,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/01,PENINJAU,RH. JAMES BIRI,1,133,PBB,RIPIN LAMAT,MALE,46,116,PKR,MOHDAR ISMAIL,MALE,,4,,,,,,PAS,ARIF PAIJO,MALE,32,10,,,,,,,,,,,,,,,,,,,,,130,3,0,,
P.218_N.72_218/72/01_1d,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/01,PENINJAU,DEWAN PUSAT PEMBANGUNAN KEMAHIRAN SARAWAK (PPKS),1,225,PBB,RIPIN LAMAT,MALE,46,174,PKR,MOHDAR ISMAIL,MALE,,36,,,,,,PAS,ARIF PAIJO,MALE,32,10,,,,,,,,,,,,,,,,,,,,,220,5,0,,
P.218_N.72_218/72/01_1e,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/01,PENINJAU,SEK. KEB. KELAPA SAWIT NO. 2 BUKIT PENINJAU,1,496,PBB,RIPIN LAMAT,MALE,46,407,PKR,MOHDAR ISMAIL,MALE,,55,,,,,,PAS,ARIF PAIJO,MALE,32,12,,,,,,,,,,,,,,,,,,,,,474,22,0,,
P.218_N.72_218/72/01_1f,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/01,PENINJAU,RH. LAGAN,1,276,PBB,RIPIN LAMAT,MALE,46,238,PKR,MOHDAR ISMAIL,MALE,,29,,,,,,PAS,ARIF PAIJO,MALE,32,3,,,,,,,,,,,,,,,,,,,,,270,6,0,,
P.218_N.72_218/72/02_1a,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/02,SATAP,SEK. KEB. KELURU TENGAH SIBUTI,1,297,PBB,RIPIN LAMAT,MALE,46,250,PKR,MOHDAR ISMAIL,MALE,,14,,,,,,PAS,ARIF PAIJO,MALE,32,31,,,,,,,,,,,,,,,,,,,,,295,2,0,,
P.218_N.72_218/72/02_2a,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/02,SATAP,SEK. KEB. KELURU TENGAH SIBUTI,2,425,PBB,RIPIN LAMAT,MALE,46,371,PKR,MOHDAR ISMAIL,MALE,,3,,,,,,PAS,ARIF PAIJO,MALE,32,42,,,,,,,,,,,,,,,,,,,,,416,9,0,,
P.218_N.72_218/72/02_1b,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/02,SATAP,SEK. KEB. TAWAKAL SATAP SIBUTI,1,272,PBB,RIPIN LAMAT,MALE,46,251,PKR,MOHDAR ISMAIL,MALE,,7,,,,,,PAS,ARIF PAIJO,MALE,32,9,,,,,,,,,,,,,,,,,,,,,267,5,0,,
P.218_N.72_218/72/02_2b,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/02,SATAP,SEK. KEB. TAWAKAL SATAP SIBUTI,2,303,PBB,RIPIN LAMAT,MALE,46,276,PKR,MOHDAR ISMAIL,MALE,,11,,,,,,PAS,ARIF PAIJO,MALE,32,13,,,,,,,,,,,,,,,,,,,,,300,3,0,,
P.218_N.72_218/72/03_1a,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/03,BAKAM,SEK. JENIS KEB. CHUNG HUA SG. RAIT BAKAM,1,273,PBB,RIPIN LAMAT,MALE,46,159,PKR,MOHDAR ISMAIL,MALE,,69,,,,,,PAS,ARIF PAIJO,MALE,32,36,,,,,,,,,,,,,,,,,,,,,264,9,0,,
P.218_N.72_218/72/03_1b,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/03,BAKAM,SEK. KEB. KPG. BAKAM MIRI,1,234,PBB,RIPIN LAMAT,MALE,46,197,PKR,MOHDAR ISMAIL,MALE,,14,,,,,,PAS,ARIF PAIJO,MALE,32,12,,,,,,,,,,,,,,,,,,,,,223,11,0,,
P.218_N.72_218/72/03_2,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/03,BAKAM,SEK. KEB. KPG. BAKAM MIRI,2,433,PBB,RIPIN LAMAT,MALE,46,344,PKR,MOHDAR ISMAIL,MALE,,46,,,,,,PAS,ARIF PAIJO,MALE,32,40,,,,,,,,,,,,,,,,,,,,,430,2,1,,
P.218_N.72_218/72/03_3,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/03,BAKAM,SEK. KEB. KPG. BAKAM MIRI,3,447,PBB,RIPIN LAMAT,MALE,46,354,PKR,MOHDAR ISMAIL,MALE,,29,,,,,,PAS,ARIF PAIJO,MALE,32,56,,,,,,,,,,,,,,,,,,,,,439,7,1,,
P.218_N.72_218/72/03_1c,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/03,BAKAM,SEK.JENIS KEB.TUKAU,1,275,PBB,RIPIN LAMAT,MALE,46,141,PKR,MOHDAR ISMAIL,MALE,,98,,,,,,PAS,ARIF PAIJO,MALE,32,35,,,,,,,,,,,,,,,,,,,,,274,1,0,,
P.218_N.72_218/72/04_1,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/04,LAMBIR,SEK. KEB. LAMBIR VILLAGE MIRI,1,199,PBB,RIPIN LAMAT,MALE,46,142,PKR,MOHDAR ISMAIL,MALE,,30,,,,,,PAS,ARIF PAIJO,MALE,32,12,,,,,,,,,,,,,,,,,,,,,184,15,0,,
P.218_N.72_218/72/04_2,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/04,LAMBIR,SEK. KEB. LAMBIR VILLAGE MIRI,2,370,PBB,RIPIN LAMAT,MALE,46,280,PKR,MOHDAR ISMAIL,MALE,,57,,,,,,PAS,ARIF PAIJO,MALE,32,27,,,,,,,,,,,,,,,,,,,,,364,6,0,,
P.218_N.72_218/72/04_3,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/04,LAMBIR,SEK. KEB. LAMBIR VILLAGE MIRI,3,370,PBB,RIPIN LAMAT,MALE,46,268,PKR,MOHDAR ISMAIL,MALE,,70,,,,,,PAS,ARIF PAIJO,MALE,32,29,,,,,,,,,,,,,,,,,,,,,367,3,0,,
P.218_N.72_218/72/04_4,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/04,LAMBIR,SEK. KEB. LAMBIR VILLAGE MIRI,4,372,PBB,RIPIN LAMAT,MALE,46,265,PKR,MOHDAR ISMAIL,MALE,,80,,,,,,PAS,ARIF PAIJO,MALE,32,25,,,,,,,,,,,,,,,,,,,,,370,2,0,,
P.218_N.72_218/72/04_5,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/04,LAMBIR,SEK. KEB. LAMBIR VILLAGE MIRI,5,344,PBB,RIPIN LAMAT,MALE,46,234,PKR,MOHDAR ISMAIL,MALE,,76,,,,,,PAS,ARIF PAIJO,MALE,32,27,,,,,,,,,,,,,,,,,,,,,337,7,0,,
P.218_N.72_218/72/04_6,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/04,LAMBIR,SEK. KEB. LAMBIR VILLAGE MIRI,6,333,PBB,RIPIN LAMAT,MALE,46,216,PKR,MOHDAR ISMAIL,MALE,,81,,,,,,PAS,ARIF PAIJO,MALE,32,32,,,,,,,,,,,,,,,,,,,,,329,4,0,,
P.218_N.72_218/72/05_1,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/05,AIRPORT,SEK.MEN.KEB.RIAM TAMAN TUNKU MIRI,1,220,PBB,RIPIN LAMAT,MALE,46,145,PKR,MOHDAR ISMAIL,MALE,,58,,,,,,PAS,ARIF PAIJO,MALE,32,10,,,,,,,,,,,,,,,,,,,,,213,7,0,,
P.218_N.72_218/72/05_2,SARAWAK,ORDINARY VOTE,P.218,SIBUTI,N.72,LAMBIR,218/72/05,AIRPORT,SEK.MEN.KEB.RIAM TAMAN TUNKU MIRI,2,407,PBB,RIPIN LAMAT,MALE,46,204,PKR,MOHDAR ISMAIL,MALE,,175,,,,,,PAS,ARIF PAIJO,MALE,32,21,,,,,,,,,,,,,,,,,,,,,400,7,0,,
