UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.203_N.35_204/35/POS_1,SARAWAK,POSTAL VOTE,P.203,LUBOK ANTU,N.35,SARIBAS,204/35/POS,UNDI POS,UNDI POS,1,75,PBB,RICKY @ MOHAMMAD RAZI SITAM,MALE,43,42,PKR,YAKUP BIN DAUD,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2,31,,
P.203_N.35_204/35/00_1,SARAWAK,EARLY VOTE,P.203,LUBOK ANTU,N.35,SARIBAS,204/35/00,UNDI AWAL,BALAI POLIS DEBAK,1,3,PBB,RICKY @ MOHAMMAD RAZI SITAM,MALE,43,3,PKR,YAKUP BIN DAUD,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,
P.203_N.35_204/35/01_1,SARAWAK,ORDINARY VOTE,P.203,LUBOK ANTU,N.35,SARIBAS,204/35/01,MANGGUT,SEK. KEB. MANGGUT,1,376,PBB,RICKY @ MOHAMMAD RAZI SITAM,MALE,43,326,PKR,YAKUP BIN DAUD,MALE,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,3,0,,
P.203_N.35_204/35/02_1,SARAWAK,ORDINARY VOTE,P.203,LUBOK ANTU,N.35,SARIBAS,204/35/02,TUI,SEK. KEB. TUIE,1,296,PBB,RICKY @ MOHAMMAD RAZI SITAM,MALE,43,210,PKR,YAKUP BIN DAUD,MALE,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,8,0,,
P.203_N.35_204/35/02_2,SARAWAK,ORDINARY VOTE,P.203,LUBOK ANTU,N.35,SARIBAS,204/35/02,TUI,SEK. KEB. TUIE,2,673,PBB,RICKY @ MOHAMMAD RAZI SITAM,MALE,43,271,PKR,YAKUP BIN DAUD,MALE,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,2,246,,
P.203_N.35_204/35/03_1,SARAWAK,ORDINARY VOTE,P.203,LUBOK ANTU,N.35,SARIBAS,204/35/03,DEBAK,SEK. JENIS KEB. CHUNG HUA DEBAK,1,314,PBB,RICKY @ MOHAMMAD RAZI SITAM,MALE,43,214,PKR,YAKUP BIN DAUD,MALE,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,3,0,,
P.203_N.35_204/35/04_1,SARAWAK,ORDINARY VOTE,P.203,LUBOK ANTU,N.35,SARIBAS,204/35/04,BUNGIN,SEK. KEB. BUNGIN,1,304,PBB,RICKY @ MOHAMMAD RAZI SITAM,MALE,43,272,PKR,YAKUP BIN DAUD,MALE,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,0,0,,
P.203_N.35_204/35/04_2,SARAWAK,ORDINARY VOTE,P.203,LUBOK ANTU,N.35,SARIBAS,204/35/04,BUNGIN,SEK. KEB. BUNGIN,2,315,PBB,RICKY @ MOHAMMAD RAZI SITAM,MALE,43,276,PKR,YAKUP BIN DAUD,MALE,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,4,0,,
P.203_N.35_204/35/05_1,SARAWAK,ORDINARY VOTE,P.203,LUBOK ANTU,N.35,SARIBAS,204/35/05,LIKIS,SEK. KEB. ST. CHRISTOPHER DEBAK,1,402,PBB,RICKY @ MOHAMMAD RAZI SITAM,MALE,43,328,PKR,YAKUP BIN DAUD,MALE,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,1,0,,
P.203_N.35_204/35/06_1,SARAWAK,ORDINARY VOTE,P.203,LUBOK ANTU,N.35,SARIBAS,204/35/06,SUPA,SEK. KEB. SUPA,1,298,PBB,RICKY @ MOHAMMAD RAZI SITAM,MALE,43,237,PKR,YAKUP BIN DAUD,MALE,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,3,0,,
