UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.222_N.81_222/81/POS_1,SARAWAK,POSTAL VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/POS,UNDI POS,UNDI POS,1,27,SPDP,WILLIE LIAU,MALE,48,10,PKR,BARU BIAN,MALE,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,16,,
P.222_N.81_222/81/01_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/01,SEMADOH,SEK. KEB. LG. SEMADOH,1,254,SPDP,WILLIE LIAU,MALE,48,71,PKR,BARU BIAN,MALE,58,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,4,0,,
P.222_N.81_222/81/01_2,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/01,SEMADOH,SEK. KEB. LG. SEMADOH,2,265,SPDP,WILLIE LIAU,MALE,48,39,PKR,BARU BIAN,MALE,58,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,1,0,,
P.222_N.81_222/81/02_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/02,BERIWAN,DEWAN KPG. PURU SIA,1,104,SPDP,WILLIE LIAU,MALE,48,46,PKR,BARU BIAN,MALE,58,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,1,0,,
P.222_N.81_222/81/02_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/02,BERIWAN,SEK. KEB. PURU SIA,1,114,SPDP,WILLIE LIAU,MALE,48,26,PKR,BARU BIAN,MALE,58,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,3,0,,
P.222_N.81_222/81/03_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/03,MALIGAN,SEK. KEB. LG. SEBANGAN,1,406,SPDP,WILLIE LIAU,MALE,48,181,PKR,BARU BIAN,MALE,58,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,5,0,,
P.222_N.81_222/81/04_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/04,TRUSAN,DEWAN MASYARAKAT TRUSAN,1,202,SPDP,WILLIE LIAU,MALE,48,91,PKR,BARU BIAN,MALE,58,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0,0,,
P.222_N.81_222/81/05_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/05,SUKANG,SEK. KEB. LG. SUKANG,1,380,SPDP,WILLIE LIAU,MALE,48,148,PKR,BARU BIAN,MALE,58,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,2,0,,
P.222_N.81_222/81/06_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/06,LUPENG,SEK. KEB. LG. LUPENG,1,150,SPDP,WILLIE LIAU,MALE,48,25,PKR,BARU BIAN,MALE,58,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,4,0,,
P.222_N.81_222/81/07_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/07,BA'KELALAN,SEK. KEB. BA`KELALAN,1,183,SPDP,WILLIE LIAU,MALE,48,115,PKR,BARU BIAN,MALE,58,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,1,0,,
P.222_N.81_222/81/07_2,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/07,BA'KELALAN,SEK. KEB. BA`KELALAN,2,178,SPDP,WILLIE LIAU,MALE,48,103,PKR,BARU BIAN,MALE,58,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,0,0,,
P.222_N.81_222/81/08_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/08,TEMAROP,DEWAN MASYARAKAT LG. TEMAROP,1,159,SPDP,WILLIE LIAU,MALE,48,52,PKR,BARU BIAN,MALE,58,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,0,0,,
P.222_N.81_222/81/09_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/09,SUANG,BALAI RAYA LG. TUKON,1,283,SPDP,WILLIE LIAU,MALE,48,139,PKR,BARU BIAN,MALE,58,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,1,0,,
P.222_N.81_222/81/10_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/10,TALIS,PUSAT KEBUDAYAAN LUN BAWANG KPG. LG. TUAN,1,195,SPDP,WILLIE LIAU,MALE,48,142,PKR,BARU BIAN,MALE,58,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,0,0,,
P.222_N.81_222/81/11_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/11,LAPADAN,SEK. KEB. TANG LAPADAN,1,164,SPDP,WILLIE LIAU,MALE,48,79,PKR,BARU BIAN,MALE,58,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,0,0,,
P.222_N.81_222/81/12_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/12,TENGOA,SEK. KEB. LG. TENGOA,1,170,SPDP,WILLIE LIAU,MALE,48,88,PKR,BARU BIAN,MALE,58,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,1,0,,
P.222_N.81_222/81/13_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/13,TUMA,SEK. KEB. LG. TUMA LAWAS,1,275,SPDP,WILLIE LIAU,MALE,48,111,PKR,BARU BIAN,MALE,58,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,2,0,,
P.222_N.81_222/81/13_2,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/13,TUMA,SEK. KEB. LG. TUMA LAWAS,2,235,SPDP,WILLIE LIAU,MALE,48,83,PKR,BARU BIAN,MALE,58,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,0,0,,
P.222_N.81_222/81/13_3,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/13,TUMA,SEK. KEB. LG. TUMA LAWAS,3,147,SPDP,WILLIE LIAU,MALE,48,57,PKR,BARU BIAN,MALE,58,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,1,0,,
P.222_N.81_222/81/14_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/14,PENGALEH,DEWAN MASYARAKAT KPG. LG. PENGALEH,1,207,SPDP,WILLIE LIAU,MALE,48,51,PKR,BARU BIAN,MALE,58,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,0,0,,
P.222_N.81_222/81/15_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/15,SIANG,SEK. KEB. SIANG-SIANG LAWAS,1,296,SPDP,WILLIE LIAU,MALE,48,111,PKR,BARU BIAN,MALE,58,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,2,0,,
P.222_N.81_222/81/16_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/16,PANGI,SEK. KEB. BATU LIMA,1,204,SPDP,WILLIE LIAU,MALE,48,152,PKR,BARU BIAN,MALE,58,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,3,0,,
P.222_N.81_222/81/17_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/17,BATU TIGA,PUSAT LATIHAN ISLAM SARAWAK,1,81,SPDP,WILLIE LIAU,MALE,48,44,PKR,BARU BIAN,MALE,58,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,0,0,,
P.222_N.81_222/81/18_1,SARAWAK,ORDINARY VOTE,P.222,LAWAS,N.81,BA'KELALAN,222/81/18,LAMPAKI,BALAI RAYA KPG. UNDOP,1,167,SPDP,WILLIE LIAU,MALE,48,109,PKR,BARU BIAN,MALE,58,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,3,0,,
