UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.193_N.18_198/18/POS_1,SARAWAK,POSTAL VOTE,P.193,SANTUBONG,N.18,SEREMBU,198/18/POS,UNDI POS,UNDI POS,1,60,BN,MIRO ANAK SIMUH,MALE,44,27,PKR,ATHINA SIM,FEMALE,27,6,,,,,,,,,,,STAR,BULN RIBOS,MALE,47,0,,,,,,INDEPENDENT - BOOK,NYOMEK ANAK NYEAP,MALE,,7,,,,,,40,2,18,,
P.193_N.18_198/18/00_1,SARAWAK,EARLY VOTE,P.193,SANTUBONG,N.18,SEREMBU,198/18/00,UNDI AWAL,"RUANG B, BILIK REKREASI IPD BAU",1,8,BN,MIRO ANAK SIMUH,MALE,44,6,PKR,ATHINA SIM,FEMALE,27,0,,,,,,,,,,,STAR,BULN RIBOS,MALE,47,0,,,,,,INDEPENDENT - BOOK,NYOMEK ANAK NYEAP,MALE,,2,,,,,,8,0,0,,
P.193_N.18_198/18/01_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.18,SEREMBU,198/18/01,SINIAWAN,SEK. JENIS KEB. CHUNG HUA SINIAWAN,1,203,BN,MIRO ANAK SIMUH,MALE,44,125,PKR,ATHINA SIM,FEMALE,27,46,,,,,,,,,,,STAR,BULN RIBOS,MALE,47,3,,,,,,INDEPENDENT - BOOK,NYOMEK ANAK NYEAP,MALE,,25,,,,,,199,4,0,,
P.193_N.18_198/18/01_2,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.18,SEREMBU,198/18/01,SINIAWAN,SEK. JENIS KEB. CHUNG HUA SINIAWAN,2,256,BN,MIRO ANAK SIMUH,MALE,44,144,PKR,ATHINA SIM,FEMALE,27,70,,,,,,,,,,,STAR,BULN RIBOS,MALE,47,1,,,,,,INDEPENDENT - BOOK,NYOMEK ANAK NYEAP,MALE,,40,,,,,,255,0,1,,
P.193_N.18_198/18/01_3,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.18,SEREMBU,198/18/01,SINIAWAN,SEK. JENIS KEB. CHUNG HUA SINIAWAN,3,222,BN,MIRO ANAK SIMUH,MALE,44,118,PKR,ATHINA SIM,FEMALE,27,78,,,,,,,,,,,STAR,BULN RIBOS,MALE,47,2,,,,,,INDEPENDENT - BOOK,NYOMEK ANAK NYEAP,MALE,,21,,,,,,219,3,0,,
P.193_N.18_198/18/02_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.18,SEREMBU,198/18/02,KRANJI,SEK. JENIS KEB. CHUNG HUA KRANJI,1,220,BN,MIRO ANAK SIMUH,MALE,44,156,PKR,ATHINA SIM,FEMALE,27,47,,,,,,,,,,,STAR,BULN RIBOS,MALE,47,4,,,,,,INDEPENDENT - BOOK,NYOMEK ANAK NYEAP,MALE,,10,,,,,,217,3,0,,
P.193_N.18_198/18/03_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.18,SEREMBU,198/18/03,KOPIT,BALAI RAYA KPG. KOPIT,1,536,BN,MIRO ANAK SIMUH,MALE,44,189,PKR,ATHINA SIM,FEMALE,27,37,,,,,,,,,,,STAR,BULN RIBOS,MALE,47,10,,,,,,INDEPENDENT - BOOK,NYOMEK ANAK NYEAP,MALE,,287,,,,,,523,13,0,,
P.193_N.18_198/18/04_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.18,SEREMBU,198/18/04,KROKONG,DEWAN MASYARAKAT KROKONG,1,271,BN,MIRO ANAK SIMUH,MALE,44,110,PKR,ATHINA SIM,FEMALE,27,65,,,,,,,,,,,STAR,BULN RIBOS,MALE,47,5,,,,,,INDEPENDENT - BOOK,NYOMEK ANAK NYEAP,MALE,,89,,,,,,269,2,0,,
P.193_N.18_198/18/04_2,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.18,SEREMBU,198/18/04,KROKONG,DEWAN MASYARAKAT KROKONG,2,319,BN,MIRO ANAK SIMUH,MALE,44,120,PKR,ATHINA SIM,FEMALE,27,114,,,,,,,,,,,STAR,BULN RIBOS,MALE,47,6,,,,,,INDEPENDENT - BOOK,NYOMEK ANAK NYEAP,MALE,,76,,,,,,316,3,0,,
P.193_N.18_198/18/05_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.18,SEREMBU,198/18/05,PODAM,SEK. KEB. PODAM,1,364,BN,MIRO ANAK SIMUH,MALE,44,91,PKR,ATHINA SIM,FEMALE,27,90,,,,,,,,,,,STAR,BULN RIBOS,MALE,47,2,,,,,,INDEPENDENT - BOOK,NYOMEK ANAK NYEAP,MALE,,176,,,,,,359,5,0,,
P.193_N.18_198/18/06_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.18,SEREMBU,198/18/06,PENINJAU BARU,BALAI RAYA KPG. PENINJAU BARU,1,383,BN,MIRO ANAK SIMUH,MALE,44,143,PKR,ATHINA SIM,FEMALE,27,20,,,,,,,,,,,STAR,BULN RIBOS,MALE,47,1,,,,,,INDEPENDENT - BOOK,NYOMEK ANAK NYEAP,MALE,,215,,,,,,379,4,0,,
