UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.220_N.78_220/78/POS_1,SARAWAK,POSTAL VOTE,P.220,BARAM,N.78,MULU,220/78/POS,UNDI POS,UNDI POS,1,33,PBB,GERAWAT GALA,MALE,59,21,PKR,PAULS BAYA,MALE,,2,DAP,PAUL RAJA,MALE,,0,,,,,,,,,,,,,,,,INDEPENDENT - TREE,DR ROLAND DOM MATTU,MALE,,0,,,,,,23,1,9,,
P.220_N.78_220/78/01_1a,SARAWAK,ORDINARY VOTE,P.220,BARAM,N.78,MULU,220/78/01,LUBOK NIBONG,SEK. KEB. LBK. NIBONG,1,203,PBB,GERAWAT GALA,MALE,59,122,PKR,PAULS BAYA,MALE,,36,DAP,PAUL RAJA,MALE,,26,,,,,,,,,,,,,,,,INDEPENDENT - TREE,DR ROLAND DOM MATTU,MALE,,10,,,,,,194,9,0,,
P.220_N.78_220/78/01_1b,SARAWAK,ORDINARY VOTE,P.220,BARAM,N.78,MULU,220/78/01,LUBOK NIBONG,SEK. JENIS KEB. HUA NAM,1,82,PBB,GERAWAT GALA,MALE,59,34,PKR,PAULS BAYA,MALE,,9,DAP,PAUL RAJA,MALE,,38,,,,,,,,,,,,,,,,INDEPENDENT - TREE,DR ROLAND DOM MATTU,MALE,,0,,,,,,81,1,0,,
P.220_N.78_220/78/02_1a,SARAWAK,ORDINARY VOTE,P.220,BARAM,N.78,MULU,220/78/02,PUYUT,SEK. KEB. SG. SETAPANG,1,162,PBB,GERAWAT GALA,MALE,59,96,PKR,PAULS BAYA,MALE,,18,DAP,PAUL RAJA,MALE,,6,,,,,,,,,,,,,,,,INDEPENDENT - TREE,DR ROLAND DOM MATTU,MALE,,41,,,,,,161,1,0,,
P.220_N.78_220/78/02_1b,SARAWAK,ORDINARY VOTE,P.220,BARAM,N.78,MULU,220/78/02,PUYUT,RH. LALO SELEJAU,1,106,PBB,GERAWAT GALA,MALE,59,81,PKR,PAULS BAYA,MALE,,20,DAP,PAUL RAJA,MALE,,3,,,,,,,,,,,,,,,,INDEPENDENT - TREE,DR ROLAND DOM MATTU,MALE,,2,,,,,,106,0,0,,
P.220_N.78_220/78/02_1c,SARAWAK,ORDINARY VOTE,P.220,BARAM,N.78,MULU,220/78/02,PUYUT,RH. JUGAH SG. BELASOI,1,55,PBB,GERAWAT GALA,MALE,59,39,PKR,PAULS BAYA,MALE,,5,DAP,PAUL RAJA,MALE,,2,,,,,,,,,,,,,,,,INDEPENDENT - TREE,DR ROLAND DOM MATTU,MALE,,3,,,,,,49,6,0,,
P.220_N.78_220/78/02_1d,SARAWAK,ORDINARY VOTE,P.220,BARAM,N.78,MULU,220/78/02,PUYUT,RH. ENTAP ANAK DUGAD SG. SENGKABANG,1,202,PBB,GERAWAT GALA,MALE,59,110,PKR,PAULS BAYA,MALE,,47,DAP,PAUL RAJA,MALE,,36,,,,,,,,,,,,,,,,INDEPENDENT - TREE,DR ROLAND DOM MATTU,MALE,,5,,,,,,198,4,0,,
P.220_N.78_220/78/02_1e,SARAWAK,ORDINARY VOTE,P.220,BARAM,N.78,MULU,220/78/02,PUYUT,RH. LANSAM SG. DABAI,1,83,PBB,GERAWAT GALA,MALE,59,32,PKR,PAULS BAYA,MALE,,41,DAP,PAUL RAJA,MALE,,4,,,,,,,,,,,,,,,,INDEPENDENT - TREE,DR ROLAND DOM MATTU,MALE,,4,,,,,,81,2,0,,
P.220_N.78_220/78/02_1f,SARAWAK,ORDINARY VOTE,P.220,BARAM,N.78,MULU,220/78/02,PUYUT,SEK. KEB. PUYUT,1,211,PBB,GERAWAT GALA,MALE,59,121,PKR,PAULS BAYA,MALE,,42,DAP,PAUL RAJA,MALE,,31,,,,,,,,,,,,,,,,INDEPENDENT - TREE,DR ROLAND DOM MATTU,MALE,,13,,,,,,207,4,0,,
P.220_N.78_220/78/02_1g,SARAWAK,ORDINARY VOTE,P.220,BARAM,N.78,MULU,220/78/02,PUYUT,SEK. KEB. GUDANG,1,125,PBB,GERAWAT GALA,MALE,59,58,PKR,PAULS BAYA,MALE,,41,DAP,PAUL RAJA,MALE,,10,,,,,,,,,,,,,,,,INDEPENDENT - TREE,DR ROLAND DOM MATTU,MALE,,15,,,,,,124,1,0,,
