UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.221_N.80_221/80/POS_1,SARAWAK,POSTAL VOTE,P.221,LIMBANG,N.80,BATU DANAU,221/80/POS,UNDI POS,UNDI POS,1,47,BN,PALU @ PAULUS PALU ANAK GUMBANG,MALE,65,24,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,ALI ANAK ADAP,MALE,49,6,,,,,,30,4,13,,
P.221_N.80_221/80/00_1,SARAWAK,EARLY VOTE,P.221,LIMBANG,N.80,BATU DANAU,221/80/00,UNDI AWAL,"RUANG B, BALAI POLIS LIMBANG",1,2,BN,PALU @ PAULUS PALU ANAK GUMBANG,MALE,65,2,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,ALI ANAK ADAP,MALE,49,0,,,,,,2,0,0,,
P.221_N.80_221/80/01_1a,SARAWAK,ORDINARY VOTE,P.221,LIMBANG,N.80,BATU DANAU,221/80/01,DANAU,SEK. KEB. BATU DANAU,1,244,BN,PALU @ PAULUS PALU ANAK GUMBANG,MALE,65,216,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,ALI ANAK ADAP,MALE,49,21,,,,,,237,7,0,,
P.221_N.80_221/80/01_2,SARAWAK,ORDINARY VOTE,P.221,LIMBANG,N.80,BATU DANAU,221/80/01,DANAU,SEK. KEB. BATU DANAU,2,260,BN,PALU @ PAULUS PALU ANAK GUMBANG,MALE,65,232,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,ALI ANAK ADAP,MALE,49,27,,,,,,259,1,0,,
P.221_N.80_221/80/01_3,SARAWAK,ORDINARY VOTE,P.221,LIMBANG,N.80,BATU DANAU,221/80/01,DANAU,SEK. KEB. BATU DANAU,3,222,BN,PALU @ PAULUS PALU ANAK GUMBANG,MALE,65,199,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,ALI ANAK ADAP,MALE,49,21,,,,,,220,2,0,,
P.221_N.80_221/80/01_1b,SARAWAK,ORDINARY VOTE,P.221,LIMBANG,N.80,BATU DANAU,221/80/01,DANAU,SEK. KEB. PANGKALAN JAWA,1,405,BN,PALU @ PAULUS PALU ANAK GUMBANG,MALE,65,372,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,ALI ANAK ADAP,MALE,49,29,,,,,,401,4,0,,
P.221_N.80_221/80/01_1c,SARAWAK,ORDINARY VOTE,P.221,LIMBANG,N.80,BATU DANAU,221/80/01,DANAU,SEK. KEB. KUALA AWANG,1,262,BN,PALU @ PAULUS PALU ANAK GUMBANG,MALE,65,228,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,ALI ANAK ADAP,MALE,49,29,,,,,,257,5,0,,
P.221_N.80_221/80/02_1a,SARAWAK,ORDINARY VOTE,P.221,LIMBANG,N.80,BATU DANAU,221/80/02,LUBAI,SEK. KEB. PENGANAN,1,415,BN,PALU @ PAULUS PALU ANAK GUMBANG,MALE,65,269,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,ALI ANAK ADAP,MALE,49,142,,,,,,411,4,0,,
P.221_N.80_221/80/02_1b,SARAWAK,ORDINARY VOTE,P.221,LIMBANG,N.80,BATU DANAU,221/80/02,LUBAI,SEK. KEB. NG. MERIT,1,248,BN,PALU @ PAULUS PALU ANAK GUMBANG,MALE,65,123,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,ALI ANAK ADAP,MALE,49,120,,,,,,243,5,0,,
P.221_N.80_221/80/02_1c,SARAWAK,ORDINARY VOTE,P.221,LIMBANG,N.80,BATU DANAU,221/80/02,LUBAI,RH. LUTA ENGKASING LUBAI,1,152,BN,PALU @ PAULUS PALU ANAK GUMBANG,MALE,65,117,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,ALI ANAK ADAP,MALE,49,34,,,,,,151,1,0,,
