UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.194_N.24_200/24/POS_1,SARAWAK,POSTAL VOTE,P.194,PETRA JAYA,N.24,SADONG JAYA,200/24/POS,UNDI POS,UNDI POS,1,47,PBB,IR AIDEL LARIWOO,MALE,44,26,PAN,USTAZ OTHMAN MUSTAPHA,MALE,61,0,,,,,,PAS,CIKGU ASAN SINGKRO,MALE,63,0,,,,,,,,,,,INDEPENDENT - FLOWER,AWANG RABIEE,MALE,,0,,,,,,26,1,20,,
P.194_N.24_200/24/00_1,SARAWAK,EARLY VOTE,P.194,PETRA JAYA,N.24,SADONG JAYA,200/24/00,UNDI AWAL,"RUANG D, DEWAN SERBAGUNA IPD KOTA SAMARAHAN",1,1,PBB,IR AIDEL LARIWOO,MALE,44,1,PAN,USTAZ OTHMAN MUSTAPHA,MALE,61,0,,,,,,PAS,CIKGU ASAN SINGKRO,MALE,63,0,,,,,,,,,,,INDEPENDENT - FLOWER,AWANG RABIEE,MALE,,0,,,,,,1,0,0,,
P.194_N.24_200/24/01_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.24,SADONG JAYA,200/24/01,SEPAYOR,SEK. JENIS KEB. CHUNG HUA SEMERA,1,259,PBB,IR AIDEL LARIWOO,MALE,44,209,PAN,USTAZ OTHMAN MUSTAPHA,MALE,61,7,,,,,,PAS,CIKGU ASAN SINGKRO,MALE,63,13,,,,,,,,,,,INDEPENDENT - FLOWER,AWANG RABIEE,MALE,,26,,,,,,255,4,0,,
P.194_N.24_200/24/02_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.24,SADONG JAYA,200/24/02,SEMERA,SEK. KEB. HAJI KELALI SEMERA,1,256,PBB,IR AIDEL LARIWOO,MALE,44,212,PAN,USTAZ OTHMAN MUSTAPHA,MALE,61,5,,,,,,PAS,CIKGU ASAN SINGKRO,MALE,63,7,,,,,,,,,,,INDEPENDENT - FLOWER,AWANG RABIEE,MALE,,20,,,,,,244,12,0,,
P.194_N.24_200/24/02_2,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.24,SADONG JAYA,200/24/02,SEMERA,SEK. KEB. HAJI KELALI SEMERA,2,529,PBB,IR AIDEL LARIWOO,MALE,44,440,PAN,USTAZ OTHMAN MUSTAPHA,MALE,61,10,,,,,,PAS,CIKGU ASAN SINGKRO,MALE,63,24,,,,,,,,,,,INDEPENDENT - FLOWER,AWANG RABIEE,MALE,,46,,,,,,520,9,0,,
P.194_N.24_200/24/02_3,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.24,SADONG JAYA,200/24/02,SEMERA,SEK. KEB. HAJI KELALI SEMERA,3,479,PBB,IR AIDEL LARIWOO,MALE,44,409,PAN,USTAZ OTHMAN MUSTAPHA,MALE,61,5,,,,,,PAS,CIKGU ASAN SINGKRO,MALE,63,27,,,,,,,,,,,INDEPENDENT - FLOWER,AWANG RABIEE,MALE,,35,,,,,,476,3,0,,
P.194_N.24_200/24/02_4,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.24,SADONG JAYA,200/24/02,SEMERA,SEK. KEB. HAJI KELALI SEMERA,4,358,PBB,IR AIDEL LARIWOO,MALE,44,298,PAN,USTAZ OTHMAN MUSTAPHA,MALE,61,9,,,,,,PAS,CIKGU ASAN SINGKRO,MALE,63,20,,,,,,,,,,,INDEPENDENT - FLOWER,AWANG RABIEE,MALE,,25,,,,,,352,6,0,,
P.194_N.24_200/24/03_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.24,SADONG JAYA,200/24/03,JEMUKAN,SEK. KEB. JEMUKAN,1,265,PBB,IR AIDEL LARIWOO,MALE,44,220,PAN,USTAZ OTHMAN MUSTAPHA,MALE,61,19,,,,,,PAS,CIKGU ASAN SINGKRO,MALE,63,21,,,,,,,,,,,INDEPENDENT - FLOWER,AWANG RABIEE,MALE,,3,,,,,,263,2,0,,
P.194_N.24_200/24/03_2,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.24,SADONG JAYA,200/24/03,JEMUKAN,SEK. KEB. JEMUKAN,2,377,PBB,IR AIDEL LARIWOO,MALE,44,281,PAN,USTAZ OTHMAN MUSTAPHA,MALE,61,51,,,,,,PAS,CIKGU ASAN SINGKRO,MALE,63,38,,,,,,,,,,,INDEPENDENT - FLOWER,AWANG RABIEE,MALE,,4,,,,,,374,3,0,,
P.194_N.24_200/24/04_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.24,SADONG JAYA,200/24/04,JEMUKAN ULU,SEK. JENIS KEB. CHUNG HUA JEMUKAN,1,122,PBB,IR AIDEL LARIWOO,MALE,44,86,PAN,USTAZ OTHMAN MUSTAPHA,MALE,61,11,,,,,,PAS,CIKGU ASAN SINGKRO,MALE,63,19,,,,,,,,,,,INDEPENDENT - FLOWER,AWANG RABIEE,MALE,,1,,,,,,117,5,0,,
