UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.194_N.06_194/06/POS_1,SARAWAK,POSTAL VOTE,P.194,PETRA JAYA,N.06,TUPONG,194/06/POS,UNDI POS,UNDI POS,1,306,PBB,FAZZRUDIN ABDUL RAHMAN,MALE,40,209,PKR,NURHANIM HANNA DATO' MOKHSEN,FEMALE,47,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,13,77,,
P.194_N.06_194/06/00_1,SARAWAK,EARLY VOTE,P.194,PETRA JAYA,N.06,TUPONG,194/06/00,UNDI AWAL,"RUANG A, DEWAN MES PEGAWAI KANAN, IBU PEJABAT POLIS KONTINJEN SARAWAK",1,46,PBB,FAZZRUDIN ABDUL RAHMAN,MALE,40,43,PKR,NURHANIM HANNA DATO' MOKHSEN,FEMALE,47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,0,,
P.194_N.06_194/06/01_1a,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.06,TUPONG,194/06/01,TUPONG,SEK. KEB. RAKYAT TUPONG,1,274,PBB,FAZZRUDIN ABDUL RAHMAN,MALE,40,224,PKR,NURHANIM HANNA DATO' MOKHSEN,FEMALE,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,3,0,,
P.194_N.06_194/06/01_2,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.06,TUPONG,194/06/01,TUPONG,SEK. KEB. RAKYAT TUPONG,2,419,PBB,FAZZRUDIN ABDUL RAHMAN,MALE,40,348,PKR,NURHANIM HANNA DATO' MOKHSEN,FEMALE,47,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,5,0,,
P.194_N.06_194/06/01_3,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.06,TUPONG,194/06/01,TUPONG,SEK. KEB. RAKYAT TUPONG,3,359,PBB,FAZZRUDIN ABDUL RAHMAN,MALE,40,315,PKR,NURHANIM HANNA DATO' MOKHSEN,FEMALE,47,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,3,0,,
P.194_N.06_194/06/01_1b,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.06,TUPONG,194/06/01,TUPONG,TABIKA KEMAS KPG. TUPONG TENGAH,1,351,PBB,FAZZRUDIN ABDUL RAHMAN,MALE,40,302,PKR,NURHANIM HANNA DATO' MOKHSEN,FEMALE,47,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,1,0,,
P.194_N.06_194/06/02_1a,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.06,TUPONG,194/06/02,GITA,SEK. MEN. KEB. TUNKU ABDUL RAHMAN JLN. MATANG,1,207,PBB,FAZZRUDIN ABDUL RAHMAN,MALE,40,168,PKR,NURHANIM HANNA DATO' MOKHSEN,FEMALE,47,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,6,0,,
P.194_N.06_194/06/02_2,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.06,TUPONG,194/06/02,GITA,SEK. MEN. KEB. TUNKU ABDUL RAHMAN JLN. MATANG,2,459,PBB,FAZZRUDIN ABDUL RAHMAN,MALE,40,372,PKR,NURHANIM HANNA DATO' MOKHSEN,FEMALE,47,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,4,0,,
P.194_N.06_194/06/02_3,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.06,TUPONG,194/06/02,GITA,SEK. MEN. KEB. TUNKU ABDUL RAHMAN JLN. MATANG,3,457,PBB,FAZZRUDIN ABDUL RAHMAN,MALE,40,364,PKR,NURHANIM HANNA DATO' MOKHSEN,FEMALE,47,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,7,2,,
P.194_N.06_194/06/02_4,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.06,TUPONG,194/06/02,GITA,SEK. MEN. KEB. TUNKU ABDUL RAHMAN JLN. MATANG,4,418,PBB,FAZZRUDIN ABDUL RAHMAN,MALE,40,322,PKR,NURHANIM HANNA DATO' MOKHSEN,FEMALE,47,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,1,0,,
P.194_N.06_194/06/02_5,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.06,TUPONG,194/06/02,GITA,SEK. MEN. KEB. TUNKU ABDUL RAHMAN JLN. MATANG,5,410,PBB,FAZZRUDIN ABDUL RAHMAN,MALE,40,323,PKR,NURHANIM HANNA DATO' MOKHSEN,FEMALE,47,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,2,0,,
