UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.208_N.46_208/46/POS_1,SARAWAK,POSTAL VOTE,P.208,SARIKEI,N.46,MERADONG,208/46/POS,UNDI POS,UNDI POS,1,133,SUPP,DING KUONG HIING,MALE,61,79,DAP,TING TZE FUI,FEMALE,35,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,8,33,,
P.208_N.46_208/46/00_1,SARAWAK,EARLY VOTE,P.208,SARIKEI,N.46,MERADONG,208/46/00,UNDI AWAL,"PEJABAT AM, IPD MERADONG",1,65,SUPP,DING KUONG HIING,MALE,61,64,DAP,TING TZE FUI,FEMALE,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,0,,
P.208_N.46_208/46/01_1,SARAWAK,ORDINARY VOTE,P.208,SARIKEI,N.46,MERADONG,208/46/01,NARASIT,SEK. JENIS KEB. NANG HUA NARASIT,1,434,SUPP,DING KUONG HIING,MALE,61,188,DAP,TING TZE FUI,FEMALE,35,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,7,1,,
P.208_N.46_208/46/02_1a,SARAWAK,ORDINARY VOTE,P.208,SARIKEI,N.46,MERADONG,208/46/02,TULAI,SEK. KEB. TULAI,1,301,SUPP,DING KUONG HIING,MALE,61,226,DAP,TING TZE FUI,FEMALE,35,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,9,0,,
P.208_N.46_208/46/02_1b,SARAWAK,ORDINARY VOTE,P.208,SARIKEI,N.46,MERADONG,208/46/02,TULAI,SEK. JENIS KEB. TONG HUA TULAI,1,400,SUPP,DING KUONG HIING,MALE,61,154,DAP,TING TZE FUI,FEMALE,35,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,2,0,,
P.208_N.46_208/46/03_1a,SARAWAK,ORDINARY VOTE,P.208,SARIKEI,N.46,MERADONG,208/46/03,KERTONG,SEK. KEB. SG. KAWI,1,419,SUPP,DING KUONG HIING,MALE,61,321,DAP,TING TZE FUI,FEMALE,35,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,1,0,,
P.208_N.46_208/46/03_1b,SARAWAK,ORDINARY VOTE,P.208,SARIKEI,N.46,MERADONG,208/46/03,KERTONG,SEK. JENIS KEB. KUNG CHENG MADOR,1,188,SUPP,DING KUONG HIING,MALE,61,104,DAP,TING TZE FUI,FEMALE,35,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,3,0,,
P.208_N.46_208/46/03_1c,SARAWAK,ORDINARY VOTE,P.208,SARIKEI,N.46,MERADONG,208/46/03,KERTONG,SEK. JENIS KEB. YONG KWONG JLN. PARADOM MERADONG,1,440,SUPP,DING KUONG HIING,MALE,61,120,DAP,TING TZE FUI,FEMALE,35,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,2,0,,
P.208_N.46_208/46/04_1a,SARAWAK,ORDINARY VOTE,P.208,SARIKEI,N.46,MERADONG,208/46/04,KELUPU,SEK. KEB. SG. GEMUAN JLN. KELUPU,1,383,SUPP,DING KUONG HIING,MALE,61,332,DAP,TING TZE FUI,FEMALE,35,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,10,0,,
P.208_N.46_208/46/04_1b,SARAWAK,ORDINARY VOTE,P.208,SARIKEI,N.46,MERADONG,208/46/04,KELUPU,SEK. JENIS KEB. NAN CHIEW JLN. MERADONG,1,299,SUPP,DING KUONG HIING,MALE,61,202,DAP,TING TZE FUI,FEMALE,35,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,7,0,,
