UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.216_N.64_216/64/POS_1,SARAWAK,POSTAL VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/POS,UNDI POS,UNDI POS,1,85,PRS,JAMES JEMUT MASING,MALE,67,65,DAP,AGOP ANAK LINSONG,MALE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,2,14,,
P.216_N.64_216/64/01_1a,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/01,GAAT,RH. LAWAN NG. RAMONG,1,60,PRS,JAMES JEMUT MASING,MALE,67,60,DAP,AGOP ANAK LINSONG,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,0,,
P.216_N.64_216/64/01_1b,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/01,GAAT,RH. MENGGA NG. SEPULAU GAAT,1,79,PRS,JAMES JEMUT MASING,MALE,67,75,DAP,AGOP ANAK LINSONG,MALE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,0,,
P.216_N.64_216/64/01_1c,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/01,GAAT,SEK. KEB. NG. BALANG,1,65,PRS,JAMES JEMUT MASING,MALE,67,64,DAP,AGOP ANAK LINSONG,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,0,,
P.216_N.64_216/64/01_1d,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/01,GAAT,RH. NADING NG. SENETANG,1,76,PRS,JAMES JEMUT MASING,MALE,67,73,DAP,AGOP ANAK LINSONG,MALE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0,0,,
P.216_N.64_216/64/01_1e,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/01,GAAT,RH. BAWENG ENYANG SG. GAAT*,1,95,PRS,JAMES JEMUT MASING,MALE,67,94,DAP,AGOP ANAK LINSONG,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0,0,,
P.216_N.64_216/64/02_1a,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/02,MUJONG,RH. JOS SG. MUJONG,1,92,PRS,JAMES JEMUT MASING,MALE,67,77,DAP,AGOP ANAK LINSONG,MALE,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,1,0,,
P.216_N.64_216/64/02_1b,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/02,MUJONG,RH. SENGIANG SG. MUJONG,1,27,PRS,JAMES JEMUT MASING,MALE,67,1,DAP,AGOP ANAK LINSONG,MALE,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,0,,
P.216_N.64_216/64/02_1c,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/02,MUJONG,"SEK. KEB. SG. BEBANGAN, MUJONG",1,106,PRS,JAMES JEMUT MASING,MALE,67,83,DAP,AGOP ANAK LINSONG,MALE,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,2,0,,
P.216_N.64_216/64/02_1d,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/02,MUJONG,RH. UMBAR SG. TIAU,1,75,PRS,JAMES JEMUT MASING,MALE,67,74,DAP,AGOP ANAK LINSONG,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,0,,
P.216_N.64_216/64/02_1e,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/02,MUJONG,RH. EJON NG. TIAU,1,129,PRS,JAMES JEMUT MASING,MALE,67,125,DAP,AGOP ANAK LINSONG,MALE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,0,0,,
P.216_N.64_216/64/02_1f,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/02,MUJONG,RH. LIOK WONG PANTU,1,93,PRS,JAMES JEMUT MASING,MALE,67,93,DAP,AGOP ANAK LINSONG,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,0,,
P.216_N.64_216/64/02_1g,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/02,MUJONG,RH. PETER RANTAU BIDAI,1,64,PRS,JAMES JEMUT MASING,MALE,67,64,DAP,AGOP ANAK LINSONG,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,0,,
P.216_N.64_216/64/02_1h,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/02,MUJONG,KLINIK DESA NG. MELINAU,1,84,PRS,JAMES JEMUT MASING,MALE,67,83,DAP,AGOP ANAK LINSONG,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,0,,
P.216_N.64_216/64/02_1i,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/02,MUJONG,RH. GAWAN NG. AMAN,1,65,PRS,JAMES JEMUT MASING,MALE,67,63,DAP,AGOP ANAK LINSONG,MALE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,2,0,,
P.216_N.64_216/64/02_1j,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/02,MUJONG,SEK. KEB. MUJONG TENGAH,1,164,PRS,JAMES JEMUT MASING,MALE,67,147,DAP,AGOP ANAK LINSONG,MALE,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,4,0,,
P.216_N.64_216/64/02_1k,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/02,MUJONG,"SEK. KEB. LUBOK BAYA, SEKEROH",1,118,PRS,JAMES JEMUT MASING,MALE,67,98,DAP,AGOP ANAK LINSONG,MALE,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,0,0,,
P.216_N.64_216/64/02_1l,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/02,MUJONG,SEK. KEB NG. OYAN MUJONG,1,228,PRS,JAMES JEMUT MASING,MALE,67,217,DAP,AGOP ANAK LINSONG,MALE,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,4,0,,
P.216_N.64_216/64/02_1m,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/02,MUJONG,RH. ASUN ANAK UNGGANG SG. MUJONG,1,125,PRS,JAMES JEMUT MASING,MALE,67,105,DAP,AGOP ANAK LINSONG,MALE,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,6,0,,
P.216_N.64_216/64/02_1n,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/02,MUJONG,RH. BAYA SG. OYAN,1,82,PRS,JAMES JEMUT MASING,MALE,67,80,DAP,AGOP ANAK LINSONG,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,0,,
P.216_N.64_216/64/02_1o,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/02,MUJONG,SEK. KEB. OYAN TENGAH,1,163,PRS,JAMES JEMUT MASING,MALE,67,131,DAP,AGOP ANAK LINSONG,MALE,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,2,0,,
P.216_N.64_216/64/02_1p,SARAWAK,ORDINARY VOTE,P.216,HULU RAJANG,N.64,BALEH,216/64/02,MUJONG,RH. UNTING NG SEKEROH,1,95,PRS,JAMES JEMUT MASING,MALE,67,94,DAP,AGOP ANAK LINSONG,MALE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0,0,,
