UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.212_N.54_212/54/POS_1,SARAWAK,POSTAL VOTE,P.212,SIBU,N.54,PELAWAN,212/54/POS,UNDI POS,UNDI POS,1,412,BN,LAU UNG HIE,FEMALE,69,307,DAP,DAVID WONG KEE WOAN,MALE,54,19,,,,,,,,,,,STAR,PRISCILLA LAU,FEMALE,47,2,,,,,,,,,,,,,,,,328,25,59,,
P.212_N.54_212/54/00_1,SARAWAK,EARLY VOTE,P.212,SIBU,N.54,PELAWAN,212/54/00,UNDI AWAL,"RUANG C, WISMA PENGAMAN, IPD SIBU",1,531,BN,LAU UNG HIE,FEMALE,69,497,DAP,DAVID WONG KEE WOAN,MALE,54,18,,,,,,,,,,,STAR,PRISCILLA LAU,FEMALE,47,6,,,,,,,,,,,,,,,,521,10,0,,
P.212_N.54_212/54/01_1,SARAWAK,ORDINARY VOTE,P.212,SIBU,N.54,PELAWAN,212/54/01,RAJANG PARK,TADIKA TAMAN RAJANG,1,232,BN,LAU UNG HIE,FEMALE,69,112,DAP,DAVID WONG KEE WOAN,MALE,54,114,,,,,,,,,,,STAR,PRISCILLA LAU,FEMALE,47,5,,,,,,,,,,,,,,,,231,1,0,,
P.212_N.54_212/54/01_2,SARAWAK,ORDINARY VOTE,P.212,SIBU,N.54,PELAWAN,212/54/01,RAJANG PARK,TADIKA TAMAN RAJANG,2,426,BN,LAU UNG HIE,FEMALE,69,176,DAP,DAVID WONG KEE WOAN,MALE,54,237,,,,,,,,,,,STAR,PRISCILLA LAU,FEMALE,47,12,,,,,,,,,,,,,,,,425,1,0,,
P.212_N.54_212/54/01_3,SARAWAK,ORDINARY VOTE,P.212,SIBU,N.54,PELAWAN,212/54/01,RAJANG PARK,TADIKA TAMAN RAJANG,3,421,BN,LAU UNG HIE,FEMALE,69,161,DAP,DAVID WONG KEE WOAN,MALE,54,245,,,,,,,,,,,STAR,PRISCILLA LAU,FEMALE,47,15,,,,,,,,,,,,,,,,421,0,0,,
P.212_N.54_212/54/01_4,SARAWAK,ORDINARY VOTE,P.212,SIBU,N.54,PELAWAN,212/54/01,RAJANG PARK,TADIKA TAMAN RAJANG,4,390,BN,LAU UNG HIE,FEMALE,69,152,DAP,DAVID WONG KEE WOAN,MALE,54,225,,,,,,,,,,,STAR,PRISCILLA LAU,FEMALE,47,11,,,,,,,,,,,,,,,,388,2,0,,
P.212_N.54_212/54/01_5,SARAWAK,ORDINARY VOTE,P.212,SIBU,N.54,PELAWAN,212/54/01,RAJANG PARK,TADIKA TAMAN RAJANG,5,397,BN,LAU UNG HIE,FEMALE,69,138,DAP,DAVID WONG KEE WOAN,MALE,54,245,,,,,,,,,,,STAR,PRISCILLA LAU,FEMALE,47,13,,,,,,,,,,,,,,,,396,1,0,,
P.212_N.54_212/54/01_6,SARAWAK,ORDINARY VOTE,P.212,SIBU,N.54,PELAWAN,212/54/01,RAJANG PARK,TADIKA TAMAN RAJANG,6,377,BN,LAU UNG HIE,FEMALE,69,123,DAP,DAVID WONG KEE WOAN,MALE,54,243,,,,,,,,,,,STAR,PRISCILLA LAU,FEMALE,47,8,,,,,,,,,,,,,,,,374,3,0,,
P.212_N.54_212/54/01_7,SARAWAK,ORDINARY VOTE,P.212,SIBU,N.54,PELAWAN,212/54/01,RAJANG PARK,TADIKA TAMAN RAJANG,7,365,BN,LAU UNG HIE,FEMALE,69,116,DAP,DAVID WONG KEE WOAN,MALE,54,229,,,,,,,,,,,STAR,PRISCILLA LAU,FEMALE,47,15,,,,,,,,,,,,,,,,360,5,0,,
P.212_N.54_212/54/02_1,SARAWAK,ORDINARY VOTE,P.212,SIBU,N.54,PELAWAN,212/54/02,PELAWAN,SEK. JENIS KEB. ( C ) TUNG HUA JLN. TUN OPENG SIBU,1,241,BN,LAU UNG HIE,FEMALE,69,111,DAP,DAVID WONG KEE WOAN,MALE,54,122,,,,,,,,,,,STAR,PRISCILLA LAU,FEMALE,47,7,,,,,,,,,,,,,,,,240,1,0,,
