UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.194_N.27_201/27/POS_1,SARAWAK,POSTAL VOTE,P.194,PETRA JAYA,N.27,SEBUYAU,201/27/POS,UNDI POS,UNDI POS,1,23,PBB,DATUK JULAIHI NARAWI,MALE,61,4,PAN,ANDREW ANAK JAIN,MALE,47,0,,,,,,PAS,USTAZ HAJI WAN ABDILLAH,MALE,44,2,,,,,,,,,,,,,,,,,,,,,6,1,16,,
P.194_N.27_201/27/00_1,SARAWAK,EARLY VOTE,P.194,PETRA JAYA,N.27,SEBUYAU,201/27/00,UNDI AWAL,"BILIK GERAKAN, BALAI POLIS SEBUYAU",1,6,PBB,DATUK JULAIHI NARAWI,MALE,61,6,PAN,ANDREW ANAK JAIN,MALE,47,0,,,,,,PAS,USTAZ HAJI WAN ABDILLAH,MALE,44,0,,,,,,,,,,,,,,,,,,,,,6,0,0,,
P.194_N.27_201/27/01_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.27,SEBUYAU,201/27/01,SERUYU,SEK. KEB. SERUYU,1,165,PBB,DATUK JULAIHI NARAWI,MALE,61,114,PAN,ANDREW ANAK JAIN,MALE,47,1,,,,,,PAS,USTAZ HAJI WAN ABDILLAH,MALE,44,49,,,,,,,,,,,,,,,,,,,,,164,1,0,,
P.194_N.27_201/27/02_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.27,SEBUYAU,201/27/02,SEBANGAN,SEK. KEB. SG. LADONG,1,295,PBB,DATUK JULAIHI NARAWI,MALE,61,223,PAN,ANDREW ANAK JAIN,MALE,47,2,,,,,,PAS,USTAZ HAJI WAN ABDILLAH,MALE,44,68,,,,,,,,,,,,,,,,,,,,,293,2,0,,
P.194_N.27_201/27/02_2,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.27,SEBUYAU,201/27/02,SEBANGAN,SEK. KEB. SG. LADONG,2,422,PBB,DATUK JULAIHI NARAWI,MALE,61,256,PAN,ANDREW ANAK JAIN,MALE,47,2,,,,,,PAS,USTAZ HAJI WAN ABDILLAH,MALE,44,151,,,,,,,,,,,,,,,,,,,,,409,13,0,,
P.194_N.27_201/27/02_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.27,SEBUYAU,201/27/02,SEBANGAN,BALAI RAYA SG. SEGALI,1,177,PBB,DATUK JULAIHI NARAWI,MALE,61,144,PAN,ANDREW ANAK JAIN,MALE,47,4,,,,,,PAS,USTAZ HAJI WAN ABDILLAH,MALE,44,24,,,,,,,,,,,,,,,,,,,,,172,5,0,,
P.194_N.27_201/27/02_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.27,SEBUYAU,201/27/02,SEBANGAN,SEK. KEB. HJ. BUJANG SEBANGAN,1,395,PBB,DATUK JULAIHI NARAWI,MALE,61,344,PAN,ANDREW ANAK JAIN,MALE,47,11,,,,,,PAS,USTAZ HAJI WAN ABDILLAH,MALE,44,37,,,,,,,,,,,,,,,,,,,,,392,3,0,,
P.194_N.27_201/27/02_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.27,SEBUYAU,201/27/02,SEBANGAN,DEWAN MASYARAKAT SEBANGAN SAMPAT,1,329,PBB,DATUK JULAIHI NARAWI,MALE,61,307,PAN,ANDREW ANAK JAIN,MALE,47,3,,,,,,PAS,USTAZ HAJI WAN ABDILLAH,MALE,44,8,,,,,,,,,,,,,,,,,,,,,318,11,0,,
P.194_N.27_201/27/03_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.27,SEBUYAU,201/27/03,SEBUYAU,SEK. KEB. BAJONG,1,212,PBB,DATUK JULAIHI NARAWI,MALE,61,165,PAN,ANDREW ANAK JAIN,MALE,47,4,,,,,,PAS,USTAZ HAJI WAN ABDILLAH,MALE,44,42,,,,,,,,,,,,,,,,,,,,,211,1,0,,
P.194_N.27_201/27/03_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.27,SEBUYAU,201/27/03,SEBUYAU,SEK. KEB. TEBELU,1,290,PBB,DATUK JULAIHI NARAWI,MALE,61,198,PAN,ANDREW ANAK JAIN,MALE,47,0,,,,,,PAS,USTAZ HAJI WAN ABDILLAH,MALE,44,88,,,,,,,,,,,,,,,,,,,,,286,4,0,,
