UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.217_N.67_217/67/POS_1,SARAWAK,POSTAL VOTE,P.217,BINTULU,N.67,JEPAK,217/67/POS,UNDI POS,UNDI POS,1,87,PBB,DATUK HAJI TALIB ZULPILIP,MALE,65,70,PKR,ABDUL JALIL BIN BUJANG,MALE,57,3,,,,,,PAS,HAJI KIPRAWI AMAN,MALE,67,1,STAR,MOHD ANUAR HAMID,MALE,,0,,,,,,INDEPENDENT - AEROPLANE,WONG HAU MING,MALE,55,0,,,,,,74,2,11,,
P.217_N.67_217/67/00_1,SARAWAK,EARLY VOTE,P.217,BINTULU,N.67,JEPAK,217/67/00,UNDI AWAL,"RUANG A, DEWAN SERBAGUNA, IPD BINTULU",1,8,PBB,DATUK HAJI TALIB ZULPILIP,MALE,65,8,PKR,ABDUL JALIL BIN BUJANG,MALE,57,0,,,,,,PAS,HAJI KIPRAWI AMAN,MALE,67,0,STAR,MOHD ANUAR HAMID,MALE,,0,,,,,,INDEPENDENT - AEROPLANE,WONG HAU MING,MALE,55,0,,,,,,8,0,0,,
P.217_N.67_217/67/01_1,SARAWAK,ORDINARY VOTE,P.217,BINTULU,N.67,JEPAK,217/67/01,KUALA TATAU,SEK. KEB. KUALA ANNAU,1,112,PBB,DATUK HAJI TALIB ZULPILIP,MALE,65,53,PKR,ABDUL JALIL BIN BUJANG,MALE,57,32,,,,,,PAS,HAJI KIPRAWI AMAN,MALE,67,4,STAR,MOHD ANUAR HAMID,MALE,,17,,,,,,INDEPENDENT - AEROPLANE,WONG HAU MING,MALE,55,6,,,,,,112,0,0,,
P.217_N.67_217/67/01_1,SARAWAK,ORDINARY VOTE,P.217,BINTULU,N.67,JEPAK,217/67/01,KUALA TATAU,SEK. KEB. KUALA TATAU,1,256,PBB,DATUK HAJI TALIB ZULPILIP,MALE,65,216,PKR,ABDUL JALIL BIN BUJANG,MALE,57,15,,,,,,PAS,HAJI KIPRAWI AMAN,MALE,67,10,STAR,MOHD ANUAR HAMID,MALE,,8,,,,,,INDEPENDENT - AEROPLANE,WONG HAU MING,MALE,55,4,,,,,,253,3,0,,
P.217_N.67_217/67/01_2,SARAWAK,ORDINARY VOTE,P.217,BINTULU,N.67,JEPAK,217/67/01,KUALA TATAU,SEK. KEB. KUALA TATAU,2,326,PBB,DATUK HAJI TALIB ZULPILIP,MALE,65,271,PKR,ABDUL JALIL BIN BUJANG,MALE,57,23,,,,,,PAS,HAJI KIPRAWI AMAN,MALE,67,15,STAR,MOHD ANUAR HAMID,MALE,,11,,,,,,INDEPENDENT - AEROPLANE,WONG HAU MING,MALE,55,3,,,,,,323,3,0,,
P.217_N.67_217/67/01_1,SARAWAK,ORDINARY VOTE,P.217,BINTULU,N.67,JEPAK,217/67/01,KUALA TATAU,SEK. KEB. KUALA SERUPAI,1,209,PBB,DATUK HAJI TALIB ZULPILIP,MALE,65,118,PKR,ABDUL JALIL BIN BUJANG,MALE,57,73,,,,,,PAS,HAJI KIPRAWI AMAN,MALE,67,2,STAR,MOHD ANUAR HAMID,MALE,,7,,,,,,INDEPENDENT - AEROPLANE,WONG HAU MING,MALE,55,3,,,,,,203,6,0,,
P.217_N.67_217/67/01_1,SARAWAK,ORDINARY VOTE,P.217,BINTULU,N.67,JEPAK,217/67/01,KUALA TATAU,SEK. KEB. SG. SETULAN,1,150,PBB,DATUK HAJI TALIB ZULPILIP,MALE,65,95,PKR,ABDUL JALIL BIN BUJANG,MALE,57,46,,,,,,PAS,HAJI KIPRAWI AMAN,MALE,67,3,STAR,MOHD ANUAR HAMID,MALE,,1,,,,,,INDEPENDENT - AEROPLANE,WONG HAU MING,MALE,55,2,,,,,,147,3,0,,
P.217_N.67_217/67/02_1,SARAWAK,ORDINARY VOTE,P.217,BINTULU,N.67,JEPAK,217/67/02,SRI DAGANG,SEK. KEB. ORANG KAYA MOHAMAD BINTULU,1,202,PBB,DATUK HAJI TALIB ZULPILIP,MALE,65,156,PKR,ABDUL JALIL BIN BUJANG,MALE,57,24,,,,,,PAS,HAJI KIPRAWI AMAN,MALE,67,9,STAR,MOHD ANUAR HAMID,MALE,,1,,,,,,INDEPENDENT - AEROPLANE,WONG HAU MING,MALE,55,3,,,,,,193,9,0,,
P.217_N.67_217/67/02_2,SARAWAK,ORDINARY VOTE,P.217,BINTULU,N.67,JEPAK,217/67/02,SRI DAGANG,SEK. KEB. ORANG KAYA MOHAMAD BINTULU,2,410,PBB,DATUK HAJI TALIB ZULPILIP,MALE,65,311,PKR,ABDUL JALIL BIN BUJANG,MALE,57,80,,,,,,PAS,HAJI KIPRAWI AMAN,MALE,67,14,STAR,MOHD ANUAR HAMID,MALE,,1,,,,,,INDEPENDENT - AEROPLANE,WONG HAU MING,MALE,55,0,,,,,,406,4,0,,
P.217_N.67_217/67/02_3,SARAWAK,ORDINARY VOTE,P.217,BINTULU,N.67,JEPAK,217/67/02,SRI DAGANG,SEK. KEB. ORANG KAYA MOHAMAD BINTULU,3,400,PBB,DATUK HAJI TALIB ZULPILIP,MALE,65,277,PKR,ABDUL JALIL BIN BUJANG,MALE,57,97,,,,,,PAS,HAJI KIPRAWI AMAN,MALE,67,19,STAR,MOHD ANUAR HAMID,MALE,,1,,,,,,INDEPENDENT - AEROPLANE,WONG HAU MING,MALE,55,5,,,,,,399,1,0,,
