UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.219_N.75_219/75/POS_1,SARAWAK,POSTAL VOTE,P.219,MIRI,N.75,SENADIN,219/75/POS,UNDI POS,UNDI POS,1,272,SUPP,DATUK LEE KIM SHIN,MALE,66,210,DAP,DR BOB BARU LANGUB,MALE,64,11,,,,,,,,,,,,,,,,PBDSB,PHILEMON ANAK JOHN EDAN,MALE,,3,,,,,,,,,,,224,16,32,,
P.219_N.75_219/75/00_1,SARAWAK,EARLY VOTE,P.219,MIRI,N.75,SENADIN,219/75/00,UNDI AWAL,"DEWAN JOHNNY MUSTAPHA BATALION KE-12, PGA MIRI",1,227,SUPP,DATUK LEE KIM SHIN,MALE,66,218,DAP,DR BOB BARU LANGUB,MALE,64,7,,,,,,,,,,,,,,,,PBDSB,PHILEMON ANAK JOHN EDAN,MALE,,2,,,,,,,,,,,227,0,0,,
P.219_N.75_219/75/01_1a,SARAWAK,ORDINARY VOTE,P.219,MIRI,N.75,SENADIN,219/75/01,KUALA BARAM,SEK. KEB. TUDAN,1,253,SUPP,DATUK LEE KIM SHIN,MALE,66,185,DAP,DR BOB BARU LANGUB,MALE,64,61,,,,,,,,,,,,,,,,PBDSB,PHILEMON ANAK JOHN EDAN,MALE,,3,,,,,,,,,,,249,4,0,,
P.219_N.75_219/75/01_2a,SARAWAK,ORDINARY VOTE,P.219,MIRI,N.75,SENADIN,219/75/01,KUALA BARAM,SEK. KEB. TUDAN,2,515,SUPP,DATUK LEE KIM SHIN,MALE,66,403,DAP,DR BOB BARU LANGUB,MALE,64,99,,,,,,,,,,,,,,,,PBDSB,PHILEMON ANAK JOHN EDAN,MALE,,7,,,,,,,,,,,509,6,0,,
P.219_N.75_219/75/01_3a,SARAWAK,ORDINARY VOTE,P.219,MIRI,N.75,SENADIN,219/75/01,KUALA BARAM,SEK. KEB. TUDAN,3,495,SUPP,DATUK LEE KIM SHIN,MALE,66,354,DAP,DR BOB BARU LANGUB,MALE,64,134,,,,,,,,,,,,,,,,PBDSB,PHILEMON ANAK JOHN EDAN,MALE,,1,,,,,,,,,,,489,6,0,,
P.219_N.75_219/75/01_4a,SARAWAK,ORDINARY VOTE,P.219,MIRI,N.75,SENADIN,219/75/01,KUALA BARAM,SEK. KEB. TUDAN,4,500,SUPP,DATUK LEE KIM SHIN,MALE,66,359,DAP,DR BOB BARU LANGUB,MALE,64,128,,,,,,,,,,,,,,,,PBDSB,PHILEMON ANAK JOHN EDAN,MALE,,9,,,,,,,,,,,496,4,0,,
P.219_N.75_219/75/01_5a,SARAWAK,ORDINARY VOTE,P.219,MIRI,N.75,SENADIN,219/75/01,KUALA BARAM,SEK. KEB. TUDAN,5,446,SUPP,DATUK LEE KIM SHIN,MALE,66,305,DAP,DR BOB BARU LANGUB,MALE,64,117,,,,,,,,,,,,,,,,PBDSB,PHILEMON ANAK JOHN EDAN,MALE,,19,,,,,,,,,,,441,5,0,,
P.219_N.75_219/75/01_6a,SARAWAK,ORDINARY VOTE,P.219,MIRI,N.75,SENADIN,219/75/01,KUALA BARAM,SEK. KEB. TUDAN,6,480,SUPP,DATUK LEE KIM SHIN,MALE,66,310,DAP,DR BOB BARU LANGUB,MALE,64,156,,,,,,,,,,,,,,,,PBDSB,PHILEMON ANAK JOHN EDAN,MALE,,10,,,,,,,,,,,476,4,0,,
P.219_N.75_219/75/01_7a,SARAWAK,ORDINARY VOTE,P.219,MIRI,N.75,SENADIN,219/75/01,KUALA BARAM,SEK. KEB. TUDAN,7,412,SUPP,DATUK LEE KIM SHIN,MALE,66,253,DAP,DR BOB BARU LANGUB,MALE,64,146,,,,,,,,,,,,,,,,PBDSB,PHILEMON ANAK JOHN EDAN,MALE,,8,,,,,,,,,,,407,5,0,,
P.219_N.75_219/75/01_8a,SARAWAK,ORDINARY VOTE,P.219,MIRI,N.75,SENADIN,219/75/01,KUALA BARAM,SEK. KEB. TUDAN,8,413,SUPP,DATUK LEE KIM SHIN,MALE,66,287,DAP,DR BOB BARU LANGUB,MALE,64,118,,,,,,,,,,,,,,,,PBDSB,PHILEMON ANAK JOHN EDAN,MALE,,5,,,,,,,,,,,410,3,0,,
