UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.209_N.48_209/48/POS_1,SARAWAK,POSTAL VOTE,P.209,JULAU,N.48,MELUAN,209/48/POS,UNDI POS,UNDI POS,1,130,SPDP,ROLLAND DUAT ANAK JUBIN,MALE,51,75,PKR,SEMANA ANAK SAWANG,MALE,,13,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JERRY CLEMENT,MALE,,1,INDEPENDENT - KEY,ELLY LAWAI ANAK NGALAI,MALE,49,15,104,4,22,,
P.209_N.48_209/48/00_1,SARAWAK,EARLY VOTE,P.209,JULAU,N.48,MELUAN,209/48/00,UNDI AWAL,"PEJABAT CAWANGAN INTEGRITI DAN PEMATUHAN STANDARD, IPD JULAU",1,49,SPDP,ROLLAND DUAT ANAK JUBIN,MALE,51,42,PKR,SEMANA ANAK SAWANG,MALE,,2,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JERRY CLEMENT,MALE,,4,INDEPENDENT - KEY,ELLY LAWAI ANAK NGALAI,MALE,49,1,49,0,0,,
P.209_N.48_209/48/01_1a,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.48,MELUAN,209/48/01,BALUT,SEK. KEB. NG. LASI,1,272,SPDP,ROLLAND DUAT ANAK JUBIN,MALE,51,29,PKR,SEMANA ANAK SAWANG,MALE,,20,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JERRY CLEMENT,MALE,,7,INDEPENDENT - KEY,ELLY LAWAI ANAK NGALAI,MALE,49,206,262,10,0,,
P.209_N.48_209/48/01_2,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.48,MELUAN,209/48/01,BALUT,SEK. KEB. NG. LASI,2,290,SPDP,ROLLAND DUAT ANAK JUBIN,MALE,51,26,PKR,SEMANA ANAK SAWANG,MALE,,29,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JERRY CLEMENT,MALE,,11,INDEPENDENT - KEY,ELLY LAWAI ANAK NGALAI,MALE,49,222,288,2,0,,
P.209_N.48_209/48/01_3,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.48,MELUAN,209/48/01,BALUT,SEK. KEB. NG. LASI,3,228,SPDP,ROLLAND DUAT ANAK JUBIN,MALE,51,38,PKR,SEMANA ANAK SAWANG,MALE,,16,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JERRY CLEMENT,MALE,,13,INDEPENDENT - KEY,ELLY LAWAI ANAK NGALAI,MALE,49,153,220,8,0,,
P.209_N.48_209/48/01_1b,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.48,MELUAN,209/48/01,BALUT,SEK. KEB. NG. SERAU,1,284,SPDP,ROLLAND DUAT ANAK JUBIN,MALE,51,55,PKR,SEMANA ANAK SAWANG,MALE,,13,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JERRY CLEMENT,MALE,,5,INDEPENDENT - KEY,ELLY LAWAI ANAK NGALAI,MALE,49,205,278,6,0,,
P.209_N.48_209/48/02_1a,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.48,MELUAN,209/48/02,JULAU,RH. KAPOL NG. BUA,1,205,SPDP,ROLLAND DUAT ANAK JUBIN,MALE,51,71,PKR,SEMANA ANAK SAWANG,MALE,,12,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JERRY CLEMENT,MALE,,29,INDEPENDENT - KEY,ELLY LAWAI ANAK NGALAI,MALE,49,90,202,3,0,,
P.209_N.48_209/48/02_1b,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.48,MELUAN,209/48/02,JULAU,SEK. KEB. YUK KUNG,1,232,SPDP,ROLLAND DUAT ANAK JUBIN,MALE,51,81,PKR,SEMANA ANAK SAWANG,MALE,,38,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JERRY CLEMENT,MALE,,31,INDEPENDENT - KEY,ELLY LAWAI ANAK NGALAI,MALE,49,78,228,4,0,,
P.209_N.48_209/48/02_2,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.48,MELUAN,209/48/02,JULAU,SEK. KEB. YUK KUNG,2,381,SPDP,ROLLAND DUAT ANAK JUBIN,MALE,51,136,PKR,SEMANA ANAK SAWANG,MALE,,63,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JERRY CLEMENT,MALE,,40,INDEPENDENT - KEY,ELLY LAWAI ANAK NGALAI,MALE,49,139,378,3,0,,
P.209_N.48_209/48/02_3,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.48,MELUAN,209/48/02,JULAU,SEK. KEB. YUK KUNG,3,309,SPDP,ROLLAND DUAT ANAK JUBIN,MALE,51,104,PKR,SEMANA ANAK SAWANG,MALE,,58,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JERRY CLEMENT,MALE,,36,INDEPENDENT - KEY,ELLY LAWAI ANAK NGALAI,MALE,49,108,306,3,0,,
P.209_N.48_209/48/02_4,SARAWAK,ORDINARY VOTE,P.209,JULAU,N.48,MELUAN,209/48/02,JULAU,SEK. KEB. YUK KUNG,4,257,SPDP,ROLLAND DUAT ANAK JUBIN,MALE,51,103,PKR,SEMANA ANAK SAWANG,MALE,,56,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,JERRY CLEMENT,MALE,,36,INDEPENDENT - KEY,ELLY LAWAI ANAK NGALAI,MALE,49,60,255,2,0,,
