UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.193_N.16_197/16/POS_1,SARAWAK,POSTAL VOTE,P.193,SANTUBONG,N.16,MUARA TUANG,197/16/POS,UNDI POS,UNDI POS,1,105,PBB,DATO' IDRIS BUANG,MALE,62,41,PAN,HJ. ABANG ABDUL HALIL BIN ABANG NAILI,MALE,56,0,,,,,,PAS,ZULKIPLI BIN RAMZI,MALE,38,4,,,,,,,,,,,,,,,,,,,,,45,2,58,,
P.193_N.16_197/16/00_1,SARAWAK,EARLY VOTE,P.193,SANTUBONG,N.16,MUARA TUANG,197/16/00,UNDI AWAL,"RUANG B, DEWAN SERBAGUNA IPD KOTA SAMARAHAN",1,127,PBB,DATO' IDRIS BUANG,MALE,62,122,PAN,HJ. ABANG ABDUL HALIL BIN ABANG NAILI,MALE,56,2,,,,,,PAS,ZULKIPLI BIN RAMZI,MALE,38,2,,,,,,,,,,,,,,,,,,,,,126,1,0,,
P.193_N.16_197/16/00_1,SARAWAK,EARLY VOTE,P.193,SANTUBONG,N.16,MUARA TUANG,197/16/00,UNDI AWAL,BILIK SEMINAR NO. 25 KOLEJ KENANGA UNIMAS,1,76,PBB,DATO' IDRIS BUANG,MALE,62,64,PAN,HJ. ABANG ABDUL HALIL BIN ABANG NAILI,MALE,56,2,,,,,,PAS,ZULKIPLI BIN RAMZI,MALE,38,10,,,,,,,,,,,,,,,,,,,,,76,0,0,,
P.193_N.16_197/16/01_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.16,MUARA TUANG,197/16/01,EMPILA,BILIK GERAKAN ERT KPG. NAKONG,1,114,PBB,DATO' IDRIS BUANG,MALE,62,97,PAN,HJ. ABANG ABDUL HALIL BIN ABANG NAILI,MALE,56,3,,,,,,PAS,ZULKIPLI BIN RAMZI,MALE,38,14,,,,,,,,,,,,,,,,,,,,,114,0,0,,
P.193_N.16_197/16/01_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.16,MUARA TUANG,197/16/01,EMPILA,SEK. KEB. KPG. MANG,1,344,PBB,DATO' IDRIS BUANG,MALE,62,241,PAN,HJ. ABANG ABDUL HALIL BIN ABANG NAILI,MALE,56,7,,,,,,PAS,ZULKIPLI BIN RAMZI,MALE,38,91,,,,,,,,,,,,,,,,,,,,,339,5,0,,
P.193_N.16_197/16/01_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.16,MUARA TUANG,197/16/01,EMPILA,SEK. KEB. KPG. MELAYU,1,512,PBB,DATO' IDRIS BUANG,MALE,62,424,PAN,HJ. ABANG ABDUL HALIL BIN ABANG NAILI,MALE,56,26,,,,,,PAS,ZULKIPLI BIN RAMZI,MALE,38,55,,,,,,,,,,,,,,,,,,,,,505,7,0,,
P.193_N.16_197/16/01_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.16,MUARA TUANG,197/16/01,EMPILA,DEWAN SERBAGUNA KPG. BANGKA SEMONG,1,164,PBB,DATO' IDRIS BUANG,MALE,62,140,PAN,HJ. ABANG ABDUL HALIL BIN ABANG NAILI,MALE,56,4,,,,,,PAS,ZULKIPLI BIN RAMZI,MALE,38,18,,,,,,,,,,,,,,,,,,,,,162,2,0,,
P.193_N.16_197/16/01_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.16,MUARA TUANG,197/16/01,EMPILA,DEWAN KPG. NAIE,1,106,PBB,DATO' IDRIS BUANG,MALE,62,86,PAN,HJ. ABANG ABDUL HALIL BIN ABANG NAILI,MALE,56,13,,,,,,PAS,ZULKIPLI BIN RAMZI,MALE,38,6,,,,,,,,,,,,,,,,,,,,,105,1,0,,
P.193_N.16_197/16/01_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.16,MUARA TUANG,197/16/01,EMPILA,SURAU KPG. NAIE BARU,1,102,PBB,DATO' IDRIS BUANG,MALE,62,92,PAN,HJ. ABANG ABDUL HALIL BIN ABANG NAILI,MALE,56,1,,,,,,PAS,ZULKIPLI BIN RAMZI,MALE,38,8,,,,,,,,,,,,,,,,,,,,,101,1,0,,
P.193_N.16_197/16/01_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.16,MUARA TUANG,197/16/01,EMPILA,TADIKA KEMAS KPG. SG. MATA,1,305,PBB,DATO' IDRIS BUANG,MALE,62,221,PAN,HJ. ABANG ABDUL HALIL BIN ABANG NAILI,MALE,56,9,,,,,,PAS,ZULKIPLI BIN RAMZI,MALE,38,62,,,,,,,,,,,,,,,,,,,,,292,12,1,,
