UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.205_N.38_205/38/POS_1,SARAWAK,POSTAL VOTE,P.205,SARATOK,N.38,KALAKA,205/38/POS,UNDI POS,UNDI POS,1,59,PBB,ABDUL WAHAB BIN AZIZ,MALE,72,31,PKR,JEMAT PANJANG,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,24,,
P.205_N.38_205/38/00_1,SARAWAK,EARLY VOTE,P.205,SARATOK,N.38,KALAKA,205/38/00,UNDI AWAL,RUMAH SRI KRIAN IPD SARATOK,1,90,PBB,ABDUL WAHAB BIN AZIZ,MALE,72,83,PKR,JEMAT PANJANG,MALE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,5,0,,
P.205_N.38_205/38/01_1a,SARAWAK,ORDINARY VOTE,P.205,SARATOK,N.38,KALAKA,205/38/01,PELUNGA,SEK. KEB. NYIAR,1,220,PBB,ABDUL WAHAB BIN AZIZ,MALE,72,126,PKR,JEMAT PANJANG,MALE,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,6,0,,
P.205_N.38_205/38/01_1b,SARAWAK,ORDINARY VOTE,P.205,SARATOK,N.38,KALAKA,205/38/01,PELUNGA,RH. RAMPING SG. METONG ROBAN,1,158,PBB,ABDUL WAHAB BIN AZIZ,MALE,72,95,PKR,JEMAT PANJANG,MALE,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,0,0,,
P.205_N.38_205/38/01_1c,SARAWAK,ORDINARY VOTE,P.205,SARATOK,N.38,KALAKA,205/38/01,PELUNGA,"RH. SITI JUBAIDAH ANAK LANCHANG, SG. ENGKABANG",1,161,PBB,ABDUL WAHAB BIN AZIZ,MALE,72,83,PKR,JEMAT PANJANG,MALE,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,1,0,,
P.205_N.38_205/38/01_1d,SARAWAK,ORDINARY VOTE,P.205,SARATOK,N.38,KALAKA,205/38/01,PELUNGA,SEK. MEN. KEB. KALAKA ROBAN,1,393,PBB,ABDUL WAHAB BIN AZIZ,MALE,72,325,PKR,JEMAT PANJANG,MALE,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,9,0,,
P.205_N.38_205/38/02_1a,SARAWAK,ORDINARY VOTE,P.205,SARATOK,N.38,KALAKA,205/38/02,PERPAT,SEK. KEB. LUBOK NIBONG,1,128,PBB,ABDUL WAHAB BIN AZIZ,MALE,72,106,PKR,JEMAT PANJANG,MALE,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,1,0,,
P.205_N.38_205/38/02_1b,SARAWAK,ORDINARY VOTE,P.205,SARATOK,N.38,KALAKA,205/38/02,PERPAT,SEK. KEB. PALOH,1,83,PBB,ABDUL WAHAB BIN AZIZ,MALE,72,62,PKR,JEMAT PANJANG,MALE,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,2,0,,
P.205_N.38_205/38/02_1c,SARAWAK,ORDINARY VOTE,P.205,SARATOK,N.38,KALAKA,205/38/02,PERPAT,SEK. KEB. PERPAT,1,300,PBB,ABDUL WAHAB BIN AZIZ,MALE,72,272,PKR,JEMAT PANJANG,MALE,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,4,0,,
P.205_N.38_205/38/03_1a,SARAWAK,ORDINARY VOTE,P.205,SARATOK,N.38,KALAKA,205/38/03,KABA,SEK. KEB. HAJI BOLLAH KABA,1,228,PBB,ABDUL WAHAB BIN AZIZ,MALE,72,197,PKR,JEMAT PANJANG,MALE,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,3,0,,
