P.215_N.61_215/61/POS_1,SARAWAK,POSTAL VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/POS,UNDI POS,UNDI POS,1,70,PRS,WILSON NYABONG ANAK IJANG,MALE,57,48,DAP,FRANKIE BENDINDANG MANJAH,MALE,,4,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,2,,,,,,54,4,12,,
P.215_N.61_215/61/01_1a,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/01,PELAGUS,"RH. BUNYAU, PULAU PISANG",1,108,PRS,WILSON NYABONG ANAK IJANG,MALE,57,96,DAP,FRANKIE BENDINDANG MANJAH,MALE,,11,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,1,,,,,,108,0,0,,
P.215_N.61_215/61/01_1b,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/01,PELAGUS,"RH. BARAOH, NG. SEMENUANG",1,148,PRS,WILSON NYABONG ANAK IJANG,MALE,57,129,DAP,FRANKIE BENDINDANG MANJAH,MALE,,12,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,6,,,,,,147,1,0,,
P.215_N.61_215/61/01_1c,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/01,PELAGUS,"RH. JELANI, KERANGAN BANGAT, BATANG RAJANG",1,59,PRS,WILSON NYABONG ANAK IJANG,MALE,57,42,DAP,FRANKIE BENDINDANG MANJAH,MALE,,14,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,3,,,,,,59,0,0,,
P.215_N.61_215/61/01_1d,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/01,PELAGUS,SEK. KEB. NG. ENCHEREMIN,1,203,PRS,WILSON NYABONG ANAK IJANG,MALE,57,152,DAP,FRANKIE BENDINDANG MANJAH,MALE,,24,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,22,,,,,,198,5,0,,
P.215_N.61_215/61/01_1e,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/01,PELAGUS,RH. SELIONG,1,134,PRS,WILSON NYABONG ANAK IJANG,MALE,57,116,DAP,FRANKIE BENDINDANG MANJAH,MALE,,8,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,7,,,,,,131,3,0,,
P.215_N.61_215/61/01_1f,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/01,PELAGUS,"RH. RABAR, NG. SETAPANG",1,64,PRS,WILSON NYABONG ANAK IJANG,MALE,57,59,DAP,FRANKIE BENDINDANG MANJAH,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,5,,,,,,64,0,0,,
P.215_N.61_215/61/01_1g,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/01,PELAGUS,"RH. JENGENG, NG. MELA",1,131,PRS,WILSON NYABONG ANAK IJANG,MALE,57,66,DAP,FRANKIE BENDINDANG MANJAH,MALE,,14,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,51,,,,,,131,0,0,,
P.215_N.61_215/61/01_1h,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/01,PELAGUS,SEK. KEB. NG. PELAGUS,1,100,PRS,WILSON NYABONG ANAK IJANG,MALE,57,96,DAP,FRANKIE BENDINDANG MANJAH,MALE,,1,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,1,,,,,,98,2,0,,
P.215_N.61_215/61/01_1i,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/01,PELAGUS,"RH. GARAI, NG. BENIN",1,106,PRS,WILSON NYABONG ANAK IJANG,MALE,57,102,DAP,FRANKIE BENDINDANG MANJAH,MALE,,3,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,0,,,,,,105,1,0,,
P.215_N.61_215/61/01_1j,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/01,PELAGUS,SEK. KEB. ULU PELAGUS,1,107,PRS,WILSON NYABONG ANAK IJANG,MALE,57,91,DAP,FRANKIE BENDINDANG MANJAH,MALE,,13,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,1,,,,,,105,2,0,,
