P.215_N.61_215/61/01_1k,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/01,PELAGUS,"RH. EKONG, SG. PELAGUS",1,63,PRS,WILSON NYABONG ANAK IJANG,MALE,57,58,DAP,FRANKIE BENDINDANG MANJAH,MALE,,1,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,3,,,,,,62,1,0,,
P.215_N.61_215/61/01_1l,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/01,PELAGUS,"RH. GEORGE, SG. PELAGUS",1,101,PRS,WILSON NYABONG ANAK IJANG,MALE,57,90,DAP,FRANKIE BENDINDANG MANJAH,MALE,,7,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,3,,,,,,100,1,0,,
P.215_N.61_215/61/02_1,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/02,SUNGAI AMANG,SEK. KEB. SG. AMANG,1,429,PRS,WILSON NYABONG ANAK IJANG,MALE,57,361,DAP,FRANKIE BENDINDANG MANJAH,MALE,,48,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,19,,,,,,428,1,0,,
P.215_N.61_215/61/03_1a,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/03,NANGA PERARAN,SEK. KEB. NG. PERARAN,1,224,PRS,WILSON NYABONG ANAK IJANG,MALE,57,133,DAP,FRANKIE BENDINDANG MANJAH,MALE,,7,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,78,,,,,,218,6,0,,
P.215_N.61_215/61/03_1b,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/03,NANGA PERARAN,"RH. ALONG, NG. MEKEY",1,101,PRS,WILSON NYABONG ANAK IJANG,MALE,57,78,DAP,FRANKIE BENDINDANG MANJAH,MALE,,14,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,6,,,,,,98,3,0,,
P.215_N.61_215/61/03_1c,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/03,NANGA PERARAN,"RH. JELANI, NG. SAMA",1,129,PRS,WILSON NYABONG ANAK IJANG,MALE,57,69,DAP,FRANKIE BENDINDANG MANJAH,MALE,,1,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,58,,,,,,128,1,0,,
P.215_N.61_215/61/03_1d,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/03,NANGA PERARAN,"RH. SABANG, NG. BUYA",1,71,PRS,WILSON NYABONG ANAK IJANG,MALE,57,48,DAP,FRANKIE BENDINDANG MANJAH,MALE,,7,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,16,,,,,,71,0,0,,
P.215_N.61_215/61/04_1a,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,"RH. JOHNNY, SG. SUT",1,49,PRS,WILSON NYABONG ANAK IJANG,MALE,57,48,DAP,FRANKIE BENDINDANG MANJAH,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,1,,,,,,49,0,0,,
P.215_N.61_215/61/04_1b,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,"RH. SALANG, SG. SUT",1,68,PRS,WILSON NYABONG ANAK IJANG,MALE,57,61,DAP,FRANKIE BENDINDANG MANJAH,MALE,,7,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,0,,,,,,68,0,0,,
P.215_N.61_215/61/04_1c,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,"RH. IKAU, SG. SUT",1,31,PRS,WILSON NYABONG ANAK IJANG,MALE,57,27,DAP,FRANKIE BENDINDANG MANJAH,MALE,,4,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,0,,,,,,31,0,0,,
P.215_N.61_215/61/04_1d,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,"RH. JUGAH, SG. SUT",1,61,PRS,WILSON NYABONG ANAK IJANG,MALE,57,43,DAP,FRANKIE BENDINDANG MANJAH,MALE,,17,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,0,,,,,,60,1,0,,
P.215_N.61_215/61/04_1e,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,"RH. BARAOH, SG. SUT",1,73,PRS,WILSON NYABONG ANAK IJANG,MALE,57,70,DAP,FRANKIE BENDINDANG MANJAH,MALE,,2,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,1,,,,,,73,0,0,,
P.215_N.61_215/61/04_1f,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,"RH. EMAK, SG. SUT",1,110,PRS,WILSON NYABONG ANAK IJANG,MALE,57,107,DAP,FRANKIE BENDINDANG MANJAH,MALE,,3,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,0,,,,,,110,0,0,,
P.215_N.61_215/61/04_1g,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,"RH. AI, SG. ANTAWAU BENA, SUT",1,50,PRS,WILSON NYABONG ANAK IJANG,MALE,57,44,DAP,FRANKIE BENDINDANG MANJAH,MALE,,6,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,0,,,,,,50,0,0,,
P.215_N.61_215/61/04_1h,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,"RH. MAMAT, SG. BENA",1,65,PRS,WILSON NYABONG ANAK IJANG,MALE,57,31,DAP,FRANKIE BENDINDANG MANJAH,MALE,,30,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,0,,,,,,61,4,0,,
P.215_N.61_215/61/04_1i,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,"RH. TAING DASANG, SG. SUT",1,53,PRS,WILSON NYABONG ANAK IJANG,MALE,57,52,DAP,FRANKIE BENDINDANG MANJAH,MALE,,0,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,0,,,,,,52,1,0,,
P.215_N.61_215/61/04_1j,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,SEK. KEB. NG. BENA,1,126,PRS,WILSON NYABONG ANAK IJANG,MALE,57,115,DAP,FRANKIE BENDINDANG MANJAH,MALE,,8,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,1,,,,,,124,2,0,,
P.215_N.61_215/61/04_1k,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,"RH. NYAWAI, SG. BENA",1,126,PRS,WILSON NYABONG ANAK IJANG,MALE,57,121,DAP,FRANKIE BENDINDANG MANJAH,MALE,,5,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,0,,,,,,126,0,0,,
P.215_N.61_215/61/04_1l,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,"RH. UGAP UNYONG MERATING, SG. BENA",1,54,PRS,WILSON NYABONG ANAK IJANG,MALE,57,50,DAP,FRANKIE BENDINDANG MANJAH,MALE,,3,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,0,,,,,,53,1,0,,
P.215_N.61_215/61/04_1m,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,SEK. KEB. NG. KEBIAW,1,183,PRS,WILSON NYABONG ANAK IJANG,MALE,57,147,DAP,FRANKIE BENDINDANG MANJAH,MALE,,23,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,12,,,,,,182,1,0,,
P.215_N.61_215/61/04_1n,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,SEK. KEB. LEPONG BALLEH,1,221,PRS,WILSON NYABONG ANAK IJANG,MALE,57,144,DAP,FRANKIE BENDINDANG MANJAH,MALE,,62,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,12,,,,,,218,3,0,,
P.215_N.61_215/61/04_2,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,SEK. KEB. LEPONG BALLEH,2,208,PRS,WILSON NYABONG ANAK IJANG,MALE,57,145,DAP,FRANKIE BENDINDANG MANJAH,MALE,,56,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,5,,,,,,206,2,0,,
P.215_N.61_215/61/04_1o,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,SEK. KEB. NG. MUJONG,1,241,PRS,WILSON NYABONG ANAK IJANG,MALE,57,207,DAP,FRANKIE BENDINDANG MANJAH,MALE,,31,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,2,,,,,,240,1,0,,
P.215_N.61_215/61/04_1p,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,SEK. KEB. NG. BAWAI,1,349,PRS,WILSON NYABONG ANAK IJANG,MALE,57,319,DAP,FRANKIE BENDINDANG MANJAH,MALE,,22,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,2,,,,,,343,6,0,,
P.215_N.61_215/61/04_1q,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,215/61/04,SUT,"RH. BENGAU, SG. SUT",1,249,PRS,WILSON NYABONG ANAK IJANG,MALE,57,213,DAP,FRANKIE BENDINDANG MANJAH,MALE,,26,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FLOWER,YONG ANAK SIBAT,MALE,,3,,,,,,242,7,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.215_N.61__36,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.61,PELAGUS,,,,36,4665,BN,WILSON NYABONG ANAK IJANG,MALE,57,3778,DAP,,,,0,,BENDINDANG ANAK MANJAH,MALE,,494,,,,,0,,,,,0,,,,,0,,,,,,,,,,321,,,,,

P.215_N.62_215/62/POS_1,SARAWAK,POSTAL VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/POS,UNDI POS,UNDI POS,1,126,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,78,DAP,PAREN ANAK NYAWI,MALE,35,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,20,14,,,
P.215_N.62_215/62/00_1,SARAWAK,EARLY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/00,UNDI AWAL,BILIK SUMBER IPD SONG,1,29,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,17,DAP,PAREN ANAK NYAWI,MALE,35,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4,0,,,
P.215_N.62_215/62/01_1a,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/01,MANAP,"RH. BUNI, SG. LAJAN",1,124,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,116,DAP,PAREN ANAK NYAWI,MALE,35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,2,0,,,
P.215_N.62_215/62/01_1b,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/01,MANAP,"RH. GERUMA, NG. LAJAN",1,123,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,86,DAP,PAREN ANAK NYAWI,MALE,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,1,0,,,
P.215_N.62_215/62/01_1c,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/01,MANAP,"RH. MANJA, SG. LIJAU",1,79,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,64,DAP,PAREN ANAK NYAWI,MALE,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,0,,,
P.215_N.62_215/62/01_1d,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/01,MANAP,"RH. TIMOTHY ASSON, NG. MANAP",1,62,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,55,DAP,PAREN ANAK NYAWI,MALE,35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1,0,,,
P.215_N.62_215/62/01_1e,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/01,MANAP,"RH. MUNI, ULU SG. MANAP",1,56,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,49,DAP,PAREN ANAK NYAWI,MALE,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2,0,,,
P.215_N.62_215/62/01_1f,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/01,MANAP,"RH. TANANG, NG. EMBUAU",1,224,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,195,DAP,PAREN ANAK NYAWI,MALE,35,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,2,0,,,
P.215_N.62_215/62/01_1g,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/01,MANAP,"RH. NGITAR, LUBOK RERONG, SG. SONG",1,86,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,79,DAP,PAREN ANAK NYAWI,MALE,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,0,,,
P.215_N.62_215/62/01_1h,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/01,MANAP,"RH. SUGAI, NG. SEBETONG, SG. SONG",1,238,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,213,DAP,PAREN ANAK NYAWI,MALE,35,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,2,0,,,
P.215_N.62_215/62/02_1a,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/02,TEMELAT,"RH. SARI, NG. BEKAKAP, ULU SG. IRAN*",1,76,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,51,DAP,PAREN ANAK NYAWI,MALE,35,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1,0,,,
P.215_N.62_215/62/02_1b,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/02,TEMELAT,"SEK. KEB. NG. DALAI, SG. IRAN",1,65,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,54,DAP,PAREN ANAK NYAWI,MALE,35,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,0,,,
P.215_N.62_215/62/02_1c,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/02,TEMELAT,"RH. MUSIN, NG. NANSANG, SG. IRAN",1,129,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,113,DAP,PAREN ANAK NYAWI,MALE,35,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,7,0,,,
P.215_N.62_215/62/02_1d,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/02,TEMELAT,"RH. GAWAN, NG. SEBIRAH, SG. IRAN",1,68,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,60,DAP,PAREN ANAK NYAWI,MALE,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,1,0,,,
P.215_N.62_215/62/02_1e,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/02,TEMELAT,"RH. CHIRRY, NG. SETINDOK, ULU SG. IRAN",1,57,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,25,DAP,PAREN ANAK NYAWI,MALE,35,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2,0,,,
P.215_N.62_215/62/02_1f,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/02,TEMELAT,"RH. JAMBA, NG. SANTU, NG. IRAN",1,112,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,88,DAP,PAREN ANAK NYAWI,MALE,35,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,3,0,,,
P.215_N.62_215/62/02_1g,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/02,TEMELAT,SEK. KEB. TEMALAT,1,244,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,168,DAP,PAREN ANAK NYAWI,MALE,35,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,3,0,,,
P.215_N.62_215/62/02_1h,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/02,TEMELAT,"RH. ISMAIL, NG. SESAWA, BATANG REJANG, SONG",1,142,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,115,DAP,PAREN ANAK NYAWI,MALE,35,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,2,0,,,
P.215_N.62_215/62/02_1i,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/02,TEMELAT,"RH. SERING, NG. TEMIANG, BATANG REJANG, SONG",1,84,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,32,DAP,PAREN ANAK NYAWI,MALE,35,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,2,0,,,
P.215_N.62_215/62/02_1j,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/02,TEMELAT,"RH. AUSTIN EKAU, NG. SIPAN, BATANG REJANG, SONG",1,117,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,91,DAP,PAREN ANAK NYAWI,MALE,35,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,0,0,,,
P.215_N.62_215/62/02_1k,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/02,TEMELAT,SEK. KEB. NG. BEGUANG,1,275,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,184,DAP,PAREN ANAK NYAWI,MALE,35,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,9,0,,,
P.215_N.62_215/62/03_1a,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/03,SONG,"SEK. JENIS KEB. HIN HUA, SONG",1,230,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,113,DAP,PAREN ANAK NYAWI,MALE,35,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,11,0,,,
P.215_N.62_215/62/03_2,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/03,SONG,"SEK. JENIS KEB. HIN HUA, SONG",2,268,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,111,DAP,PAREN ANAK NYAWI,MALE,35,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,1,0,,,
P.215_N.62_215/62/03_1b,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/03,SONG,"MADRASAH, KPG. GELAM, SONG",1,147,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,122,DAP,PAREN ANAK NYAWI,MALE,35,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,1,0,,,
P.215_N.62_215/62/04_1a,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/04,KATIBAS,"RH. JOSLEE, EMPERAN MENUANG, SG. MUSAH",1,91,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,82,DAP,PAREN ANAK NYAWI,MALE,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2,0,,,
P.215_N.62_215/62/04_1b,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/04,KATIBAS,"RH. DEMANG, ULU SG. MUSAH",1,52,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,45,DAP,PAREN ANAK NYAWI,MALE,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7,0,,,
P.215_N.62_215/62/04_1c,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/04,KATIBAS,"RH. BARO, NG. SEMULONG, SG. MUSAH",1,32,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,26,DAP,PAREN ANAK NYAWI,MALE,35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,0,,,
P.215_N.62_215/62/04_1d,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/04,KATIBAS,"RH. JAPOK, NG. SENYARU, SG. MUSAH",1,140,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,104,DAP,PAREN ANAK NYAWI,MALE,35,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,2,0,,,
P.215_N.62_215/62/04_1e,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/04,KATIBAS,"RH. ABO, NG. TEKALIT",1,80,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,44,DAP,PAREN ANAK NYAWI,MALE,35,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,3,0,,,
P.215_N.62_215/62/04_1f,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/04,KATIBAS,"RH. JALA, NG. MIAW, KATIBAS",1,152,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,140,DAP,PAREN ANAK NYAWI,MALE,35,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,1,0,,,
