UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.194_N.29_201/29/POS_1,SARAWAK,POSTAL VOTE,P.194,PETRA JAYA,N.29,BETING MARO,201/29/POS,UNDI POS,UNDI POS,1,30,PBB,RAZAILI BIN HAJI GAPOR,MALE,60,11,PAN,HUD ANDRI,MALE,44,0,,,,,,PAS,HAMIDAH MOKHTAR,FEMALE,26,0,,,,,,,,,,,,,,,,,,,,,11,2,17,,
P.194_N.29_201/29/01_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.29,BETING MARO,201/29/01,BELADIN,SEK. KEB. BATANG MARO,1,177,PBB,RAZAILI BIN HAJI GAPOR,MALE,60,130,PAN,HUD ANDRI,MALE,44,4,,,,,,PAS,HAMIDAH MOKHTAR,FEMALE,26,40,,,,,,,,,,,,,,,,,,,,,174,3,0,,
P.194_N.29_201/29/01_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.29,BETING MARO,201/29/01,BELADIN,SEK. KEB. SEPINANG,1,286,PBB,RAZAILI BIN HAJI GAPOR,MALE,60,172,PAN,HUD ANDRI,MALE,44,4,,,,,,PAS,HAMIDAH MOKHTAR,FEMALE,26,108,,,,,,,,,,,,,,,,,,,,,284,2,0,,
P.194_N.29_201/29/01_1,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.29,BETING MARO,201/29/01,BELADIN,SEK. MEN. KEB. BELADIN,1,279,PBB,RAZAILI BIN HAJI GAPOR,MALE,60,210,PAN,HUD ANDRI,MALE,44,3,,,,,,PAS,HAMIDAH MOKHTAR,FEMALE,26,64,,,,,,,,,,,,,,,,,,,,,277,2,0,,
P.194_N.29_201/29/01_2,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.29,BETING MARO,201/29/01,BELADIN,SEK. MEN. KEB. BELADIN,2,504,PBB,RAZAILI BIN HAJI GAPOR,MALE,60,356,PAN,HUD ANDRI,MALE,44,0,,,,,,PAS,HAMIDAH MOKHTAR,FEMALE,26,138,,,,,,,,,,,,,,,,,,,,,494,10,0,,
P.194_N.29_201/29/01_3,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.29,BETING MARO,201/29/01,BELADIN,SEK. MEN. KEB. BELADIN,3,480,PBB,RAZAILI BIN HAJI GAPOR,MALE,60,323,PAN,HUD ANDRI,MALE,44,3,,,,,,PAS,HAMIDAH MOKHTAR,FEMALE,26,150,,,,,,,,,,,,,,,,,,,,,476,4,0,,
P.194_N.29_201/29/01_4,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.29,BETING MARO,201/29/01,BELADIN,SEK. MEN. KEB. BELADIN,4,451,PBB,RAZAILI BIN HAJI GAPOR,MALE,60,326,PAN,HUD ANDRI,MALE,44,4,,,,,,PAS,HAMIDAH MOKHTAR,FEMALE,26,120,,,,,,,,,,,,,,,,,,,,,450,1,0,,
P.194_N.29_201/29/01_5,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.29,BETING MARO,201/29/01,BELADIN,SEK. MEN. KEB. BELADIN,5,419,PBB,RAZAILI BIN HAJI GAPOR,MALE,60,292,PAN,HUD ANDRI,MALE,44,1,,,,,,PAS,HAMIDAH MOKHTAR,FEMALE,26,123,,,,,,,,,,,,,,,,,,,,,416,3,0,,
P.194_N.29_201/29/01_6,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.29,BETING MARO,201/29/01,BELADIN,SEK. MEN. KEB. BELADIN,6,413,PBB,RAZAILI BIN HAJI GAPOR,MALE,60,251,PAN,HUD ANDRI,MALE,44,7,,,,,,PAS,HAMIDAH MOKHTAR,FEMALE,26,148,,,,,,,,,,,,,,,,,,,,,406,7,0,,
P.194_N.29_201/29/01_7,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.29,BETING MARO,201/29/01,BELADIN,SEK. MEN. KEB. BELADIN,7,397,PBB,RAZAILI BIN HAJI GAPOR,MALE,60,244,PAN,HUD ANDRI,MALE,44,6,,,,,,PAS,HAMIDAH MOKHTAR,FEMALE,26,137,,,,,,,,,,,,,,,,,,,,,387,10,0,,
