UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.215_N.62_215/62/POS_1,SARAWAK,POSTAL VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/POS,UNDI POS,UNDI POS,1,126,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,78,DAP,PAREN ANAK NYAWI,MALE,35,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,20,14,,,
P.215_N.62_215/62/00_1,SARAWAK,EARLY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/00,UNDI AWAL,BILIK SUMBER IPD SONG,1,29,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,17,DAP,PAREN ANAK NYAWI,MALE,35,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4,0,,,
P.215_N.62_215/62/01_1a,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/01,MANAP,"RH. BUNI, SG. LAJAN",1,124,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,116,DAP,PAREN ANAK NYAWI,MALE,35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,2,0,,,
P.215_N.62_215/62/01_1b,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/01,MANAP,"RH. GERUMA, NG. LAJAN",1,123,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,86,DAP,PAREN ANAK NYAWI,MALE,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,1,0,,,
P.215_N.62_215/62/01_1c,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/01,MANAP,"RH. MANJA, SG. LIJAU",1,79,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,64,DAP,PAREN ANAK NYAWI,MALE,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,0,,,
P.215_N.62_215/62/01_1d,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/01,MANAP,"RH. TIMOTHY ASSON, NG. MANAP",1,62,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,55,DAP,PAREN ANAK NYAWI,MALE,35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1,0,,,
P.215_N.62_215/62/01_1e,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/01,MANAP,"RH. MUNI, ULU SG. MANAP",1,56,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,49,DAP,PAREN ANAK NYAWI,MALE,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2,0,,,
P.215_N.62_215/62/01_1f,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/01,MANAP,"RH. TANANG, NG. EMBUAU",1,224,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,195,DAP,PAREN ANAK NYAWI,MALE,35,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,2,0,,,
P.215_N.62_215/62/01_1g,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/01,MANAP,"RH. NGITAR, LUBOK RERONG, SG. SONG",1,86,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,79,DAP,PAREN ANAK NYAWI,MALE,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,0,,,
P.215_N.62_215/62/01_1h,SARAWAK,ORDINARY VOTE,P.215,KAPIT,N.62,KATIBAS,215/62/01,MANAP,"RH. SUGAI, NG. SEBETONG, SG. SONG",1,238,PBB,DATUK AMBROSE BLIKAU ENTURAN,MALE,63,213,DAP,PAREN ANAK NYAWI,MALE,35,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,2,0,,,
