UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.194_N.22_199/22/POS_1,SARAWAK,POSTAL VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/POS,UNDI POS,UNDI POS,1,79,PBB,MARTIN BEN,MALE,54,58,DAP,ANDREW NYABE,MALE,,5,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,0,,,,,,,,,,,63,1,15,,
P.194_N.22_199/22/00_1,SARAWAK,EARLY VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/00,UNDI AWAL,"RUANG A, DEWAN SRI PENGAMAN, IPD SERIAN",1,3,PBB,MARTIN BEN,MALE,54,3,DAP,ANDREW NYABE,MALE,,0,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,0,,,,,,,,,,,3,0,0,,
P.194_N.22_199/22/01_1a,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/01,SIBAUH,SEK. KEB. ST. ANTHONY KAWAN,1,288,PBB,MARTIN BEN,MALE,54,244,DAP,ANDREW NYABE,MALE,,32,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,6,,,,,,,,,,,282,6,0,,
P.194_N.22_199/22/01_1b,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/01,SIBAUH,SEK.TADIKA KEMAS KPG. MAYANG MAWANG,1,205,PBB,MARTIN BEN,MALE,54,194,DAP,ANDREW NYABE,MALE,,2,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,1,,,,,,,,,,,197,8,0,,
P.194_N.22_199/22/01_1c,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/01,SIBAUH,BALAI RAYA ENGKEROH,1,322,PBB,MARTIN BEN,MALE,54,219,DAP,ANDREW NYABE,MALE,,85,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,11,,,,,,,,,,,315,7,0,,
P.194_N.22_199/22/01_1d,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/01,SIBAUH,BALAI RAYA KPG. BUGU,1,215,PBB,MARTIN BEN,MALE,54,175,DAP,ANDREW NYABE,MALE,,38,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,1,,,,,,,,,,,214,1,0,,
P.194_N.22_199/22/01_1e,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/01,SIBAUH,BALAI RAYA KPG. PRANGKAN MARUNG,1,146,PBB,MARTIN BEN,MALE,54,107,DAP,ANDREW NYABE,MALE,,37,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,2,,,,,,,,,,,146,0,0,,
P.194_N.22_199/22/01_1f,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/01,SIBAUH,SEK. KEB. SG. RIMU,1,255,PBB,MARTIN BEN,MALE,54,188,DAP,ANDREW NYABE,MALE,,62,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,4,,,,,,,,,,,254,1,0,,
P.194_N.22_199/22/01_1g,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/01,SIBAUH,SEK. KEB. ST. JOHN MENTONG,1,300,PBB,MARTIN BEN,MALE,54,187,DAP,ANDREW NYABE,MALE,,104,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,4,,,,,,,,,,,295,4,1,,
P.194_N.22_199/22/01_1h,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/01,SIBAUH,SEK. KEB. MUBUK BIRAWAN,1,238,PBB,MARTIN BEN,MALE,54,195,DAP,ANDREW NYABE,MALE,,29,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,11,,,,,,,,,,,235,3,0,,
P.194_N.22_199/22/01_1i,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/01,SIBAUH,SEK. KEB. PRIDAN,1,364,PBB,MARTIN BEN,MALE,54,301,DAP,ANDREW NYABE,MALE,,48,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,10,,,,,,,,,,,359,5,0,,
P.194_N.22_199/22/01_1j,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/01,SIBAUH,BALAI RAYA KPG. SANGGAI MAWANG,1,338,PBB,MARTIN BEN,MALE,54,198,DAP,ANDREW NYABE,MALE,,126,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,8,,,,,,,,,,,332,6,0,,
P.194_N.22_199/22/02_1a,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/02,MONGKOS,SEK. KEB. MENTU TAPU,1,410,PBB,MARTIN BEN,MALE,54,275,DAP,ANDREW NYABE,MALE,,125,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,7,,,,,,,,,,,407,3,0,,
P.194_N.22_199/22/02_1b,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/02,MONGKOS,SEK. KEB. ST. MICHAEL MONGKOS,1,405,PBB,MARTIN BEN,MALE,54,303,DAP,ANDREW NYABE,MALE,,92,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,3,,,,,,,,,,,398,7,0,,
P.194_N.22_199/22/02_1c,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/02,MONGKOS,SEK. KEB. ST. RAYMOND MUJAT,1,276,PBB,MARTIN BEN,MALE,54,196,DAP,ANDREW NYABE,MALE,,77,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,1,,,,,,,,,,,274,2,0,,
P.194_N.22_199/22/02_2,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/02,MONGKOS,SEK. KEB. ST. RAYMOND MUJAT,2,525,PBB,MARTIN BEN,MALE,54,374,DAP,ANDREW NYABE,MALE,,140,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,6,,,,,,,,,,,520,5,0,,
P.194_N.22_199/22/02_1d,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/02,MONGKOS,SEK. TADIKA KPG. NIBONG,1,199,PBB,MARTIN BEN,MALE,54,150,DAP,ANDREW NYABE,MALE,,47,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,2,,,,,,,,,,,199,0,0,,
P.194_N.22_199/22/02_1e,SARAWAK,ORDINARY VOTE,P.194,PETRA JAYA,N.22,KEDUP,199/22/02,MONGKOS,SEK. KEB. ST. NOBERT PAON GAHAT,1,228,PBB,MARTIN BEN,MALE,54,179,DAP,ANDREW NYABE,MALE,,41,,,,,,,,,,,,,,,,PBDSB,MARK MURAU ANAK SUMON,MALE,,7,,,,,,,,,,,227,1,0,,
