15738,15700,N.38,PENAWAR,D,29933,0,0,910,2838,3765,3546,1656,757,1030,256,6,919,2771,3655,3379,1593,1400,1314,133,5
15739,15700,N.39,TANJUNG SURAT,D,25132,0,0,669,2388,3448,2716,1366,1202,953,127,88,563,2007,3230,2375,1218,1735,759,188,100
15840,15800,N.40,TIRAM,D,105707,0,0,5430,14770,10973,9137,7634,3745,1201,309,105,5183,14301,10527,9492,7366,3605,1323,498,108
15841,15800,N.41,PUTERI WANGSA,D,112804,0,0,5835,15649,11664,10635,7701,3725,1301,328,57,5322,14661,11491,10886,7492,4002,1516,473,66
15942,15900,N.42,JOHOR JAYA,D,91882,0,0,3339,11104,10278,8074,7561,4349,1480,337,42,3107,10499,9377,8159,7605,4381,1640,475,75
15943,15900,N.43,PERMAS,D,103598,0,0,4595,13648,11485,9191,7855,4306,1135,225,44,4399,12935,10936,9346,7883,4015,1254,298,48
16044,16000,N.44,LARKIN,D,76004,0,0,1820,6754,8094,6707,5954,4992,2553,750,194,1748,6221,7528,6307,6211,5753,3025,1148,245
16045,16000,N.45,STULANG,D,60577,0,0,1205,4597,6255,5708,5079,4459,2394,742,191,1100,4139,5233,5183,5050,5020,2981,968,273
16146,16100,N.46,PERLING,D,101263,0,0,4016,11435,10664,10167,7138,4711,2306,642,378,3843,10621,9845,10101,6789,5071,2411,870,255
16147,16100,N.47,KEMPAS,D,62011,0,0,1956,6514,6869,5654,4741,3254,1444,368,60,1768,6252,6438,5531,5234,3624,1693,521,90
16248,16200,N.48,SKUDAI,D,102828,0,0,3071,10532,10972,9586,8579,5985,2303,475,78,2878,10137,10141,9287,8961,6516,2553,652,122
16249,16200,N.49,KOTA ISKANDAR,D,116415,0,0,5675,16425,12720,10089,7633,4057,1329,310,66,5266,15526,12727,10578,7968,3968,1505,477,96
16350,16300,N.50,BUKIT PERMAI,D,39611,0,0,1989,5165,4000,3568,2762,1469,669,188,37,1886,4926,3907,3668,2649,1665,717,284,62
16351,16300,N.51,BUKIT BATU,D,46237,0,0,1985,5797,4734,4104,3386,1916,943,325,53,1818,5697,4584,4090,3429,1887,1007,407,75
16352,16300,N.52,SENAI,D,63717,0,0,2142,6907,6276,5633,5335,3525,1782,572,84,1946,6520,5794,5622,5215,3647,1822,768,127
16453,16400,N.53,BENUT,D,28165,0,0,824,2944,3203,2335,2126,1469,724,282,60,792,2946,3170,2267,2039,1439,989,459,97
16454,16400,N.54,PULAI SEBATANG,D,46991,0,0,1404,4858,5242,3870,3458,2731,1310,449,110,1296,4728,4837,3811,3510,2818,1726,680,153
16555,16500,N.55,PEKAN NANAS,D,35865,0,0,1200,4038,3722,3180,2708,1912,953,318,56,1119,3750,3597,3147,2711,1828,1078,450,98
16556,16500,N.56,KUKUP,D,34624,0,0,945,3585,3792,3004,2779,2185,997,333,87,914,3235,3540,2743,2547,2119,1172,514,133
