,,,,,,,,,,177,27,158,,
,,,,,,,,,,202,5,0,,
,,,,,,,,,,12,0,0,,
,,,,,,,,,,251,27,0,,
,,,,,,,,,,500,36,0,,
,,,,,,,,,,174,6,0,,
,,,,,,,,,,450,43,0,,
,,,,,,,,,,264,8,0,,
,,,,,,,,,,465,13,11,,
,,,,,,,,,,462,6,0,,
,,,,,,,,,,454,17,0,,
,,,,,,,,,,256,9,0,,
,,,,,,,,,,534,8,0,,
,,,,,,,,,,535,3,0,,
,,,,,,,,,,512,1,0,,
,,,,,,,,,,227,11,0,,
,,,,,,,,,,372,8,1,,
,,,,,,,,,,106,2,0,,
,,,,,,,,,,125,2,0,,
,,,,,,,,,,346,8,0,,
,,,,,,,,,,217,9,0,,
,,,,,,,,,,511,6,0,,
,,,,,,,,,,503,13,0,,
,,,,,,,,,,476,1,0,,
,,,,,,,,,,472,2,0,,
,,,,,,,,,,215,9,0,,
,,,,,,,,,,408,9,0,,
,,,,,,,,,,406,7,0,,
,,,,,,,,,,375,4,0,,
,,,,,,,,,,378,7,0,,
,,,,,,,,,,138,7,0,,
,,,,,,,,,,236,10,0,,
,,,,,,,,,,263,5,0,,
,,,,,,,,,,461,3,0,,
,,,,,,,,,,473,7,0,,
,,,,,,,,,,469,1,0,,
,,,,,,,,,,233,11,0,,
,,,,,,,,,,441,10,0,,
,,,,,,,,,,451,3,0,,
,,,,,,,,,,275,11,0,,
,,,,,,,,,,398,1,0,,
,,,,,,,,,,401,1,0,,
,,,,,,,,,,338,13,0,,
,,,,,,,,,,296,9,1,,
,,,,,,,,,,502,3,0,,
,,,,,,,,,,297,13,0,,
,,,,,,,,,,346,17,0,,
,,,,,,,,,,290,11,0,,
,,,,,,,,,,479,3,0,,
,,,,,,,,,,306,2,0,,
,,,,,,,,,,314,5,0,,
,,,,,,,,,,297,5,0,,
,,,,,,,,,,296,16,0,,
,,,,,,,,,,487,10,0,,
,,,,,,,,,,294,9,0,,
,,,,,,,,,,487,4,0,,
,,,,,,,,,,446,3,0,,
,,,,,,,,,,265,4,0,,
,,,,,,,,,,369,2,0,,
,,,,,,,,,,354,2,0,,
,,,,,,,,,,331,1,0,,
,,,,,,,,,,315,2,0,,
,,,,,,,,,,234,47,0,,
,,,,,,,,,,384,42,0,,
,,,,,,,,,,401,21,0,,
,,,,,,,,,,276,31,0,,
,,,,,,,,,,405,25,0,,
,,,,,,,,,,343,15,0,,
,,,,,,,,,,193,43,0,,
,,,,,,,,,,206,33,0,,
,,,,,,,,,,190,22,0,,
,,,,,,,,,,,,,,
,,,,,,,,,,985,49,111,,
,,,,,,,,,,30,0,0,,
,,,,,,,,,,265,2,0,,
,,,,,,,,,,104,1,0,,
,,,,,,,,,,151,2,0,,
,,,,,,,,,,16,2,0,,
,,,,,,,,,,285,4,0,,
,,,,,,,,,,281,4,0,,
,,,,,,,,,,263,1,0,,
,,,,,,,,,,306,9,0,,
,,,,,,,,,,302,4,0,,
,,,,,,,,,,468,2,0,,
,,,,,,,,,,332,6,0,,
,,,,,,,,,,291,7,0,,
,,,,,,,,,,398,7,0,,
,,,,,,,,,,294,7,0,,
,,,,,,,,,,316,4,0,,
,,,,,,,,,,302,5,0,,
,,,,,,,,,,256,4,0,,
,,,,,,,,,,250,11,0,,
,,,,,,,,,,345,5,0,,
,,,,,,,,,,339,1,0,,
,,,,,,,,,,288,10,0,,
,,,,,,,,,,359,1,0,,
,,,,,,,,,,312,5,0,,
,,,,,,,,,,298,9,0,,
,,,,,,,,,,293,0,0,,
,,,,,,,,,,293,1,0,,
,,,,,,,,,,417,6,0,,
,,,,,,,,,,302,6,0,,
,,,,,,,,,,359,0,0,,
,,,,,,,,,,263,2,0,,
,,,,,,,,,,252,0,0,,
,,,,,,,,,,381,10,0,,
,,,,,,,,,,250,4,0,,
,,,,,,,,,,266,6,0,,
,,,,,,,,,,248,3,0,,
,,,,,,,,,,253,1,0,,
,,,,,,,,,,428,7,0,,
,,,,,,,,,,307,7,0,,
,,,,,,,,,,290,3,0,,
,,,,,,,,,,270,3,0,,
,,,,,,,,,,270,14,0,,
,,,,,,,,,,295,7,0,,
,,,,,,,,,,280,3,0,,
,,,,,,,,,,246,7,0,,
,,,,,,,,,,241,2,0,,
,,,,,,,,,,255,23,0,,
,,,,,,,,,,409,7,0,,
,,,,,,,,,,353,2,0,,
,,,,,,,,,,278,16,0,,
,,,,,,,,,,343,3,0,,
,,,,,,,,,,307,2,0,,
,,,,,,,,,,231,6,0,,
,,,,,,,,,,227,3,0,,
,,,,,,,,,,275,14,0,,
,,,,,,,,,,348,0,0,,
,,,,,,,,,,342,2,0,,
,,,,,,,,,,248,7,0,,
,,,,,,,,,,420,6,0,,
,,,,,,,,,,421,3,0,,
,,,,,,,,,,235,6,0,,
