UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,GS,GS CANDIDATE,GS CANDIDATE GENDER,GS CANDIDATE AGE,GS VOTE,OTHER PARTY (1) - PSM,OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2) - BERJASA,OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE GENDER,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,IND 1 (AIRPLANE),INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,IND 2 (ELEPHANT),INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,IND 3 (BOOK),INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE GENDER,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,VERIFY_ISSUED
P.081_N.10_081/10/03_2,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/03,KAMPUNG KOI,DEWAN ORANG RAMAI KG. KOI,2,308,BN,DATO' AHMAD NAZLAN,MALE,,158,PKR,WAN MOHD SHAHRIR,MALE,,34,PAS,USTAZ YOHANIS AHMAD,MALE,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,7,0,TRUE
P.081_N.10_081/10/04_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/04,KAMPUNG SOM,DEWAN JKKK KAMPUNG SOM,1,256,BN,DATO' AHMAD NAZLAN,MALE,,158,PKR,WAN MOHD SHAHRIR,MALE,,38,PAS,USTAZ YOHANIS AHMAD,MALE,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,3,0,TRUE
P.081_N.10_081/10/05_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/05,KAMPUNG BAHARU,SK KAMPUNG BAHARU,1,293,BN,DATO' AHMAD NAZLAN,MALE,,163,PKR,WAN MOHD SHAHRIR,MALE,,15,PAS,USTAZ YOHANIS AHMAD,MALE,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,5,0,TRUE
P.081_N.10_081/10/06_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/06,KAMPUNG LATA KASAH,BALAI RAYA LATA KASAH,1,375,BN,DATO' AHMAD NAZLAN,MALE,,182,PKR,WAN MOHD SHAHRIR,MALE,,70,PAS,USTAZ YOHANIS AHMAD,MALE,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,4,0,TRUE
P.081_N.10_081/10/07_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/07,BANDAR JERANTUT LUAR,SK JERANTUT,1,262,BN,DATO' AHMAD NAZLAN,MALE,,111,PKR,WAN MOHD SHAHRIR,MALE,,93,PAS,USTAZ YOHANIS AHMAD,MALE,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,18,0,TRUE
P.081_N.10_081/10/07_2,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/07,BANDAR JERANTUT LUAR,SK JERANTUT,2,280,BN,DATO' AHMAD NAZLAN,MALE,,107,PKR,WAN MOHD SHAHRIR,MALE,,100,PAS,USTAZ YOHANIS AHMAD,MALE,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,3,0,TRUE
P.081_N.10_081/10/08_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/08,KAMPUNG MELAYU,SK BANDAR JERANTUT,1,268,BN,DATO' AHMAD NAZLAN,MALE,,142,PKR,WAN MOHD SHAHRIR,MALE,,43,PAS,USTAZ YOHANIS AHMAD,MALE,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,9,0,TRUE
P.081_N.10_081/10/08_2,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/08,KAMPUNG MELAYU,SK BANDAR JERANTUT,2,450,BN,DATO' AHMAD NAZLAN,MALE,,211,PKR,WAN MOHD SHAHRIR,MALE,,112,PAS,USTAZ YOHANIS AHMAD,MALE,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,8,0,TRUE
P.081_N.10_081/10/08_3,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/08,KAMPUNG MELAYU,SK BANDAR JERANTUT,3,417,BN,DATO' AHMAD NAZLAN,MALE,,182,PKR,WAN MOHD SHAHRIR,MALE,,133,PAS,USTAZ YOHANIS AHMAD,MALE,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,0,0,TRUE
P.081_N.10_081/10/08_4,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/08,KAMPUNG MELAYU,SK BANDAR JERANTUT,4,386,BN,DATO' AHMAD NAZLAN,MALE,,141,PKR,WAN MOHD SHAHRIR,MALE,,134,PAS,USTAZ YOHANIS AHMAD,MALE,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,2,0,TRUE
P.081_N.10_081/10/08_5,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/08,KAMPUNG MELAYU,SK BANDAR JERANTUT,5,395,BN,DATO' AHMAD NAZLAN,MALE,,131,PKR,WAN MOHD SHAHRIR,MALE,,145,PAS,USTAZ YOHANIS AHMAD,MALE,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,1,0,TRUE
P.081_N.10_081/10/09_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/09,BANDAR BARU,TADIKA PERPADUAN PAKR BANDAR BARU,1,296,BN,DATO' AHMAD NAZLAN,MALE,,114,PKR,WAN MOHD SHAHRIR,MALE,,136,PAS,USTAZ YOHANIS AHMAD,MALE,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,15,0,TRUE
P.081_N.10_081/10/09_2,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/09,BANDAR BARU,TADIKA PERPADUAN PAKR BANDAR BARU,2,479,BN,DATO' AHMAD NAZLAN,MALE,,193,PKR,WAN MOHD SHAHRIR,MALE,,214,PAS,USTAZ YOHANIS AHMAD,MALE,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,3,0,TRUE
P.081_N.10_081/10/09_3,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/09,BANDAR BARU,TADIKA PERPADUAN PAKR BANDAR BARU,3,433,BN,DATO' AHMAD NAZLAN,MALE,,129,PKR,WAN MOHD SHAHRIR,MALE,,209,PAS,USTAZ YOHANIS AHMAD,MALE,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,3,0,TRUE
P.081_N.10_081/10/09_4,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/09,BANDAR BARU,TADIKA PERPADUAN PAKR BANDAR BARU,4,452,BN,DATO' AHMAD NAZLAN,MALE,,156,PKR,WAN MOHD SHAHRIR,MALE,,198,PAS,USTAZ YOHANIS AHMAD,MALE,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,3,0,TRUE
P.081_N.10_081/10/10_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/10,SUNGAI JAN,SJK(C) SUNGAI JAN,1,269,BN,DATO' AHMAD NAZLAN,MALE,,76,PKR,WAN MOHD SHAHRIR,MALE,,166,PAS,USTAZ YOHANIS AHMAD,MALE,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,21,0,TRUE
P.081_N.10_081/10/10_2,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/10,SUNGAI JAN,SJK(C) SUNGAI JAN,2,424,BN,DATO' AHMAD NAZLAN,MALE,,92,PKR,WAN MOHD SHAHRIR,MALE,,316,PAS,USTAZ YOHANIS AHMAD,MALE,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,8,0,TRUE
P.081_N.10_081/10/10_3,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/10,SUNGAI JAN,SJK(C) SUNGAI JAN,3,426,BN,DATO' AHMAD NAZLAN,MALE,,81,PKR,WAN MOHD SHAHRIR,MALE,,339,PAS,USTAZ YOHANIS AHMAD,MALE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,1,0,TRUE
P.081_N.10_081/10/10_4,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/10,SUNGAI JAN,SJK(C) SUNGAI JAN,4,405,BN,DATO' AHMAD NAZLAN,MALE,,57,PKR,WAN MOHD SHAHRIR,MALE,,331,PAS,USTAZ YOHANIS AHMAD,MALE,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,2,0,TRUE
P.081_N.10_081/10/10_5,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/10,SUNGAI JAN,SJK(C) SUNGAI JAN,5,382,BN,DATO' AHMAD NAZLAN,MALE,,56,PKR,WAN MOHD SHAHRIR,MALE,,295,PAS,USTAZ YOHANIS AHMAD,MALE,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,1,0,TRUE
P.081_N.10_081/10/11_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/11,TAMAN MUHIBBAH,SMK JERANTUT,1,288,BN,DATO' AHMAD NAZLAN,MALE,,79,PKR,WAN MOHD SHAHRIR,MALE,,185,PAS,USTAZ YOHANIS AHMAD,MALE,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,4,0,TRUE
P.081_N.10_081/10/11_2,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/11,TAMAN MUHIBBAH,SMK JERANTUT,2,562,BN,DATO' AHMAD NAZLAN,MALE,,134,PKR,WAN MOHD SHAHRIR,MALE,,380,PAS,USTAZ YOHANIS AHMAD,MALE,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,9,0,TRUE
P.081_N.10_081/10/11_3,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/11,TAMAN MUHIBBAH,SMK JERANTUT,3,557,BN,DATO' AHMAD NAZLAN,MALE,,108,PKR,WAN MOHD SHAHRIR,MALE,,398,PAS,USTAZ YOHANIS AHMAD,MALE,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,2,0,TRUE
P.081_N.10_081/10/11_4,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/11,TAMAN MUHIBBAH,SMK JERANTUT,4,530,BN,DATO' AHMAD NAZLAN,MALE,,95,PKR,WAN MOHD SHAHRIR,MALE,,386,PAS,USTAZ YOHANIS AHMAD,MALE,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527,3,0,TRUE
P.081_N.10_081/10/11_5,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/11,TAMAN MUHIBBAH,SMK JERANTUT,5,510,BN,DATO' AHMAD NAZLAN,MALE,,80,PKR,WAN MOHD SHAHRIR,MALE,,361,PAS,USTAZ YOHANIS AHMAD,MALE,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,1,1,TRUE
P.081_N.10_081/10/11_6,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/11,TAMAN MUHIBBAH,SMK JERANTUT,6,533,BN,DATO' AHMAD NAZLAN,MALE,,81,PKR,WAN MOHD SHAHRIR,MALE,,371,PAS,USTAZ YOHANIS AHMAD,MALE,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,0,0,TRUE
P.081_N.10_081/10/12_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/12,INDERAPURA,SMK PADANG SAUJANA,1,252,BN,DATO' AHMAD NAZLAN,MALE,,75,PKR,WAN MOHD SHAHRIR,MALE,,153,PAS,USTAZ YOHANIS AHMAD,MALE,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,8,0,TRUE
P.081_N.10_081/10/12_2,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/12,INDERAPURA,SMK PADANG SAUJANA,2,469,BN,DATO' AHMAD NAZLAN,MALE,,166,PKR,WAN MOHD SHAHRIR,MALE,,235,PAS,USTAZ YOHANIS AHMAD,MALE,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,6,0,TRUE
P.081_N.10_081/10/12_3,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/12,INDERAPURA,SMK PADANG SAUJANA,3,469,BN,DATO' AHMAD NAZLAN,MALE,,133,PKR,WAN MOHD SHAHRIR,MALE,,223,PAS,USTAZ YOHANIS AHMAD,MALE,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,5,0,TRUE
P.081_N.10_081/10/12_4,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/12,INDERAPURA,SMK PADANG SAUJANA,4,437,BN,DATO' AHMAD NAZLAN,MALE,,133,PKR,WAN MOHD SHAHRIR,MALE,,188,PAS,USTAZ YOHANIS AHMAD,MALE,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,1,0,TRUE
P.081_N.10_081/10/12_5,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/12,INDERAPURA,SMK PADANG SAUJANA,5,455,BN,DATO' AHMAD NAZLAN,MALE,,146,PKR,WAN MOHD SHAHRIR,MALE,,156,PAS,USTAZ YOHANIS AHMAD,MALE,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,1,0,TRUE
P.081_N.10_081/10/13_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/13,KAMPUNG TEMIN,SK TEMIN,1,297,BN,DATO' AHMAD NAZLAN,MALE,,117,PKR,WAN MOHD SHAHRIR,MALE,,30,PAS,USTAZ YOHANIS AHMAD,MALE,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,10,0,TRUE
P.081_N.10_081/10/13_2,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/13,KAMPUNG TEMIN,SK TEMIN,2,273,BN,DATO' AHMAD NAZLAN,MALE,,91,PKR,WAN MOHD SHAHRIR,MALE,,43,PAS,USTAZ YOHANIS AHMAD,MALE,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,2,0,TRUE
P.081_N.10_081/10/13_3,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/13,KAMPUNG TEMIN,SK TEMIN,3,301,BN,DATO' AHMAD NAZLAN,MALE,,82,PKR,WAN MOHD SHAHRIR,MALE,,57,PAS,USTAZ YOHANIS AHMAD,MALE,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,0,0,TRUE
P.081_N.10_081/10/14_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/14,KAMPUNG GINTONG,SK GINTONG,1,121,BN,DATO' AHMAD NAZLAN,MALE,,74,PKR,WAN MOHD SHAHRIR,MALE,,11,PAS,USTAZ YOHANIS AHMAD,MALE,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,5,0,TRUE
P.081_N.10_081/10/15_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/15,KAMPUNG BATU KAWAH,SK TEBING TINGGI,1,443,BN,DATO' AHMAD NAZLAN,MALE,,207,PKR,WAN MOHD SHAHRIR,MALE,,33,PAS,USTAZ YOHANIS AHMAD,MALE,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,12,0,TRUE
P.081_N.10_081/10/16_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/16,BUKIT DINDING,SK BUKIT DINDING,1,280,BN,DATO' AHMAD NAZLAN,MALE,,155,PKR,WAN MOHD SHAHRIR,MALE,,52,PAS,USTAZ YOHANIS AHMAD,MALE,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,10,0,TRUE
P.081_N.10_081/10/16_2,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/16,BUKIT DINDING,SK BUKIT DINDING,2,322,BN,DATO' AHMAD NAZLAN,MALE,,165,PKR,WAN MOHD SHAHRIR,MALE,,57,PAS,USTAZ YOHANIS AHMAD,MALE,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,8,0,TRUE
P.081_N.10_081/10/17_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/17,TEBING TINGGI,DEWAN ORANG RAMAI KAMPUNG SIMPANG TEBING TINGGI,1,261,BN,DATO' AHMAD NAZLAN,MALE,,101,PKR,WAN MOHD SHAHRIR,MALE,,33,PAS,USTAZ YOHANIS AHMAD,MALE,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,6,0,TRUE
P.081_N.10_081/10/17_2,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/17,TEBING TINGGI,DEWAN ORANG RAMAI KAMPUNG SIMPANG TEBING TINGGI,2,263,BN,DATO' AHMAD NAZLAN,MALE,,97,PKR,WAN MOHD SHAHRIR,MALE,,44,PAS,USTAZ YOHANIS AHMAD,MALE,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,1,0,TRUE
P.081_N.10_081/10/18_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/18,JERANSONG,SJK(C) JERANSONG,1,220,BN,DATO' AHMAD NAZLAN,MALE,,66,PKR,WAN MOHD SHAHRIR,MALE,,139,PAS,USTAZ YOHANIS AHMAD,MALE,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,5,0,TRUE
P.081_N.10_081/10/19_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/19,SUNGAI LEKOK,SK SUNGAI KIOL,1,283,BN,DATO' AHMAD NAZLAN,MALE,,79,PKR,WAN MOHD SHAHRIR,MALE,,182,PAS,USTAZ YOHANIS AHMAD,MALE,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,13,0,TRUE
P.081_N.10_081/10/19_2,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/19,SUNGAI LEKOK,SK SUNGAI KIOL,2,426,BN,DATO' AHMAD NAZLAN,MALE,,158,PKR,WAN MOHD SHAHRIR,MALE,,248,PAS,USTAZ YOHANIS AHMAD,MALE,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,12,0,TRUE
P.081_N.10_081/10/20_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/20,HULU CHEKA,SEKOLAH MENENGAH AGAMA EHYAIL MAARIF ULU CHEKA,1,303,BN,DATO' AHMAD NAZLAN,MALE,,220,PKR,WAN MOHD SHAHRIR,MALE,,13,PAS,USTAZ YOHANIS AHMAD,MALE,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,17,0,TRUE
P.081_N.10_081/10/20_2,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/20,HULU CHEKA,SEKOLAH MENENGAH AGAMA EHYAIL MAARIF ULU CHEKA,2,437,BN,DATO' AHMAD NAZLAN,MALE,,299,PKR,WAN MOHD SHAHRIR,MALE,,33,PAS,USTAZ YOHANIS AHMAD,MALE,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,7,0,TRUE
P.081_N.10_081/10/20_3,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.10,DAMAK,081/10/20,HULU CHEKA,SEKOLAH MENENGAH AGAMA EHYAIL MAARIF ULU CHEKA,3,384,BN,DATO' AHMAD NAZLAN,MALE,,232,PKR,WAN MOHD SHAHRIR,MALE,,34,PAS,USTAZ YOHANIS AHMAD,MALE,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,4,0,TRUE
P.081_N.11_081/11/01_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.11,PULAU TAWAR,081/11/01,FELDA KOTA GELANGGI 2,SK LKTP KOTA GELANGGI 2,1,303,BN,DATO' AHMAD NAZLAN,MALE,,192,PKR,WAN MOHD SHAHRIR,MALE,,34,PAS,USTAZ YOHANIS AHMAD,MALE,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,13,0,TRUE
P.081_N.11_081/11/01_2,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.11,PULAU TAWAR,081/11/01,FELDA KOTA GELANGGI 2,SK LKTP KOTA GELANGGI 2,2,477,BN,DATO' AHMAD NAZLAN,MALE,,310,PKR,WAN MOHD SHAHRIR,MALE,,44,PAS,USTAZ YOHANIS AHMAD,MALE,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,12,0,TRUE
P.081_N.11_081/11/01_3,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.11,PULAU TAWAR,081/11/01,FELDA KOTA GELANGGI 2,SK LKTP KOTA GELANGGI 2,3,402,BN,DATO' AHMAD NAZLAN,MALE,,184,PKR,WAN MOHD SHAHRIR,MALE,,70,PAS,USTAZ YOHANIS AHMAD,MALE,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,2,0,TRUE
P.081_N.11_081/11/01_4,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.11,PULAU TAWAR,081/11/01,FELDA KOTA GELANGGI 2,SK LKTP KOTA GELANGGI 2,4,375,BN,DATO' AHMAD NAZLAN,MALE,,177,PKR,WAN MOHD SHAHRIR,MALE,,56,PAS,USTAZ YOHANIS AHMAD,MALE,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,3,0,TRUE
P.081_N.11_081/11/01_5,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.11,PULAU TAWAR,081/11/01,FELDA KOTA GELANGGI 2,SK LKTP KOTA GELANGGI 2,5,396,BN,DATO' AHMAD NAZLAN,MALE,,166,PKR,WAN MOHD SHAHRIR,MALE,,72,PAS,USTAZ YOHANIS AHMAD,MALE,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,1,0,TRUE
P.081_N.11_081/11/02_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.11,PULAU TAWAR,081/11/02,FELDA LEPAR UTARA TIGA,SK LKTP LEPAR UTARA 8,1,325,BN,DATO' AHMAD NAZLAN,MALE,,170,PKR,WAN MOHD SHAHRIR,MALE,,30,PAS,USTAZ YOHANIS AHMAD,MALE,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,6,0,TRUE
P.081_N.11_081/11/02_2,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.11,PULAU TAWAR,081/11/02,FELDA LEPAR UTARA TIGA,SK LKTP LEPAR UTARA 8,2,372,BN,DATO' AHMAD NAZLAN,MALE,,196,PKR,WAN MOHD SHAHRIR,MALE,,63,PAS,USTAZ YOHANIS AHMAD,MALE,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,3,0,TRUE
P.081_N.11_081/11/02_3,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.11,PULAU TAWAR,081/11/02,FELDA LEPAR UTARA TIGA,SK LKTP LEPAR UTARA 8,3,363,BN,DATO' AHMAD NAZLAN,MALE,,141,PKR,WAN MOHD SHAHRIR,MALE,,67,PAS,USTAZ YOHANIS AHMAD,MALE,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,2,0,TRUE
P.081_N.11_081/11/03_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.11,PULAU TAWAR,081/11/03,FELDA SUNGAI TEKAM UTARA,SK LKTP TEKAM UTARA,1,304,BN,DATO' AHMAD NAZLAN,MALE,,191,PKR,WAN MOHD SHAHRIR,MALE,,5,PAS,USTAZ YOHANIS AHMAD,MALE,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,13,0,TRUE
P.081_N.11_081/11/03_2,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.11,PULAU TAWAR,081/11/03,FELDA SUNGAI TEKAM UTARA,SK LKTP TEKAM UTARA,2,409,BN,DATO' AHMAD NAZLAN,MALE,,230,PKR,WAN MOHD SHAHRIR,MALE,,18,PAS,USTAZ YOHANIS AHMAD,MALE,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,3,0,TRUE
P.081_N.11_081/11/03_3,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.11,PULAU TAWAR,081/11/03,FELDA SUNGAI TEKAM UTARA,SK LKTP TEKAM UTARA,3,368,BN,DATO' AHMAD NAZLAN,MALE,,149,PKR,WAN MOHD SHAHRIR,MALE,,36,PAS,USTAZ YOHANIS AHMAD,MALE,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,0,0,TRUE
P.081_N.11_081/11/03_4,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.11,PULAU TAWAR,081/11/03,FELDA SUNGAI TEKAM UTARA,SK LKTP TEKAM UTARA,4,347,BN,DATO' AHMAD NAZLAN,MALE,,134,PKR,WAN MOHD SHAHRIR,MALE,,31,PAS,USTAZ YOHANIS AHMAD,MALE,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,1,0,TRUE
P.081_N.11_081/11/04_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.11,PULAU TAWAR,081/11/04,KAMPUNG PERAK,BALAI RAYA KAMPUNG PERAK,1,115,BN,DATO' AHMAD NAZLAN,MALE,,74,PKR,WAN MOHD SHAHRIR,MALE,,10,PAS,USTAZ YOHANIS AHMAD,MALE,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,4,0,TRUE
P.081_N.11_081/11/05_1,PAHANG,NORMAL VOTE,P.081,JERANTUT,N.11,PULAU TAWAR,081/11/05,PUSAT PENYELIDIKAN TUN RAZAK,SK PUSAT PENYELIDIKAN PERTANIAN TUN RAZAK,1,276,BN,DATO' AHMAD NAZLAN,MALE,,173,PKR,WAN MOHD SHAHRIR,MALE,,33,PAS,USTAZ YOHANIS AHMAD,MALE,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,4,0,TRUE
