BN,NG KIAN NAM,MALE,,415,PKR,CHA KEE CHIN,MALE,,229,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,298,PAP,DAVID DASS ASEERPATHAM,MALE,,0
BN,NG KIAN NAM,MALE,,12,PKR,CHA KEE CHIN,MALE,,2,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,2,PAP,DAVID DASS ASEERPATHAM,MALE,,0
BN,NG KIAN NAM,MALE,,371,PKR,CHA KEE CHIN,MALE,,44,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,55,PAP,DAVID DASS ASEERPATHAM,MALE,,1
BN,NG KIAN NAM,MALE,,35,PKR,CHA KEE CHIN,MALE,,2,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,2,PAP,DAVID DASS ASEERPATHAM,MALE,,0
BN,NG KIAN NAM,MALE,,173,PKR,CHA KEE CHIN,MALE,,37,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,94,PAP,DAVID DASS ASEERPATHAM,MALE,,1
BN,NG KIAN NAM,MALE,,192,PKR,CHA KEE CHIN,MALE,,34,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,87,PAP,DAVID DASS ASEERPATHAM,MALE,,0
BN,NG KIAN NAM,MALE,,178,PKR,CHA KEE CHIN,MALE,,34,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,86,PAP,DAVID DASS ASEERPATHAM,MALE,,0
BN,NG KIAN NAM,MALE,,127,PKR,CHA KEE CHIN,MALE,,25,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,93,PAP,DAVID DASS ASEERPATHAM,MALE,,0
BN,NG KIAN NAM,MALE,,16,PKR,CHA KEE CHIN,MALE,,1,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,0,PAP,DAVID DASS ASEERPATHAM,MALE,,0
BN,NG KIAN NAM,MALE,,120,PKR,CHA KEE CHIN,MALE,,92,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,44,PAP,DAVID DASS ASEERPATHAM,MALE,,2
BN,NG KIAN NAM,MALE,,183,PKR,CHA KEE CHIN,MALE,,227,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,169,PAP,DAVID DASS ASEERPATHAM,MALE,,2
BN,NG KIAN NAM,MALE,,168,PKR,CHA KEE CHIN,MALE,,226,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,188,PAP,DAVID DASS ASEERPATHAM,MALE,,1
BN,NG KIAN NAM,MALE,,132,PKR,CHA KEE CHIN,MALE,,216,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,215,PAP,DAVID DASS ASEERPATHAM,MALE,,0
BN,NG KIAN NAM,MALE,,123,PKR,CHA KEE CHIN,MALE,,231,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,192,PAP,DAVID DASS ASEERPATHAM,MALE,,0
BN,NG KIAN NAM,MALE,,120,PKR,CHA KEE CHIN,MALE,,297,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,136,PAP,DAVID DASS ASEERPATHAM,MALE,,3
BN,NG KIAN NAM,MALE,,82,PKR,CHA KEE CHIN,MALE,,271,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,164,PAP,DAVID DASS ASEERPATHAM,MALE,,3
BN,NG KIAN NAM,MALE,,88,PKR,CHA KEE CHIN,MALE,,261,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,165,PAP,DAVID DASS ASEERPATHAM,MALE,,2
BN,NG KIAN NAM,MALE,,116,PKR,CHA KEE CHIN,MALE,,253,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,185,PAP,DAVID DASS ASEERPATHAM,MALE,,1
BN,NG KIAN NAM,MALE,,168,PKR,CHA KEE CHIN,MALE,,75,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,43,PAP,DAVID DASS ASEERPATHAM,MALE,,2
BN,NG KIAN NAM,MALE,,212,PKR,CHA KEE CHIN,MALE,,189,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,,154,PAP,DAVID DASS ASEERPATHAM,MALE,,1
