,,,,,,,,,,743,99,73,,
,,,,,,,,,,207,1,0,,
,,,,,,,,,,348,11,0,,
,,,,,,,,,,387,4,0,,
,,,,,,,,,,310,4,0,,
,,,,,,,,,,461,8,0,,
,,,,,,,,,,423,3,0,,
,,,,,,,,,,269,8,0,,
,,,,,,,,,,507,4,0,,
,,,,,,,,,,472,3,0,,
,,,,,,,,,,271,9,0,,
,,,,,,,,,,602,16,0,,
,,,,,,,,,,568,10,0,,
,,,,,,,,,,527,2,0,,
,,,,,,,,,,497,2,0,,
,,,,,,,,,,296,8,0,,
,,,,,,,,,,308,0,0,,
,,,,,,,,,,293,1,0,,
,,,,,,,,,,283,15,0,,
,,,,,,,,,,409,35,0,,
,,,,,,,,,,404,0,9,,
,,,,,,,,,,388,8,0,,
,,,,,,,,,,319,6,0,,
,,,,,,,,,,329,2,0,,
,,,,,,,,,,284,5,0,,
,,,,,,,,,,453,2,0,,
,,,,,,,,,,399,3,0,,
,,,,,,,,,,387,4,0,,
,,,,,,,,,,291,18,0,,
,,,,,,,,,,556,4,0,,
,,,,,,,,,,499,2,0,,
,,,,,,,,,,302,14,34,,
,,,,,,,,,,528,2,0,,
,,,,,,,,,,499,2,0,,
,,,,,,,,,,467,3,0,,
,,,,,,,,,,585,4,0,,
,,,,,,,,,,282,2,0,,
,,,,,,,,,,513,2,0,,
,,,,,,,,,,283,15,0,,
,,,,,,,,,,552,7,0,,
,,,,,,,,,,509,0,1,,
,,,,,,,,,,496,1,0,,
,,,,,,,,,,291,12,0,,
,,,,,,,,,,430,9,0,,
,,,,,,,,,,394,1,0,,
,,,,,,,,,,266,2,0,,
,,,,,,,,,,332,3,0,,
,,,,,,,,,,288,2,0,,
,,,,,,,,,,301,3,0,,
,,,,,,,,,,368,2,1,,
,,,,,,,,,,328,3,0,,
,,,,,,,,,,305,5,0,,
,,,,,,,,,,392,4,0,,
,,,,,,,,,,360,1,0,,
,,,,,,,,,,281,16,0,,
,,,,,,,,,,501,2,0,,
,,,,,,,,,,457,3,0,,
,,,,,,,,,,300,12,0,,
,,,,,,,,,,357,4,0,,
,,,,,,,,,,318,3,0,,
,,,,,,,,,,280,8,0,,
,,,,,,,,,,360,3,0,,
,,,,,,,,,,328,1,0,,
,,,,,,,,,,277,8,0,,
,,,,,,,,,,479,3,0,,
,,,,,,,,,,460,2,0,,
,,,,,,,,,,432,1,0,,
,,,,,,,,,,437,1,0,,
,,,,,,,,,,252,27,0,,
,,,,,,,,,,534,5,0,,
,,,,,,,,,,497,4,0,,
,,,,,,,,,,483,2,0,,
,,,,,,,,,,273,6,0,,
,,,,,,,,,,494,2,0,,
,,,,,,,,,,423,0,0,,
,,,,,,,,,,331,3,0,,
,,,,,,,,,,392,8,0,,
,,,,,,,,,,312,7,0,,
,,,,,,,,,,614,2,0,,
,,,,,,,,,,244,2,0,,
,,,,,,,,,,507,7,0,,
,,,,,,,,,,514,2,0,,
,,,,,,,,,,475,0,1,,
,,,,,,,,,,457,4,0,,
,,,,,,,,,,230,39,0,,
,,,,,,,,,,349,13,0,,
,,,,,,,,,,318,8,0,,
,,,,,,,,,,,,,,
,,,,,,,,,,712,58,155,,
,,,,,,,,,,25,1,0,,
,,,,,,,,,,22,0,0,,
,,,,,,,,,,283,18,0,,
,,,,,,,,,,345,3,0,,
,,,,,,,,,,321,2,0,,
,,,,,,,,,,307,10,0,,
,,,,,,,,,,315,5,0,,
,,,,,,,,,,299,9,0,,
,,,,,,,,,,303,5,1,,
,,,,,,,,,,290,4,0,,
,,,,,,,,,,249,7,0,,
,,,,,,,,,,497,4,0,,
,,,,,,,,,,472,1,0,,
,,,,,,,,,,440,1,0,,
,,,,,,,,,,257,6,0,,
,,,,,,,,,,478,12,0,,
,,,,,,,,,,458,2,0,,
,,,,,,,,,,414,1,0,,
,,,,,,,,,,408,3,0,,
,,,,,,,,,,304,12,0,,
,,,,,,,,,,541,1,0,,
,,,,,,,,,,270,8,0,,
,,,,,,,,,,549,6,0,,
,,,,,,,,,,465,5,0,,
,,,,,,,,,,246,11,0,,
,,,,,,,,,,440,14,0,,
,,,,,,,,,,437,2,0,,
,,,,,,,,,,423,5,0,,
,,,,,,,,,,288,7,0,,
,,,,,,,,,,557,2,0,,
,,,,,,,,,,279,14,0,,
,,,,,,,,,,450,6,0,,
,,,,,,,,,,417,4,0,,
,,,,,,,,,,294,6,0,,
,,,,,,,,,,422,3,0,,
,,,,,,,,,,403,2,0,,
,,,,,,,,,,286,5,0,,
,,,,,,,,,,506,1,0,,
,,,,,,,,,,252,14,0,,
,,,,,,,,,,431,8,0,,
,,,,,,,,,,382,6,0,,
,,,,,,,,,,402,0,0,,
,,,,,,,,,,403,14,1,,
,,,,,,,,,,245,28,0,,
,,,,,,,,,,507,3,0,,
,,,,,,,,,,446,3,0,,
,,,,,,,,,,303,3,0,,
,,,,,,,,,,376,0,0,,
,,,,,,,,,,276,12,0,,
,,,,,,,,,,404,3,0,,
,,,,,,,,,,377,1,0,,
,,,,,,,,,,303,5,0,,
,,,,,,,,,,366,2,0,,
,,,,,,,,,,266,5,0,,
,,,,,,,,,,514,9,0,,
,,,,,,,,,,507,5,0,,
,,,,,,,,,,451,5,0,,
,,,,,,,,,,439,1,0,,
,,,,,,,,,,286,9,0,,
,,,,,,,,,,538,3,0,,
,,,,,,,,,,471,7,0,,
,,,,,,,,,,307,3,0,,
,,,,,,,,,,399,3,0,,
,,,,,,,,,,354,0,0,,
,,,,,,,,,,258,17,0,,
,,,,,,,,,,511,11,0,,
,,,,,,,,,,473,3,0,,
,,,,,,,,,,297,9,0,,
,,,,,,,,,,431,9,3,,
,,,,,,,,,,405,2,0,,
,,,,,,,,,,287,11,0,,
,,,,,,,,,,599,9,0,,
,,,,,,,,,,569,4,0,,
,,,,,,,,,,263,21,0,,
,,,,,,,,,,468,2,0,,
,,,,,,,,,,421,0,0,,
,,,,,,,,,,233,19,0,,
,,,,,,,,,,473,4,0,,
,,,,,,,,,,443,4,0,,
,,,,,,,,,,425,0,0,,
,,,,,,,,,,289,10,0,,
,,,,,,,,,,478,3,2,,
,,,,,,,,,,471,2,0,,
,,,,,,,,,,265,11,0,,
,,,,,,,,,,594,9,0,,
,,,,,,,,,,548,5,0,,
,,,,,,,,,,524,2,0,,
,,,,,,,,,,290,11,0,,
,,,,,,,,,,433,6,0,,
,,,,,,,,,,407,1,0,,
,,,,,,,,,,399,0,0,,
