P.128_N.09_128/09/07_2,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/07,DESA SRI PANTAI ,SEKOLAH KEBANGSAAN PANTAI,2,469
P.128_N.09_128/09/07_3,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/07,DESA SRI PANTAI ,SEKOLAH KEBANGSAAN PANTAI,3,463
P.128_N.09_128/09/07_4,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/07,DESA SRI PANTAI ,SEKOLAH KEBANGSAAN PANTAI,4,465
P.128_N.09_128/09/08_1,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/08,PANTAI ,KOMPLEKS KOMUNITI DESA SEREMBAN,1,522
P.128_N.09_128/09/09_1,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/09,PANCHOR ,SEK KEB PANCHOR / SEK MEN PANCHOR,1,252
P.128_N.09_128/09/09_2,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/09,PANCHOR ,SEK KEB PANCHOR / SEK MEN PANCHOR,2,593
P.128_N.09_128/09/09_3,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/09,PANCHOR ,SEK KEB PANCHOR / SEK MEN PANCHOR,3,614
P.128_N.09_128/09/09_4,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/09,PANCHOR ,SEK KEB PANCHOR / SEK MEN PANCHOR,4,603
P.128_N.09_128/09/09_5,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/09,PANCHOR ,SEK KEB PANCHOR / SEK MEN PANCHOR,5,595
P.128_N.09_128/09/09_6,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/09,PANCHOR ,SEK KEB PANCHOR / SEK MEN PANCHOR,6,572
P.128_N.09_128/09/09_7,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/09,PANCHOR ,SEK KEB PANCHOR / SEK MEN PANCHOR,7,566
P.128_N.09_128/09/09_8,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/09,PANCHOR ,SEK KEB PANCHOR / SEK MEN PANCHOR,8,539
P.128_N.09_128/09/09_9,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/09,PANCHOR ,SEK KEB PANCHOR / SEK MEN PANCHOR,9,538
P.128_N.09_128/09/09_10,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/09,PANCHOR ,SEK KEB PANCHOR / SEK MEN PANCHOR,10,553
P.128_N.09_128/09/09_11,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/09,PANCHOR ,SEK KEB PANCHOR / SEK MEN PANCHOR,11,529
P.128_N.09_128/09/09_12,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/09,PANCHOR ,SEK KEB PANCHOR / SEK MEN PANCHOR,12,549
P.128_N.09_128/09/09_13,,NORMAL VOTE,P.128,SEREMBAN,N.09,LENGGENG,128/09/09,PANCHOR ,SEK KEB PANCHOR / SEK MEN PANCHOR,13,568
P.128_N.10_128/10/01_1,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/01,NILAI ,SEKOLAH MENENGAH KEBANGSAAN DATO' MOHD SAID,1,247
P.128_N.10_128/10/01_2,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/01,NILAI ,SEKOLAH MENENGAH KEBANGSAAN DATO' MOHD SAID,2,573
P.128_N.10_128/10/01_3,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/01,NILAI ,SEKOLAH MENENGAH KEBANGSAAN DATO' MOHD SAID,3,543
P.128_N.10_128/10/01_4,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/01,NILAI ,SEKOLAH MENENGAH KEBANGSAAN DATO' MOHD SAID,4,528
P.128_N.10_128/10/01_5,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/01,NILAI ,SEKOLAH MENENGAH KEBANGSAAN DATO' MOHD SAID,5,528
P.128_N.10_128/10/02_1,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/02,BATANG BENAR ,SEKOLAH KEBANGSAAN BATANG BENAR,1,276
P.128_N.10_128/10/02_2,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/02,BATANG BENAR ,SEKOLAH KEBANGSAAN BATANG BENAR,2,606
P.128_N.10_128/10/02_3,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/02,BATANG BENAR ,SEKOLAH KEBANGSAAN BATANG BENAR,3,561
P.128_N.10_128/10/03_1,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/03,PEKAN PAJAM ,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU PAJAM,1,289
P.128_N.10_128/10/03_2,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/03,PEKAN PAJAM ,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU PAJAM,2,387
P.128_N.10_128/10/03_3,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/03,PEKAN PAJAM ,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU PAJAM,3,373
P.128_N.10_128/10/04_1,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/04,KAMPUNG GEBOK ,BALAI RAYA KAMPUNG GEBOK PAJAM,1,285
P.128_N.10_128/10/04_2,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/04,KAMPUNG GEBOK ,BALAI RAYA KAMPUNG GEBOK PAJAM,2,550
P.128_N.10_128/10/05_1,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/05,BATU SEBELAS ,SEKOLAH KEBANGSAAN MANTIN,1,274
P.128_N.10_128/10/05_2,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/05,BATU SEBELAS ,SEKOLAH KEBANGSAAN MANTIN,2,328
P.128_N.10_128/10/05_3,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/05,BATU SEBELAS ,SEKOLAH KEBANGSAAN MANTIN,3,305
P.128_N.10_128/10/06_1,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/06,KAMPONG BAHRU MANTIN ,SEKOLAH MENENGAH KEBANGSAAN MANTIN,1,286
P.128_N.10_128/10/06_2,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/06,KAMPONG BAHRU MANTIN ,SEKOLAH MENENGAH KEBANGSAAN MANTIN,2,430
P.128_N.10_128/10/06_3,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/06,KAMPONG BAHRU MANTIN ,SEKOLAH MENENGAH KEBANGSAAN MANTIN,3,435
P.128_N.10_128/10/07_1,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/07,PEKAN MANTIN ,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA MANTIN,1,255
P.128_N.10_128/10/07_2,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/07,PEKAN MANTIN ,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA MANTIN,2,514
P.128_N.10_128/10/07_3,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/07,PEKAN MANTIN ,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA MANTIN,3,522
P.128_N.10_128/10/07_4,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/07,PEKAN MANTIN ,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA MANTIN,4,512
P.128_N.10_128/10/07_5,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/07,PEKAN MANTIN ,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA MANTIN,5,517
P.128_N.10_128/10/07_6,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/07,PEKAN MANTIN ,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA MANTIN,6,514
P.128_N.10_128/10/07_7,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/07,PEKAN MANTIN ,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA MANTIN,7,519
P.128_N.10_128/10/08_1,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/08,KG ATTAP ,SEKOLAH JENIS KEBANGSAAN (CINA) CHI CHI MANTIN,1,279
P.128_N.10_128/10/08_2,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/08,KG ATTAP ,SEKOLAH JENIS KEBANGSAAN (CINA) CHI CHI MANTIN,2,512
P.128_N.10_128/10/08_3,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/08,KG ATTAP ,SEKOLAH JENIS KEBANGSAAN (CINA) CHI CHI MANTIN,3,507
P.128_N.10_128/10/08_4,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/08,KG ATTAP ,SEKOLAH JENIS KEBANGSAAN (CINA) CHI CHI MANTIN,4,515
P.128_N.10_128/10/08_5,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/08,KG ATTAP ,SEKOLAH JENIS KEBANGSAAN (CINA) CHI CHI MANTIN,5,490
P.128_N.10_128/10/08_6,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/08,KG ATTAP ,SEKOLAH JENIS KEBANGSAAN (CINA) CHI CHI MANTIN,6,481
P.128_N.10_128/10/09_1,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/09,MANTIN DALAM ,TABIKA KEMAS KAMPUNG MANTIN DALAM,1,288
P.128_N.10_128/10/09_2,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/09,MANTIN DALAM ,TABIKA KEMAS KAMPUNG MANTIN DALAM,2,401
P.128_N.10_128/10/09_3,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/09,MANTIN DALAM ,TABIKA KEMAS KAMPUNG MANTIN DALAM,3,358
P.128_N.10_128/10/10_1,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/10,BANDAR BARU NILAI ,SEKOLAH MENENGAH KEBANGSAAN TAMAN SEMARAK,1,275
P.128_N.10_128/10/10_2,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/10,BANDAR BARU NILAI ,SEKOLAH MENENGAH KEBANGSAAN TAMAN SEMARAK,2,603
P.128_N.10_128/10/10_3,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/10,BANDAR BARU NILAI ,SEKOLAH MENENGAH KEBANGSAAN TAMAN SEMARAK,3,594
P.128_N.10_128/10/10_4,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/10,BANDAR BARU NILAI ,SEKOLAH MENENGAH KEBANGSAAN TAMAN SEMARAK,4,586
P.128_N.10_128/10/10_5,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/10,BANDAR BARU NILAI ,SEKOLAH MENENGAH KEBANGSAAN TAMAN SEMARAK,5,575
P.128_N.10_128/10/10_6,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/10,BANDAR BARU NILAI ,SEKOLAH MENENGAH KEBANGSAAN TAMAN SEMARAK,6,570
P.128_N.10_128/10/10_7,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/10,BANDAR BARU NILAI ,SEKOLAH MENENGAH KEBANGSAAN TAMAN SEMARAK,7,561
P.128_N.10_128/10/10_8,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/10,BANDAR BARU NILAI ,SEKOLAH MENENGAH KEBANGSAAN TAMAN SEMARAK,8,522
P.128_N.10_128/10/10_9,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/10,BANDAR BARU NILAI ,SEKOLAH MENENGAH KEBANGSAAN TAMAN SEMARAK,9,553
P.128_N.10_128/10/10_10,,NORMAL VOTE,P.128,SEREMBAN,N.10,NILAI,128/10/10,BANDAR BARU NILAI ,SEKOLAH MENENGAH KEBANGSAAN TAMAN SEMARAK,10,577
P.128_N.11_128/11/01_1,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/01,KG LOBAK ,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HUA,1,292
P.128_N.11_128/11/01_2,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/01,KG LOBAK ,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HUA,2,552
P.128_N.11_128/11/01_3,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/01,KG LOBAK ,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HUA,3,559
P.128_N.11_128/11/01_4,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/01,KG LOBAK ,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HUA,4,514
P.128_N.11_128/11/01_5,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/01,KG LOBAK ,SEKOLAH JENIS KEBANGSAAN (CINA) PEI HUA,5,519
P.128_N.11_128/11/02_1,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/02,ULU TEMIANG ,SEKOLAH JENIS KEBANGSAAN (CINA) CHI HWA,1,226
P.128_N.11_128/11/02_2,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/02,ULU TEMIANG ,SEKOLAH JENIS KEBANGSAAN (CINA) CHI HWA,2,487
P.128_N.11_128/11/02_3,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/02,ULU TEMIANG ,SEKOLAH JENIS KEBANGSAAN (CINA) CHI HWA,3,493
P.128_N.11_128/11/02_4,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/02,ULU TEMIANG ,SEKOLAH JENIS KEBANGSAAN (CINA) CHI HWA,4,504
P.128_N.11_128/11/02_5,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/02,ULU TEMIANG ,SEKOLAH JENIS KEBANGSAAN (CINA) CHI HWA,5,493
P.128_N.11_128/11/02_6,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/02,ULU TEMIANG ,SEKOLAH JENIS KEBANGSAAN (CINA) CHI HWA,6,492
P.128_N.11_128/11/02_7,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/02,ULU TEMIANG ,SEKOLAH JENIS KEBANGSAAN (CINA) CHI HWA,7,473
P.128_N.11_128/11/03_1,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/03,JALAN MANICKAVASAGAM ,SEK JENIS KEB (TAMIL)JALAN TAN SRI MANIKAVASAGAM SEREMBAN,1,223
P.128_N.11_128/11/03_2,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/03,JALAN MANICKAVASAGAM ,SEK JENIS KEB (TAMIL)JALAN TAN SRI MANIKAVASAGAM SEREMBAN,2,551
P.128_N.11_128/11/03_3,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/03,JALAN MANICKAVASAGAM ,SEK JENIS KEB (TAMIL)JALAN TAN SRI MANIKAVASAGAM SEREMBAN,3,548
P.128_N.11_128/11/03_4,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/03,JALAN MANICKAVASAGAM ,SEK JENIS KEB (TAMIL)JALAN TAN SRI MANIKAVASAGAM SEREMBAN,4,549
P.128_N.11_128/11/04_1,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/04,LOBAK ,SEK JENIS KEB (CINA) CHUNG HUA JALAN TUNKU MUNAWIR SEREMBAN,1,244
P.128_N.11_128/11/04_2,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/04,LOBAK ,SEK JENIS KEB (CINA) CHUNG HUA JALAN TUNKU MUNAWIR SEREMBAN,2,503
P.128_N.11_128/11/04_3,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/04,LOBAK ,SEK JENIS KEB (CINA) CHUNG HUA JALAN TUNKU MUNAWIR SEREMBAN,3,493
P.128_N.11_128/11/04_4,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/04,LOBAK ,SEK JENIS KEB (CINA) CHUNG HUA JALAN TUNKU MUNAWIR SEREMBAN,4,479
P.128_N.11_128/11/04_5,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/04,LOBAK ,SEK JENIS KEB (CINA) CHUNG HUA JALAN TUNKU MUNAWIR SEREMBAN,5,504
P.128_N.11_128/11/04_6,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/04,LOBAK ,SEK JENIS KEB (CINA) CHUNG HUA JALAN TUNKU MUNAWIR SEREMBAN,6,504
P.128_N.11_128/11/05_1,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/05,TAMAN TEMPLER ,SEK JENIS KEB (CINA) CHAN WA JALAN TAN SRI MANIKAVASAGAM SEREMBAN,1,209
P.128_N.11_128/11/05_2,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/05,TAMAN TEMPLER ,SEK JENIS KEB (CINA) CHAN WA JALAN TAN SRI MANIKAVASAGAM SEREMBAN,2,522
P.128_N.11_128/11/05_3,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/05,TAMAN TEMPLER ,SEK JENIS KEB (CINA) CHAN WA JALAN TAN SRI MANIKAVASAGAM SEREMBAN,3,547
P.128_N.11_128/11/05_4,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/05,TAMAN TEMPLER ,SEK JENIS KEB (CINA) CHAN WA JALAN TAN SRI MANIKAVASAGAM SEREMBAN,4,545
P.128_N.11_128/11/05_5,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/05,TAMAN TEMPLER ,SEK JENIS KEB (CINA) CHAN WA JALAN TAN SRI MANIKAVASAGAM SEREMBAN,5,557
P.128_N.11_128/11/05_6,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/05,TAMAN TEMPLER ,SEK JENIS KEB (CINA) CHAN WA JALAN TAN SRI MANIKAVASAGAM SEREMBAN,6,535
P.128_N.11_128/11/06_1,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/06,KAMPONG NEE YAN ,SEK JENIS KEB (CINA) KUO MIN JALAN TUN DR ISMAIL SEREMBAN,1,231
P.128_N.11_128/11/06_2,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/06,KAMPONG NEE YAN ,SEK JENIS KEB (CINA) KUO MIN JALAN TUN DR ISMAIL SEREMBAN,2,478
P.128_N.11_128/11/06_3,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/06,KAMPONG NEE YAN ,SEK JENIS KEB (CINA) KUO MIN JALAN TUN DR ISMAIL SEREMBAN,3,474
P.128_N.11_128/11/06_4,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/06,KAMPONG NEE YAN ,SEK JENIS KEB (CINA) KUO MIN JALAN TUN DR ISMAIL SEREMBAN,4,472
P.128_N.11_128/11/06_5,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/06,KAMPONG NEE YAN ,SEK JENIS KEB (CINA) KUO MIN JALAN TUN DR ISMAIL SEREMBAN,5,466
P.128_N.11_128/11/06_6,,NORMAL VOTE,P.128,SEREMBAN,N.11,LOBAK,128/11/06,KAMPONG NEE YAN ,SEK JENIS KEB (CINA) KUO MIN JALAN TUN DR ISMAIL SEREMBAN,6,467
P.128_N.12_128/12/01_1,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/01,TAMAN TEMIANG JAYA ,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHEIKH HJ MOHD SAID,1,299
P.128_N.12_128/12/01_2,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/01,TAMAN TEMIANG JAYA ,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHEIKH HJ MOHD SAID,2,601
P.128_N.12_128/12/01_3,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/01,TAMAN TEMIANG JAYA ,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHEIKH HJ MOHD SAID,3,569
P.128_N.12_128/12/01_4,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/01,TAMAN TEMIANG JAYA ,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHEIKH HJ MOHD SAID,4,535
P.128_N.12_128/12/01_5,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/01,TAMAN TEMIANG JAYA ,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHEIKH HJ MOHD SAID,5,532
P.128_N.12_128/12/02_1,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/02,TEMIANG ,SEKOLAH MEN JENIS KEBANGSAAN (CINA) CHAN WA,1,212
P.128_N.12_128/12/02_2,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/02,TEMIANG ,SEKOLAH MEN JENIS KEBANGSAAN (CINA) CHAN WA,2,526
P.128_N.12_128/12/02_3,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/02,TEMIANG ,SEKOLAH MEN JENIS KEBANGSAAN (CINA) CHAN WA,3,524
P.128_N.12_128/12/02_4,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/02,TEMIANG ,SEKOLAH MEN JENIS KEBANGSAAN (CINA) CHAN WA,4,523
P.128_N.12_128/12/02_5,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/02,TEMIANG ,SEKOLAH MEN JENIS KEBANGSAAN (CINA) CHAN WA,5,526
P.128_N.12_128/12/02_6,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/02,TEMIANG ,SEKOLAH MEN JENIS KEBANGSAAN (CINA) CHAN WA,6,481
P.128_N.12_128/12/03_1,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/03,LIMBOK ,SEKOLAH KEBANGSAAN TEMIANG,1,258
P.128_N.12_128/12/03_2,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/03,LIMBOK ,SEKOLAH KEBANGSAAN TEMIANG,2,507
P.128_N.12_128/12/03_3,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/03,LIMBOK ,SEKOLAH KEBANGSAAN TEMIANG,3,516
P.128_N.12_128/12/04_1,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/04,JALAN YAZID AHMAD ,SEKOLAH KEBANGSAAN SERI KELANA,1,236
P.128_N.12_128/12/04_2,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/04,JALAN YAZID AHMAD ,SEKOLAH KEBANGSAAN SERI KELANA,2,257
P.128_N.12_128/12/05_1,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/05,JALAN HAN HUI FOONG ,SEKOLAH KEBANGSAAN DATO KLANA MAAMOR,1,215
P.128_N.12_128/12/05_2,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/05,JALAN HAN HUI FOONG ,SEKOLAH KEBANGSAAN DATO KLANA MAAMOR,2,340
P.128_N.12_128/12/05_3,,NORMAL VOTE,P.128,SEREMBAN,N.12,TEMIANG,128/12/05,JALAN HAN HUI FOONG ,SEKOLAH KEBANGSAAN DATO KLANA MAAMOR,3,336
P.128_N.13_128/13/01_1,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/01,TAMAN PAROI JAYA ,SEKOLAH KEBANGSAAN TAMAN PAROI JAYA,1,269
P.128_N.13_128/13/01_2,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/01,TAMAN PAROI JAYA ,SEKOLAH KEBANGSAAN TAMAN PAROI JAYA,2,604
P.128_N.13_128/13/01_3,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/01,TAMAN PAROI JAYA ,SEKOLAH KEBANGSAAN TAMAN PAROI JAYA,3,596
P.128_N.13_128/13/01_4,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/01,TAMAN PAROI JAYA ,SEKOLAH KEBANGSAAN TAMAN PAROI JAYA,4,568
P.128_N.13_128/13/01_5,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/01,TAMAN PAROI JAYA ,SEKOLAH KEBANGSAAN TAMAN PAROI JAYA,5,561
P.128_N.13_128/13/01_6,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/01,TAMAN PAROI JAYA ,SEKOLAH KEBANGSAAN TAMAN PAROI JAYA,6,546
P.128_N.13_128/13/01_7,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/01,TAMAN PAROI JAYA ,SEKOLAH KEBANGSAAN TAMAN PAROI JAYA,7,554
P.128_N.13_128/13/01_8,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/01,TAMAN PAROI JAYA ,SEKOLAH KEBANGSAAN TAMAN PAROI JAYA,8,576
P.128_N.13_128/13/02_1,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/02,SIKAMAT ,SEKOLAH JENIS KEBANGSAAN (CINA) KG SERI SIKAMAT,1,258
P.128_N.13_128/13/02_2,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/02,SIKAMAT ,SEKOLAH JENIS KEBANGSAAN (CINA) KG SERI SIKAMAT,2,618
P.128_N.13_128/13/02_3,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/02,SIKAMAT ,SEKOLAH JENIS KEBANGSAAN (CINA) KG SERI SIKAMAT,3,595
P.128_N.13_128/13/02_4,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/02,SIKAMAT ,SEKOLAH JENIS KEBANGSAAN (CINA) KG SERI SIKAMAT,4,584
P.128_N.13_128/13/02_5,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/02,SIKAMAT ,SEKOLAH JENIS KEBANGSAAN (CINA) KG SERI SIKAMAT,5,560
P.128_N.13_128/13/02_6,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/02,SIKAMAT ,SEKOLAH JENIS KEBANGSAAN (CINA) KG SERI SIKAMAT,6,545
P.128_N.13_128/13/02_7,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/02,SIKAMAT ,SEKOLAH JENIS KEBANGSAAN (CINA) KG SERI SIKAMAT,7,560
P.128_N.13_128/13/03_1,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/03,TAMAN JUJUR ,SEKOLAH KEBANGSAAN SIKAMAT,1,293
P.128_N.13_128/13/03_2,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/03,TAMAN JUJUR ,SEKOLAH KEBANGSAAN SIKAMAT,2,595
P.128_N.13_128/13/03_3,,NORMAL VOTE,P.128,SEREMBAN,N.13,SIKAMAT,128/13/03,TAMAN JUJUR ,SEKOLAH KEBANGSAAN SIKAMAT,3,568
