BN,DATO' SHAHANIM BINTI MOHAMAD YUSOFF,FEMALE,,570,PKR,DATO' JOHARI ABDUL,MALE,,409,PAS,USTAZ SHARIR LONG,MALE,,428,PRM,P. SRITHARAN,MALE,,6
BN,DATO' SHAHANIM BINTI MOHAMAD YUSOFF,FEMALE,,28,PKR,DATO' JOHARI ABDUL,MALE,,4,PAS,USTAZ SHARIR LONG,MALE,,1,PRM,P. SRITHARAN,MALE,,0
BN,DATO' SHAHANIM BINTI MOHAMAD YUSOFF,FEMALE,,83,PKR,DATO' JOHARI ABDUL,MALE,,12,PAS,USTAZ SHARIR LONG,MALE,,13,PRM,P. SRITHARAN,MALE,,0
BN,DATO' SHAHANIM BINTI MOHAMAD YUSOFF,FEMALE,,134,PKR,DATO' JOHARI ABDUL,MALE,,30,PAS,USTAZ SHARIR LONG,MALE,,111,PRM,P. SRITHARAN,MALE,,0
BN,DATO' SHAHANIM BINTI MOHAMAD YUSOFF,FEMALE,,289,PKR,DATO' JOHARI ABDUL,MALE,,63,PAS,USTAZ SHARIR LONG,MALE,,215,PRM,P. SRITHARAN,MALE,,1
BN,DATO' SHAHANIM BINTI MOHAMAD YUSOFF,FEMALE,,219,PKR,DATO' JOHARI ABDUL,MALE,,73,PAS,USTAZ SHARIR LONG,MALE,,235,PRM,P. SRITHARAN,MALE,,0
BN,DATO' SHAHANIM BINTI MOHAMAD YUSOFF,FEMALE,,199,PKR,DATO' JOHARI ABDUL,MALE,,62,PAS,USTAZ SHARIR LONG,MALE,,236,PRM,P. SRITHARAN,MALE,,0
BN,DATO' SHAHANIM BINTI MOHAMAD YUSOFF,FEMALE,,132,PKR,DATO' JOHARI ABDUL,MALE,,29,PAS,USTAZ SHARIR LONG,MALE,,135,PRM,P. SRITHARAN,MALE,,1
BN,DATO' SHAHANIM BINTI MOHAMAD YUSOFF,FEMALE,,117,PKR,DATO' JOHARI ABDUL,MALE,,45,PAS,USTAZ SHARIR LONG,MALE,,180,PRM,P. SRITHARAN,MALE,,0
BN,DATO' SHAHANIM BINTI MOHAMAD YUSOFF,FEMALE,,84,PKR,DATO' JOHARI ABDUL,MALE,,55,PAS,USTAZ SHARIR LONG,MALE,,161,PRM,P. SRITHARAN,MALE,,1
BN,DATO' SHAHANIM BINTI MOHAMAD YUSOFF,FEMALE,,105,PKR,DATO' JOHARI ABDUL,MALE,,43,PAS,USTAZ SHARIR LONG,MALE,,138,PRM,P. SRITHARAN,MALE,,0
BN,DATO' SHAHANIM BINTI MOHAMAD YUSOFF,FEMALE,,148,PKR,DATO' JOHARI ABDUL,MALE,,70,PAS,USTAZ SHARIR LONG,MALE,,313,PRM,P. SRITHARAN,MALE,,0
