BN,ERIC CHOO WEI SERN,MALE,,853,PKR,KHOO POAY TIONG,MALE,,393,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,26,PKR,KHOO POAY TIONG,MALE,,4,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,22,PKR,KHOO POAY TIONG,MALE,,2,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,276,PKR,KHOO POAY TIONG,MALE,,36,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,282,PKR,KHOO POAY TIONG,MALE,,31,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,11,PKR,KHOO POAY TIONG,MALE,,3,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,138,PKR,KHOO POAY TIONG,MALE,,176,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,192,PKR,KHOO POAY TIONG,MALE,,357,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,106,PKR,KHOO POAY TIONG,MALE,,422,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,112,PKR,KHOO POAY TIONG,MALE,,404,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,112,PKR,KHOO POAY TIONG,MALE,,367,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,90,PKR,KHOO POAY TIONG,MALE,,399,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,93,PKR,KHOO POAY TIONG,MALE,,425,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,101,PKR,KHOO POAY TIONG,MALE,,212,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,142,PKR,KHOO POAY TIONG,MALE,,374,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,116,PKR,KHOO POAY TIONG,MALE,,396,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,86,PKR,KHOO POAY TIONG,MALE,,398,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,123,PKR,KHOO POAY TIONG,MALE,,344,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,65,PKR,KHOO POAY TIONG,MALE,,190,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,133,PKR,KHOO POAY TIONG,MALE,,405,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,119,PKR,KHOO POAY TIONG,MALE,,429,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,97,PKR,KHOO POAY TIONG,MALE,,442,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,104,PKR,KHOO POAY TIONG,MALE,,424,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,113,PKR,KHOO POAY TIONG,MALE,,404,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,74,PKR,KHOO POAY TIONG,MALE,,193,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,113,PKR,KHOO POAY TIONG,MALE,,424,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,115,PKR,KHOO POAY TIONG,MALE,,418,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,101,PKR,KHOO POAY TIONG,MALE,,433,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,100,PKR,KHOO POAY TIONG,MALE,,413,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,95,PKR,KHOO POAY TIONG,MALE,,397,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,131,PKR,KHOO POAY TIONG,MALE,,355,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,58,PKR,KHOO POAY TIONG,MALE,,214,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,103,PKR,KHOO POAY TIONG,MALE,,505,,,,,,,,,,
BN,ERIC CHOO WEI SERN,MALE,,58,PKR,KHOO POAY TIONG,MALE,,548,,,,,,,,,,
