UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PR (1),PR (1) CANDIDATE,PR (1) CANDIDATE SEX,PR (1) CANDIDATE AGE,PR (1) VOTE,PR (2),PR (2) CANDIDATE,PR (2) CANDIDATE SEX,PR (2) CANDIDATE AGE,PR (2) VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.082_N.13_082/13/05_4,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/05,BUKIT SEKILAU,SEK. KEB. BUKIT SEKILAU,4,497,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,174,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,318,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,493,4,0,1,1
P.082_N.13_082/13/05_5,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/05,BUKIT SEKILAU,SEK. KEB. BUKIT SEKILAU,5,458,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,151,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,304,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,457,1,0,1,1
P.082_N.13_082/13/05_6,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/05,BUKIT SEKILAU,SEK. KEB. BUKIT SEKILAU,6,460,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,144,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,311,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,457,3,0,1,1
P.082_N.13_082/13/05_7,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/05,BUKIT SEKILAU,SEK. KEB. BUKIT SEKILAU,7,480,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,142,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,337,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,479,1,0,1,1
P.082_N.13_082/13/06_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/06,INDERA MAHKOTA 1,SEK. MEN. KEB. CENDERAWASIH,1,300,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,182,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,109,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,6,,,,,,297,3,0,1,1
P.082_N.13_082/13/06_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/06,INDERA MAHKOTA 1,SEK. MEN. KEB. CENDERAWASIH,2,503,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,291,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,207,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,499,4,0,1,1
P.082_N.13_082/13/06_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/06,INDERA MAHKOTA 1,SEK. MEN. KEB. CENDERAWASIH,3,505,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,270,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,229,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,3,,,,,,502,3,0,1,1
P.082_N.13_082/13/06_4,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/06,INDERA MAHKOTA 1,SEK. MEN. KEB. CENDERAWASIH,4,478,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,194,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,280,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,475,3,0,1,1
P.082_N.13_082/13/06_5,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/06,INDERA MAHKOTA 1,SEK. MEN. KEB. CENDERAWASIH,5,446,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,198,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,245,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,445,1,0,1,1
P.082_N.13_082/13/06_6,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/06,INDERA MAHKOTA 1,SEK. MEN. KEB. CENDERAWASIH,6,477,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,224,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,251,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,475,2,0,1,1
P.082_N.13_082/13/07_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/07,BUKIT UBI,KOMPLEKS BELIA DAN SUKAN NEGERI PAHANG,1,286,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,85,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,198,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,284,2,0,1,1
P.082_N.13_082/13/07_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/07,BUKIT UBI,KOMPLEKS BELIA DAN SUKAN NEGERI PAHANG,2,544,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,157,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,378,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,537,7,0,1,1
P.082_N.13_082/13/07_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/07,BUKIT UBI,KOMPLEKS BELIA DAN SUKAN NEGERI PAHANG,3,556,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,113,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,433,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,5,,,,,,551,5,0,1,1
P.082_N.13_082/13/07_4,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/07,BUKIT UBI,KOMPLEKS BELIA DAN SUKAN NEGERI PAHANG,4,542,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,91,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,448,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,540,2,0,1,1
P.082_N.13_082/13/07_5,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/07,BUKIT UBI,KOMPLEKS BELIA DAN SUKAN NEGERI PAHANG,5,555,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,83,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,470,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,555,0,0,1,1
P.082_N.13_082/13/08_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/08,BUKIT SETONGKOL,SEK. KEB. BUKIT SETONGKOL,1,267,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,103,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,153,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,4,,,,,,260,7,0,1,1
P.082_N.13_082/13/08_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/08,BUKIT SETONGKOL,SEK. KEB. BUKIT SETONGKOL,2,498,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,181,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,311,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,4,,,,,,496,2,0,1,1
P.082_N.13_082/13/08_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/08,BUKIT SETONGKOL,SEK. KEB. BUKIT SETONGKOL,3,496,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,214,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,274,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,3,,,,,,491,5,0,1,1
P.082_N.13_082/13/08_4,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/08,BUKIT SETONGKOL,SEK. KEB. BUKIT SETONGKOL,4,471,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,182,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,279,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,3,,,,,,464,7,0,1,1
P.082_N.13_082/13/08_5,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/08,BUKIT SETONGKOL,SEK. KEB. BUKIT SETONGKOL,5,469,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,145,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,321,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,468,1,0,1,1
P.082_N.13_082/13/08_6,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/08,BUKIT SETONGKOL,SEK. KEB. BUKIT SETONGKOL,6,466,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,137,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,327,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,464,2,0,1,1
P.082_N.13_082/13/08_7,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/08,BUKIT SETONGKOL,SEK. KEB. BUKIT SETONGKOL,7,456,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,119,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,336,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,456,0,0,1,1
P.082_N.13_082/13/09_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/09,TAMAN LKNP,TABIKA PERPADUAN TAMAN LKNP BUKIT SETONGKOL 1 & 2,1,301,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,156,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,144,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,300,1,0,1,1
P.082_N.13_082/13/09_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/09,TAMAN LKNP,TABIKA PERPADUAN TAMAN LKNP BUKIT SETONGKOL 1 & 2,2,558,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,183,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,370,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,3,,,,,,556,2,0,1,1
P.082_N.13_082/13/09_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/09,TAMAN LKNP,TABIKA PERPADUAN TAMAN LKNP BUKIT SETONGKOL 1 & 2,3,538,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,173,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,360,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,535,3,0,1,1
P.082_N.13_082/13/10_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/10,CHENDERAWASIH,SEK. KEB. CENDERAWASIH,1,316,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,154,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,141,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,3,,,,,,298,18,0,1,1
P.082_N.13_082/13/10_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/10,CHENDERAWASIH,SEK. KEB. CENDERAWASIH,2,494,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,214,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,278,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,492,2,0,1,1
P.082_N.13_082/13/10_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/10,CHENDERAWASIH,SEK. KEB. CENDERAWASIH,3,490,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,202,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,286,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,488,2,0,1,1
P.082_N.13_082/13/10_4,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/10,CHENDERAWASIH,SEK. KEB. CENDERAWASIH,4,475,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,164,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,308,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,474,1,0,1,1
P.082_N.13_082/13/10_5,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/10,CHENDERAWASIH,SEK. KEB. CENDERAWASIH,5,454,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,215,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,235,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,452,2,0,1,1
P.082_N.13_082/13/10_6,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/10,CHENDERAWASIH,SEK. KEB. CENDERAWASIH,6,456,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,204,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,251,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,455,1,0,1,1
P.082_N.13_082/13/10_7,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/10,CHENDERAWASIH,SEK. KEB. CENDERAWASIH,7,482,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,200,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,279,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,479,3,0,1,1
P.082_N.13_082/13/11_1,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/11,INDERA MAHKOTA 2,SEK. MEN. KEB. TENGKU PANGLIMA PERANG TENGKU MUHAMAD,1,295,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,165,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,124,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,290,5,0,1,1
P.082_N.13_082/13/11_2,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/11,INDERA MAHKOTA 2,SEK. MEN. KEB. TENGKU PANGLIMA PERANG TENGKU MUHAMAD,2,587,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,323,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,259,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,582,5,0,1,1
P.082_N.13_082/13/11_3,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/11,INDERA MAHKOTA 2,SEK. MEN. KEB. TENGKU PANGLIMA PERANG TENGKU MUHAMAD,3,565,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,261,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,304,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,0,,,,,,565,0,0,1,1
P.082_N.13_082/13/11_4,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/11,INDERA MAHKOTA 2,SEK. MEN. KEB. TENGKU PANGLIMA PERANG TENGKU MUHAMAD,4,539,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,213,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,322,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,3,,,,,,538,1,0,1,1
P.082_N.13_082/13/11_5,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/11,INDERA MAHKOTA 2,SEK. MEN. KEB. TENGKU PANGLIMA PERANG TENGKU MUHAMAD,5,518,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,234,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,283,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,1,,,,,,518,0,0,1,1
P.082_N.13_082/13/11_6,PAHANG,NORMAL VOTE,P.082,INDERA MAHKOTA,N.13,SEMAMBU,082/13/11,INDERA MAHKOTA 2,SEK. MEN. KEB. TENGKU PANGLIMA PERANG TENGKU MUHAMAD,6,547,UMNO,DATO' WAN ADNAN BIN WAN MAMAT,MALE,,258,PKR,DATO' FAUZI ABDUL RAHMAN,MALE,,284,,,,,,,,,,,,,,,,INDEPENDENT - KEY,RAM PONUSAMY,MALE,,2,,,,,,544,3,0,1,1
CHECK TOTAL,OK,,,CHECK DM,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#N/A
P.083_P.083/POSTAL VOTE_083/UNDI POS_1,PAHANG,POSTAL VOTE,P.083,KUANTAN,P.083/POSTAL VOTE,POSTAL VOTE,083/UNDI POS,UNDI POS,UNDI POS,1,758,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,396,PKR,FUZIAH SALLEH,FEMALE,,166,,,,,,,,,,,,,,,,,,,,,,,,,,562,80,116,1,1
P.083_P.083/EARLY VOTE_083/14/00_1,PAHANG,EARLY VOTE,P.083,KUANTAN,P.083/EARLY VOTE,TERUNTUM,083/14/00,UNDI AWAL,"DEWAN BADMINTON PERUMAHAN POLIS, ALOR AKAR KUANTAN",1,635,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,564,PKR,FUZIAH SALLEH,FEMALE,,66,,,,,,,,,,,,,,,,,,,,,,,,,,630,5,0,1,1
P.083_P.083/EARLY VOTE_083/14/00_2,PAHANG,EARLY VOTE,P.083,KUANTAN,P.083/EARLY VOTE,TERUNTUM,083/14/00,UNDI AWAL,"DEWAN BADMINTON PERUMAHAN POLIS, ALOR AKAR KUANTAN",2,691,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,615,PKR,FUZIAH SALLEH,FEMALE,,71,,,,,,,,,,,,,,,,,,,,,,,,,,686,5,0,1,1
P.083_N.14_083/14/01_1,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/01,SERI KUANTAN,SEK. KEB. GALING,1,257,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,80,PKR,FUZIAH SALLEH,FEMALE,,172,,,,,,,,,,,,,,,,,,,,,,,,,,252,5,0,1,1
P.083_N.14_083/14/01_2,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/01,SERI KUANTAN,SEK. KEB. GALING,2,431,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,110,PKR,FUZIAH SALLEH,FEMALE,,317,,,,,,,,,,,,,,,,,,,,,,,,,,427,4,0,1,1
P.083_N.14_083/14/01_3,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/01,SERI KUANTAN,SEK. KEB. GALING,3,447,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,102,PKR,FUZIAH SALLEH,FEMALE,,343,,,,,,,,,,,,,,,,,,,,,,,,,,445,2,0,1,1
P.083_N.14_083/14/01_4,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/01,SERI KUANTAN,SEK. KEB. GALING,4,459,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,92,PKR,FUZIAH SALLEH,FEMALE,,364,,,,,,,,,,,,,,,,,,,,,,,,,,456,3,0,1,1
P.083_N.14_083/14/01_5,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/01,SERI KUANTAN,SEK. KEB. GALING,5,460,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,103,PKR,FUZIAH SALLEH,FEMALE,,356,,,,,,,,,,,,,,,,,,,,,,,,,,459,1,0,1,1
P.083_N.14_083/14/01_6,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/01,SERI KUANTAN,SEK. KEB. GALING,6,434,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,68,PKR,FUZIAH SALLEH,FEMALE,,365,,,,,,,,,,,,,,,,,,,,,,,,,,433,1,0,1,1
P.083_N.14_083/14/01_7,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/01,SERI KUANTAN,SEK. KEB. GALING,7,439,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,67,PKR,FUZIAH SALLEH,FEMALE,,370,,,,,,,,,,,,,,,,,,,,,,,,,,437,1,1,1,1
P.083_N.14_083/14/02_1,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/02,MEDAN TOK SIRA,SEK. MEN. KEB. TOK SERA,1,264,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,109,PKR,FUZIAH SALLEH,FEMALE,,154,,,,,,,,,,,,,,,,,,,,,,,,,,263,1,0,1,1
P.083_N.14_083/14/02_2,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/02,MEDAN TOK SIRA,SEK. MEN. KEB. TOK SERA,2,417,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,190,PKR,FUZIAH SALLEH,FEMALE,,220,,,,,,,,,,,,,,,,,,,,,,,,,,410,7,0,1,1
P.083_N.14_083/14/02_3,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/02,MEDAN TOK SIRA,SEK. MEN. KEB. TOK SERA,3,408,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,185,PKR,FUZIAH SALLEH,FEMALE,,221,,,,,,,,,,,,,,,,,,,,,,,,,,406,2,0,1,1
P.083_N.14_083/14/02_4,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/02,MEDAN TOK SIRA,SEK. MEN. KEB. TOK SERA,4,386,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,179,PKR,FUZIAH SALLEH,FEMALE,,206,,,,,,,,,,,,,,,,,,,,,,,,,,385,1,0,1,1
P.083_N.14_083/14/02_5,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/02,MEDAN TOK SIRA,SEK. MEN. KEB. TOK SERA,5,395,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,196,PKR,FUZIAH SALLEH,FEMALE,,199,,,,,,,,,,,,,,,,,,,,,,,,,,395,0,0,1,1
P.083_N.14_083/14/03_1,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/03,PERKAMPUNGAN TERATAI,SEK. MEN. KEB. ALOR AKAR,1,289,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,107,PKR,FUZIAH SALLEH,FEMALE,,180,,,,,,,,,,,,,,,,,,,,,,,,,,287,2,0,1,1
P.083_N.14_083/14/03_2,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/03,PERKAMPUNGAN TERATAI,SEK. MEN. KEB. ALOR AKAR,2,410,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,134,PKR,FUZIAH SALLEH,FEMALE,,272,,,,,,,,,,,,,,,,,,,,,,,,,,406,4,0,1,1
P.083_N.14_083/14/03_3,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/03,PERKAMPUNGAN TERATAI,SEK. MEN. KEB. ALOR AKAR,3,421,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,123,PKR,FUZIAH SALLEH,FEMALE,,294,,,,,,,,,,,,,,,,,,,,,,,,,,417,1,3,1,1
P.083_N.14_083/14/03_4,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/03,PERKAMPUNGAN TERATAI,SEK. MEN. KEB. ALOR AKAR,4,397,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,104,PKR,FUZIAH SALLEH,FEMALE,,289,,,,,,,,,,,,,,,,,,,,,,,,,,393,4,0,1,1
P.083_N.14_083/14/04_1,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/04,KAMPUNG SELAMAT,SEK. MEN. AGAMA AL-EHSAN KUANTAN,1,267,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,148,PKR,FUZIAH SALLEH,FEMALE,,109,,,,,,,,,,,,,,,,,,,,,,,,,,257,10,0,1,1
P.083_N.14_083/14/04_2,PAHANG,NORMAL VOTE,P.083,KUANTAN,N.14,TERUNTUM,083/14/04,KAMPUNG SELAMAT,SEK. MEN. AGAMA AL-EHSAN KUANTAN,2,422,UMNO,MOHAMED SUFFIAN BIN AWANG,MALE,,218,PKR,FUZIAH SALLEH,FEMALE,,196,,,,,,,,,,,,,,,,,,,,,,,,,,414,7,1,1,1
